Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-400.9411	-349.5549	-51.38626	8.123105	3.336675	0.724633	1.29239	0.205026	0.287462	0.302189	0.125914	1.76791	0.482121	0.653762	0.60843	0.494588	0.31439	0.444443	0.0204609	0.823957	0.279143	1.53611	0.658032	0.454393	0.0457809	0.252323	0.643815	0.4740033	-0.2027044	0.0659224	0.116572	0.253533	0.000589258	0.0742613	0.0217195	0.0658009	0.0105484	0.0577823	0.0813958	0.0648379	0.0500555	0.0465965	0.0708466	0.0195384	0.3947457	4	9.428654	0.1925028	0.41374	0.748615	1.08374	1.75391	0.0974232	0.190046	0.217954	0.0762237	0.340383	0.0779702	0.1920413	2.055525
100	-391.9347	-343.4704	-48.46435	8.023256	3.162658	0.321425	0.141129	0.0744502	0.514016	0.824359	0.0881068	0.806247	0.46313	0.751124	0.618149	0.33553	1.02891	0.66284	0.5992	0.178239	0.169637	2.09133	0.192513	0.412502	0.456505	0.146355	0.758768	0.5003996	0.06919298	0.142446	0.0709006	0.0777221	0.0618833	0.0472669	0.0800306	0.00165075	0.00839705	0.253205	0.0138505	0.0849744	0.0112647	0.0259725	0.0486626	0.0717726	0.2266561	4	8.036504	0.2179739	0.401467	0.740154	1.08321	1.77517	0.123383	0.123415	0.30518	0.142577	0.227634	0.0778122	0.2958491	0.7661207
200	-389.4248	-340.2148	-49.21004	8.857251	3.471418	0.86145	0.253781	0.029488	0.081861	0.103895	0.111644	0.30999	1.02664	0.622079	0.993101	0.0707964	1.08022	0.378833	0.188795	0.879262	0.867249	0.425356	0.440363	1.0399	0.195292	0.247222	0.230219	0.3141962	-0.003124953	0.0209121	0.136887	0.0857598	0.0932265	0.0839551	0.0269961	0.00582397	0.0571237	0.100067	0.041898	0.118077	0.00159293	0.0873464	0.0800355	0.0602997	0.2873903	5	15.44837	0.2042136	0.422736	0.754687	1.08403	1.73855	0.158559	0.150801	0.25068	0.0912904	0.195179	0.153491	0.2842653	1.010993
300	-400.2461	-341.6379	-58.60823	10.85839	4.938065	0.715783	0.11812	0.150447	0.0431613	0.811803	0.213898	1.34575	1.01056	0.509012	0.456865	0.688035	1.3133	0.249075	0.0496267	0.220353	1.3966	1.6964	0.743361	0.74263	0.0413177	0.117666	0.416357	0.6067955	0.01789416	0.0990435	0.0132629	0.14553	0.0870059	0.0802066	0.032021	0.0283377	0.0259056	0.305543	0.0275779	0.0501316	0.0159055	0.0322498	0.0552994	0.00198035	0.6457657	4	11.86338	0.1028364	0.499485	0.802461	1.08341	1.61465	0.104268	0.0938748	0.328543	0.0550535	0.29318	0.125081	0.6636599	0.9730372
400	-399.9134	-350.1496	-49.7638	10.05783	2.395594	0.848737	0.0870559	1.65286	0.0740401	1.11653	0.911656	0.342663	0.241024	0.12422	0.00519519	0.341691	1.25795	0.0399509	0.172132	0.354574	0.0567493	0.642285	0.144137	1.06441	0.1743	0.0158246	2.09689	0.6115027	0.0752678	0.0767822	0.0894558	0.0493243	0.077969	0.109598	0.0103478	0.0460796	0.006048	0.115384	0.0175743	0.105102	0.188543	0.0197335	0.0753371	0.0127218	0.4555501	3	13.18316	0.1282846	0.336329	0.691414	1.07734	1.89492	0.179535	0.127221	0.150155	0.165541	0.264473	0.113075	0.5308179	0.8582041
500	-403.0565	-343.3873	-59.66924	6.641004	3.238995	0.524579	2.15666	0.25799	0.663813	0.527033	0.215404	1.41191	0.52027	0.415582	1.88233	0.518207	1.81467	0.799706	0.181746	0.693674	0.131823	0.304834	1.05709	3.80775	0.0438454	0.335862	0.549947	0.5989188	0.139907	0.19564	0.12708	0.0235912	0.0539013	0.00267184	0.0209413	0.105612	0.0187012	0.207344	0.0476118	0.10522	0.00586846	0.0181549	0.024484	0.0431774	0.5794128	1	7.422618	0.1960605	0.406946	0.743957	1.08347	1.76563	0.167515	0.106065	0.212673	0.103281	0.301189	0.109277	0.7193198	0.805501
600	-401.313	-345.3629	-55.95005	10.82428	3.541295	0.810665	0.143441	1.13728	0.257144	0.229113	0.105822	0.550931	0.341467	0.342092	0.898222	0.174114	0.641398	0.698422	0.337293	1.83304	0.0991956	0.177261	0.0462525	0.868349	0.0755893	0.043611	0.910961	0.5432005	-0.007168078	0.0561599	0.0033907	0.0406457	0.163499	0.0191506	0.00314489	0.055099	0.00136183	0.128517	0.0581002	0.124753	0.0188047	0.295846	0.0133863	0.018141	0.3221885	2	14.39325	0.1507427	0.427239	0.757686	1.08414	1.73094	0.116203	0.188884	0.176505	0.0635639	0.265689	0.189156	0.3150205	1.022754
700	-402.9162	-347.4408	-55.47538	10.73343	2.840699	1.00983	0.0840941	0.692962	0.169355	0.491349	0.0971116	0.478902	0.278277	0.122585	0.240305	0.939793	0.386966	0.0374135	0.407354	0.407968	0.243845	0.0498799	0.877794	0.515574	0.529434	0.166281	0.343357	0.377927	0.05761704	0.0827141	0.0098034	0.0988008	0.0759878	0.118396	0.0107913	0.092639	0.00795536	0.0421148	0.0748351	0.140493	0.00225774	0.0895006	0.0960131	0.0576979	0.3415774	1	24.18315	0.1097649	0.37655	0.722308	1.08161	1.81953	0.159409	0.143829	0.195518	0.101164	0.182957	0.217124	0.3991944	0.8556667
800	-389.2762	-339.3039	-49.97233	10.67042	3.019389	0.56542	0.168454	0.142113	0.095164	0.335701	0.178126	0.765391	0.179211	0.677561	2.10018	0.357809	0.525825	0.22738	0.542353	0.12603	0.96847	0.371043	0.184853	0.0638845	0.86012	0.311306	0.0755872	0.3946529	0.174409	0.167207	0.050709	0.191133	0.0495367	0.0546056	0.0349746	0.0241715	0.000700335	0.0783192	0.0708763	0.106646	0.00652671	0.0143777	0.110035	0.0401812	0.3716384	3	11.80006	0.1560795	0.390756	0.732596	1.08261	1.79404	0.137604	0.123156	0.253322	0.0932909	0.253827	0.138799	0.5460474	0.6805974
900	-404.3361	-344.9428	-59.39334	8.941069	5.738508	0.176444	0.228255	0.11495	0.0415185	0.2788	0.551023	0.706649	0.281354	1.10319	0.0684726	0.376911	1.08746	0.0957348	0.782135	0.242483	1.50763	1.31969	2.04748	0.287068	0.196623	0.65458	0.225177	0.6799094	-0.05909816	0.0270595	0.0394474	0.184616	0.020912	0.0668163	0.00447079	0.0873093	0.00254158	0.0402286	0.05389	0.215653	0.0205347	0.0696937	0.117707	0.0491197	0.5648229	3	11.26304	0.1360704	0.530132	0.819749	1.08183	1.56828	0.217769	0.202627	0.1639	0.109073	0.137426	0.169205	0.5057248	1.116858
