Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-804.4175	-680.1005	-124.317	10.23903	3.860145	0.0154251	0.0892071	0.073858	0.26511	0.282131	0.0213455	0.0269208	0.0127502	0.111748	0.0608769	0.036715	0.154264	0.0132771	0.0816643	0.131692	0.468858	0.0528398	0.24183	0.144162	0.10563	0.0396069	0.229273	0.0655436	0.272441	0.00158087	0.364704	0.103388	0.371938	0.108835	0.01862	0.348981	0.0707424	0.164604	0.0846047	0.0668836	0.171877	0.0432594	0.312443	0.0308655	0.214693	0.19718	0.11427	0.321835	0.253895	0.0530509	0.403583	0.116452	0.128856	0.117465	0.0312119	0.0342623	0.461945	0.100068	0.00306344	0.227013	0.110532	0.0694691	0.102881	0.13532	0.00774232	0.271258	0.124449	0.155463	0.190627	0.25336	0.0535947	0.0236419	0.0245614	0.00419151	0.0336414	0.0852274	0.3496	0.0260579	0.0030756	0.1698825	-0.00606667	0.102233	0.0404848	0.0360609	0.0180325	0.0194474	0.0298369	0.0794007	0.0145623	0.0633957	0.0188844	0.128269	0.00409879	0.0126001	0.419592	0.0131011	0.3476642	7	55.30102	0.0885116	0.44651	0.77023	1.0844	1.69886	0.0485911	0.227282	0.0717472	0.298276	0.208932	0.145171	0.3415975	1.01776
100	-749.8332	-680.9452	-68.88794	15.89435	2.172412	0.0956492	0.00739426	0.181805	0.14887	0.0200907	0.0909649	0.0154671	0.00865685	0.081085	0.104455	0.0472202	0.00728843	0.0335627	0.159312	0.0156095	0.198242	0.0895491	0.0229639	0.0382813	0.0438863	0.0065299	0.115643	0.133585	0.163532	0.0343808	0.0708334	0.0530345	0.0608144	0.0254208	0.0709972	0.0110006	0.0388987	0.195742	0.0887786	0.0943685	0.0994576	0.0212914	0.01913	0.112878	0.428624	0.0184664	0.00947859	0.107417	0.0545146	0.0883085	0.0386681	0.0543188	0.0425158	0.124899	0.033478	0.0178406	0.172718	0.0107189	0.0153804	0.1706	0.061697	0.00181314	0.0206547	0.0106224	0.212351	0.0272735	0.0740834	0.154564	0.0189708	0.0141875	0.0200553	0.0266463	0.234839	0.121739	0.0479139	0.0426028	0.012502	0.0359486	0.0570069	0.07173431	-0.02305367	0.139204	0.0553138	0.0267694	0.0543299	0.0155224	0.0237029	0.14433	0.0167415	0.0480862	0.00682988	0.0889913	0.0151219	0.00806247	0.349152	0.00784183	0.4878685	9	59.43897	0.06188082	0.313022	0.672179	1.07376	1.94104	0.0587227	0.200693	0.0637484	0.259984	0.309813	0.107039	0.4648148	1.049598
200	-777.8035	-675.3012	-102.5022	9.285378	3.276517	0.137742	0.177188	0.181151	0.14445	0.311997	0.0397636	0.0360951	0.117003	0.444136	0.153452	0.00634549	0.0330599	0.00229872	0.0795294	0.0651935	0.210129	0.0789409	0.102453	0.0020883	0.212576	0.0571478	0.101711	0.185745	0.0148212	0.154881	0.303473	0.398519	0.196679	0.134872	0.181415	0.16426	0.106769	0.204877	0.163003	0.0106568	0.0227093	0.0156325	0.11515	0.0494909	0.297261	0.567922	0.0401041	0.281677	0.0466639	0.0847394	0.0298759	0.0832201	0.0504221	0.0626313	0.0330495	0.151306	0.0645842	0.0404478	0.0127328	0.0702709	0.238381	0.0673984	0.00211131	0.0124387	0.283122	0.107064	0.0567916	0.0073417	0.0377316	0.013319	0.000554198	0.00254447	0.0121525	0.0506426	0.217125	0.0370707	0.0610266	0.116353	0.186055	0.1069532	0.03595143	0.128496	0.0208141	0.0271139	0.172064	0.020146	0.00554216	0.0801629	0.00863663	0.115142	0.0128002	0.0922572	0.0146783	0.0109257	0.280754	0.0104674	0.5141397	8	58.01681	0.08077734	0.409584	0.745773	1.08358	1.76107	0.0608286	0.280992	0.0697072	0.228701	0.249462	0.110309	0.5500912	0.9346446
300	-744.9468	-660.2277	-84.71913	27.51169	4.194637	0.0991099	0.0324759	0.196027	0.174795	0.0723481	0.00859437	0.038004	0.00790214	0.0247214	0.104867	0.174212	0.0712982	0.125014	0.0540959	0.00511516	0.022339	0.254913	0.0371818	0.135145	0.0135042	0.171052	0.119224	0.0144244	0.0135813	0.122592	0.0131558	0.18531	0.00816877	0.00126203	0.0128766	0.0233612	0.11548	0.0502286	0.00419689	0.0377773	0.00835955	0.0674095	0.0915482	0.0338759	0.0760014	0.0029341	0.0221378	0.205387	0.00142646	0.101365	0.0697629	0.0116176	0.00353364	0.103576	0.0398128	0.0323868	0.0335698	0.0233359	0.0021946	0.017894	0.038866	0.0150341	0.0317266	0.100892	0.0151901	0.00125565	0.0422941	0.0143961	0.0258476	0.0134529	0.379886	0.213215	0.0202278	0.323619	0.118524	0.0928936	0.0541903	0.00782142	0.018982	0.06657242	0.006601107	0.145695	0.0133251	0.0137739	0.0254023	0.0717043	0.00282229	0.093953	0.0120944	0.0623463	0.00525189	0.0480997	0.00323677	0.018846	0.478054	0.00539409	0.4887436	7	61.69124	0.0399151	0.464745	0.781682	1.08432	1.66925	0.0603728	0.205252	0.142123	0.237491	0.263812	0.0909495	0.4953447	0.9866737
400	-746.02	-669.0179	-77.00214	17.56955	7.42615	0.10397	0.0133972	0.0706358	0.102917	0.045179	0.0457989	0.116227	0.0165225	0.447562	0.00886748	0.0442532	0.0403345	0.0294548	0.0269779	0.00931315	0.00493111	0.132555	0.0143603	0.159535	0.000625746	0.143123	0.0666817	0.0516009	0.0471824	0.214846	0.0581737	0.00401488	0.117582	0.0466686	0.0413288	0.0359836	0.0759286	0.0583583	0.0782734	0.00892348	0.0175333	0.0673122	0.0458882	0.0502525	0.166292	0.00361185	0.043596	0.0265352	0.0271595	0.0211151	0.000393466	0.00596998	0.0013536	0.102592	0.00433928	0.0470682	0.106907	0.011003	0.00133298	0.0300781	0.0157355	0.0219037	0.00166204	0.0308063	0.0114386	0.218411	0.0651467	0.0305313	0.0123029	0.00815755	0.0107377	0.00939032	0.0168866	0.0500162	0.0145093	0.0389178	0.0289538	0.0128781	0.0733075	0.04504766	0.0150615	0.0892187	0.019632	0.0746164	0.048518	0.106377	0.0082301	0.157815	0.0110745	0.00251828	0.00157441	0.0548521	0.00714244	0.0205656	0.392388	0.00547825	0.3752213	7	64.16456	0.03939727	0.579552	0.84577	1.07796	1.49672	0.0626808	0.202337	0.12789	0.189951	0.281603	0.135538	0.3902828	0.9614088
500	-769.7154	-669.3579	-100.3575	19.31761	2.771979	0.12348	0.0111231	0.0542436	0.0292647	0.0262546	0.013886	0.0579511	0.0502155	0.142949	0.266725	0.0388369	0.0736091	0.014047	0.0298605	0.00274401	0.0173655	0.0947951	0.0529242	0.061673	0.0365359	0.0879101	0.205401	0.0122578	0.0594457	0.193633	0.162905	0.0193368	0.0748248	0.187258	0.00873327	0.0849526	0.257794	0.173672	0.00233719	0.0258995	0.135511	0.139291	0.0382176	0.0827117	0.0662503	0.309422	0.182393	0.00814793	0.0988903	0.12203	0.000519514	0.0888324	0.00631098	0.264881	0.160956	0.0616246	0.0175047	0.0178167	0.0672487	0.000917513	0.19797	0.141422	0.010089	0.312486	0.0490494	0.00729127	0.0111624	0.249019	0.067799	0.0755948	0.259967	0.021261	0.210607	0.242284	0.0407208	0.1556	0.0766884	0.0020152	0.0366182	0.0928667	-0.03246742	0.182687	0.018409	0.115777	0.095816	0.129058	0.00363905	0.184612	0.00948071	0.0494113	0.000732647	0.0548864	0.00128454	0.0116491	0.140361	0.00219561	0.6686274	10	59.56776	0.03239333	0.370815	0.718067	1.08113	1.82999	0.0408869	0.204592	0.0886999	0.243672	0.261553	0.160596	0.63616	1.051037
600	-749.3308	-657.1418	-92.18892	53.57305	5.543486	0.0188004	0.00615122	0.00788396	0.121204	0.00340439	0.00805471	0.0165576	0.00105626	0.0991368	0.0671456	0.0120257	0.0298619	0.167476	0.000845145	0.105138	0.0565908	0.00214392	0.125815	0.00812099	0.232146	0.0174111	0.133742	0.115659	0.0952993	0.07452	0.349432	0.0058686	0.0127625	0.0844218	0.00325971	0.340794	0.0346807	0.20951	0.0890537	0.0455583	0.0828716	0.00746079	0.0481415	0.055784	0.199622	0.196152	0.0676436	0.0149456	0.10566	0.0172031	0.0122398	0.00899638	0.0429416	0.0408799	0.147999	0.00603712	0.0772228	0.0225306	0.0603405	0.00811723	0.0973268	0.012885	0.00143804	0.141495	0.0592566	0.279361	0.0227678	0.019195	0.0285457	0.000683776	0.139901	0.12604	0.0219371	0.014718	0.377294	0.0209865	0.00299862	0.0292622	0.0269327	0.07199156	-0.01086276	0.0880356	0.00810964	0.011033	0.01262	0.0510861	0.0129798	0.136421	0.00917314	0.101913	0.0163159	0.0681769	0.000244226	0.0333171	0.444197	0.0063778	0.4183722	8	55.64161	0.04981202	0.523196	0.815918	1.08225	1.57864	0.0901265	0.159174	0.0944903	0.277123	0.261316	0.117771	0.4075095	1.026656
700	-724.5986	-647.5089	-77.08976	58.12717	4.064835	0.00656668	0.0464157	0.0565862	0.159581	0.00974467	0.0341208	0.00535452	0.0814252	0.236107	0.0741307	0.00786667	0.0252267	0.0408738	0.003064	0.0402163	0.151566	0.0144655	0.0441283	0.0157283	0.0901247	0.0135139	0.0729121	0.0197132	0.0452027	0.0994286	0.0931257	0.0778623	0.0323871	0.0556336	0.0272846	0.0228854	0.000195595	0.289108	0.0337164	0.0443176	0.0206526	0.0335844	0.0775329	0.0214658	0.00153944	0.026652	0.0722901	0.00497394	0.0137074	0.0523278	0.0528529	0.0308107	0.208485	0.11022	0.00295793	0.00412672	0.0195558	0.1178	0.028114	0.0328371	0.051255	0.0895012	0.0394105	0.00179935	0.0115328	0.0179541	0.0302668	0.0341115	0.00187203	0.0331254	0.0166887	0.153946	0.0385246	0.00671009	0.0385123	0.0246012	0.0537395	0.00376582	0.0210017	0.04402934	0.03932709	0.121698	0.00385035	0.022123	0.119611	0.105422	0.00183789	0.0745401	0.0169939	0.113133	0.00360519	0.0657011	0.00145735	0.013714	0.333127	0.00318609	0.3990768	7	60.5217	0.04974	0.457889	0.777422	1.08439	1.6803	0.0361597	0.186048	0.108479	0.284806	0.264641	0.119866	0.4384039	0.9102948
800	-731.6786	-660.2778	-71.40079	56.78308	2.345246	0.0324037	0.0129794	0.199395	0.0113532	0.0215628	0.00780452	0.000275306	0.00961688	0.0709623	0.101361	0.0287417	0.00413241	0.00362224	0.123381	0.112272	0.0857622	0.0396278	0.0599061	0.000152301	0.152009	0.00255311	0.00961452	0.0584855	0.0203544	0.0183777	0.127883	0.0289925	0.0410318	0.00274568	0.00417258	0.0434789	0.126585	0.0706492	0.0191079	0.0857701	0.016582	0.00292385	0.0523548	0.0787727	0.0183161	0.0127009	0.0623011	0.035694	0.0743963	0.057505	0.0565896	0.0583919	0.0423027	0.0265459	0.00187329	0.0228475	0.039539	0.043359	0.119437	0.0719536	0.0557403	0.0317519	0.0125286	0.00295536	0.000214778	0.0112801	0.0197736	0.0797256	0.105292	0.0015792	0.00118167	0.0684959	0.211739	0.0545256	0.0139405	0.00548395	0.0246436	0.00301237	0.040744	0.04537629	-0.01712502	0.0306929	0.0535945	0.00818518	0.05235	0.0633031	0.0324218	0.155876	0.00593684	0.0353622	0.0394579	0.325372	0.0146295	0.0134444	0.168683	0.00068997	0.4361075	5	66.02116	0.02940188	0.331276	0.687332	1.07664	1.90475	0.0734027	0.234117	0.0493521	0.165603	0.298928	0.178598	0.4189825	1.040873
900	-723.3006	-665.1218	-58.17881	55.39602	3.290199	0.0629418	0.0211807	0.14964	0.105965	0.00461559	0.164648	0.0148181	0.078047	0.0404248	0.00814693	0.00473359	0.0021393	0.059899	0.109016	0.118447	0.0309921	0.0233593	0.164149	0.0384701	0.0556665	0.00266199	0.0518846	0.0805133	0.025107	0.12598	0.0729368	0.0216422	0.106524	0.0100689	0.00597682	0.042382	0.0527492	0.058718	0.00388266	0.0215954	0.00938552	0.000827195	0.0476507	0.0264912	0.0227655	0.0153224	0.0570827	0.00885419	0.00559181	0.0037765	0.000317097	0.039411	0.0498102	0.052441	0.0154373	0.0178072	0.0203948	0.0561597	0.0900678	0.00150294	0.002795	0.158608	0.0252812	0.0707701	0.0177598	0.0192049	0.0509239	0.0255067	0.0354894	0.0109884	0.0454754	0.0127717	0.0118605	0.0691183	0.0525896	0.0377224	0.0276548	0.0630385	0.00557483	0.04291032	-0.02513561	0.149509	0.0267671	0.0287076	0.0265585	0.0518265	0.0104191	0.16409	0.0164131	0.0581998	0.0179251	0.109822	0.0264692	0.014666	0.290855	0.00777257	0.3126275	8	60.49578	0.05057298	0.410537	0.746427	1.08362	1.75942	0.0685123	0.144511	0.10068	0.278915	0.272625	0.134758	0.2874919	1.087431
