Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-245.1301	-253.8251	8.695012	4.514002	3.700274	0.0215897	0.00125555	0.0129111	0.0739875	0.00445718	0.0115457	0.0422356	0.0040804	0.0506575	0.0135386	0.0509756	0.0288981	0.0277192	0.0180617	0.0405525	0.0230353	0.00726302	0.0247797	0.0307786	0.00232455	0.0450096	0.0506398	0.00613755	0.0179686	0.0184691	0.0613313	0.0665266	0.00557921	0.0163499	0.0275156	0.0268451	9.03896e-06	0.00121792	0.00067722	0.00484577	0.00592985	0.00520872	0.035864	0.0372259	0.0306	0.00525035	0.0391936	0.00393754	0.0283182	0.134075	0.021008	0.0525064	0.00781877	0.02805015	-0.01556804	0.0580097	0.0065024	0.234853	0.00740878	0.118934	0.0217953	0.0653223	0.037487	0.0353051	0.104007	0.0331183	0.0843534	0.0685066	0.0956983	0.0286988	0.4285217	10	53.79836	0.0670003	0.437099	0.764162	1.08431	1.71442	0.14409	0.169161	0.208895	0.0841172	0.3034	0.0903365	0.4129537	1.037699
100	-231.0356	-240.6707	9.635087	1.81195	2.695727	0.0557352	0.019859	0.0144596	0.00687279	0.0105141	0.0262544	0.0771259	0.0487147	0.0455236	0.00616285	0.0877441	0.00641915	0.00625547	0.000257649	0.00184581	0.00211624	0.00317897	0.0527958	0.00411072	0.00364298	0.00508612	0.00261357	0.0142089	0.00797261	0.00779652	9.7808e-05	0.00105878	0.0246332	0.0317699	0.00054943	0.00135626	0.00476613	0.0159658	0.0178034	0.0868058	0.0405187	0.00374142	0.00161915	0.0189209	0.0384812	0.0364149	0.000386285	0.00808954	0.000734388	0.0795818	0.0139891	0.086761	0.0165667	0.03328976	-0.0523442	0.196018	0.0230787	0.172045	0.00303226	0.0405467	0.0523589	0.0420041	0.0223993	0.0665032	0.0174616	0.00123086	0.250229	0.00757369	0.0902192	0.0152996	0.5204754	6	50.21206	0.05367984	0.364261	0.713156	1.08054	1.84205	0.119083	0.193286	0.130113	0.102293	0.371753	0.0834726	0.4681312	1.111815
200	-247.7609	-248.5525	0.7915607	2.188208	2.141831	0.0247005	0.00462145	0.0646995	0.00485863	0.00697921	0.0106011	0.0939188	0.0128644	0.0897782	0.00340881	0.00045063	0.00513662	0.0823708	0.00934159	0.00565786	0.0110667	0.00816465	0.0270951	0.0113502	0.0123521	0.0641872	0.0346292	0.0272358	0.0508487	0.0273099	0.103412	0.00422351	0.0118881	0.0328106	0.0114109	0.019194	0.0219113	0.00670259	0.0172849	0.0106504	0.0557939	0.00305252	0.0793126	0.0286786	0.0525751	0.0124697	0.00127374	0.0321053	0.0496489	0.000329825	0.0134802	0.0683261	0.00985845	0.0303536	-0.03877332	0.0933214	0.0394719	0.151643	0.00306496	0.171155	0.0945859	0.0712401	0.0359989	0.0316304	0.0468381	0.00867391	0.17144	0.0188749	0.0386324	0.0234291	0.3989171	5	50.94291	0.04980291	0.309637	0.669295	1.07316	1.9479	0.101686	0.166511	0.187215	0.117326	0.347733	0.0795294	0.3601438	1.107661
300	-243.8097	-244.6444	0.8347283	3.073113	2.15188	0.0138735	0.0105693	0.0120467	0.00144506	0.0130058	0.0441869	0.144338	0.0113015	0.065734	0.0364371	0.00310343	0.0770535	0.122911	0.00399252	0.024323	0.000433795	0.00779236	0.00226864	0.0121108	0.000974745	0.00234744	0.0248982	0.0465895	0.0194176	0.0977167	0.0168978	0.0297515	0.0323739	0.024824	0.0199493	0.0326843	0.00258725	0.034291	0.000769136	0.0214318	0.0104885	0.0715802	0.0458214	0.0124945	0.00131999	0.00161252	0.0041265	0.00567534	0.00503804	0.0786149	0.00181287	0.062875	0.0219918	0.02481955	0.008362479	0.122151	0.0661535	0.312766	0.00978537	0.129977	0.0249182	0.0395984	0.0649097	0.00789379	0.121902	0.0214573	0.0467528	0.00442273	0.0147693	0.0125434	0.5042275	8	56.07287	0.09977389	0.310755	0.67025	1.07336	1.94563	0.1777	0.201408	0.133358	0.0770398	0.327423	0.083071	0.51259	0.9836858
400	-230.6852	-245.3221	14.6369	1.232477	3.672343	0.00858552	0.00925927	0.0226308	5.87397e-05	0.0251616	0.0125237	0.0224849	0.0302219	0.0128319	0.00874411	0.0479739	0.00364328	0.0362692	0.00936323	0.0066425	0.126565	0.0118505	0.0119145	0.00457379	0.0290313	0.0272192	0.0191585	0.0145192	0.00697247	0.0651554	0.0142463	0.0351577	0.0323814	0.0902776	0.00041376	0.00532992	0.0079203	0.000662032	0.00139081	0.0097211	0.100721	0.0147518	0.0173791	0.0154791	0.06618	0.0010934	0.000974066	0.00627905	0.00728671	0.102584	0.00137063	0.0343976	0.0517338	0.02055414	0.04300068	0.0644522	0.00384315	0.0890114	0.015289	0.182022	0.133435	0.0574348	0.0335797	0.188077	0.0418354	0.00682018	0.0172488	0.00349143	0.110649	0.0528114	0.4495419	9	57.02255	0.0565155	0.435404	0.763057	1.08429	1.71725	0.145127	0.194173	0.13174	0.132371	0.32618	0.0704092	0.4925425	0.9126965
500	-233.1547	-258.7648	25.61015	2.739251	2.221571	0.0260796	0.00369808	0.00914791	0.019466	0.00199239	0.00356855	0.008618	0.00905858	0.0213798	0.00409897	0.00506976	0.0185967	0.000288413	0.0205735	0.00323817	0.0768431	0.00304998	0.0186418	0.0142312	0.021656	0.000709496	0.00809958	0.00512873	0.0171154	0.0115604	0.0167141	0.0461781	0.0156842	0.0347723	0.0190512	0.0259583	0.00446857	0.0408789	0.00145789	0.0031548	0.0556113	0.00140646	0.00443042	0.0273214	0.00160489	0.0113081	0.000733505	0.0102343	0.00996019	0.0316728	0.0197588	0.0179883	0.0346353	0.01635924	-0.003512868	0.115131	0.0109477	0.130714	0.00339628	0.203753	0.0353649	0.0463974	0.0223682	0.00529637	0.0669783	0.0352033	0.261428	0.0322288	0.00838183	0.0224122	0.4493495	5	73.54235	0.05973381	0.318363	0.676681	1.07466	1.9303	0.126308	0.275012	0.125098	0.124927	0.288521	0.0601349	0.4458366	1.007879
600	-237.4672	-248.2202	10.75304	3.707466	7.340454	0.00768918	0.00124018	0.039897	0.00215327	0.00722885	0.0128494	0.0165895	0.00900042	0.0243772	0.0107708	0.0455362	0.00590374	0.000516821	0.0661291	0.0027509	0.0406371	0.00738808	0.00576101	0.0258348	0.0201809	0.000483018	0.0104023	0.0208859	0.0119135	0.00198277	0.0176377	0.0209531	0.00813073	0.0441111	0.0226591	0.0311166	0.0149642	0.00247208	0.014973	0.0213609	0.0868794	0.0493064	0.000228352	0.126969	0.0234034	0.023389	0.0595398	0.01347	0.00623309	0.00763923	0.0331063	0.0301046	0.0737539	0.02508694	0.007361313	0.0622361	0.0816269	0.075696	0.027067	0.00675944	0.0195012	0.0376429	0.0349451	0.0324508	0.0230962	0.00203753	0.282865	0.00862909	0.297098	0.00834894	0.373446	8	50.03141	0.06182338	0.577415	0.844689	1.07816	1.49973	0.165534	0.166475	0.103702	0.108829	0.39969	0.0557698	0.3808073	0.9806692
700	-232.1347	-245.2079	13.07317	2.11153	2.226896	0.0433562	0.0194465	0.00054687	0.0198251	0.00205802	0.00270707	0.0103961	0.0322226	0.00387482	0.0800741	0.0354086	0.000371655	0.00949121	0.00625553	0.00428648	0.0782816	0.00468683	0.018057	0.0264024	0.0240858	0.000528241	0.0188665	0.0140237	0.0144711	0.0273949	0.0559104	0.0305323	0.00822088	0.027277	0.00181635	0.0174179	0.0338243	0.0235592	0.00331717	0.00324931	0.107869	0.0100907	0.0342766	0.00953952	0.0276857	0.0375492	0.000499742	0.00060656	0.032117	0.00448318	0.00397009	0.00624203	0.0601801	0.01854433	-0.004400411	0.111538	0.0326609	0.159074	0.00809267	0.0446505	0.186182	0.1186	0.0367692	0.0860936	0.13388	0.00494677	0.0423054	0.00398669	0.0305938	0.000626567	0.4272008	5	51.91781	0.04994733	0.318934	0.677159	1.07475	1.92915	0.126233	0.204076	0.116524	0.0609204	0.42659	0.0656564	0.4228004	1.010408
800	-256.2179	-252.3119	-3.905995	3.729845	3.413469	0.0192417	0.0135561	0.00538251	0.0226525	0.0266967	0.00727315	0.00772992	0.002992	0.0602488	0.0562034	0.0275091	0.0556657	0.0021242	0.0786088	0.00136267	0.0729369	0.085537	0.0198197	0.00403011	0.0494155	0.00432959	0.0258158	0.00126402	0.0132922	0.0715271	0.0249606	0.0110487	0.0110504	0.0706096	0.0719046	0.0250339	0.0985001	0.0225	0.0206993	0.0067777	0.076844	0.00579459	0.0125241	0.0171043	0.00153711	0.0532722	0.0287972	0.00466859	0.0230037	0.011673	0.00283957	0.0454234	0.10534	0.03664193	-0.03168605	0.0473367	0.0664721	0.145585	0.0023623	0.0576222	0.111018	0.11692	0.0277868	0.157341	0.0484903	0.00797154	0.173873	0.0159126	0.00428283	0.0170242	0.4511912	6	51.95333	0.05723985	0.418918	0.752124	1.08391	1.74504	0.167443	0.2272	0.107207	0.0520065	0.396131	0.0500134	0.4195051	1.075532
900	-203.8359	-235.1894	31.35351	3.830268	7.582716	0.00418354	0.0096529	0.0179277	0.000894298	0.0230905	0.000687808	0.074837	0.00437487	0.00710823	2.61976e-06	0.00584896	0.00364801	0.0252472	0.00122709	0.0279228	0.0159976	0.0038516	0.00607644	0.0305016	0.00216142	0.00332851	0.00998378	0.000306821	0.0204734	0.00905161	0.00354913	0.0110335	0.0701423	0.0103774	8.96299e-06	0.0107366	0.00123814	0.0127711	0.0206118	0.000237315	0.0296581	0.0559518	0.0499458	0.000817025	0.00306488	0.00489048	0.011213	0.0417794	0.000847811	0.00150811	0.0125102	0.0554203	0.014206	0.01371144	0.1114944	0.0826694	0.00597132	0.247233	0.00274352	0.0850338	0.0693715	0.0766442	0.0215836	0.104361	0.0794408	0.0150557	0.181342	0.00352511	0.0028448	0.0221805	0.3980336	13	51.45363	0.06983092	0.583372	0.847692	1.0776	1.49134	0.218934	0.143264	0.163825	0.0652267	0.363559	0.0451921	0.5095279	0.781181
