Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-623.8812	-536.0548	-87.82645	5.71574	0.5852647	0.130244	0.0533953	0.093729	0.653698	0.0597686	0.308283	1.65082	0.0883594	0.174616	0.00526656	0.123129	0.557431	1.06571	0.299033	0.312929	0.117065	0.105461	0.576692	0.215889	0.301135	0.0412773	0.424112	0.311283	0.0749441	0.291027	0.0811596	0.107563	0.120367	0.271418	0.0648727	0.110104	0.744245	0.0379889	0.476328	0.253008	0.0385898	0.144165	0.187327	0.2894179	0.003046804	0.211895	0.0678121	0.10179	0.00273646	0.101592	0.0944198	0.101942	0.102739	0.0267573	0.0370074	0.044402	0.00353742	0.0454191	0.0514696	0.00648013	0.2912548	4	57.02294	0.06034029	0.0500838	0.303982	0.873611	2.77232	0.127321	0.111299	0.104059	0.296468	0.160128	0.200726	0.2943016	0.9896473
100	-591.2888	-525.617	-65.67186	6.772177	0.8293362	0.00756644	0.20625	0.00422159	0.0322823	0.0947924	0.0117884	0.0128993	0.105405	0.143459	0.0940527	0.0432399	0.301151	0.17673	0.0180926	0.0464161	0.272564	0.149681	0.0859581	0.16084	0.0580763	0.0905805	0.0306775	0.00580339	0.115797	0.360094	0.0662256	0.119469	0.114181	0.188368	0.00716127	0.110418	0.198593	0.0253487	0.0425815	0.0273838	0.121704	0.0376256	0.320908	0.1023274	0.01845343	0.105018	0.0842606	0.0471758	0.0221791	0.0249813	0.0529491	0.164926	0.0661169	0.00607871	0.00411612	0.108061	0.126707	0.113675	0.0664897	0.00726594	0.3017079	1	51.27076	0.05141644	0.101784	0.418682	0.964763	2.51477	0.211962	0.125593	0.112442	0.288832	0.0880083	0.173162	0.3201613	0.9423621
200	-632.3804	-527.5554	-104.825	7.140004	0.6596511	0.0583495	0.272423	0.130812	0.594498	0.329471	0.389349	0.371327	0.748644	0.291014	0.459832	0.145699	0.134992	0.111238	0.0682093	0.687466	0.139017	1.67687	0.60036	0.368419	0.00985473	1.18717	1.13258	0.00860748	0.390078	0.624359	0.2517	0.499971	0.339052	0.0268121	0.116653	0.0635143	0.02744	0.602259	0.34597	0.143486	0.173948	0.153574	0.398689	0.4993993	-0.05332529	0.170301	0.133188	0.0919453	0.0238313	0.019901	0.124698	0.154434	0.00604046	0.00776883	0.0976442	0.0350429	0.046982	0.0560326	0.023902	0.00828864	0.2128654	3	54.70996	0.08525339	0.0655995	0.343854	0.908947	2.6816	0.126671	0.1009	0.090418	0.2906	0.15165	0.239761	0.1595401	1.334244
300	-618.3359	-531.2222	-87.11374	8.304062	1.144888	0.23135	0.145494	0.0581602	0.0941701	0.059075	0.475552	0.061082	0.0871634	0.133263	0.265404	0.251201	0.269687	0.706496	0.213078	0.166764	0.635272	0.0339543	0.409338	0.490872	0.0158093	0.0185768	0.217783	0.516587	0.4834	0.0252974	0.0673758	0.492415	0.0937238	0.0214828	0.443562	0.270885	0.212714	0.302912	0.0698411	0.1251	0.450278	0.620607	0.13084	0.2095924	0.0390036	0.149874	0.19475	0.066288	0.0182722	0.0259787	0.0887004	0.1145	0.0470692	0.0639085	0.0458288	0.0732963	0.0876058	0.00200758	0.0120246	0.00989587	0.2398651	4	67.69021	0.06501815	0.164924	0.516354	1.0204	2.29833	0.112667	0.134835	0.115068	0.301599	0.146449	0.189381	0.2788687	0.8601363
400	-617.4524	-535.5265	-81.92584	21.48948	0.803976	0.00591487	0.0316876	0.180625	0.103869	0.0939293	0.265462	0.0942149	0.716827	0.27362	0.24382	0.488604	0.0209293	0.0858023	0.367694	0.541747	0.102165	0.148582	0.0781981	0.0926934	0.197613	0.0714753	0.377663	0.181183	0.0949067	0.0514503	0.0632063	0.137679	0.316506	0.0728617	0.0261354	0.339383	0.146121	0.294424	0.00953728	0.116198	0.0519136	0.208548	0.709525	0.183087	-0.01167915	0.0558292	0.135469	0.0690318	0.116642	0.0660627	0.00578375	0.0952278	0.101002	0.00613954	0.247612	0.00876318	0.0521933	0.0201403	0.0147972	0.00530597	0.2666645	5	59.28392	0.0491369	0.0964045	0.40873	0.958051	2.53682	0.115585	0.136466	0.0624194	0.291504	0.142729	0.251297	0.2549854	1.045803
500	-619.6624	-525.124	-94.53839	6.359274	1.172477	0.0555543	0.110696	2.0306	0.342184	0.239867	0.136935	0.35763	0.0232232	0.0350251	0.163015	0.0600222	0.331786	0.387758	0.470851	0.167371	0.281198	0.0855617	0.0708832	0.104215	0.0370209	0.160341	0.760731	0.362529	0.82048	0.0913422	0.013342	0.00630189	0.140792	0.845513	0.183842	0.110994	0.0181853	0.121666	0.0969673	0.16242	0.578271	0.0529908	0.460045	0.2974993	0.05160532	0.0441427	0.437691	0.016212	0.0138512	0.00178663	0.128877	0.0500918	0.0586081	0.0233418	0.0736987	0.020823	0.0523524	0.0306171	0.025007	0.0228994	0.314281	3	69.22435	0.0593806	0.17003	0.523093	1.02359	2.28329	0.116182	0.148532	0.0967878	0.276287	0.143196	0.219016	0.3658863	0.858958
600	-586.6803	-521.1164	-65.56386	10.43849	4.313817	0.0984693	0.00190917	0.0496909	0.0472846	0.0318742	0.0963586	0.428509	0.045797	0.0781236	0.404459	0.0653672	0.275391	0.0500086	0.0168441	0.000636378	0.0991632	0.0986121	0.0210752	0.231642	0.0450795	0.0977246	0.00613485	0.107476	0.049494	0.163503	0.0488046	0.0558682	0.0399969	0.123335	0.140971	0.0510109	0.0251235	0.154095	0.11126	0.0244087	0.0649871	0.131727	0.02445	0.1155199	0.02651759	0.0519134	0.219032	0.0405721	0.0668199	0.0566337	0.185207	0.0626472	0.0150076	0.00341826	0.124421	0.0297304	0.0314145	0.0318603	0.0682494	0.013074	0.3016828	1	63.56471	0.06411874	0.470813	0.785407	1.08423	1.65955	0.149652	0.137795	0.0648424	0.325764	0.133863	0.188083	0.3282004	0.9192031
700	-588.3155	-530.4609	-57.8546	5.786712	2.602708	0.0304716	0.238514	0.0185091	0.0165291	0.002847	0.0499986	0.13968	0.041879	0.766703	0.147539	0.201518	0.096139	0.0386402	0.0298056	0.138189	0.00755755	0.0592986	0.102355	0.193296	0.0728978	0.0708286	0.0649529	0.0611727	0.00676309	0.220198	0.0161947	0.0607294	0.0584209	0.167394	0.0535452	0.322936	0.0557358	0.014374	0.289049	0.178298	0.257736	0.185021	0.00736068	0.1189878	-0.02321947	0.0104471	0.205738	0.0831858	0.00842686	0.0406626	0.0570534	0.220694	0.0627003	0.00491311	0.0700132	0.100282	0.0456728	0.0318872	0.035793	0.0225304	0.3035327	5	52.23018	0.08278874	0.355983	0.706852	1.0797	1.85746	0.140436	0.0810637	0.0825575	0.265937	0.170886	0.259119	0.2803133	1.082834
800	-597.2153	-522.5734	-74.6419	22.30361	1.269037	0.096533	0.392709	0.0958401	0.165717	0.635362	0.32404	0.169283	0.0897039	0.232815	0.0543511	0.274608	0.124077	0.0260866	0.12197	0.0422186	0.209939	0.104268	0.029993	0.188113	0.0121416	0.0136879	0.131941	0.268905	0.0610394	0.0235655	0.0401773	0.337416	0.0474999	0.197218	0.161382	0.155616	0.099783	0.230875	0.0201788	0.134166	0.00388872	0.0259422	0.13278	0.105814	-0.03125586	0.104375	0.125792	0.127803	0.0396949	0.080402	0.149308	0.0270192	0.00975353	0.0208174	0.151649	0.0553159	0.0242241	0.0241053	0.0327349	0.0270061	0.3019702	4	55.00745	0.04111984	0.187341	0.54498	1.03339	2.23429	0.125678	0.113669	0.085019	0.331409	0.11338	0.230846	0.2707143	1.115457
900	-588.8251	-520.4375	-68.38757	6.237226	1.978646	0.259819	0.35632	0.0245318	0.0226161	0.00495761	0.0253778	0.0873031	0.178268	0.0667596	0.117762	0.0355405	0.406191	0.186569	0.382811	0.0194973	0.0039479	0.0145671	0.0038868	0.104564	0.0123304	0.0410527	0.0956988	0.0976507	0.136778	0.086745	0.0861648	0.119581	0.0236138	0.131929	0.127264	0.178188	0.0229258	0.566547	0.0542685	0.0324234	0.0794156	0.111721	0.0122376	0.08697228	0.0800245	0.214506	0.154023	0.0527756	0.00740585	0.0732329	0.0040546	0.123187	0.109512	0.0119028	0.000661269	0.136455	0.0684357	0.0115541	0.0197046	0.0125901	0.1706726	6	53.73548	0.112519	0.290712	0.652724	1.06945	1.98712	0.125644	0.0756297	0.0790011	0.370556	0.158291	0.190878	0.2506971	0.680792
