Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-602.1269	-537.8022	-64.32466	6.260233	2.144357	0.108978	0.0198234	0.0267466	0.14835	0.193154	0.339987	0.0666253	0.142912	0.0197715	0.0704208	0.0296792	0.0202076	0.0890614	0.0516115	0.0499293	0.39095	0.181885	0.0440761	0.0257624	0.0274656	0.0946101	0.0531681	0.0292141	0.196798	0.0660592	0.0390164	0.0600283	0.087518	0.070602	0.0311389	0.000342977	0.00190294	0.045543	0.249194	0.0120694	0.272809	0.0230195	0.0828423	0.120974	0.0144028	0.08936402	-0.01809703	0.00844645	0.0647724	0.0994604	0.0238923	0.112868	0.0110224	0.085642	0.000369399	0.0610397	0.0416181	0.107592	0.135906	0.0118478	0.104372	0.13115	0.1714818	6	60.87726	0.02084996	0.309918	0.669536	1.07322	1.94733	0.172769	0.213922	0.174502	0.149231	0.236429	0.0531472	0.1533848	1.117985
100	-591.3321	-530.884	-60.4481	1.428351	3.645816	0.0289057	0.00978514	0.0285108	0.201196	0.032756	0.0494592	0.103658	0.020602	0.0985391	0.00479254	0.131934	0.00980346	0.0270604	0.0233815	0.0429485	0.163392	0.020135	0.0537609	0.0619555	0.0177864	0.00535913	0.0928497	0.117627	0.0392764	0.0134719	0.0324273	0.0159399	0.00158605	0.00206457	0.0405225	0.00779462	0.0519393	0.165015	0.1219	0.0663188	0.203017	0.0481692	0.00285009	0.10513	0.0774291	0.08014658	0.00429327	0.015117	0.0965402	0.10152	0.0376455	0.0347437	0.00466748	0.0809229	0.0097438	0.0429289	0.111292	0.076593	0.16969	0.04173	0.149953	0.0269132	0.182855	3	76.45443	0.01387755	0.433779	0.761996	1.08427	1.71996	0.14502	0.353685	0.15977	0.0715857	0.182399	0.0875405	0.1871482	0.9770595
200	-595.3601	-530.2015	-65.15867	2.552159	1.605572	0.0459651	0.19986	0.063358	0.0985642	0.0699838	0.087467	0.016705	0.292446	0.00718403	0.0502137	0.0124059	0.0144036	0.0779481	0.0707732	0.0959566	0.0903514	0.0839193	0.0334722	0.125819	0.0167188	0.173333	0.0575914	0.0356888	0.0719209	0.0182705	0.0202577	0.0377802	0.0369991	0.39801	0.00114148	0.0347282	0.00284296	0.0608771	0.0843693	0.0464808	0.0853964	0.030959	0.0156704	0.00011987	0.0247194	0.05780983	0.014296	0.0400801	0.0764601	0.117988	0.0742184	0.0927594	0.00503889	0.126489	0.00229185	0.0540726	0.0470062	0.0876567	0.0971756	0.0523473	0.106668	0.0197477	0.1531843	2	78.18921	0.02634945	0.24118	0.605235	1.05606	2.09752	0.162527	0.24299	0.132009	0.129569	0.241518	0.0913877	0.1674803	0.9146407
300	-615.5594	-535.3875	-80.17184	60.28891	1.975291	0.0852144	0.00319022	0.0309599	0.211391	0.115635	0.324519	0.00217802	0.223047	0.0828961	0.132681	0.120782	0.00151928	0.0357909	0.0125839	0.213432	0.111327	0.0740982	0.214015	0.00499585	0.260614	0.0722949	0.0172598	0.1809	0.261423	0.393751	0.0112664	0.0184299	0.0569374	0.0588835	0.0403204	0.0012226	0.0887576	0.356518	0.190934	0.067936	0.00542685	0.0912634	0.10706	0.092299	0.21336	0.1121213	-0.02209431	0.0396948	0.131406	0.200921	0.0372516	0.0191712	8.17944e-05	0.0448531	0.00226463	0.0765522	0.0539343	0.0721004	0.0887288	0.0320886	0.196317	0.00463465	0.1629859	4	72.43977	0.01911888	0.290307	0.65236	1.06936	1.98797	0.165069	0.18058	0.208635	0.147755	0.20804	0.0899211	0.1408916	1.156818
400	-590.2771	-541.3926	-48.88447	6.635473	2.983427	0.0177445	0.0190326	0.00824478	0.124586	0.0190665	0.193851	0.0365336	0.0749742	0.0124066	0.0317466	0.00888248	0.0195896	0.0943118	0.10681	0.0318682	0.0130349	0.0698054	0.0886094	0.00446698	0.0158433	0.00284126	0.0205536	0.0486006	0.0970411	0.131288	0.0150975	0.0632171	0.084363	0.00258227	0.00821387	0.02874	0.0190023	0.0203888	0.0243431	0.0169835	0.0947931	0.0585327	0.0421452	0.0373248	0.0213441	0.04010969	-0.03298268	0.0700285	0.0972565	0.168705	0.0718642	0.0350838	0.00384493	0.0381946	0.000646153	0.046655	0.0572429	0.0654489	0.0596297	0.0607986	0.144544	0.0800567	0.3192946	6	83.64666	0.0144146	0.387976	0.730606	1.08243	1.79899	0.111012	0.248401	0.285274	0.109594	0.156458	0.0892613	0.286312	1.115198
500	-588.2097	-530.8276	-57.38206	7.144406	1.467543	0.290969	0.0130272	0.0010014	0.216242	0.0306497	0.0501314	0.0955085	0.0974482	0.0437552	0.114922	0.0309825	0.0183039	0.084677	0.0805101	0.0395282	0.173692	0.0418562	0.00972878	0.130716	0.116995	0.00118718	0.0144645	0.172956	0.00285325	0.0447996	0.0827778	0.0415659	0.107952	0.00572734	0.00504783	0.0410802	0.157637	0.00368229	0.0444285	0.0650224	0.00928395	0.0228991	0.0481126	0.0421396	0.0059876	0.058822	0.01722862	0.0273827	0.0590416	0.189462	0.00974193	0.142869	0.0235656	0.112748	0.00662249	0.0297911	0.0783881	0.0420054	0.121086	0.0249112	0.075119	0.0572668	0.1787749	5	73.28144	0.02273212	0.220265	0.583063	1.04846	2.14821	0.171293	0.17856	0.18023	0.104658	0.229549	0.13571	0.1960035	0.9121004
600	-603.5328	-531.2675	-72.2653	5.732277	1.264804	0.100667	0.0938627	0.0954997	0.0399238	0.234964	0.0141227	0.0194487	0.00303867	0.105582	0.154501	0.123235	0.012364	0.0320137	0.149479	0.113098	0.0720219	0.00841819	0.0890122	0.110965	0.442772	0.0648594	0.0705729	0.017096	0.0193964	0.00347777	0.309012	0.0233679	0.0626522	0.00705001	0.00695231	0.00895333	0.271686	0.153352	0.0932037	0.168524	0.13534	0.116165	0.0593579	0.165825	0.0599366	0.1038294	0.002317458	0.0105442	0.0539652	0.0871166	0.0612764	0.147732	0.00214807	0.0544798	0.00151809	0.0211759	0.131257	0.116692	0.104865	0.0313314	0.133042	0.0428566	0.1754814	4	77.28605	0.01553434	0.186601	0.544072	1.033	2.23632	0.149184	0.364689	0.138319	0.0978386	0.170295	0.079675	0.1777989	0.9869658
700	-584.8631	-520.5463	-64.31673	3.385483	5.836056	0.0322196	0.0197753	0.0198247	0.109535	0.0136219	0.129491	0.185986	0.0418242	0.0393731	0.00405363	0.107329	0.00416958	0.0774655	0.0302939	0.0380049	0.0962363	0.090533	0.0371592	0.00819296	0.0232228	0.00836879	0.126242	0.0763559	0.0538258	0.00100133	0.249389	0.0770808	0.0138358	0.0179232	0.0152391	0.0430896	0.0150091	0.0139751	0.00205065	0.0111087	0.0162582	0.180962	0.0252959	0.0481521	0.0558283	0.08365181	-0.02039105	0.00600535	0.0521124	0.13505	0.00958871	0.0417092	8.99579e-05	0.0299109	0.000197739	0.0894693	0.0280252	0.042155	0.152501	0.0317029	0.307986	0.0734962	0.1141854	4	77.44873	0.02406775	0.533487	0.821586	1.08162	1.5633	0.139559	0.236402	0.151988	0.128858	0.270479	0.0727141	0.09379433	1.217402
800	-587.29	-525.8612	-61.42879	1.195132	4.287941	0.0769866	0.0258415	0.00348565	0.0805856	0.0574302	0.0660283	0.0212068	0.0277646	0.0145925	0.0377352	0.0925154	0.00423601	0.0171421	0.0627218	0.0464172	0.0570501	0.387428	0.126361	0.0309859	0.064668	0.00160015	0.00406186	0.0101344	0.0363046	0.0130855	0.0473422	0.00851693	0.00399574	0.0757625	0.00286517	0.00630843	0.02181	0.00676914	0.144427	0.037747	0.0164618	0.070916	0.0443554	0.0263043	0.142386	0.0560888	0.04943543	0.0106292	0.0519959	0.0895422	0.0185099	0.149096	0.00034116	0.113797	0.020462	0.0446465	0.0523025	0.0657112	0.167216	0.00683199	0.180102	0.0288171	0.1433171	3	77.58497	0.02137451	0.469513	0.784613	1.08426	1.66162	0.135092	0.280468	0.161206	0.123802	0.190757	0.108675	0.1927525	0.743529
900	-577.7538	-529.119	-48.63473	7.626886	4.447718	0.0246923	0.0271115	0.00796992	0.0343553	0.0103554	0.00859283	0.00747344	0.0582401	0.0221757	0.0347247	0.0267573	0.0982198	0.0465767	0.0122408	0.0587516	0.0477024	0.00278644	0.0396814	0.0546217	0.112758	0.0054543	0.0227238	0.0808845	0.0461913	0.0717631	0.0388266	0.058878	0.00313104	0.0289803	0.0427347	0.000210833	0.132085	0.0253424	0.06642	0.00570097	0.157289	0.0367709	0.0132592	0.015045	0.0492199	0.05315985	-0.006163517	0.0597859	0.0995335	0.00410418	0.0191859	0.0383613	0.00372973	0.119081	0.006719	0.0480852	0.0999486	0.159139	0.131754	0.0389422	0.114074	0.0575564	0.1604063	4	70.24682	0.01515754	0.477385	0.789395	1.0841	1.64912	0.151573	0.311303	0.136364	0.163068	0.163064	0.0746286	0.1542428	1.03996
