Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-589.2789	-537.8228	-51.45615	5.484099	2.58503	0.0121713	0.234246	0.0274086	0.148116	0.157978	0.0145852	0.0545798	0.000972037	0.00828487	0.0284896	0.0616697	0.168882	0.0966789	0.0350984	0.00776876	0.00161907	0.0172209	0.0368424	0.0802321	0.0236275	0.0896512	0.00116802	0.0775256	0.0037863	0.187642	0.00840836	0.00729387	0.00689358	0.0528419	0.00424118	0.0907942	0.0309178	0.0729764	0.15138	0.00781246	0.00824292	0.0566561	0.173437	0.155147	0.0220369	0.04699019	0.027449	0.0413951	0.128522	0.329183	0.0114209	0.0415115	0.038675	0.0850525	0.000649879	0.00884566	0.044622	0.0211638	0.102295	0.0529066	0.0864142	0.00734358	0.1150668	6	68.43091	0.03273603	0.354373	0.705613	1.07953	1.86048	0.122276	0.225801	0.171354	0.126201	0.271528	0.082839	0.1425158	0.8073968
100	-587.1764	-539.7167	-47.45969	24.03871	1.428431	0.051581	0.122452	0.0194109	0.165705	0.0266188	0.020692	0.000238259	0.0468794	0.0463535	0.0611419	0.0257497	0.0258746	0.0167495	0.00909575	0.0075538	0.027045	0.0353051	0.104828	0.00561088	0.0069533	0.140062	0.00538528	0.0401123	0.0514369	0.176129	0.0927501	0.113861	0.0438379	0.0752217	0.0285689	0.0220759	0.00912176	0.0937637	0.0866435	0.0359484	0.0872278	0.0411921	0.0328352	0.00238251	0.0151275	0.0444082	-0.04248673	0.0244723	0.173265	0.291534	0.0057373	0.0149719	0.00381136	0.0346224	0.018024	0.0374939	0.0284757	0.0325986	0.125991	0.00564607	0.160458	0.042899	0.1845664	5	66.01143	0.0217934	0.214052	0.576193	1.04593	2.16383	0.113908	0.287019	0.171085	0.121412	0.207656	0.0989206	0.1420797	1.299035
200	-606.1062	-545.8581	-60.24806	29.52333	2.124127	0.00137457	0.0209135	0.00125749	0.0629549	0.0160271	0.0310777	0.0411694	0.00263924	0.0504796	0.0436204	0.0425482	0.0317452	0.129699	0.0580465	0.0711481	0.0560501	0.160906	0.00607178	0.0109014	0.0118887	0.0374735	0.00103701	0.017045	0.130365	0.0114763	0.0728834	0.0498076	0.00669576	0.0224933	0.0477241	0.00593193	0.0595946	0.0194975	0.281883	0.0354284	0.0615467	0.00892753	0.114976	0.232583	0.00256269	0.062103	0.03287088	0.107383	0.079376	0.268833	0.039972	0.09219	0.0189927	0.0137483	0.00797377	0.0680487	0.0995847	0.00148803	0.0463137	0.0255888	0.112002	0.0185051	0.06704922	4	81.8529	0.02404982	0.307655	0.667596	1.07281	1.95194	0.132185	0.265215	0.159639	0.148923	0.17675	0.117289	0.0999201	0.6710283
300	-593.0502	-536.3113	-56.73892	26.12167	3.484799	0.00124166	0.067272	0.0338845	0.0303535	0.0500736	0.00358268	0.0239061	0.00891331	0.0393676	0.019824	0.0991752	0.0225818	0.0242645	0.0530464	0.0104816	0.0226082	0.0408325	0.0157585	0.0171628	0.00785238	0.0387547	0.0187389	0.0648967	0.205071	0.0116255	0.00199052	0.0376439	0.100639	0.0163765	0.016023	0.143426	0.154693	0.0487786	0.00390802	0.127777	0.0458265	0.0530464	0.0213111	0.00630917	0.0711257	0.03700246	-0.003311211	0.0503904	0.0329188	0.325978	0.0270479	0.00304913	0.00945799	0.0280228	0.00393092	0.116255	0.0110098	0.0358834	0.120702	0.0148172	0.153435	0.0671022	0.3093004	3	68.22907	0.009427306	0.423606	0.755269	1.08405	1.73708	0.186594	0.270789	0.190794	0.154386	0.128746	0.0686902	0.3059892	1.010821
400	-598.0828	-542.1843	-55.89852	2.058704	2.736426	0.016499	0.00771027	0.0696491	0.118864	0.0174019	0.0261738	0.151048	0.0952309	0.125421	0.0113574	0.0873135	0.0838776	0.105175	0.00103985	0.11334	0.00496208	0.0334246	0.0438312	0.138967	0.0210311	0.0201941	0.047486	0.150951	0.0255289	0.00240894	0.0267357	0.190776	0.183765	0.0368232	0.118657	0.0114961	0.00782712	0.153555	0.114243	0.0159724	0.0801184	0.0697806	0.243132	0.0423675	0.0041335	0.06350769	0.03088638	0.0326446	0.0731984	0.217117	0.0173882	0.109142	0.0402606	0.0252685	0.0078453	0.047615	0.00945647	0.0573338	0.216282	0.00439058	0.0943796	0.0476782	0.1761722	4	65.32591	0.02849525	0.367784	0.715805	1.08086	1.83555	0.153217	0.260917	0.135221	0.137201	0.222838	0.0906064	0.2070586	0.8508326
500	-593.4489	-552.6068	-40.84211	10.25428	2.862556	0.108792	0.0963903	0.0106221	0.154215	0.0975696	0.0119571	0.00619345	0.00470756	0.00782071	0.125685	0.0167686	0.0372466	0.0359517	0.0911813	0.262742	0.00367275	0.0282876	0.0929062	0.0242004	0.0152347	0.0213885	0.0192539	0.0137422	0.0356909	0.015907	0.00569317	0.0190524	0.0363405	0.0369853	0.0275731	0.108468	0.0227898	0.140674	0.027993	0.0388063	0.0282917	0.00551026	0.0764072	0.046371	0.0708979	0.0425901	-0.01068353	0.11878	0.0202344	0.332429	0.00626205	0.0146411	0.026014	0.0193101	0.0361047	0.0780784	0.0392849	0.0223446	0.0972149	0.0627471	0.0730921	0.0534618	0.1886468	6	70.01083	0.0269259	0.378341	0.723623	1.08175	1.81629	0.126117	0.249633	0.197722	0.173642	0.156951	0.0959345	0.1779633	1.060032
600	-607.5236	-554.6051	-52.91853	2.035525	2.982426	0.119737	0.13343	0.0154378	0.087891	0.1663	0.0240814	0.022832	0.0131319	0.000813965	0.0731485	0.263964	0.154171	0.0201223	0.105316	0.0804419	0.038169	0.0956334	0.249585	0.0494867	0.0169747	0.010692	0.00750441	0.0531428	0.125708	0.117704	0.0371904	0.24996	0.00397986	0.0969799	0.0861961	0.0288096	0.0911553	0.00515855	0.0812712	0.0541476	0.0127751	0.0526343	0.0526936	0.00815733	0.0241015	0.06131831	0.002853018	0.113013	0.0499701	0.127326	0.00179013	0.0363787	0.0176775	0.0542283	0.0357492	0.0458712	0.040855	0.0936742	0.117967	0.0295005	0.162393	0.073606	0.176767	5	72.02659	0.02672628	0.387898	0.73055	1.08243	1.79912	0.147876	0.293327	0.153264	0.149506	0.150083	0.105945	0.17962	0.9841164
700	-605.2765	-545.5447	-59.73178	8.356876	1.143166	0.0736246	0.0473352	0.0536779	0.0777697	0.0603807	0.0254947	0.00549126	0.0321168	0.17569	0.069948	0.000100208	0.0326015	0.0124553	0.0694602	0.176859	0.0105552	0.2053	0.030652	0.227803	0.0690408	0.0112931	0.238347	0.0152493	0.0452477	0.120177	0.0986901	0.0333446	0.298198	0.127344	0.0493818	0.307901	0.0583856	0.0787126	0.00268667	0.00884174	0.0967639	0.023661	0.00464928	0.0119647	0.0717894	0.08610886	-0.004368604	0.0407709	0.0683928	0.339892	0.00642785	0.0257058	0.0159323	0.0579778	0.015996	0.0551515	0.132009	0.032742	0.101662	0.0232565	0.0522876	0.031796	0.1215718	6	80.96123	0.02973052	0.164603	0.515925	1.02019	2.29928	0.155174	0.307052	0.148367	0.135593	0.139841	0.113973	0.1172032	1.037274
800	-606.192	-552.886	-53.30597	12.6461	3.750148	0.00261196	0.0392962	0.0377304	0.0653178	0.0537395	0.0530222	0.0112049	0.0392943	0.0304299	0.0192741	0.080006	0.248176	0.0191995	0.0086135	0.071452	0.0215761	0.0466693	0.199356	0.0267471	0.0458	0.0104555	0.00368526	0.202547	0.050213	0.148656	0.000476478	0.0247289	0.0398547	0.00627455	0.0782562	0.00614672	0.00547727	0.0640357	0.0140756	0.0149428	0.032605	0.00401187	0.0409231	0.0253758	0.0143419	0.04820342	-0.02491566	0.10613	0.0333088	0.101569	0.0298523	0.0335697	0.0228949	0.0890382	0.0174627	0.0514497	0.108858	0.0280584	0.104581	0.0237483	0.149686	0.0997932	0.2492552	3	90.498	0.02663439	0.440087	0.7661	1.08435	1.70946	0.200798	0.219363	0.162158	0.143839	0.196219	0.0776222	0.2243395	1.111062
900	-595.1256	-546.8748	-48.25083	7.44776	2.555029	0.239839	0.0298023	0.00283569	0.0516204	0.0649171	0.040089	0.00289105	0.0284601	0.00266234	0.0569525	0.115857	0.120497	0.0362301	0.0773885	0.131899	0.0470061	0.145613	0.0121682	0.0487726	0.00600918	0.0952419	0.00274999	0.0112838	0.0392111	0.0303127	0.00819556	0.191809	0.0250647	0.0212031	0.0227558	0.00395174	0.0196496	0.00435163	0.130346	0.319516	0.0455663	0.226788	0.0898202	0.0826603	0.0572327	0.08388917	-0.02108411	0.0492149	0.0553356	0.164849	0.0276797	0.0750977	0.00103467	0.0162023	0.0138354	0.00819532	0.127401	0.026513	0.18665	0.0467277	0.0852433	0.116021	0.2116781	8	62.94634	0.02261596	0.351613	0.703478	1.07923	1.86568	0.144059	0.338723	0.172085	0.0994262	0.143787	0.10192	0.190594	1.110623
