Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-517.1454	-368.5782	-148.5672	17.49334	3.992569	0.03092801	0.112454	0.0523862	0.0938528	0.0553673	0.142575	0.0631926	0.0602643	0.00172209	0.00428778	0.16578	0.0853662	0.0336882	0.0165801	0.103452	0.0717015	0.0497844	0.7372912	7	19.74137	0.1152844	0.453954	0.774952	1.0844	1.68669	0.20985	0.0970526	0.252368	0.0992978	0.226355	0.115077	0.8497452	0.8676615
1	0	-504.1432	-380.2118	-123.9314	12.73755	2.673858	0.05125244	0.1879223	0.0442803	0.080949	0.111764	0.117271	0.0310499	0.0821024	0.0847103	0.0101714	0.15287	0.0793852	0.04598	0.00527148	0.011777	0.114716	0.0277014	0.5599131	10	14.2925	0.1910644	0.362344	0.711706	1.08035	1.8456	0.215913	0.164767	0.140023	0.103026	0.279731	0.0965399	0.7478354	0.7487117
2	0	-500.1	-367.6779	-132.4221	12.57076	2.794394	0.04775009	0.001320848	0.134773	0.0465584	0.152318	0.0678632	0.111932	0.0624689	0.00458278	0.0119961	0.0692761	0.107723	0.0357024	0.00506979	0.151428	0.00650996	0.0317979	0.8725581	11	14.79756	0.1137104	0.372703	0.719469	1.08129	1.82654	0.126317	0.166847	0.221964	0.0930257	0.197792	0.194054	0.873879	0.9984885
3	0	-497.7947	-366.7699	-131.0248	12.33539	6.738752	0.03690795	-0.02801392	0.100458	0.0998364	0.108762	0.0618297	0.0996919	0.03722	0.00626289	0.0133244	0.108485	0.0995793	0.0506722	0.000966924	0.184768	0.0242783	0.00386438	0.6801504	8	16.43356	0.1424037	0.561412	0.836472	1.07956	1.52255	0.124327	0.169566	0.235877	0.0479059	0.279599	0.142725	0.6521365	1.042957
4	0	-491.9768	-361.7175	-130.2593	13.1818	4.458101	0.04593344	0.1750473	0.0744969	0.0488719	0.125787	0.0515615	0.0684616	0.0253181	0.00172491	0.0122321	0.217467	0.0791424	0.0264305	0.00729861	0.185255	0.0580961	0.0178556	0.7227348	12	14.54639	0.18445	0.477885	0.789696	1.08409	1.64833	0.117697	0.0709853	0.293421	0.0576417	0.330506	0.129749	0.897782	0.8050225
5	0	-503.3723	-379.7853	-123.587	11.17115	2.756354	0.04203827	0.1034717	0.0662167	0.136134	0.2342	0.0545915	0.064968	0.089603	0.0119587	0.00171793	0.0921193	0.0687655	0.0341041	0.041712	0.027405	0.0764166	8.84598e-05	0.4610775	9	13.85877	0.1809661	0.369488	0.717079	1.08102	1.83242	0.144917	0.132389	0.175066	0.0672487	0.357494	0.122885	0.5645492	0.8167181
6	0	-502.6109	-379.6461	-122.9648	10.98702	2.227648	0.04252101	0.04606178	0.100499	0.102734	0.0325875	0.0239322	0.105085	0.112006	0.0107265	0.0081555	0.178696	0.0926841	0.0754057	0.00152558	0.0633349	0.0449292	0.0476981	0.5394964	6	12.58651	0.1455109	0.319015	0.677226	1.07477	1.92899	0.152238	0.109999	0.187307	0.101422	0.281386	0.167648	0.5855581	0.921337
7	0	-496.5967	-368.0279	-128.5688	13.39543	2.970529	0.03598905	-0.01691574	0.106708	0.0820821	0.125467	0.0440728	0.0328731	0.0366311	0.0243794	0.00826306	0.213389	0.0850486	0.0415532	0.00872605	0.117279	0.0425913	0.0309356	0.8286797	10	13.45071	0.1868974	0.386969	0.729883	1.08237	1.80078	0.140555	0.0977173	0.22466	0.0462952	0.370923	0.119849	0.8117639	1.020838
8	0	-495.6296	-362.4225	-133.2071	13.22556	7.595597	0.03502139	0.1305126	0.0306661	0.0628323	0.0999898	0.05549	0.0926414	0.091306	0.0382195	0.0106914	0.105693	0.132897	0.0377356	0.00802913	0.136765	0.0580581	0.0389854	0.6431002	15	14.96529	0.1324568	0.583681	0.847847	1.07757	1.4909	0.182962	0.0998027	0.183875	0.0938536	0.3113	0.128207	0.7736128	0.8312947
9	0	-514.5797	-367.2001	-147.3795	13.9455	4.901966	0.04210498	0.1397137	0.0771589	0.0959802	0.0997217	0.158374	0.00213745	0.0565231	0.000760963	0.0105553	0.135116	0.0848889	0.09071	0.014616	0.0646301	0.0528608	0.0559668	0.549064	13	14.89298	0.1192512	0.497954	0.801573	1.08347	1.617	0.177443	0.123972	0.228492	0.119329	0.214381	0.136384	0.6887777	0.7971571
