Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-165.0212	-138.2159	-26.80533	9.710459	2.097286	0.1867154	-0.009346675	0.0129048	0.0326312	0.119057	0.0732768	0.00376279	0.0786402	0.0881807	0.102747	0.166157	0.167781	0.0155907	0.0292913	0.0556953	0.0233595	0.0309244	0.2142228	0	50.84564	0.04393771	0.304618	0.664976	1.07224	1.95816	0.0789625	0.215149	0.0589301	0.447354	0.109755	0.0898482	0.2048761	1.045621
1	0	-162.3151	-135.1296	-27.18556	17.03588	1.251262	0.1434691	0.006298263	0.0205392	0.166333	0.0609134	0.0351711	0.024562	0.000617637	0.0540893	0.0141641	0.0301208	0.159304	0.0876137	0.152078	0.0336246	0.0984567	0.0624126	0.1542416	0	53.95214	0.02592721	0.18422	0.541137	1.03173	2.24291	0.153163	0.220254	0.0526525	0.506059	0.040508	0.0273634	0.1605399	0.9607682
2	0	-171.7919	-139.6799	-32.11201	13.17042	2.246339	0.2930654	-0.03164561	0.0482039	0.0187859	0.15437	0.0569361	0.0421846	0.0388513	0.076892	0.118819	0.0245795	0.125939	0.057302	0.0343748	0.139152	0.0549986	0.00861109	0.1469619	0	64.6817	0.0738805	0.321008	0.678889	1.07509	1.92502	0.116983	0.141657	0.0840597	0.488682	0.0773217	0.0912961	0.1153163	1.274424
3	0	-158.2891	-129.8454	-28.44372	23.30761	1.854725	0.2864063	-0.02553033	0.0144021	0.0754488	0.0982489	0.0277421	0.0708919	0.0303131	0.0177935	0.031522	0.140543	0.213764	0.075251	0.125532	0.0565951	0.0111351	0.0108167	0.1143356	0	50.36198	0.08973243	0.275294	0.638619	1.06589	2.0202	0.099591	0.222672	0.0435878	0.535132	0.0271174	0.0718996	0.08880528	1.287487
4	0	-160.6295	-133.445	-27.18453	19.53922	1.441845	0.2267091	-0.0496959	0.0123115	0.0859516	0.0747023	0.0937309	0.046045	0.0255034	0.00260329	0.0944077	0.167938	0.0969332	0.078692	0.0797281	0.0982028	0.0135564	0.0296939	0.235673	0	50.63066	0.04183514	0.216197	0.578581	1.04682	2.15841	0.0703337	0.153793	0.10272	0.615637	0.0302314	0.0272851	0.1859771	1.267215
5	0	-165.474	-138.5278	-26.94615	14.9919	1.615318	0.1525313	-0.01314626	0.0199088	0.0183755	0.0350725	0.0970634	0.0311636	0.0764565	0.0679985	0.0666804	0.0707343	0.0926921	0.0569398	0.231236	0.0696602	0.0484278	0.0175904	0.1650492	0	52.03678	0.07324172	0.242599	0.60669	1.05653	2.09418	0.0675081	0.167154	0.100868	0.492987	0.0851269	0.0863565	0.151903	1.086544
6	0	-166.3075	-141.7747	-24.5328	12.15419	0.9444089	0.1177262	0.04059598	0.0854207	0.0311778	0.0802226	0.0404861	0.000556662	0.00331389	0.0698832	0.0568484	0.0371909	0.200294	0.117665	0.00455665	0.130302	0.127121	0.0149616	0.1471218	0	53.70497	0.05024115	0.125733	0.45938	0.990141	2.42475	0.0280605	0.271536	0.050125	0.499169	0.0736968	0.0774125	0.1877178	0.7837393
7	0	-159.4367	-131.5454	-27.89126	11.08342	2.077225	0.4106177	-0.0652672	0.0507198	0.043082	0.0359571	0.105515	0.00597124	0.00368852	0.00335321	0.185005	0.0775623	0.193839	0.0570664	0.0266781	0.0698289	0.0793655	0.0623682	0.187959	0	59.80847	0.02941507	0.302322	0.662982	1.07181	1.96289	0.0413064	0.195728	0.0392087	0.650145	0.0227436	0.0508683	0.1226918	1.53196
8	0	-159.498	-130.1186	-29.37934	15.28263	2.436247	0.2363885	-0.007953099	0.0566262	0.0126174	0.138867	0.180462	0.000904186	0.14563	0.0544815	0.00629043	0.0529784	0.164544	0.0871891	0.0159991	0.0196735	0.0417183	0.0220199	0.1361831	0	50.34571	0.1271502	0.340328	0.694611	1.07787	1.8872	0.081847	0.148307	0.0474916	0.569684	0.0349496	0.117721	0.12823	1.062022
9	0	-167.0542	-135.9718	-31.0824	20.91166	2.831464	0.2088952	-0.04178793	0.0498013	0.019786	0.220809	0.0378511	0.0678467	0.0262257	0.0499509	0.23351	0.0362192	0.0446214	0.0216278	0.0392109	0.0453163	0.00286013	0.104363	0.1571198	0	51.72445	0.05766753	0.375788	0.721748	1.08155	1.82092	0.0514847	0.191888	0.0863566	0.544897	0.00651996	0.118854	0.1153319	1.362328
10	0	-164.438	-134.4779	-29.96006	12.95397	3.923043	0.3742981	-0.01313342	0.0195497	0.0079256	0.0888394	0.167034	0.0317232	0.0107043	0.0148834	0.0432547	0.0358811	0.0234268	0.111513	0.0707628	0.0824234	0.0338834	0.258195	0.2753113	0	53.02137	0.03561145	0.450084	0.772505	1.08441	1.69301	0.131503	0.136527	0.0618436	0.57223	0.0449316	0.0529643	0.2621779	1.050094
11	0	-161.9466	-130.6635	-31.28319	21.49899	3.524382	0.1754483	0.02063604	0.00203377	0.00841838	0.100819	0.157131	0.131765	0.0958898	0.0104379	0.0347761	0.0850923	0.099635	0.00234159	0.0922856	0.105959	0.0356982	0.0377168	0.2204551	0	58.53186	0.02804147	0.426159	0.756969	1.08411	1.73276	0.0951505	0.19915	0.0622141	0.516241	0.0489453	0.0782995	0.2410911	0.9144057
12	0	-164.7794	-135.4621	-29.31721	21.36686	2.248674	0.1900712	-0.02000205	0.0791323	0.173937	0.0666421	0.0636655	0.0368352	0.103692	0.0523826	0.068445	0.0474906	0.0840727	0.0128261	0.0131984	0.1198	0.0597138	0.0181661	0.2853608	0	54.18263	0.03839364	0.321256	0.679095	1.07513	1.92452	0.074133	0.209471	0.0796343	0.558577	0.00773092	0.0704541	0.2653587	1.075377
