Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-121.9377	-123.6321	1.694398	19.54511	2.081079	0.00964085	0.00538763	0.00106351	0.0673719	0.0176422	0.0330985	0.00641357	0.058073	0.00329122	0.0567881	0.00751027	0.0475106	0.00257143	0.030153	0.00311721	0.00442712	0.0180611	0.0146611	0.0119047	0.00249323	0.00832177	0.00749803	0.0178028	0.05492358	0.0136668	0.0105133	0.113	0.223823	0.0661683	0.0854786	0.140904	0.0300798	0.00801954	0.0949419	0.0292035	0.0125981	0.0529017	0.00700373	0.111698	0.2821657	3	51.27018	0.03710767	0.302765	0.663367	1.07189	1.96198	0.0909011	0.204751	0.165086	0.351975	0.030353	0.156933	0.3370892	0.8370652
100	-122.7798	-126.7713	3.991502	16.86376	1.39371	0.00560544	0.0137257	0.0194554	0.0167066	0.00530932	0.0193158	0.0296101	0.0428001	0.00520002	0.00604957	0.020703	0.00383985	0.00966406	0.0229941	0.0189764	0.0240207	0.0019566	0.0264827	0.0101331	0.00843102	0.00853083	0.0113042	0.0210011	0.02533407	0.0175078	0.0206161	0.153039	0.0507378	0.0660979	0.0263709	0.0416816	0.17764	0.0469754	0.176032	0.0674499	0.0164514	0.101461	0.00158278	0.0363563	0.3529058	2	54.04271	0.06165426	0.208426	0.569852	1.04352	2.1782	0.126371	0.276986	0.054926	0.382085	0.0346604	0.124971	0.3782399	0.9330212
200	-122.3587	-125.7427	3.38408	12.50209	0.8705238	0.0212078	0.0280835	0.00263153	0.00574495	0.0167399	0.010215	0.00426115	0.0193741	0.00471768	0.0533323	0.0043142	0.0255321	0.034715	0.0781513	0.0556895	0.00319402	0.03821	0.0391086	0.00536401	0.0172783	0.0101226	0.0184922	0.0246642	0.008187653	0.0450766	0.015795	0.0162903	0.0189385	0.0117317	0.0905767	0.069552	0.0810742	0.000883618	0.38028	0.072949	0.0273213	0.0772775	0.00451448	0.0877393	0.1569843	2	52.07839	0.06637259	0.110453	0.434051	0.974732	2.48076	0.143496	0.276926	0.0374848	0.444188	0.0334151	0.0644902	0.1651719	0.9504295
300	-101.3109	-121.0725	19.7616	33.84691	0.9747591	0.00118622	0.00387531	0.000352836	0.0055134	0.00856206	0.0117061	0.00695083	0.00881216	0.0033365	0.000175743	0.0064177	0.00268322	0.0011447	0.00323295	0.00791545	0.00742503	0.00248591	0.00651205	0.029717	0.00241531	0.00397829	0.00737744	0.004849592	0.003154458	0.0421002	0.0296681	0.0861005	0.016143	0.147178	0.0326672	0.0864926	0.122578	0.00406012	0.31698	0.0465922	0.00445714	0.00788355	0.0376473	0.0194527	0.3765231	1	50.27636	0.03649734	0.13189	0.469031	0.995688	2.40339	0.124507	0.243202	0.0719389	0.376146	0.0304831	0.153724	0.3796775	0.9916917
400	-114.9071	-121.6887	6.781593	9.395454	0.4722811	0.0179515	0.00275501	0.011598	0.00659889	0.00184836	0.0090466	0.0197893	0.0525286	0.0333772	0.0140949	0.0394585	0.0109187	0.0144939	0.0306937	0.00580573	0.0658308	0.00654557	0.0399586	0.0290217	0.047899	0.0528849	0.0229704	0.02250803	-0.07459572	0.0318496	0.148191	0.176382	0.0102225	0.00311875	0.0142663	0.0893051	0.00286095	0.0165477	0.235856	0.141218	0.0107342	0.0486402	0.0329036	0.037905	0.3184188	0	50.35343	0.05615346	0.0283725	0.233435	0.799002	2.93919	0.0852466	0.259053	0.111332	0.380136	0.0766714	0.0875613	0.2438231	1.305942
500	-97.48917	-115.8209	18.33169	18.12286	2.947065	0.00058087	0.0037801	0.0197183	0.0114989	0.00517995	0.0158259	0.00233373	0.0303375	0.000731777	0.00389522	0.00204758	0.00225684	0.00857008	0.0135789	0.00521896	0.000749974	0.00594936	0.0226169	0.00287278	0.023402	0.0158561	0.00503572	0.008544388	0.03269408	0.000869292	0.00862952	0.161041	0.0192409	0.0420245	0.0726972	0.0512369	0.0238256	0.0159472	0.281426	0.0606445	0.170928	0.0542175	0.0358228	0.00144995	0.3241957	0	53.51892	0.03132886	0.385125	0.728554	1.08224	1.80408	0.0522875	0.248347	0.0423058	0.500753	0.0672993	0.0890079	0.3568898	0.9083916
600	-130.0234	-126.7742	-3.2492	14.61224	0.8822307	0.0735123	0.0935103	0.00033655	0.00281403	0.0185185	0.0153311	0.043412	0.0405415	0.02388	0.0025851	0.0179341	0.0625643	0.000217749	0.0863652	0.0542651	0.0167986	0.025866	0.0128225	0.00624848	0.0301081	0.0671602	0.0304951	0.03139364	0.04339294	0.00791636	0.251829	0.037516	0.0150405	0.0387085	0.000107512	0.029946	0.015272	0.209141	0.18063	0.100891	0.0250768	0.0128901	0.0408373	0.0341978	0.2478008	2	50.00475	0.0371152	0.112899	0.438249	0.977372	2.47148	0.0534923	0.331797	0.0461485	0.458974	0.0281996	0.0813879	0.2911937	0.8509826
700	-123.7329	-122.5413	-1.191636	15.36016	0.3794807	0.00510947	0.00527197	0.00417365	0.05605	0.0186735	0.00736305	0.0030298	0.118746	0.0115031	0.0428309	0.00986197	0.019666	0.00147933	0.00190808	0.00727594	0.00705312	0.0812688	0.0907529	0.0172869	0.0155972	0.0214246	0.0409484	0.02665166	0.01362112	0.0714745	0.0456888	0.249976	0.160364	0.00677594	0.101714	0.142257	0.0168744	0.039558	0.0784581	0.00352899	0.029155	0.0204919	0.0299978	0.00368501	0.2228668	2	55.67651	0.02857177	0.0138689	0.166269	0.708086	3.11178	0.0789949	0.221982	0.0932326	0.40237	0.0609508	0.14247	0.2364879	0.9424025
800	-119.578	-122.8334	3.255355	16.91518	2.292279	0.00778517	0.00207127	0.0233612	0.0167798	0.0117057	0.00596832	0.00501801	0.122755	0.0278829	0.033725	0.00833481	0.00239974	0.00442204	0.0165785	0.0308971	0.0238176	0.00610039	0.0175974	0.00482264	0.0379951	0.0279187	0.0104897	0.0182895	0.04483282	0.0104689	0.0023197	0.191545	0.00655601	0.0110222	0.1438	0.0499158	0.241015	0.00910525	0.133529	0.0273173	0.140075	0.0161896	0.0133025	0.0038392	0.1222163	0	52.30029	0.04563786	0.325835	0.682883	1.07584	1.91544	0.0662843	0.270096	0.0761981	0.432414	0.0842313	0.0707762	0.1670491	0.731619
900	-114.4032	-120.557	6.153837	10.54548	0.8042427	0.0492872	0.000788649	0.0194466	0.0295441	0.0391185	0.00530116	0.0405647	0.0424011	0.0396207	0.0358753	0.0097592	0.0227467	0.0181096	0.0648084	0.0115669	0.00901245	1.28542e-06	0.0250003	0.0198443	0.0278939	0.0131083	0.00260419	0.02580078	0.04487353	0.0144331	0.000979761	0.286401	0.0145072	0.0430656	0.0290917	0.0591406	0.0053022	0.0459371	0.328507	0.0395016	0.000902482	0.0167165	0.0261918	0.0893226	0.2224813	0	56.38116	0.05215604	0.0964612	0.408837	0.958124	2.53658	0.0527651	0.281061	0.0582495	0.409914	0.0940987	0.103912	0.2673548	0.8321574
