Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
15	0	-256.1749	-235.0452	-21.12968	4.926591	2.62598	0.0867016	0.00662448	0.0866897	0.0728921	0.116382	0.0088135	0.00515539	0.0605737	0.68213	0.172079	0.0183336	0.00699306	0.0684166	0.462131	0.0354976	0.0599128	0.132799	-0.03636493	0.159523	0.0377859	0.103297	0.000758159	0.0856936	0.0290645	0.0481023	0.0625771	0.00179191	0.0275483	0.00961978	0.167967	0.00178095	0.23948	0.0250103	0.0778874	1	50.58806	0.03121966	0.358084	0.708463	1.07992	1.85353	0.179642	0.190032	0.196072	0.100571	0.274024	0.05966	0.04152246	1.875789
16	0	-272.9403	-243.9128	-29.02754	4.690882	2.730806	0.0668454	0.0045934	0.184869	0.00381413	0.0242721	0.00814131	0.00327397	0.0152117	0.553809	0.0291462	0.203003	0.221328	0.317827	0.112625	0.176518	0.0525398	0.2003413	0.01815208	0.0543303	0.00288692	0.160509	0.0138985	0.215861	0.0208571	0.0435607	0.072345	0.0373587	0.0539867	0.0226072	0.102323	0.0166254	0.0613691	0.121482	0.07176777	1	79.37307	0.04105715	0.367301	0.715443	1.08082	1.83644	0.20031	0.200205	0.166392	0.0950195	0.277406	0.0606679	0.08991984	0.7981304
17	0	-253.4601	-233.0783	-20.38178	2.093994	5.186902	0.213576	0.00809727	0.0807994	0.00715613	0.0114242	0.0141115	0.0369236	0.296743	0.314458	0.0496951	0.0694649	0.20471	0.0506236	0.410874	0.256945	0.0196604	0.1829755	-0.005928517	0.0769363	0.00680072	0.149274	0.00159957	0.0333134	0.0309591	0.0323133	0.0138552	0.103574	0.174533	0.0224252	0.121776	0.0014499	0.174737	0.0564536	0.1422045	2	56.77282	0.03185181	0.50966	0.808305	1.08296	1.59907	0.180616	0.153565	0.125727	0.0782062	0.400064	0.0618223	0.136276	1.043504
18	0	-265.7611	-235.4977	-30.26345	3.896902	2.183567	0.0959635	0.0171422	0.38632	0.0374473	0.139576	0.259329	0.0144337	0.674011	0.776262	0.782471	0.0267377	0.81137	0.195977	0.0582067	0.651914	0.139241	0.235928	-0.02196046	0.15531	0.0139968	0.210565	0.0172002	0.137187	0.0119102	0.00712969	0.0594114	0.0425254	0.0972303	0.00173858	0.0485775	0.0208505	0.165214	0.0111531	0.173435	3	50.19973	0.03341172	0.314245	0.673215	1.07397	1.93857	0.232459	0.21532	0.138947	0.0995614	0.220664	0.0930485	0.1514745	1.144978
19	0	-258.8991	-240.9936	-17.90547	2.591258	2.227958	0.253759	0.0165056	0.0333614	0.0458847	0.0776456	0.00716777	0.0471365	0.0477067	0.472007	0.120418	0.178097	0.0922846	0.0879893	0.137271	0.147513	0.108965	0.1415204	0.01143569	0.0390087	0.0266772	0.170699	0.0385431	0.167225	0.0583886	0.0428904	0.0351922	0.0572978	0.15312	0.021475	0.069805	0.0218711	0.0293871	0.0684204	0.08261945	1	56.85238	0.03444813	0.319048	0.677254	1.07477	1.92893	0.217241	0.213101	0.152142	0.0895142	0.236648	0.0913539	0.09405515	0.878415
20	0	-267.7312	-235.8222	-31.90903	0.5988356	5.231889	1.48777	0.00530499	0.132435	0.0417373	0.0337405	0.412838	0.18856	0.130729	0.294928	0.0177083	0.393594	0.148548	0.879215	0.492687	0.118666	0.25586	0.2584396	0.002198794	0.171776	0.0112116	0.113166	0.00981949	0.0456463	0.00152833	0.100403	0.0668968	0.121256	0.0682259	0.00222094	0.0957381	0.0164338	0.0129006	0.162778	0.1660604	3	54.23043	0.0638538	0.511433	0.809312	1.08288	1.59638	0.187094	0.219828	0.186401	0.138611	0.173421	0.0946459	0.1682592	0.9869321
21	0	-269.5357	-248.2423	-21.29345	3.789937	1.408722	0.113219	0.0347953	0.0456007	0.0313367	0.0173928	0.085892	0.00964318	0.00780579	0.199205	0.0403092	0.596363	0.458679	0.241915	0.164352	0.616343	0.0897963	0.1990418	0.0264739	0.0511688	0.0310001	0.18765	0.00934735	0.00792324	0.0505245	0.0758592	0.094774	0.0921185	0.0474522	0.0163243	0.104456	0.0596653	0.141283	0.0304529	0.221426	2	52.58774	0.01727846	0.210871	0.572623	1.04458	2.17193	0.23856	0.178229	0.147951	0.0823509	0.309924	0.0429849	0.2478999	0.8932073
22	0	-253.9773	-236.0018	-17.97553	2.430489	3.329742	0.183632	0.015398	0.184225	0.242544	0.00381286	0.0686222	0.0219321	0.057873	0.0985306	0.0414065	0.216043	0.0493327	0.0123677	0.353875	0.0508409	0.018668	0.1314402	0.03362529	0.0646609	0.0181715	0.138822	0.000506178	0.133512	0.0166007	0.0154254	0.028245	0.0477711	0.218332	0.00990028	0.185199	0.0388296	0.0737009	0.0103231	0.1044765	2	66.34842	0.04170624	0.413265	0.748292	1.08372	1.75472	0.197191	0.214947	0.136097	0.0641081	0.34869	0.0389669	0.1381018	0.756518
23	0	-263.0582	-243.7901	-19.26818	3.273062	3.122765	0.0913502	0.0285722	0.109975	0.0164015	0.187292	0.102978	0.0100912	0.103068	0.351993	0.0567141	0.0223179	0.155877	0.127498	0.286064	0.0014672	0.109338	0.09037281	-0.007888784	0.0221233	0.00993293	0.191923	0.0447354	0.139838	0.0818764	0.0519697	0.0134954	0.0285567	0.0701958	0.00623887	0.122167	0.0068293	0.141126	0.0689932	0.175235	2	64.99678	0.05154861	0.398542	0.738106	1.08306	1.78029	0.266793	0.230667	0.131207	0.114295	0.213166	0.0438717	0.1673462	1.04714
24	0	-270.0352	-237.4244	-32.6108	1.348024	2.692279	0.271241	0.014386	0.0870877	0.186361	0.0296765	0.0224435	0.10986	0.194684	0.810131	0.759282	0.562292	0.0455318	0.327423	0.0141156	0.222219	0.0512591	0.2049545	-0.01105485	0.050928	0.026447	0.103276	0.0103515	0.0133662	0.000648455	0.0976956	0.164342	0.091111	0.0797627	0.00243148	0.106238	0.0104064	0.232066	0.0109295	0.1129355	1	85.91643	0.01977962	0.36396	0.712929	1.08051	1.8426	0.309265	0.187736	0.12637	0.0787211	0.23681	0.0610985	0.1018806	1.108508
25	0	-263.4048	-239.2207	-24.18411	2.448268	2.632931	0.263298	0.019897	0.0362968	0.26522	0.052318	0.0627357	0.00843339	0.138963	0.176509	0.548983	0.235543	0.238076	0.0722214	0.186267	0.30213	0.0470231	0.1755406	0.0006317509	0.0858387	0.0293261	0.0699253	0.00984478	0.0595666	0.0222665	0.0467959	0.0941825	0.016511	0.101036	0.0134562	0.0773864	0.101193	0.151444	0.121227	0.1811415	1	55.10287	0.02085795	0.358708	0.70894	1.07999	1.85236	0.226041	0.229341	0.156827	0.0508286	0.240721	0.0962414	0.1817733	0.9965245
26	0	-268.2325	-242.4147	-25.81784	3.495372	3.665428	0.14311	0.0227004	0.238473	0.276214	0.28901	0.180906	0.00187891	0.0577371	0.0590871	0.0152704	0.0056366	0.0162498	0.219854	0.157835	0.514616	0.05354	0.114168	-0.1032167	0.0451306	0.00914159	0.158478	0.0556048	0.0601964	0.0415899	0.0489476	0.180851	0.0279113	0.0472046	0.0170514	0.0584968	0.0349343	0.210849	0.00361164	0.1629976	2	50.38436	0.03901449	0.434982	0.762782	1.08428	1.71795	0.314895	0.146911	0.155189	0.0780984	0.223958	0.0809477	0.05978091	2.726583
27	0	-259.3781	-240.9427	-18.43539	1.468332	2.409031	0.155707	0.00725485	0.18633	0.381666	0.0830095	0.0961257	0.030691	0.0482185	0.471347	0.00229157	0.126468	0.169444	0.0481461	0.252958	0.14604	0.168043	0.1973479	0.01932923	0.0932779	0.017468	0.129059	0.0259691	0.0408257	0.0567824	0.0930292	0.0173012	0.155251	0.122826	0.0115865	0.0767809	0.0489782	0.0691448	0.0417198	0.1632828	3	50.02449	0.01601541	0.337659	0.692481	1.07752	1.89234	0.170915	0.222283	0.155771	0.0902473	0.325522	0.035261	0.1826121	0.8941514
28	0	-268.5088	-246.9378	-21.57095	0.5115733	2.788228	0.578268	0.0304811	0.21619	0.0728982	0.168659	0.201727	0.0444752	0.201292	0.0515467	0.0794861	0.38824	0.166465	0.303815	0.0951015	0.195993	0.0715212	0.1384397	0.04995004	0.122226	0.0212785	0.145408	0.0888614	0.0405291	0.0342057	0.0168577	0.0817228	0.0584741	0.0366829	0.0116664	0.069186	0.0471435	0.170223	0.0555353	0.1392872	2	53.67589	0.03686936	0.372185	0.719085	1.08125	1.82748	0.240649	0.267787	0.125734	0.104663	0.186968	0.0741988	0.1892373	0.7360454
29	0	-277.2147	-244.4436	-32.77109	3.014664	1.924611	0.43651	0.0336705	0.269607	0.524351	0.08451	0.168801	0.114798	0.914581	0.305663	0.236161	1.3345	0.336041	0.392618	0.0411782	0.324823	0.0441018	0.298728	0.01143182	0.106012	0.00678023	0.086339	0.061459	0.119332	0.00236855	0.092613	0.0756539	0.0114385	0.0139537	0.0330814	0.0655449	0.0027154	0.27029	0.0524184	0.1358467	2	52.58003	0.06751211	0.284106	0.64675	1.06798	2.00116	0.189635	0.334576	0.127121	0.108452	0.15315	0.0870662	0.1472786	0.9223796
30	0	-267.1816	-249.3215	-17.86	5.322712	4.746791	0.197838	0.0256229	0.140582	0.0211516	0.0668935	0.043244	0.0743266	0.221108	0.0619177	0.286946	0.100586	0.198268	0.188281	0.357083	0.0117531	0.0301804	0.1062416	-0.003077318	0.160352	0.00215625	0.0269819	0.0852077	0.066553	0.0520277	0.14285	0.0981141	0.0197747	0.0613405	0.0292049	0.100001	0.0729302	0.0762034	0.00630291	0.1028851	2	54.63597	0.03411155	0.491209	0.797629	1.08371	1.62745	0.216035	0.215468	0.267745	0.0833706	0.171529	0.0458521	0.09980779	1.030832
31	0	-264.67	-242.06	-22.60998	1.453515	2.160186	0.485708	0.0568406	0.0231765	0.118857	0.0600626	0.00922229	0.102352	0.0924797	0.298292	0.517408	0.113365	0.0393994	0.181315	0.0243058	0.176936	0.20319	0.1438329	-0.0255429	0.00309305	0.00609304	0.155442	0.00632927	0.0530376	0.00322641	0.0711321	0.0276662	0.0479276	0.209304	0.0191309	0.191418	0.0493775	0.0671603	0.0896622	0.1553717	2	55.35995	0.03212421	0.311675	0.671034	1.07353	1.94377	0.159978	0.282961	0.14562	0.0929014	0.23873	0.079809	0.1298288	1.196743
32	0	-261.1593	-246.1295	-15.02982	0.8554978	1.833587	0.194692	0.0377095	0.0772087	0.0154734	0.039115	0.174696	0.0515011	0.00679729	0.0820811	0.0633372	0.00547391	0.0210119	0.199192	0.454023	0.111478	0.192913	0.08190413	-0.03987701	0.120778	0.00276774	0.149335	0.101389	0.072694	0.0466515	0.0383115	0.150825	0.0244394	0.103235	0.000362913	0.105201	0.00715501	0.0533633	0.0234919	0.1471747	2	59.89914	0.03429198	0.272567	0.636064	1.06521	2.02616	0.165384	0.241767	0.204754	0.0956795	0.207283	0.0851331	0.1072977	1.371648
33	0	-265.7089	-238.0422	-27.66668	4.322078	1.861125	0.0890021	0.014258	0.119511	0.0579485	0.0588851	0.00691361	0.0701	0.0690196	0.568792	0.196208	0.0939905	0.563499	0.152959	0.361154	0.139716	0.00805489	0.1048378	0.04126276	0.141055	0.000498099	0.130488	0.00769365	0.0419324	0.00721141	0.00863284	0.15438	0.0873945	0.0391617	0.0123817	0.0535116	0.00410563	0.188244	0.12331	0.2403161	2	61.9864	0.02316613	0.276114	0.639384	1.06609	2.01841	0.213365	0.238465	0.168594	0.118454	0.179496	0.0816257	0.2815789	0.8534593
34	0	-265.9428	-240.8373	-25.1055	4.841649	1.315258	0.209763	0.00776505	0.353904	0.36233	0.10654	0.18651	0.0425701	0.0425944	0.408572	0.612623	0.153605	0.291727	0.313147	0.0882984	0.036641	0.320017	0.2600178	-0.01299674	0.0763562	0.0155313	0.090859	0.0425703	0.123726	0.00465947	0.0822909	0.0462222	0.0447046	0.0659247	0.0033229	0.195064	0.0120068	0.185456	0.011305	0.2385501	2	56.94937	0.03786173	0.195322	0.55461	1.03744	2.21263	0.223126	0.195985	0.113301	0.129582	0.27917	0.0588358	0.2255534	1.057622
35	0	-274.8436	-241.3407	-33.50296	3.993637	1.916359	0.0570218	0.0131919	0.0218294	0.11315	1.24893	0.0754705	0.0339193	0.000945924	0.940055	0.0600449	0.95958	0.0175207	0.29118	0.0115693	0.201656	0.492306	0.2457088	-0.04369937	0.0930688	0.000372304	0.0309289	0.0260481	0.132482	0.00515247	0.175077	0.106937	0.112999	0.0521098	0.0189453	0.129324	0.0229333	0.0452826	0.0483397	0.201142	2	53.568	0.0175896	0.283082	0.645814	1.06775	2.00336	0.165294	0.179072	0.144471	0.178517	0.28417	0.0484762	0.1574427	1.277557
36	0	-260.0027	-237.4807	-22.52198	1.558509	2.64922	0.203258	0.0154067	0.0997431	0.234686	0.0376142	0.0814196	0.0115319	0.0532579	0.470603	0.0720621	0.046194	0.0768978	0.185825	0.0607636	0.0685874	0.157673	0.08881176	0.02605061	0.0286535	0.00873168	0.177046	0.00575835	0.0404825	0.00538743	0.0993063	0.0651062	0.0621177	0.048869	0.0106393	0.241732	0.00535167	0.152313	0.0485056	0.08993841	0	50.50381	0.04078169	0.360162	0.710049	1.08014	1.84965	0.183034	0.169184	0.17604	0.086949	0.333935	0.0508585	0.115989	0.7754045
37	0	-271.545	-245.7598	-25.7852	2.291137	3.240275	0.584489	0.0653578	0.122474	0.231283	0.0911877	0.0182436	0.432327	0.0195329	0.351449	0.532811	0.0889341	0.679345	0.199933	0.102759	0.0102818	0.157782	0.1552501	0.05481908	0.0601411	0.0420676	0.0881659	0.0386122	0.137505	0.0172818	0.125029	0.0866679	0.0108138	0.114316	0.000325235	0.144813	0.0396462	0.0269337	0.0676806	0.2063011	2	56.2297	0.03353544	0.407036	0.74402	1.08347	1.76547	0.193889	0.189727	0.186981	0.117241	0.251048	0.0611141	0.2611202	0.7900619
38	0	-276.3493	-246.0876	-30.26172	0.5229898	2.14692	0.309579	0.0264176	0.062087	0.0364093	0.561865	0.00874258	0.174762	0.00545676	0.716378	0.287833	0.300922	0.808821	0.306907	0.924751	0.0946235	0.0988632	0.2929104	-0.0222647	0.0523307	0.00362831	0.0807898	0.103341	0.0462865	0.0587539	0.0976477	0.0166177	0.0373075	0.153655	0.00373678	0.10584	0.118416	0.107637	0.0140117	0.1156435	1	53.62034	0.03198314	0.310204	0.66978	1.07327	1.94675	0.22087	0.192927	0.155594	0.114966	0.181413	0.13423	0.09337882	1.238434
39	0	-263.5629	-234.6164	-28.94649	0.987516	4.689654	0.603366	0.0137533	0.0315416	0.0592431	0.0277724	0.169825	0.00987207	0.0579166	1.08479	0.141225	0.230336	0.0867117	0.294912	0.206258	0.0249897	0.152736	0.1794028	-0.005952268	0.0416001	0.014626	0.237527	0.0109351	0.15003	0.0106034	0.0552668	0.0395123	0.224524	0.073584	0.00119434	0.0448621	0.005924	0.0529928	0.0368181	0.1332522	1	57.97597	0.03320977	0.488654	0.796123	1.0838	1.63143	0.200203	0.197583	0.160861	0.12011	0.246721	0.074523	0.1272999	1.046758
40	0	-264.0395	-240.0331	-24.00633	8.28514	2.78785	0.332021	0.283543	0.281419	0.0227422	0.0407652	0.017055	0.110752	0.0191594	0.0658132	0.714252	0.217045	0.114389	0.012498	0.0358755	0.18259	0.027033	0.1352295	-0.02304478	0.130998	0.00168664	0.140771	0.0209349	0.00756383	0.00411108	0.0652502	0.0661582	0.140936	0.118863	0.00377323	0.133754	0.0180186	0.00941404	0.137767	0.1259	2	59.5872	0.02925282	0.372153	0.719061	1.08125	1.82754	0.188574	0.295559	0.173638	0.090607	0.162659	0.0889623	0.1028552	1.224051
41	0	-271.2643	-239.0239	-32.24038	1.596871	3.163622	0.143236	0.619048	0.160438	0.0488014	0.123338	0.0105917	0.0149169	0.0307463	0.614805	0.562609	1.36957	0.274963	0.000116956	0.862041	0.148961	0.151646	0.3325644	0.0666964	0.069603	0.0192569	0.352908	0.00851005	0.184603	0.00625991	0.0268664	0.0401427	0.0114134	0.0766953	0.0103167	0.0444512	0.0258734	0.0806755	0.0424248	0.1430589	2	51.04413	0.02259315	0.401537	0.740203	1.08321	1.77505	0.253766	0.225721	0.158045	0.112491	0.161277	0.0887	0.2097553	0.6820276
42	0	-273.0105	-245.8817	-27.12878	0.9041394	1.782769	0.0603837	0.0146685	0.35014	0.218095	0.18763	0.266489	0.295776	0.260114	0.788776	0.184014	0.0405877	0.138503	0.172574	0.0148384	0.0685834	0.146641	0.2101684	0.01111505	0.0777709	0.0109736	0.0767524	0.00145578	0.068339	0.0898573	0.154243	0.00419009	0.100151	0.135138	0.0188389	0.0706168	0.0425771	0.0321	0.116996	0.1051697	3	55.75281	0.05779846	0.265889	0.629729	1.06347	2.04092	0.118225	0.177538	0.246366	0.0734281	0.304858	0.0795855	0.1162847	0.9044152
43	0	-269.2745	-239.9059	-29.36861	5.456324	3.109233	0.0917528	0.0141559	0.26452	0.0672061	0.0713858	0.116607	0.00122243	0.296152	0.0351488	0.381714	0.199207	0.208619	0.0309216	0.651367	0.0178178	0.439438	0.1888794	-0.01067605	0.0395105	0.0075464	0.0940637	0.00883453	0.044255	0.0154959	0.111323	0.0578156	0.134747	0.202201	0.0042613	0.0508448	0.0147989	0.148912	0.0653898	0.2107943	1	63.44069	0.06326877	0.39754	0.737402	1.083	1.78205	0.25123	0.179152	0.14493	0.0804789	0.201993	0.142217	0.2001183	1.053349
