Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
345	0	-221.3321	-252.5753	31.24327	172.5254	1.517516	0.0259536	0.0297051	0.0115751	0.0160941	0.00647982	0.00655257	0.0187227	0.0375167	0.0232355	0.00695556	0.0263326	0.00452091	0.00620568	0.00347531	0.00302486	0.00701154	0.01016202	0.0058092	0.0651965	0.108527	0.0440882	0.0609234	0.0203206	0.00977292	0.0492375	0.00360925	0.132551	0.0635768	0.086279	0.0342223	0.101265	0.156162	0.0642686	0.004677025	172.5254	0.228016	0.591446	1.05143	2.1291	0.205121	0.26086	0.0968626	0.113302	0.203965	0.119889	0.01048622	0.446016
346	0	-254.2622	-256.9716	2.709365	69.47372	0.4231237	0.0550158	0.147852	0.0616997	0.143043	0.412315	0.00913418	0.108797	0.00290626	0.0916279	0.427621	0.0918495	0.237152	0.024729	0.136529	0.036684	0.104281	0.1077193	0.0289055	0.0537499	0.106276	0.0205303	0.0156956	0.00704409	0.102626	0.0462693	0.0188343	0.244558	0.0545992	0.0799747	0.0130101	0.191134	0.0295797	0.0161194	0.0004540111	69.47372	0.0201868	0.198808	0.755138	3.02587	0.325397	0.245956	0.0814564	0.0765722	0.204446	0.0661729	0.02935951	0.01546385
347	0	-255.2777	-247.9501	-7.32764	30.81585	1.034565	0.127356	0.3916	0.0332911	0.216764	0.0201735	0.26224	0.48425	0.0107386	0.0454888	0.31906	0.230945	0.268869	0.257754	0.192753	0.0155547	1.72693	0.2689732	0.04014755	0.0237228	0.211348	0.130437	0.0406466	0.029149	0.00400688	0.106698	0.00143687	0.0770208	0.0205766	0.0828877	0.0322143	0.1904	0.0232854	0.0261701	0.07302435	30.81585	0.143799	0.4869	1.0055	2.3638	0.306133	0.172782	0.107004	0.107464	0.206781	0.0998353	0.1131719	0.6452516
348	0	-245.8603	-246.6615	0.8012463	17.54314	2.240916	0.17634	0.1883	0.0187147	0.0940974	0.0563412	0.14864	0.193971	0.196885	0.217042	1.32148	0.266545	0.0681183	0.0475137	0.0427272	0.0461496	0.396021	0.1490138	0.1595248	0.124846	0.104969	0.133756	0.0876803	0.0161845	0.0072737	0.0519931	0.000941632	0.130648	0.0502573	0.129059	0.000681118	0.137932	0.0146958	0.00908334	0.0002272295	17.54314	0.320431	0.678409	1.075	1.92617	0.226029	0.252099	0.104469	0.127309	0.160579	0.129515	0.1597521	0.001422388
349	0	-228.6726	-247.7187	19.04608	39.14961	2.115931	0.139826	0.0971985	0.0591565	0.0236487	0.0396803	0.0872495	0.0258954	0.0189228	0.00044576	0.0708222	0.030904	0.00996731	0.156082	0.013038	0.0103935	0.0532508	0.0364738	0.02142973	0.0473804	0.0833801	0.0801675	0.0656288	0.00712495	0.0261021	0.00556451	0.00867166	0.140412	0.031324	0.220772	0.0020044	0.194296	0.00727077	0.0799002	0.007377462	39.14961	0.306732	0.666801	1.07264	1.95383	0.169093	0.28022	0.113529	0.101782	0.179223	0.156152	0.02880719	0.2560979
350	0	-235.0037	-247.9441	12.94042	26.03561	2.381727	0.0989423	0.0703339	0.015094	0.000613911	0.0261559	0.0221285	0.141538	0.0130881	0.200926	0.0605019	0.13655	0.231662	0.0232158	0.221968	0.215925	0.0358897	0.1064298	0.02983033	0.0170314	0.0869884	0.172961	0.0488783	0.114164	0.01172	0.0230497	0.000461116	0.1147	0.0385174	0.0822699	0.060711	0.174841	0.04881	0.00489621	0.02717126	26.03561	0.334949	0.690304	1.07715	1.8976	0.293306	0.192067	0.048445	0.155186	0.213051	0.0979453	0.05700159	0.4766755
351	0	-227.6588	-247.7134	20.05465	25.93333	3.878383	0.0589518	0.0187202	0.160316	0.0122318	0.00607792	0.0527269	0.0686288	0.0217286	0.0760381	0.11064	0.0576654	0.057367	0.0626535	0.098899	0.0293223	0.0348498	0.06144913	0.06274715	0.029061	0.0221909	0.0596639	0.0466349	0.00828818	0.00806617	0.0643024	0.0127282	0.0896348	0.0547588	0.248852	0.0359445	0.101883	0.115881	0.10211	0.01317314	25.93333	0.447554	0.770896	1.0844	1.69715	0.269931	0.195198	0.141917	0.07865	0.157195	0.157108	0.0759203	0.1735128
352	0	-246.1523	-254.2087	8.056455	22.93873	4.065927	0.0512611	0.23625	0.146513	0.141385	0.0218206	0.0310834	0.158251	0.044304	0.190414	0.0271504	0.0562399	0.30936	0.00052594	0.125818	0.00631033	0.256326	0.08646728	0.05564825	0.124744	0.0709683	0.13097	0.0370239	0.0190353	0.00296794	0.0502043	0.00866919	0.0284507	0.0301012	0.212806	0.00301122	0.169903	0.0886299	0.0225151	0.04051475	22.93873	0.457948	0.777458	1.08439	1.68021	0.22418	0.180007	0.210008	0.0388363	0.199733	0.147236	0.09616301	0.4213133
353	0	-215.6997	-239.8133	24.11358	53.89746	1.970009	0.0127285	0.0422775	0.00530058	0.0051511	0.125166	0.0588906	0.0137982	0.000460616	0.000867112	0.0165722	0.0742473	0.0395923	0.0322183	0.0748766	0.0900158	0.00119508	0.04133274	0.03876794	0.0501477	0.198825	0.103944	0.0309379	0.00529368	0.0506439	0.0675482	0.00161542	0.152793	0.00559356	0.112017	0.00656646	0.10605	0.106127	0.00189843	0.01130085	53.89746	0.289668	0.651786	1.06922	1.98932	0.176532	0.260417	0.09744	0.0969601	0.210091	0.15856	0.05006879	0.2257064
354	0	-249.6197	-250.3522	0.7324533	27.2807	0.9762467	0.130253	0.240995	0.434843	0.0528005	0.0177115	0.0136947	0.27895	0.176246	0.129226	0.189446	0.0196042	0.152371	0.0440281	1.04716	0.00409012	0.00827888	0.1885699	0.09190424	0.106964	0.11593	0.190319	0.127064	0.00858714	0.054423	0.109627	0.000608728	0.118484	0.00567799	0.0102657	0.0927346	0.00422393	0.0343729	0.0207196	0.02020067	27.2807	0.13219	0.469494	0.99595	2.40237	0.220421	0.236102	0.127087	0.0714461	0.181188	0.163757	0.1121049	0.1801943
355	0	-236.1799	-246.0912	9.911301	35.26358	1.33285	0.0383576	0.0571606	0.136132	0.0139202	0.12491	0.0503738	0.393313	0.0140923	0.0267037	0.143507	0.116818	0.318101	0.129641	0.124226	0.00216291	0.0650824	0.1041949	0.03932203	0.017384	0.157807	0.0331322	0.0318796	0.00581997	0.0574817	0.0208042	0.0221955	0.116702	0.0815722	0.115607	0.0416031	0.0567538	0.231105	0.0101524	0.01784253	35.26358	0.198309	0.558144	1.03889	2.20466	0.232315	0.186532	0.101954	0.123619	0.215882	0.139698	0.05716456	0.3121257
356	0	-250.4407	-250.4167	-0.0240206	18.54964	1.44323	0.60514	0.0575618	0.245117	0.405422	0.208461	0.0243067	0.0950141	0.0203286	0.114511	0.172058	0.018253	0.30587	0.0245613	0.183492	0.150874	0.090289	0.3033835	0.02249668	0.0275291	0.218767	0.0116873	0.0330279	0.0417477	0.015443	0.0155627	0.00446672	0.124112	0.0817274	0.165795	0.00649769	0.158773	0.0699196	0.0249428	0.04218036	18.54964	0.216418	0.578826	1.04691	2.15785	0.203967	0.305272	0.0711201	0.0973296	0.21549	0.106821	0.06467704	0.6521689
357	0	-230.4404	-250.8785	20.43802	67.34625	1.779478	0.125748	0.0480183	0.00250726	0.0156279	0.0169989	0.014657	0.137577	0.00621678	0.0511107	0.0196684	0.0407309	0.0143527	0.0975698	0.0196509	0.0148929	0.0612905	0.0444616	0.01831278	0.0319574	0.189395	0.0193555	0.0634643	0.0142887	0.116641	7.40792e-05	0.0130326	0.0950802	0.125318	0.139511	0.00212648	0.109209	0.0423682	0.0381787	0.02108732	67.34625	0.26545	0.629309	1.06335	2.04189	0.181349	0.266525	0.0665428	0.152027	0.151077	0.182479	0.03940011	0.5352098
358	0	-246.6387	-255.4317	8.792965	49.40965	1.221672	0.0581698	0.124029	0.0450071	0.142027	0.00761859	0.120561	0.176124	0.015167	0.0311616	0.106682	0.08487	0.0147519	0.0605572	0.322461	0.00673861	0.0908636	0.1031724	0.02546851	0.0620713	0.0165042	0.077484	0.210201	0.146408	0.00272001	0.140854	0.0393461	0.0725545	0.0280195	0.118941	0.016513	0.000744837	0.0468536	0.020784	0.0265755	49.40965	0.178958	0.53456	1.02883	2.25765	0.256646	0.201614	0.106815	0.109786	0.169205	0.155934	0.05204402	0.5106351
359	0	-224.0055	-248.4821	24.47662	66.5426	1.325693	0.0976082	0.0708208	0.0251266	0.0598592	0.0456353	0.0172453	0.0125738	0.00105669	0.0210299	0.0266238	0.0111395	0.0414899	0.00716343	0.0156797	0.0456519	0.0216694	0.04405199	0.01672762	0.140465	0.0590269	0.130947	0.105699	0.0293243	0.00249255	0.0321084	0.0220073	0.0847211	0.0284676	0.0529687	0.0588361	0.162947	0.02284	0.0671493	0.01231643	66.5426	0.197097	0.556714	1.0383	2.20788	0.235976	0.159473	0.173749	0.110569	0.192075	0.128157	0.02904405	0.4240604
360	0	-244.35	-252.0012	7.651152	67.05075	3.319989	0.104621	0.233467	0.0842446	0.169718	0.109271	0.0940016	0.11516	0.00190626	0.0046663	0.0451138	0.0280244	0.297277	0.0309979	0.0117702	0.0568593	0.0314629	0.07843502	0.03581509	0.061435	0.0146849	0.0649402	0.0651265	0.146137	0.015193	0.00704062	0.0131155	0.100212	0.0355594	0.127703	0.146736	0.0841193	0.102781	0.0152169	0.01281929	67.05075	0.412596	0.747836	1.0837	1.75587	0.244785	0.16447	0.103817	0.124498	0.223465	0.138965	0.04863439	0.263585
361	0	-231.5081	-242.0957	10.58764	17.34713	4.472336	0.162419	0.106076	0.00304141	0.0906955	0.191202	0.0213625	0.350723	0.0353933	0.0754016	0.469316	0.00416475	0.0289128	0.0207697	0.0955945	0.00431091	0.0116854	0.1147149	0.09381748	0.0271336	0.136478	0.0834535	0.0212102	0.0359996	0.0264087	0.0244478	0.000104371	0.122112	0.0296181	0.210684	0.138348	0.114866	0.0169386	0.0121975	0.006981883	17.34713	0.478567	0.790107	1.08408	1.64725	0.272511	0.18078	0.116272	0.127522	0.206655	0.0962593	0.1007994	0.06926516
362	0	-247.875	-255.4302	7.555215	52.86094	1.63759	0.114268	0.169099	0.254561	0.198276	0.0249185	0.0167586	0.0301105	0.038453	0.0169834	0.262535	0.1783	0.080869	0.0184017	0.00363874	0.223417	0.044342	0.07685607	0.01761093	0.0383879	0.0102751	0.0794884	0.0562461	0.0385338	0.0722618	0.0844897	0.00732062	0.0904431	0.127752	0.0962131	0.0365004	0.167437	0.0853152	0.00933596	0.01064889	52.86094	0.245816	0.609964	1.05757	2.08665	0.228081	0.231872	0.109813	0.0659489	0.173115	0.191171	0.02825982	0.3768207
363	0	-233.01	-243.9389	10.92887	37.02948	2.703972	0.00227621	0.188737	0.0106357	0.0582362	0.0448124	0.00432771	0.0728311	0.0661671	0.0227093	0.129024	0.240346	0.0519785	0.0565586	0.102783	0.147207	0.232902	0.07942696	0.0213916	0.018599	0.0772793	0.0871105	0.00727458	0.00183866	0.0100712	0.001838	0.0034706	0.218065	0.0167427	0.177021	0.0780316	0.210621	0.0823307	0.00970618	0.02085665	37.02948	0.36498	0.713698	1.08061	1.84072	0.199726	0.200442	0.0934204	0.118165	0.230092	0.158154	0.04224825	0.493669
364	0	-229.3994	-250.8112	21.4118	36.89513	2.653949	0.00923977	0.054517	0.0891263	0.0507131	0.0652251	0.0198953	0.0136521	0.0291833	0.00909	0.0623201	0.0558457	0.108761	0.0864556	0.000664684	0.0693996	0.0070555	0.06295933	0.0532378	0.0256464	0.106871	0.00854013	0.0487472	0.00992609	0.0490673	0.0741063	0.00325408	0.128523	0.00598284	0.152433	0.060176	0.0843747	0.222439	0.0199129	0.00368877	36.89513	0.360583	0.710369	1.08018	1.84887	0.211293	0.353584	0.0931314	0.0965065	0.144019	0.101466	0.05692657	0.06479874
365	0	-234.726	-244.7044	9.97836	98.79784	3.410914	0.0779446	0.0303409	0.125948	0.138381	0.233508	0.00127499	0.0601093	0.00212639	0.011939	0.122033	0.000228309	0.0222175	0.0317583	0.0361455	0.0409487	0.136831	0.08065258	0.02449452	0.0569842	0.0740325	0.0516227	0.00455652	0.0162791	0.0108374	0.0395785	0.0142148	0.11643	0.0471538	0.0946231	0.0115398	0.240311	0.150493	0.0713432	0.009052036	98.79784	0.418748	0.752009	1.08391	1.74533	0.23744	0.216781	0.0987951	0.0790446	0.229988	0.137952	0.03354656	0.269835
366	0	-221.4773	-242.1706	20.69336	55.23847	3.375394	0.00963701	0.0704368	0.0568082	0.0034367	0.0126399	0.0498185	0.0140579	0.0136404	0.024242	0.0151353	0.167134	0.0383184	0.000204569	0.00407695	0.00542281	0.0782346	0.03192334	0.005034073	0.0174583	0.0848563	0.0379182	0.0549529	0.000699672	0.00371795	0.0614361	0.00454512	0.111867	0.00322396	0.060156	0.00552277	0.289289	0.245843	0.0185133	0.01317118	55.23847	0.416368	0.750401	1.08383	1.7494	0.316332	0.148572	0.158997	0.0645666	0.182705	0.128828	0.01820525	0.7234824
367	0	-233.8905	-242.4895	8.598981	21.25419	2.940219	0.140385	0.186013	0.485938	0.138517	0.028143	0.0255732	0.136691	0.0106035	0.0076455	0.178309	0.0324146	0.0752732	0.182672	0.134659	0.175014	0.135076	0.1668008	0.08168109	0.0555156	0.0536803	0.0784638	0.00534111	0.00276729	0.0359348	0.126355	0.00458805	0.0563869	0.0313141	0.198212	0.0184704	0.212353	0.0859195	0.0346987	0.01073628	21.25419	0.384584	0.728163	1.0822	1.80505	0.227443	0.184368	0.112724	0.110869	0.221803	0.142791	0.09241737	0.1161716
368	0	-247.9015	-252.867	4.965561	54.81914	1.434261	0.0635459	0.135468	0.251626	0.0600797	0.0212144	0.160046	0.158406	0.00993402	0.0884339	0.0272699	0.420196	0.109233	0.108612	0.370897	0.0161943	0.116125	0.1137431	0.04496021	0.0553001	0.0516277	0.0361703	0.0205746	0.0740661	0.0350241	0.0182607	0.00618809	0.0468067	0.169943	0.10777	0.103627	0.0725471	0.13929	0.0628049	0.00887854	54.81914	0.214986	0.577235	1.04632	2.16146	0.192907	0.276456	0.078439	0.0916067	0.2721	0.0884917	0.05383875	0.1649098
369	0	-250.8695	-250.7445	-0.1249925	7.124572	3.012066	0.0822576	0.795706	0.607862	0.352461	0.147671	0.299414	1.06997	0.0497706	0.00371108	0.538621	0.0275479	0.175916	0.00834438	0.0214575	0.043855	0.0586549	0.1642502	0.09660425	0.0472607	0.0266166	0.00486436	0.109828	0.0567611	0.00441766	0.0523529	0.00626335	0.143174	0.112182	0.115692	0.113744	0.156626	0.0465422	0.00367446	0.01779589	7.124572	0.390193	0.732194	1.08258	1.79504	0.207062	0.288678	0.146333	0.0694411	0.168068	0.120418	0.1144001	0.1555583
370	0	-231.8328	-245.3901	13.55735	145.7365	1.270543	0.00343428	0.1277	0.0946353	0.0769352	0.0378361	0.0103778	0.0572519	0.00690525	0.00423562	0.0210007	0.070237	0.0763224	0.0235763	0.0466053	0.0476945	0.159599	0.05686106	0.01840327	0.0236905	0.0242445	0.0915853	0.0305783	0.000831187	0.00610074	0.00643962	0.0111044	0.111791	0.0577468	0.133898	0.0640467	0.410024	0.00484048	0.0230788	0.003000994	145.7365	0.187605	0.545302	1.03353	2.23356	0.207519	0.230482	0.117267	0.072628	0.244103	0.128001	0.02140426	0.1402054
371	0	-233.7691	-248.2908	14.52173	66.6335	2.41294	0.0989342	0.12538	0.102898	0.133773	0.0440503	0.0183957	0.200398	0.03774	0.0169256	0.0148782	0.0786532	0.00421995	0.0284576	0.0550217	0.0101231	0.0369718	0.07651465	0.03440547	0.0304922	0.0800947	0.172131	0.0552201	0.0622929	0.0106885	0.0810388	0.00232993	0.0499614	0.134585	0.0408919	0.0436945	0.183149	0.0473925	0.00603798	0.04273497	66.6335	0.338044	0.692789	1.07757	1.8916	0.26713	0.222791	0.0976335	0.117787	0.180396	0.114263	0.07714043	0.5539892
372	0	-232.7697	-245.6834	12.91367	49.30373	3.519378	0.0102848	0.0752674	0.0371253	0.176403	0.0404443	0.0391099	0.0209285	0.000188808	0.0723665	0.0341826	0.036926	0.0374265	0.00719637	0.203704	0.142707	0.12406	0.08158917	0.01160199	0.0306057	0.0962055	0.124507	0.0425865	0.000753149	0.0591717	0.0758627	0.00286281	0.10413	0.0488112	0.0871444	0.0428956	0.0705465	0.162118	0.0517995	0.01549155	49.30373	0.425838	0.756756	1.08411	1.7333	0.23247	0.267121	0.0962778	0.0943451	0.157487	0.152299	0.02709354	0.5717801
373	0	-264.4646	-252.8069	-11.65768	8.868033	1.735053	0.227061	0.297561	0.336352	0.897707	0.606124	0.0901178	0.201963	0.642407	0.739466	0.355806	0.754169	0.0169486	0.263061	2.56997	0.0727666	0.974232	0.5012888	0.1163432	0.047588	0.0927051	0.161591	0.0429957	0.00523723	0.221348	0.0363656	0.0068706	0.038732	0.0541127	0.0486041	0.0266548	0.0311403	0.183165	0.00289058	0.09698794	8.868033	0.259458	0.623517	1.06169	2.05534	0.238761	0.278638	0.0988337	0.0889131	0.14911	0.145744	0.2133311	0.4546357
374	0	-225.5114	-243.4423	17.93089	33.46845	2.345159	0.0647354	0.0970462	0.0146736	0.0967893	0.0788891	0.0723637	0.0591162	0.0136358	0.0293602	0.140586	0.0031432	0.00851572	0.00549975	0.0715349	0.0323771	0.0661966	0.06798399	0.02551449	0.0376367	0.00275192	0.0462291	0.0740661	0.0191662	0.0106351	0.00943481	0.00322514	0.0720722	0.0282942	0.281127	0.0662956	0.279209	0.00642473	0.0634323	0.02554098	33.46845	0.331267	0.687325	1.07664	1.90477	0.291513	0.186888	0.118821	0.114132	0.166236	0.122408	0.05105547	0.5002594
375	0	-246.2382	-250.5027	4.264485	23.13069	0.5501018	0.261554	0.413379	0.153649	0.277719	0.0919128	0.0424785	0.216319	0.0417711	0.0387451	0.175166	0.214696	0.0529468	0.0211001	0.638559	0.0508376	0.0407251	0.1794326	0.01566081	0.0161856	0.0221825	0.0161079	0.0475584	0.0134693	0.0308823	0.00753655	0.00132444	0.244798	0.265746	0.0659502	0.0995538	0.136823	0.0273856	0.0044968	0.04426291	23.13069	0.0430086	0.283371	0.853559	2.82006	0.32713	0.21464	0.104094	0.0856326	0.189274	0.0792291	0.05992372	0.7386542
376	0	-235.3273	-251.048	15.72067	30.51353	1.670627	0.00637941	0.0384921	0.0216616	0.0883426	0.00765755	0.00467778	0.0415962	0.0689787	0.0161162	0.122125	0.0679687	0.333707	0.151481	0.058044	0.0669722	0.0530846	0.06422376	0.04502839	0.0514935	0.0223532	0.0422747	0.00878811	0.0738631	0.0115989	0.0135044	0.0233974	0.0760294	0.0923027	0.165843	0.129857	0.0534868	0.213667	0.0215409	0.003628479	30.51353	0.250519	0.614695	1.05905	2.07574	0.223755	0.23193	0.0860998	0.0894958	0.21412	0.1546	0.04865686	0.0745728
377	0	-248.7411	-255.8237	7.082563	14.05436	1.402956	0.010584	0.405368	0.107878	0.059407	0.373626	0.151341	0.423402	0.00277138	0.0173121	0.394959	0.0554755	0.140389	0.00455723	0.337477	0.0403738	0.00637462	0.1636021	0.09867036	0.0836759	0.0287064	0.0643899	0.0525476	0.0462948	0.0345501	0.0813604	0.00244692	0.141603	0.0911202	0.117199	0.0372531	0.187852	0.0231836	0.0078173	0.06355416	14.05436	0.209934	0.571564	1.04418	2.17433	0.200039	0.201514	0.136389	0.0694793	0.169885	0.222694	0.1622245	0.3917667
378	0	-223.2045	-245.4903	22.28572	162.2449	2.377334	0.0349294	0.0330462	0.00829742	0.0376514	0.00224059	0.011605	0.103472	0.00584465	0.0140297	0.0382042	0.0230978	0.0494494	0.0200243	0.0140184	0.0376026	0.0204923	0.03626395	0.01481741	0.0387939	0.172028	0.0839868	0.0567385	0.0404436	0.0127429	0.0942085	0.00466317	0.0993093	0.0375555	0.0945739	0.0288991	0.171554	0.0288811	0.0356222	0.002042757	162.2449	0.33451	0.68995	1.07709	1.89845	0.205546	0.232156	0.206993	0.0901925	0.133109	0.132003	0.01686017	0.1211588
379	0	-239.4408	-248.9075	9.466679	21.22883	1.401814	0.0139527	0.201731	0.116684	0.0861598	0.144521	0.176716	0.360303	0.210757	0.0566295	0.0101733	0.0852055	0.123819	0.0346193	0.221167	0.0118234	0.0434379	0.09793282	0.02238257	0.142659	0.235735	0.0488121	0.0305083	0.00201306	0.00931027	0.0020119	0.0101318	0.0734657	0.0837943	0.148462	0.000929217	0.0780261	0.124581	0.00956009	0.001964135	21.22883	0.209749	0.571353	1.04409	2.1748	0.17869	0.257681	0.112331	0.0967079	0.22829	0.1263	0.02434671	0.08067353
380	0	-225.9171	-250.499	24.58192	162.1163	1.712115	0.00725468	0.0281099	0.00497306	0.00838452	0.0382723	0.0107858	0.0127331	0.00522959	0.0604367	0.0846426	0.0191397	0.00597036	0.0315903	0.0810195	0.000165571	0.0036897	0.01853899	0.01180275	0.0187292	0.0921833	0.0955334	0.00501057	0.0249197	0.0127063	0.0333966	0.00977785	0.163535	0.0871873	0.0681312	0.072205	0.254755	0.0140489	0.0478808	0.008680644	162.1163	0.25631	0.620436	1.06078	2.06247	0.234184	0.242999	0.0909507	0.0794138	0.126553	0.2259	0.0204834	0.4237893
381	0	-247.0285	-250.3334	3.304929	38.49724	2.147802	0.00262343	0.016834	0.209631	0.21962	0.0872149	0.282829	0.250552	0.0371786	0.260352	0.0132574	0.020191	0.173906	0.071323	0.119365	0.208701	0.166905	0.1151863	0.107493	0.0706721	0.0019793	0.215737	0.0549542	0.0734489	0.0181158	0.110457	0.0177376	0.0718658	0.0344444	0.165901	0.0110334	0.112721	0.0313655	0.00956701	0.06233752	38.49724	0.310302	0.669863	1.07328	1.94655	0.215906	0.259772	0.115616	0.0615425	0.164556	0.182608	0.1698305	0.3670573
382	0	-239.5962	-246.7669	7.170777	22.9451	3.393919	0.0173925	0.269864	0.103143	0.140049	0.27646	0.248464	0.00334456	0.17825	0.00980112	0.0758826	0.0352486	0.0114416	0.242278	0.0337583	0.267682	0.122896	0.1045381	0.1316674	0.0186696	0.0215458	0.0350209	0.0169312	0.0730093	0.00803722	0.00938053	0.000844366	0.185487	0.015766	0.0302167	0.197342	0.264438	0.0672671	0.0560445	0.01686482	22.9451	0.417613	0.751243	1.08387	1.74727	0.233248	0.250708	0.164164	0.0888141	0.132237	0.130829	0.1485322	0.1135432
383	0	-234.7483	-252.9745	18.22621	89.91233	3.906344	0.00318278	0.0186542	0.0176441	0.0181166	0.0998699	0.0754679	0.018735	0.00249726	0.00751078	0.0174159	0.00730229	0.0112698	0.139087	0.126187	0.0308594	0.0153962	0.03696134	0.01003488	0.0233494	0.0478735	0.276185	0.0579031	0.00480724	0.016084	0.0365528	0.00848043	0.155734	0.0291396	0.054343	0.0918327	0.0562642	0.0976038	0.0438466	0.001775176	89.91233	0.449142	0.771907	1.0844	1.69455	0.221248	0.348816	0.0730024	0.111434	0.126616	0.118884	0.01181006	0.1503105
384	0	-238.9076	-241.3614	2.453835	7.77758	2.517451	0.618197	0.311934	0.060272	0.22858	0.183308	0.0403744	0.980827	0.00492272	0.0758083	0.000803223	0.20813	0.358132	0.62747	0.0328094	0.139902	0.430781	0.1895116	0.1513129	0.0397662	0.132562	0.0984824	0.0206711	0.0058524	0.0764709	0.0850779	0.00556334	0.18463	0.00115962	0.1284	0.0445367	0.098862	0.0748023	0.00316337	0.01030792	7.77758	0.348105	0.700746	1.07882	1.87233	0.289691	0.1854	0.0885608	0.125156	0.185124	0.126068	0.1616208	0.06377841
385	0	-255.1316	-254.3201	-0.811519	82.10902	0.9465336	0.169658	0.206617	0.446333	0.147512	0.216288	0.0185984	0.0521199	0.0318592	0.0946032	0.170594	0.0167768	0.361818	0.166653	0.120038	0.109295	0.692998	0.1839823	0.03086244	0.12656	0.0370191	0.0772693	0.0156477	0.0318195	0.00925096	0.180416	0.00267854	0.0253806	0.0317572	0.0288107	0.000192415	0.375629	0.0515811	0.0059879	0.009433559	82.10902	0.126166	0.460069	0.990543	2.42322	0.273395	0.186036	0.125738	0.0511945	0.149468	0.214168	0.040296	0.2341066
386	0	-239.3946	-248.8375	9.442842	18.92657	1.144871	0.0447059	0.343002	0.291806	0.0407503	0.176275	0.0587354	0.0312513	0.129319	0.0267732	0.0634116	0.0427882	0.280579	0.0330905	0.238998	0.350709	0.121514	0.121077	0.0402196	0.00676439	0.272767	0.181744	0.100034	0.0376074	0.0180964	0.0106651	0.00465267	0.182798	0.0086114	0.0127577	0.0238293	0.102638	0.0228357	0.0141994	0.002687458	18.92657	0.164921	0.51635	1.02039	2.29833	0.250807	0.291615	0.104662	0.0693919	0.17087	0.112656	0.04290705	0.06263441
387	0	-246.1077	-251.1701	5.062463	52.12891	2.666062	0.0175434	0.10544	0.056081	0.15231	0.000474654	0.0270593	0.191589	0.186457	0.0154551	0.198903	0.138673	0.0997748	0.129072	0.544375	0.0190156	0.0123236	0.09987401	0.05676341	0.0138843	0.0545529	0.0853326	0.0566877	0.0154709	0.0220978	0.123831	1.96894e-05	0.0910933	0.0186435	0.196505	0.00990825	0.202389	0.0804645	0.0291193	0.0008683858	52.12891	0.361656	0.711185	1.08028	1.84687	0.220786	0.216621	0.164096	0.0888201	0.163403	0.146273	0.05763179	0.01506783
388	0	-235.2261	-256.7132	21.48704	131.256	0.8341611	0.0115058	0.0528456	0.00668281	0.0645275	0.0241022	0.00140378	0.0136716	0.00358662	0.00126918	0.00961794	0.0075765	0.00469617	0.00668382	0.0734539	0.035661	0.013048	0.02183434	0.01046001	0.0728835	0.0471608	0.0951853	0.143849	0.0195221	0.000914977	0.00583717	0.0293902	0.144296	0.0105906	0.198462	0.0822106	0.0838396	0.06208	0.00377837	0.03705645	131.256	0.102804	0.420532	0.965989	2.51067	0.188456	0.252044	0.215508	0.0835409	0.136461	0.123989	0.04751646	0.7798656
389	0	-237.4195	-252.7256	15.30615	52.86671	5.20744	0.0295597	0.300804	0.0238554	0.0222415	0.0911241	0.0837153	0.0642405	0.0218481	0.0149279	0.0269573	0.00668205	0.00852353	0.0596631	0.0274058	0.0142209	0.0862681	0.05573959	0.04046975	0.00893961	0.0155665	0.0517781	0.0840698	0.0062997	0.0487984	0.0223013	0.0580734	0.193478	0.219103	0.150492	0.0526359	0.0323947	0.0405281	0.0155416	0.0030801	52.86671	0.510471	0.808766	1.08292	1.59784	0.266305	0.236448	0.155119	0.108796	0.143004	0.0903275	0.04354985	0.07072586
390	0	-235.7608	-251.3158	15.55498	16.10731	1.201327	0.052625	0.234353	0.0825857	0.109397	0.0559148	0.0537279	0.446702	0.023683	0.0284614	0.0982543	0.074306	0.00475806	0.0210392	0.0553113	0.198958	0.045886	0.0985223	0.1685477	0.124411	0.114561	0.0338008	0.00018309	0.00328776	0.0201667	0.211109	0.0322921	0.140943	0.0460252	0.0875125	0.00728969	0.111655	0.0583349	0.00842937	0.00259117	16.10731	0.175293	0.529901	1.02673	2.26808	0.251113	0.178251	0.0781243	0.0747211	0.228389	0.189401	0.1711388	0.01514075
