Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
2300	-44.34352	-80.81763	36.47412	13.65385	1.565616	0.0493256	0.0101254	0.0129015	0.0286216	0.00875609	0.000527442	0.00502833	0.0391827	0.01322947	0.02149168	0.0461287	0.134636	0.0606814	0.176601	0.000580235	0.0638446	0.0404132	0.00576117	0.053723	0.101736	0.0927905	0.0360783	0.0306002	0.102974	0.0534519	0.01548958	13.65385	0.235283	0.599126	1.05405	2.11154	0.0109277	0.528507	0.000588396	0.1094	0.281825	0.068752	0.03698126	0.4188494
2400	-56.36928	-82.83886	26.46959	76.47908	0.8043368	0.0219575	0.0449336	0.00333677	0.00833689	0.0103068	0.0224783	0.0954297	0.00292597	0.04739807	0.003868224	0.132285	0.0951679	0.100516	0.0566418	0.00105683	0.130302	0.0532492	0.0052644	0.041963	0.0104793	0.0836608	0.0263189	0.0104748	0.0406501	0.211969	0.04162802	76.47908	0.0964813	0.408874	0.958149	2.5365	0.0361596	0.54538	0.00916541	0.0930498	0.253516	0.0627299	0.04549624	0.9149771
2500	-32.94997	-79.9861	47.03613	32.28649	1.631255	0.018426	0.00492832	0.00185681	0.0018048	0.00472931	0.000543772	0.00606487	0.000732952	0.005650453	0.02668928	0.0208186	0.0549517	0.0592835	0.0773214	0.0608614	0.1051	0.0357965	0.0291469	0.0983482	0.192937	0.0177841	0.0103348	0.00906899	0.178224	0.0500234	0.001348573	32.28649	0.244905	0.60904	1.05728	2.08877	0.0518676	0.442159	0.0156378	0.0920859	0.34608	0.0521697	0.02803785	0.04809829
2600	-53.37193	-80.73455	27.36262	5.940646	0.3856742	0.293428	0.0566487	0.0460426	0.00926546	0.0153066	0.0645625	0.022122	0.142809	0.09713032	0.1843456	0.23914	0.0827385	0.0153839	0.0249466	0.0153926	0.0367305	0.0151412	0.00292162	0.0424412	0.0552344	0.0136156	0.0171423	0.099212	0.267363	0.0725959	0.02869578	5.940646	0.0147031	0.170976	0.715301	3.09902	0.0550331	0.491262	0.00534441	0.157213	0.268762	0.0223851	0.2130414	0.1346958
2700	-57.42575	-83.32212	25.89637	8.253988	1.911798	0.0843149	0.0319574	0.0381519	0.024073	0.0190638	0.00454753	0.238151	0.0282277	0.1210431	0.01584706	0.0444281	0.0114571	0.165676	0.0554592	0.000486991	0.100512	0.112643	0.00789398	0.0668898	0.0785058	0.0989337	0.0297791	0.00866447	0.139069	0.0796011	0.05509906	8.253988	0.282514	0.645294	1.06762	2.00457	0.0708192	0.36225	0.00855805	0.0575718	0.454985	0.0458167	0.07094612	0.7766324
2800	-54.92863	-81.11489	26.18626	10.61083	0.4263776	0.0678585	0.17898	0.0140311	0.0839389	0.060043	0.0229287	0.0807333	0.0218514	0.1076431	0.1029072	0.0216316	0.0546265	0.0228021	0.0360892	0.00129307	0.232077	0.0560099	0.00485698	0.048602	0.0515012	0.00161272	0.221602	0.0241951	0.141863	0.0812376	0.04328375	10.61083	0.0206964	0.201171	0.758316	3.01982	0.01111	0.465019	0.00126884	0.111025	0.363839	0.0477376	0.146191	0.2960767
2900	-42.38975	-81.47396	39.08422	24.41233	1.276878	0.0201423	0.00115559	0.0129928	0.00255752	0.0135886	0.0026062	0.00696527	0.00981481	0.01091446	0.06977749	0.00506153	0.00415728	0.0910623	0.0240052	0.106455	0.0404662	0.0775526	0.0211241	0.0794163	0.0132433	0.0024104	0.195148	0.0379848	0.213478	0.0884341	0.06683188	24.41233	0.188709	0.54665	1.03411	2.23053	0.0437608	0.395912	0.00968833	0.105377	0.380042	0.0652194	0.1366094	0.4892188
3000	-58.92018	-81.1828	22.26262	9.41352	0.6732151	0.188732	0.0140132	0.00789656	0.11028	0.0832741	0.346671	0.0940445	0.195702	0.06719648	0.06046863	0.102602	0.0696722	0.0477798	0.110924	0.0783497	0.203002	0.0701646	0.0211324	0.0387185	0.0204848	0.0359596	0.0433145	0.00294967	0.132752	0.0221951	0.007816918	9.41352	0.0684787	0.350613	0.914523	2.66638	0.0218263	0.431791	0.0147918	0.213939	0.293308	0.024344	0.06828555	0.114474
3100	-50.53047	-83.58183	33.05137	11.76848	1.381357	0.0303633	0.0898918	0.0173075	0.0203969	0.0107061	0.0749215	0.0153635	0.0290315	0.03638894	0.05508927	0.0150107	0.125364	0.231123	0.0560124	0.0101044	0.0313132	0.0236628	0.00712254	0.0763011	0.0201129	0.0393089	0.00879497	0.0455254	0.0639088	0.246334	0.03187048	11.76848	0.206399	0.567538	1.04262	2.18344	0.0573809	0.44183	0.0126786	0.16856	0.240403	0.0791482	0.08695975	0.3664969
3200	-42.31681	-78.89624	36.57943	49.89631	1.90152	0.0170483	0.036852	0.0132258	0.000601811	0.016743	0.00418843	0.016759	0.00264867	0.0155333	0.007214637	0.0127259	0.0497373	0.00935105	0.184414	0.0857285	0.027334	0.00512818	0.00106059	0.0147676	0.0642079	0.0432817	0.180372	0.0219922	0.160108	0.13979	0.0009227516	49.89631	0.281229	0.644116	1.06732	2.00734	0.0412864	0.418493	0.0174783	0.104477	0.40886	0.00940499	0.008137388	0.1133965
3300	-52.34723	-81.47374	29.12651	10.96624	2.030969	0.0540613	0.0759157	0.029841	0.0129256	0.0206477	0.0144215	0.0487342	0.0819743	0.07071963	0.07602712	0.232041	0.0496008	0.0116917	0.0130696	0.0510418	0.0318457	0.027469	0.0085145	0.0260797	0.124851	0.0794045	0.0965964	0.0168284	0.160527	0.0704387	0.03122349	10.96624	0.296944	0.658267	1.07075	1.97404	0.0432402	0.370738	0.0426321	0.128166	0.340201	0.0750221	0.1072506	0.2911265
3400	-53.13861	-83.21649	30.07789	12.01231	2.135808	0.0376235	0.0428205	0.0313847	0.00783611	0.0143637	0.0095206	0.0910147	0.0254482	0.05337053	0.09852313	0.00300404	0.150792	0.182067	0.0236328	0.00321485	0.0478244	0.0553948	0.0361382	0.00425292	0.152062	0.0344572	0.0498365	0.0424455	0.0611143	0.153763	0.03695858	12.01231	0.308965	0.66872	1.07304	1.94927	0.0946841	0.38066	0.0107195	0.145761	0.276258	0.0919185	0.1354817	0.2727939
3500	-41.95098	-80.645	38.69402	14.82916	1.977934	0.026087	0.0141537	0.00295537	0.00412318	0.000233603	0.0127024	0.0352038	0.0233814	0.01255652	0.03723214	0.00537066	0.0220222	0.131837	0.0637348	0.0180461	0.0804208	0.0243739	0.00714058	0.00383246	0.141248	0.131449	0.0381733	0.0214284	0.10499	0.205934	0.01492407	14.82916	0.290626	0.652646	1.06943	1.9873	0.0796862	0.482126	0.00162407	0.0680492	0.295481	0.0730332	0.05215621	0.2861418
3600	-44.95715	-80.15439	35.19724	9.809033	2.365455	0.00451215	0.0159617	0.0356498	0.00528126	0.00621515	0.0284266	0.0387258	0.00362393	0.04140534	0.1400878	0.0156849	0.206965	0.0417371	0.0326364	0.0255552	0.157738	0.0245319	0.00792083	0.0240667	0.0311287	0.112531	0.25383	0.000697402	0.0551728	0.00980423	0.005553705	9.809033	0.333318	0.688988	1.07693	1.90077	0.0246321	0.334421	0.00331347	0.104857	0.456912	0.0758647	0.1456415	0.03813272
3700	-56.38713	-80.91251	24.52538	4.36499	2.45721	0.213291	0.0708462	0.151265	0.0340209	0.117185	0.091876	0.056083	0.0530877	0.08669068	0.01632076	0.19612	0.101557	0.0426577	0.233576	0.168374	0.0487996	0.000570468	0.000655595	0.0033942	0.0205832	0.0360239	0.0119175	0.00185234	0.0808711	0.0530479	0.05081915	4.36499	0.342362	0.696226	1.07812	1.88329	0.0190734	0.336049	0.00694914	0.195216	0.310765	0.131947	0.06713991	0.7569142
3800	-38.95892	-80.13915	41.18023	20.45894	1.951618	0.0118126	0.0117135	0.00238086	5.73964e-05	0.000834595	0.00247936	0.0138476	0.00956979	0.01699619	0.01670692	0.132802	0.0840676	0.112903	0.0210586	0.0210816	0.0753006	0.021912	0.0116686	0.0729492	0.000561961	0.0121289	0.0331817	0.0302249	0.362209	0.0079497	0.02510385	20.45894	0.28743	0.649768	1.06873	1.99407	0.027226	0.607451	0.000718864	0.0974753	0.23709	0.0300382	0.04181077	0.6004159
3900	-58.96746	-82.36651	23.39904	23.2444	1.892999	0.0196286	0.135695	0.0680839	0.0338988	0.0642958	0.0237405	0.198118	0.147108	0.0939554	0.01639697	0.0491763	0.00438947	0.0517308	0.200981	0.101796	0.0349203	0.150976	0.001689	0.0256918	0.0187319	0.0988101	0.000955391	0.016786	0.214654	0.0287114	0.03098487	23.2444	0.280158	0.643131	1.06707	2.00964	0.0671694	0.329996	7.67436e-05	0.125659	0.367062	0.110037	0.04738184	0.6539397
4000	-55.68021	-81.58385	25.90364	6.345835	1.157485	0.132553	0.0605011	0.0667881	0.0132591	0.124047	0.0312375	0.0361015	0.0449957	0.04696935	0.05164912	0.0268808	0.0493371	0.214624	0.0389538	0.044646	0.0409757	0.0165718	0.000474457	0.0948904	0.154208	0.0521523	0.0679969	0.00721715	0.156177	0.034895	0.1991042	6.345835	0.167264	0.51946	1.02188	2.2914	0.0299662	0.465785	0.0233305	0.0839524	0.387123	0.00984295	0.2507534	0.7940242
4100	-59.46347	-81.87344	22.40998	60.64371	0.303712	0.318227	0.0691064	0.0300525	0.043506	0.01167	0.0401681	0.00979557	0.125703	0.08275172	-0.001902221	0.2062	0.047667	0.200022	0.0133448	0.00348981	0.00750884	0.0877555	0.00145934	0.00228359	0.151369	0.0938401	0.0840657	0.00358665	0.0561732	0.0412348	0.02415261	60.64371	0.00560125	0.107386	0.601984	3.28503	0.0235211	0.433803	0.0129272	0.0923369	0.400255	0.0371563	0.02225039	1.085492
4200	-53.28808	-85.05671	31.76862	84.4791	4.680448	0.00182066	0.0259761	0.00824285	0.00844503	0.010267	0.00071199	0.0376032	0.00485607	0.015538	-0.002978531	0.045619	0.00995533	0.0881329	0.0584149	0.0164743	0.0972097	0.100531	0.0503763	0.00588076	0.244859	0.00368394	0.0954532	0.0749414	0.0491397	0.0593281	0.02135801	84.4791	0.488239	0.795877	1.08381	1.63207	0.0284349	0.529802	0.0171509	0.0438263	0.267674	0.113112	0.01837948	1.162057
4300	-41.40672	-82.95865	41.55193	51.25083	2.704157	0.0121569	0.00153688	0.0024774	0.000476839	0.0144652	0.000846452	0.00804543	7.77356e-05	0.008113621	-0.008029086	0.196862	0.0697298	0.0109705	0.115658	0.10328	0.0275508	0.0299019	0.044623	0.00797226	0.0375496	0.0538234	0.0426408	0.043133	0.055676	0.160629	0.04350103	51.25083	0.364996	0.71371	1.08061	1.84069	0.0727943	0.292382	0.00997744	0.137501	0.341518	0.145828	0.03547195	1.22635
4400	-61.858	-82.70589	20.84788	6.406267	0.2832059	0.149888	0.0515067	0.0500997	0.239672	0.0784221	0.227935	0.161685	0.0248577	0.1927269	0.08364523	0.0475273	0.0273581	0.0448127	0.081624	0.0233094	0.12889	0.00821378	0.0344051	0.0165989	0.0451947	0.0245817	0.17316	0.0133433	0.255243	0.0757375	0.1234286	6.406267	0.00403211	0.0915118	0.566491	3.33797	0.0815359	0.395114	0.00695039	0.144128	0.327322	0.0449499	0.2070738	0.5960609
4500	-51.86647	-80.11056	28.24409	6.877339	4.235464	0.0560873	0.0558364	0.0136523	0.00952474	0.0241892	0.00355994	0.0417967	0.0105763	0.04386435	-0.08646016	0.209976	0.0515385	0.0409004	0.0271929	0.00106966	0.0330597	0.0529863	0.0141514	0.010365	0.0208011	0.174303	0.0275358	0.0885466	0.120339	0.127235	0.1492818	6.877339	0.466848	0.782977	1.0843	1.66588	0.0160325	0.551904	0.00123833	0.0494888	0.330917	0.0504189	0.06282165	2.37628
4600	-41.00606	-83.18425	42.17819	19.75705	1.502191	0.00768583	0.0242355	0.0193295	0.00248014	0.00177996	0.00269488	0.00193338	0.0114139	0.006260586	0.01110814	0.0217378	0.119917	0.00977979	0.257812	0.0173848	0.107722	0.0233408	0.0313466	0.111712	0.0664602	0.0664629	0.0568298	0.00131302	0.0958721	0.0123086	0.009434312	19.75705	0.225661	0.588921	1.05055	2.13487	0.062078	0.502166	0.00339655	0.105854	0.271001	0.0555049	0.02054245	0.4592593
4700	-45.24049	-86.95879	41.7183	15.61928	1.616615	0.00725977	0.00455969	0.0087883	0.00460305	0.0171873	0.0155504	0.000601748	0.0103083	0.00712847	0.1358661	0.0899892	0.0275212	0.00635667	0.0412808	0.0340414	0.225334	0.130996	0.00555335	0.00701029	0.117071	0.00363851	0.0392451	0.113309	0.0193508	0.139303	0.002863101	15.61928	0.242788	0.606882	1.05659	2.09374	0.0524386	0.277328	0.00261981	0.0576708	0.458538	0.151405	0.1387292	0.02063806
4800	-52.63501	-82.41778	29.78277	11.62109	0.8275625	0.0672964	0.10965	0.0464704	0.0335101	0.00566696	0.0254725	0.0816283	0.0326285	0.06603322	0.1064392	0.182623	0.0687448	0.105583	0.0401349	0.0850652	0.000846569	0.0846242	0.000204649	0.0557197	0.0176772	0.136351	0.0179262	0.0509058	0.0983421	0.0552511	0.01274173	11.62109	0.101409	0.417999	0.964309	2.51628	0.0188596	0.364471	0.000331833	0.119136	0.436859	0.0603426	0.1191809	0.1069108
4900	-44.92347	-79.07687	34.15341	74.75886	1.651598	0.0128712	0.0100707	0.000391897	0.00523913	0.0391393	0.0383932	0.000392018	0.0103206	0.02110521	0.009096002	0.0694187	0.177814	0.0217412	0.18338	0.00842269	0.000642155	0.0122494	0.0125558	0.0388934	0.0261581	0.028764	0.19552	0.0206084	0.185719	0.018114	0.02347857	74.75886	0.24782	0.611988	1.05821	2.08198	0.0300362	0.373548	0.0463437	0.10664	0.393748	0.0496845	0.03257457	0.7207637
5000	-41.7033	-80.54131	38.83801	5.037374	0.7670147	0.0257065	0.00783433	0.00303566	0.00546207	0.00242755	0.0550561	0.00994671	0.0361042	0.03480706	0.04041175	0.095931	0.0598379	0.0626614	0.0264433	0.0595291	0.0412213	0.048266	0.00758472	0.00769178	0.0286456	0.16871	0.21822	0.00213228	0.0781912	0.0949347	0.0224335	5.037374	0.0885231	0.393507	0.947379	2.57059	0.040044	0.354359	0.0119321	0.16002	0.404515	0.0291297	0.06284526	0.3569642
5100	-46.32901	-81.59024	35.26123	17.81807	0.4029327	0.00203246	0.0283445	0.00865953	0.0238427	0.00580982	0.0666264	0.0567361	0.00711715	0.02730327	0.01189274	0.0385422	0.0307215	0.0334782	0.0526425	0.0402675	0.0328345	0.0934648	0.00101213	0.0255819	0.0433146	0.203057	0.0310077	0.060287	0.245386	0.0684027	0.00775695	17.81807	0.0171398	0.183943	0.734435	3.06448	0.0468078	0.381686	0.00995394	0.106732	0.385081	0.0697396	0.01964969	0.394762
5200	-61.59299	-85.10242	23.50943	5.40063	0.6955095	0.260534	0.118853	0.0456572	0.125878	0.013727	0.218585	0.0498613	0.165762	0.1184124	0.02169252	0.0241245	0.0945622	0.0418246	0.185065	0.0090705	0.0188322	0.0220247	0.00279284	0.0154712	0.0642545	0.0627697	0.00566878	0.287362	0.0133056	0.152873	0.0386571	5.40063	0.0732294	0.361404	0.923193	2.64217	0.100753	0.340185	0.0110218	0.0806869	0.395118	0.0722357	0.06034963	0.6405525
