Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
12	0	-156.0127	-132.4353	-23.57747	10.28218	1.067332	0.764727	0.486722	0.665586	0.54866	0.298192	2.02463	0.737133	0.266247	0.210619	0.762458	0.4078562	0.02930744	0.0116585	0.0196203	0.108111	0.0633078	0.0125992	0.0303228	0.019399	0.00576854	0.245953	0.275882	0.00555509	0.0945327	0.0703982	0.00970542	0.027187	0.1276335	0	11.32834	0.1655399	0.150189	0.496095	1.01032	2.3434	0.0923923	0.0953259	0.0511919	0.645091	0.0487354	0.0672635	0.1569409	0.8132581
13	0	-141.8095	-130.7671	-11.04242	5.204221	3.395254	0.249277	0.242928	0.058791	0.0357252	0.680093	0.356489	0.444355	0.00172706	0.138402	0.932709	0.2135301	-0.06316971	0.00132916	0.171892	0.0942908	0.0338327	0.0482504	0.0509621	0.0493028	0.017955	0.0391083	0.298907	0.0238865	0.0326685	0.0815603	0.0403987	0.0156561	0.4447964	0	5.869422	0.1242582	0.417703	0.751303	1.08388	1.74712	0.0893833	0.22447	0.0523291	0.479649	0.0527328	0.101435	0.3816267	1.165528
14	0	-148.4565	-133.7425	-14.71397	5.546471	2.749729	0.412944	0.108849	0.541902	0.0228148	0.661767	0.423268	0.0853613	0.378623	0.895055	0.252674	0.3839168	-0.02817124	0.0264646	0.178437	0.28213	0.0861496	0.00473296	0.0761704	0.0306552	0.0120266	0.0275144	0.0425826	0.0347713	0.156798	0.0150739	0.0150011	0.0114924	0.2196446	0	5.871785	0.1118155	0.368923	0.716657	1.08097	1.83345	0.0765816	0.226072	0.0545953	0.516245	0.0474208	0.0790851	0.1914734	1.147129
15	0	-146.1816	-131.2351	-14.94647	5.761048	2.442998	0.0350145	0.424194	0.697238	0.247789	0.28224	0.0819322	0.00162194	0.248431	0.205021	1.49786	0.2687752	0.003065345	0.0283079	0.0783187	0.156742	0.110709	0.028782	0.02678	0.00433021	0.00239256	0.125864	0.111281	0.054449	0.0542032	0.0936326	0.0765187	0.0476899	0.1944599	0	7.953864	0.4023382	0.340985	0.695134	1.07795	1.88593	0.0545994	0.218163	0.0527424	0.574688	0.0182608	0.0815465	0.1975253	0.9844813
16	0	-150.9029	-134.7022	-16.20062	4.555452	2.160611	0.58641	0.904047	1.23387	0.246878	0.407642	0.0899831	1.46122	0.0989411	0.618247	0.051019	0.4883284	-0.1100771	0.0299596	0.032835	0.284214	0.0791953	0.0152036	0.0169485	0.0208125	0.116669	0.0623001	0.0902148	0.0449743	0.0691979	0.083399	0.022478	0.0315987	0.4057314	0	5.837019	0.2600316	0.311721	0.671074	1.07353	1.94367	0.0308493	0.298577	0.0654313	0.51062	0.0328056	0.0617168	0.2956543	1.372317
17	0	-150.0099	-128.4702	-21.5397	4.843269	2.515683	0.197741	0.319698	0.90797	0.37924	0.895843	0.140916	2.2195	0.776054	0.379565	0.42097	0.3024121	0.1064604	0.0906823	0.101917	0.155548	0.163589	0.00377929	0.0138942	0.0156222	0.0245617	0.10654	0.221427	0.00518394	0.00726085	0.0631419	0.00343354	0.0234187	0.2107882	0	7.112372	0.3388308	0.347938	0.700616	1.0788	1.87264	0.0599076	0.251244	0.0345556	0.554081	0.0414694	0.0587426	0.3172487	0.6644259
18	0	-150.7958	-130.9455	-19.85027	7.321059	6.188815	0.0372765	0.0124667	0.266939	0.384139	0.951535	0.435915	0.696398	0.785585	0.198218	0.088483	0.3027405	-0.1092665	0.0341183	0.0468645	0.252116	0.070073	0.0884908	0.0597969	0.0207647	0.0192315	0.129316	0.0745359	0.0154111	0.0364896	0.122242	0.00598245	0.0245668	0.3589953	0	8.632675	0.07618065	0.545035	0.827828	1.08083	1.5463	0.0331048	0.144014	0.0933726	0.677471	0.0125979	0.0394399	0.2497288	1.437541
19	0	-146.7366	-137.0274	-9.709259	8.655948	2.863026	0.0337569	0.046455	0.048552	0.283733	0.331771	0.160103	0.182226	0.138901	0.313285	0.0959847	0.1272047	-0.1316758	0.104144	0.0829576	0.0912447	0.00409458	0.0306081	0.0981955	0.0415718	0.0167369	0.0576859	0.187932	0.0957004	0.0692685	0.0707102	0.0238642	0.0252851	0.3272513	0	16.68461	0.1811737	0.37838	0.723651	1.08175	1.81622	0.0784246	0.194356	0.0461138	0.492985	0.111176	0.0769447	0.1955755	1.673273
20	0	-155.4278	-135.1975	-20.23023	5.137641	1.201389	0.774597	0.252496	0.34325	0.616028	2.43653	0.746585	0.578422	1.59726	0.0146585	0.237004	0.4516403	0.03060234	0.116407	0.0516614	0.103468	0.115034	0.0576707	0.0500412	0.0671988	0.0262981	0.0593248	0.0775167	0.0541114	0.113965	0.0747246	0.0090592	0.0235186	0.4028504	0	8.174659	0.1322337	0.175305	0.529915	1.02673	2.26805	0.125814	0.151968	0.063191	0.569837	0.0541197	0.0350703	0.4334527	0.9293987
21	0	-145.5352	-130.8915	-14.64367	12.55789	4.018455	0.0866698	0.152431	0.434691	0.146867	0.192337	0.563244	0.109917	0.411692	0.103049	0.221919	0.2556862	-0.03557375	0.00589148	0.122536	0.0590921	0.0553938	0.00722532	0.0480062	0.0201214	0.0251354	0.075131	0.0950158	0.0667819	0.199431	0.0797708	0.0196893	0.120779	0.182931	0	12.70467	0.1076282	0.455373	0.775845	1.0844	1.68438	0.0372277	0.16739	0.0618758	0.653952	0.0407607	0.0387942	0.1473572	1.241412
22	0	-145.9335	-134.1117	-11.82181	5.746049	1.920112	0.949544	0.163255	0.113429	0.10225	0.548588	0.0881677	0.264922	0.161873	0.133186	0.680535	0.3139544	-0.219997	0.0581489	0.00229333	0.0847485	0.00766686	0.0504455	0.0217605	0.064559	0.0471272	0.0121626	0.415151	0.023533	0.00510946	0.107142	0.00769432	0.0924583	0.4083646	0	7.300778	0.1871542	0.283548	0.64624	1.06786	2.00236	0.12049	0.137248	0.0348065	0.494314	0.0914427	0.1217	0.1883677	2.167913
23	0	-153.3799	-137.7782	-15.6017	4.82406	3.242276	0.774723	0.00448607	0.65064	0.153303	0.584996	0.131338	0.122287	0.027274	0.916645	0.802482	0.3930193	0.006062104	0.0337604	0.0447778	0.0114892	0.222803	0.0236423	0.0808714	0.020321	0.0324612	0.0540871	0.0746347	0.00688288	0.078973	0.015551	0.0521238	0.247621	0.3251824	0	4.970747	0.3557594	0.407178	0.744117	1.08348	1.76523	0.135071	0.2091	0.0645394	0.523494	0.0200071	0.0477879	0.3312445	0.981699
24	0	-156.4969	-131.112	-25.38492	7.535969	3.64415	0.0620332	0.166882	0.923743	0.002726	0.570406	0.722687	0.488244	0.740528	0.450937	2.928	0.7136972	-0.1651591	0.045384	0.0212651	0.05171	0.0995415	0.00632648	0.0662935	0.0112449	0.0299553	0.218387	0.206546	0.0416349	0.0765104	0.0157302	0.0900168	0.019454	0.4090463	0	8.452374	0.107536	0.433677	0.761929	1.08426	1.72013	0.100233	0.117736	0.0477613	0.605173	0.0977923	0.0313054	0.2438872	1.677195
25	0	-140.6735	-131.0592	-9.614379	5.137917	2.328865	0.0754296	0.192452	0.051412	0.235999	0.607568	0.25812	0.344183	0.62089	0.17745	0.218382	0.3556476	0.02678149	0.039948	0.0466838	0.214814	0.0443373	0.00453675	0.0027046	0.0356179	0.0599301	0.078375	0.0972535	0.0354998	0.194271	0.0262184	0.0177774	0.102033	0.2984362	0	8.00034	0.1855341	0.329607	0.685974	1.0764	1.90802	0.0567231	0.189359	0.0338635	0.608348	0.0639046	0.0478013	0.3252177	0.9176506
26	0	-150.1668	-130.2795	-19.88733	5.773511	4.355952	0.589588	0.0394426	0.798684	0.869285	0.143362	0.366869	0.119976	0.537119	0.950289	0.490445	0.4857055	-0.1976975	0.0165876	0.0802623	0.101109	0.0102036	0.0430334	0.0835348	0.0315086	0.0468477	0.0492226	0.241494	0.0759668	0.0183396	0.168419	0.008262	0.0252095	0.3259408	0	6.24689	0.2030167	0.472908	0.786684	1.0842	1.65621	0.0656724	0.168573	0.0476549	0.631722	0.0462444	0.0401328	0.1282433	2.541581
27	0	-142.5546	-134.7265	-7.82815	4.845289	2.375254	0.0151129	0.0337726	0.340428	0.0874301	0.812677	0.3468	0.121034	0.168265	0.377403	0.0518326	0.291075	-0.1585479	0.0712677	0.0334907	0.227182	0.0654124	0.0339878	0.00550568	0.159658	0.0352655	0.0925611	0.091662	0.0486325	0.0355942	0.0270504	0.0310367	0.041693	0.3396502	0	6.556705	0.1678432	0.334301	0.689782	1.07706	1.89885	0.0405946	0.15776	0.0818586	0.584612	0.0373566	0.0978179	0.1811023	1.875461
28	0	-144.446	-136.4012	-8.044783	8.898598	3.451485	0.209595	0.0791818	0.278661	0.468164	0.102618	0.181941	0.056312	0.203034	0.0506337	0.185313	0.193839	0.0455427	0.0825365	0.0194759	0.209113	0.0273513	0.0404638	0.0265747	0.035575	0.00727091	0.02459	0.156458	0.107779	0.051558	0.159149	0.0242467	0.0278574	0.1942333	0	9.42335	0.1052641	0.421431	0.753813	1.08399	1.74077	0.0384032	0.116429	0.0624923	0.494256	0.0471333	0.241286	0.239776	0.8100614
29	0	-149.982	-128.3518	-21.63024	5.511943	1.640146	0.4445	0.105294	0.622323	0.116419	1.77592	1.89672	0.323177	0.837069	0.800509	1.35379	0.5699544	-0.02207085	0.0630857	0.0146609	0.112995	0.156291	0.0475021	0.0699275	0.00763593	0.0364383	0.0868051	0.185571	0.00435795	0.0577479	0.010573	0.0185141	0.127894	0.3760263	0	5.672909	0.2834564	0.246183	0.610335	1.05769	2.08579	0.0515993	0.238369	0.034789	0.585789	0.0304421	0.0590119	0.3539554	1.062355
30	0	-148.1921	-139.2941	-8.897999	5.250417	0.9539045	0.214264	0.00445206	0.0380737	0.175272	0.610195	0.498029	0.25036	0.248453	0.264651	0.351424	0.1509292	-0.2891785	0.13639	0.054008	0.0714911	0.0997833	0.0045024	0.0584155	0.0863436	0.0863678	0.0456788	0.222435	0.0449514	0.00446043	0.0179563	0.0430521	0.0241639	0.5947264	0	6.079563	0.121692	0.127667	0.462444	0.991921	2.41797	0.107812	0.119225	0.0360644	0.606445	0.0534523	0.0770011	0.3055478	1.946426
31	0	-163.3266	-132.2599	-31.06664	5.948281	5.337874	0.446963	0.890851	3.37551	0.532061	0.27996	1.2828	0.500208	0.528584	0.241116	0.645122	0.4656877	0.3085714	0.054619	0.148127	0.207733	0.0280127	0.0166881	0.0281975	0.00878663	0.04664	0.0918506	0.0760372	0.102918	0.0292653	0.135845	0.00135232	0.0239269	0.333579	0	9.822972	0.1369997	0.515533	0.81163	1.08267	1.59017	0.0992957	0.128861	0.0446834	0.610355	0.0149661	0.101839	0.6421504	0.5194718
32	0	-155.1247	-137.1183	-18.00639	3.458131	2.324689	0.353076	1.91104	0.181973	0.879278	0.0975946	0.504803	0.115365	0.299779	0.0956568	0.258402	0.2295547	0.1964679	0.00812978	0.0920663	0.112225	0.0946021	0.048643	0.0100247	0.0494227	0.0607926	0.264628	0.0471132	0.064335	0.0686407	0.00361452	0.0505662	0.0251958	0.4111285	0	4.603084	0.4328639	0.32918	0.685625	1.07633	1.90886	0.0657552	0.156001	0.0958096	0.634227	0.0123284	0.0358791	0.6075963	0.6766474
33	0	-158.9251	-134.35	-24.57514	5.969982	2.239717	0.0614134	1.18852	0.827394	0.528477	1.31903	0.129666	1.14805	0.870352	0.482524	1.60142	0.6975648	0.1808887	0.0450347	0.035004	0.136144	0.0618904	0.0408369	0.0216859	0.0199314	0.0913758	0.107051	0.0417091	0.223663	0.142891	0.0265667	0.00433437	0.00188189	0.202582	0	6.367246	0.3234525	0.320304	0.678302	1.07497	1.92642	0.0718952	0.114212	0.0789668	0.565784	0.0500596	0.119082	0.3834707	0.5282855
34	0	-136.4329	-131.0834	-5.349546	7.344659	3.907024	0.0151546	0.0658984	0.101755	0.171518	0.104277	0.0887105	0.325287	0.535782	0.0550871	0.0415369	0.1343052	-0.1108762	0.158351	0.0301459	0.194884	0.0317286	0.0493624	0.000662763	0.0377881	0.0827513	0.0741569	0.0607055	0.0493615	0.0368401	0.154053	0.0165469	0.0226622	0.4747597	0	7.615708	0.137405	0.449181	0.771931	1.0844	1.69448	0.0452074	0.135681	0.106148	0.562028	0.0167918	0.134143	0.3638835	1.304703
35	0	-151.0373	-130.9808	-20.05653	7.200063	1.72178	0.66143	0.479358	0.513244	0.00369013	0.756509	0.396016	0.932516	0.342554	0.142215	1.14654	0.6314453	-0.03822704	0.041342	0.00321822	0.361898	0.0314489	0.0259713	0.0304	0.0326043	0.08148	0.0204597	0.11492	0.0567093	0.0626088	0.0747842	0.00454209	0.0576126	0.3313978	0	9.177175	0.2030283	0.257641	0.621742	1.06117	2.05945	0.0551735	0.247973	0.0219397	0.577379	0.033059	0.0644759	0.2931708	1.130392
36	0	-145.6606	-130.1854	-15.47518	5.849762	2.457755	0.185988	0.396908	0.0574138	0.014039	0.222794	0.278789	0.869552	0.540931	0.153223	0.0379959	0.4964813	-0.3702741	0.0539069	0.0150619	0.106235	0.127645	0.00343394	0.0463115	0.0603846	0.0451073	0.0794534	0.248123	0.0229325	0.0636371	0.032618	0.0419285	0.0532215	0.5360096	0	6.128754	0.2863101	0.342414	0.696268	1.07813	1.88319	0.0808081	0.185004	0.0395935	0.544289	0.0536923	0.096613	0.1657355	3.234126
37	0	-151.2978	-132.838	-18.45977	4.983748	1.703673	0.558069	1.07253	1.06914	0.404519	0.591851	0.153289	0.0415507	0.896378	0.588321	1.1384	0.5503436	-0.1274843	0.0536718	0.00809387	0.200284	0.0636475	0.0478291	0.00172278	0.0315356	0.0885648	0.0310929	0.118045	0.128831	0.0298102	0.18705	0.00576233	0.00405904	0.3342097	0	6.676346	0.4104136	0.255141	0.619285	1.06044	2.06513	0.0489252	0.261391	0.054513	0.517502	0.0160303	0.101639	0.2067254	1.616684
38	0	-153.5271	-133.3213	-20.20581	3.758891	2.060225	0.28299	0.134318	1.96337	0.0606757	0.984274	0.483319	0.501802	1.55007	0.268666	0.428472	0.8371799	0.01454407	0.0565339	0.113267	0.227588	0.00475913	0.0713878	0.0273307	0.0511671	0.0244023	0.0452895	0.0873938	0.011265	0.161305	0.0445349	0.00681165	0.0669638	0.4907315	0	3.979556	0.3844035	0.300359	0.661269	1.07143	1.96695	0.0429333	0.163285	0.0219304	0.606369	0.0578506	0.107632	0.5052755	0.9712156
39	0	-146.1944	-133.6306	-12.56373	9.336947	2.745527	0.00349765	0.253164	0.130537	0.0353856	0.465374	0.105425	0.088523	0.141705	0.244873	0.225098	0.1898954	0.1791716	0.0800962	0.0684867	0.0819528	0.131938	0.141639	0.00858591	0.0212692	0.0488991	0.0100016	0.270116	0.0561	0.00142113	0.0608646	0.00114031	0.0174897	0.2930757	0	12.00632	0.0777685	0.368564	0.716388	1.08093	1.83411	0.0671547	0.267957	0.052642	0.531201	0.0146692	0.0663761	0.4722473	0.6205979
40	0	-148.1224	-134.2431	-13.87937	8.549446	3.183717	0.262011	0.241339	0.355961	0.0541363	0.355899	0.101194	0.196181	0.0479482	0.0879084	0.561368	0.1638615	-0.09168613	0.00422748	0.218278	0.091564	0.0765426	0.14198	0.072504	0.0155578	0.0073113	0.0196463	0.172363	0.0205111	0.0836585	0.0191543	0.0162043	0.0404972	0.1874197	0	10.44775	0.1379448	0.402993	0.741218	1.08328	1.7725	0.154831	0.197211	0.0394501	0.5085	0.0158839	0.0841242	0.09573355	1.957722
41	0	-159.3105	-137.9591	-21.35145	9.861717	1.921153	0.0713999	0.176118	0.901193	0.109408	0.912653	0.389484	0.471941	0.00751419	0.47731	0.281852	0.2980753	-0.1495061	0.0358764	0.0452869	0.0600461	0.00255336	0.0888276	0.171027	0.0669525	0.0607051	0.00244951	0.0716779	0.0635722	0.109656	0.0559111	0.0356446	0.129814	0.4626895	0	11.93235	0.05845938	0.283677	0.646359	1.06789	2.00208	0.0705519	0.150592	0.0657804	0.636775	0.0185213	0.0577799	0.3131834	1.477376
42	0	-146.5442	-128.8635	-17.68071	5.489303	2.370687	0.0120743	0.702365	0.281988	0.319523	0.299411	0.388992	0.923252	1.38589	0.469879	1.15194	0.4200153	0.1521469	0.01982	0.0364283	0.0760068	0.100272	0.00757313	0.132761	0.0255267	0.00132209	0.094744	0.286143	0.0133906	0.107025	0.0608462	0.0340307	0.00411022	0.1971559	0	5.919654	0.1196854	0.333843	0.689413	1.077	1.89975	0.0978566	0.196463	0.0563446	0.507629	0.0629138	0.0787924	0.3493028	0.5644269
43	0	-146.1932	-129.7207	-16.47248	6.029808	4.749204	0.012039	0.305271	0.941871	0.603284	0.244641	0.136304	0.520043	0.114232	0.9415	0.562527	0.2561786	-0.0923517	0.0410961	0.013235	0.297455	0.0194223	0.0804238	0.128504	0.0368086	0.0335299	0.0800268	0.159183	0.045316	0.00257399	0.0419295	0.00673982	0.0137553	0.3183057	0	6.202654	0.1501098	0.491316	0.797692	1.08371	1.62728	0.0690031	0.170965	0.0750409	0.599296	0.0080439	0.077652	0.225954	1.408719
44	0	-150.6033	-130.469	-20.13438	6.126706	2.698408	0.158598	0.410203	0.75734	0.160584	0.845349	1.29191	0.885323	0.0722155	0.228115	1.69679	0.503244	-0.2199521	0.019772	0.101926	0.144401	0.0822555	0.108836	0.00598227	0.0628323	0.000336511	0.151639	0.0903742	0.04735	0.0618929	0.0416039	0.0513518	0.0294463	0.475098	0	6.853971	0.3310737	0.364495	0.713333	1.08056	1.84161	0.0958128	0.188622	0.0533754	0.548548	0.0275674	0.0860746	0.2551459	1.862064
45	0	-155.3018	-131.9291	-23.37271	7.055196	4.656144	0.0107413	0.241071	0.508494	1.52105	1.24498	0.0234692	0.11645	0.168625	0.0953034	1.25414	0.2785921	0.2252162	0.0311729	0.00349981	0.0739479	0.00136545	0.041526	0.0539223	0.0161243	0.0455437	0.0784452	0.30414	0.0608103	0.130477	0.0984405	0.0165357	0.0440489	0.2345193	0	7.142907	0.1932746	0.487138	0.795226	1.08384	1.63379	0.149701	0.120702	0.0439429	0.524169	0.0542845	0.1072	0.4597355	0.510118
46	0	-145.1563	-133.2274	-11.92886	4.11402	3.775111	0.014833	0.424485	0.346608	0.328596	0.136492	0.617494	0.0981152	0.294571	0.390023	0.726091	0.257767	-0.2600301	0.0103279	0.0998101	0.107433	0.120843	0.00441294	0.0935706	0.0272468	0.0360816	0.0705096	0.222109	0.0452326	0.115759	0.0142829	0.0247062	0.00767381	0.4727979	0	5.960425	0.3122837	0.441565	0.767055	1.08436	1.70702	0.0479221	0.146284	0.0849849	0.602364	0.0628388	0.0556059	0.2127678	2.222131
47	0	-142.813	-133.5111	-9.301861	5.833929	2.970616	0.314858	0.119616	0.457496	0.164026	0.0847496	0.0727802	0.0663926	0.584104	0.0797227	0.328018	0.2415782	0.01657793	0.0368404	0.0281624	0.20765	0.0830772	0.0237746	0.0145149	0.0632357	0.0252539	0.0618053	0.316506	0.0127121	0.0171798	0.0849605	0.0151068	0.00922095	0.5109551	0	7.439325	0.1188648	0.386976	0.729888	1.08237	1.80077	0.0737417	0.177095	0.095056	0.528806	0.0279865	0.0973143	0.527533	0.9685746
48	0	-147.7083	-132.9099	-14.79838	7.614951	1.309922	0.266846	0.178662	0.205157	0.289195	0.610418	0.152356	0.503071	0.665707	0.302412	0.972481	0.2863473	0.008316281	0.0362771	0.103709	0.0863381	0.0496495	0.0786299	0.016691	0.0179896	0.104643	0.0449628	0.179449	0.0842662	0.0820045	0.00314012	0.0388047	0.0734461	0.2581766	0	7.623648	0.1284481	0.194411	0.553523	1.03699	2.21507	0.073606	0.151522	0.0731284	0.636935	0.0222291	0.0425796	0.2664929	0.9687936
49	0	-142.6932	-131.9269	-10.76629	5.652651	5.177946	0.125215	0.212052	0.110425	0.116953	0.171684	0.110364	0.0993781	0.00589376	0.585583	0.333074	0.0852608	-0.1135098	0.110447	0.0453931	0.103625	0.151359	0.0435226	0.0367894	0.0342526	0.0678631	0.052644	0.165804	0.0722139	0.0110073	0.0183304	0.0395122	0.0472369	0.3460981	0	6.09325	0.1247077	0.509304	0.808102	1.08298	1.59961	0.0474141	0.177826	0.0651226	0.630066	0.0370814	0.0424904	0.2325883	1.488029
