Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates[75]	branch_rates[76]	branch_rates[77]	branch_rates[78]	branch_rates[79]	branch_rates[80]	branch_rates[81]	branch_rates[82]	branch_rates[83]	branch_rates[84]	branch_rates[85]	branch_rates[86]	branch_rates[87]	branch_rates[88]	branch_rates[89]	branch_rates[90]	branch_rates[91]	branch_rates[92]	branch_rates[93]	branch_rates[94]	branch_rates[95]	branch_rates[96]	branch_rates[97]	branch_rates[98]	branch_rates[99]	branch_rates[100]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-569.514	-582.1857	12.67162	11.39022	3.410098	0.0104813	0.00976248	0.0195906	0.000630857	0.0104337	0.0221103	0.0406161	0.0143949	0.00567689	0.0305351	0.0117611	0.0241444	0.00533394	0.025474	0.0225453	0.00785293	0.0243387	0.0216719	0.00659186	0.00357045	0.0172539	0.085324	0.00634372	0.0196331	0.0191378	0.0260488	0.00144254	0.015423	0.0566846	0.0170581	0.00646485	0.0157881	0.00528052	0.0219794	0.00366672	0.00220538	0.0168165	0.070966	0.000400554	0.00576118	0.00402642	0.0207969	0.00258972	0.00858882	0.00876953	0.00528467	0.0209577	0.0400717	0.00659535	0.0187089	0.000270624	0.0294613	0.015335	0.0191332	0.0535063	0.039136	0.0124261	0.0888583	0.0568587	0.0585423	0.00498138	0.00851425	0.0214504	0.0165161	0.0382033	0.00555249	0.0505103	0.0048236	0.0107848	0.0876744	0.00835174	0.03584	0.00699151	0.0879252	0.052464	0.0095858	0.000163434	0.00664839	0.026199	0.024961	0.0623722	0.00325951	0.00662821	0.0111146	0.0323059	0.0429293	0.0328255	0.0162651	0.0838003	0.0267286	0.00523998	0.00777347	0.0173783	0.0537586	0.0190843	0.0117227	0.0355532	0.0288493	0.0267247	0.0513452	0.02138293	-0.05714044	0.0530943	0.0593444	0.0814044	0.0573091	0.0370195	0.0180509	0.114435	0.0371898	0.0949477	0.0985465	0.0105224	0.0466621	0.0659655	0.127704	0.097804	0.6585866	13	64.00917	0.05340667	0.418694	0.751973	1.08391	1.74543	0.228283	0.180575	0.167575	0.126272	0.223675	0.0736196	0.6014462	1.095005
100	-553.5322	-576.6999	23.16773	7.058688	2.538243	0.000377614	0.00586395	0.0243893	0.00378765	0.00949372	0.030422	0.0179971	0.0110217	0.0862945	0.0348113	0.0255178	0.00636981	0.0793142	0.0025255	0.0176339	0.0116027	0.00921954	0.00690335	0.00391283	0.0226675	0.00900856	0.0323534	0.0290858	0.0117263	0.0115647	0.0182084	0.0296576	0.0128881	0.00896245	0.0547661	0.0430949	0.0374857	0.00368474	0.0224409	0.0159036	0.00241281	0.00838119	0.00583391	0.0401027	0.000879377	0.00238456	0.00478645	0.0135624	0.00538437	0.0059	0.0229486	0.00320311	0.0230774	0.00466197	0.0611965	0.0170805	0.0017479	0.00850574	0.0148996	0.00747725	0.0129901	0.0195582	0.083374	0.00117016	0.0713686	0.018135	0.0018065	0.00175887	0.00170344	0.00760644	0.00268644	0.032027	0.00171276	0.00391367	0.00663098	0.0879089	0.00565929	0.0119937	0.0696578	0.00300289	0.0206223	0.000782606	0.00376775	0.0138502	0.0317741	0.0457384	0.0285756	0.0255581	0.0132018	0.00535185	0.0179823	0.089752	0.00407033	0.00314912	0.00463947	0.00357787	0.0262657	0.000367134	0.00596591	0.0184378	0.0268506	0.0277777	0.0104242	0.0129608	0.00887838	0.0185938	0.01991811	0.10077	0.0153069	0.111807	0.0354759	0.0908783	0.0517344	0.0105372	0.034128	0.120371	0.145787	0.0361845	0.12068	0.0294363	0.0449125	0.0519911	0.3307009	18	76.236	0.06778585	0.350053	0.702266	1.07905	1.86863	0.175983	0.153327	0.186564	0.17111	0.188261	0.124755	0.350619	0.9431916
200	-555.5838	-578.5988	23.01503	11.37161	2.314902	0.0202746	0.0464612	0.00870624	0.00198553	0.0144801	0.00188716	0.001017	0.0122212	0.0254052	0.0506221	0.00690754	0.0292304	0.00393625	0.0188207	0.0195141	0.0126859	0.041592	0.00257987	0.0381076	0.00840939	0.0136258	0.0235053	0.00430967	0.0105596	0.0102935	0.011019	0.00627862	0.00580956	0.0393127	0.0146286	0.0449597	0.0281022	0.0159485	0.00352714	0.0552466	0.0459018	0.0255317	0.0108946	0.0471551	0.0166653	0.00311053	0.0672664	0.0151893	0.0441058	0.0227145	0.00335831	0.0111018	0.00548561	0.0369089	0.0345343	0.00228108	0.0205582	0.00184965	0.0340704	0.0120589	0.0199197	0.0957179	0.00172862	0.0144309	0.039185	0.000991431	0.026704	0.00915904	0.0360769	0.0575096	0.000809146	0.00348787	0.0149216	0.000616577	0.021293	0.0565327	0.00346369	0.00406138	0.0223429	0.00539932	0.00216353	0.00782487	0.00796122	0.00527269	0.000543053	0.0275389	0.0407876	0.0222549	0.0117164	0.0226392	0.021053	0.0737418	0.00679223	0.0106872	0.0594657	0.0141292	0.016134	0.00519656	0.0129794	0.0280251	0.0233718	0.0238911	0.00708666	0.00361585	0.0109268	0.02268432	-0.0009587119	0.116824	0.0119885	0.142934	0.0534439	0.0272815	0.0510479	0.0681844	0.0202106	0.0824512	0.0546763	0.0430178	0.0456628	0.0622858	0.0975145	0.122477	0.34193	15	66.58269	0.06711654	0.328175	0.684804	1.07619	1.91083	0.135394	0.222369	0.235615	0.119397	0.189083	0.0981414	0.3409713	1.002812
300	-542.9922	-562.557	19.56485	9.146479	6.56259	0.032593	0.000816528	0.00555306	0.0159674	0.0056337	0.00502802	0.00804619	0.0500994	0.0181618	0.0093972	0.0132178	0.00811479	0.00553351	0.00316252	0.00457085	0.000575286	0.00113469	0.00222435	0.0111327	0.00878509	0.00716935	0.0219715	0.00760399	0.0188606	0.0482811	0.000386667	0.00295983	0.0709962	0.00723835	0.00868495	0.00946989	0.00443746	0.00860078	0.000482649	0.0107556	0.0113037	0.00132391	0.00838624	0.0153137	0.0127131	0.0281571	0.0130658	0.000202876	0.0061221	0.013109	0.0179612	0.0359231	0.0215127	0.0209825	0.0230611	0.0316775	0.0275833	0.0158294	0.00525067	0.0339555	0.00395014	0.00976231	0.00104934	0.00994518	0.0755853	0.0656968	0.0668602	0.0116493	0.00861508	0.000952453	0.0149573	0.034725	0.0100478	0.0261288	0.0388203	0.0110503	0.004825	0.0239118	0.0102149	0.0274228	0.0806964	0.00915585	0.00942393	0.0117599	0.0362975	0.00442062	0.0306788	0.0745358	0.00930349	0.0164221	0.030401	0.111209	0.0102852	0.00838754	0.0081453	0.0857783	0.000203475	0.0176543	0.000321427	0.00140936	0.0259583	0.000301752	0.0023184	0.0588577	0.00574015	0.02315091	-0.0217381	0.0963915	0.0331133	0.126607	0.0536707	0.0531161	0.0296664	0.0708442	0.00477925	0.127209	0.110004	0.00998687	0.102501	0.0137538	0.079608	0.0887492	0.4671642	15	66.69667	0.04405501	0.556364	0.833833	1.07997	1.52983	0.112364	0.202402	0.178612	0.108844	0.307682	0.0900965	0.4454261	1.048803
400	-568.2782	-578.4103	10.13213	8.877952	2.667356	0.0284093	0.0191058	0.00456107	0.0184294	0.0175187	0.00270678	0.0802768	0.00848018	0.00668788	0.015819	0.0315422	0.0452971	0.0083704	0.0604794	0.0085283	0.0160869	0.0648519	0.0457094	0.0148103	0.000411805	0.0150455	0.0287626	0.016511	0.00970523	0.0418773	0.0282176	0.0291586	0.0616668	0.0214207	0.00118262	0.00480448	0.0530351	0.00992578	0.00141184	0.0129797	0.000953121	0.00334164	0.00862793	0.0463115	0.016942	0.00310609	0.0204001	0.000680842	0.0348575	0.0222453	0.00531561	0.00173811	0.0240283	0.0176925	0.0706024	0.00124773	0.0794825	0.015692	0.0320041	0.00476868	0.000188106	0.0195109	0.040872	0.0303991	0.0439419	0.0129171	0.0180838	0.009195	0.0526082	0.019734	0.00896821	0.0247481	0.0650955	0.00956778	0.0322904	0.0578073	0.00629855	0.00931209	2.00244e-05	0.019925	0.003654	0.00258797	0.00682693	0.000548828	0.00654866	0.086902	0.01285	0.107114	0.0114293	0.00602349	0.00746708	0.0702946	0.0176243	0.0415475	0.00802464	0.112421	0.00853415	0.0268917	0.00606358	0.0363674	0.00430427	0.0158809	0.0754479	0.00337702	0.00109397	0.02065633	-0.08061279	0.0520368	0.0391852	0.114111	0.0106145	0.0761481	0.0436343	0.104178	0.0331271	0.0896298	0.144559	0.0487453	0.0330214	0.00717046	0.121073	0.0827662	0.5734838	24	61.45655	0.04419413	0.36177	0.711271	1.0803	1.84666	0.195432	0.154654	0.190133	0.165831	0.1799	0.114051	0.4928711	1.163558
500	-547.645	-563.3676	15.72263	11.01412	2.798716	0.00417658	0.037285	0.00216394	0.0169918	0.0624372	0.0171626	0.00669958	0.000192966	0.0126632	0.00373161	0.0135288	0.00150603	0.0185798	0.0135919	0.00131669	0.0227021	0.00566683	0.0549412	0.000117363	0.00771934	0.0165358	0.0185609	0.0325165	0.0540177	0.00687927	0.030684	0.0241336	0.000767272	0.00811372	0.016891	0.00459976	0.00125638	0.0162431	0.0055735	0.000943065	0.0270835	0.012813	0.017263	0.00596668	0.0185116	0.0194486	0.0569269	0.0172238	0.0160078	0.00217806	0.003231	0.00981647	0.0228606	0.00385216	0.0204999	0.00539085	0.0248678	0.000611343	0.155168	0.00595902	0.047544	0.0122959	0.00593351	0.0720242	0.00619649	0.0470767	0.0209938	0.0527434	0.00615505	0.00577194	0.00401321	0.0191521	0.0124113	0.017644	0.0195011	0.0139836	0.0691573	0.0185077	0.00297864	0.00294	0.0152652	0.0331983	0.00689713	0.00539309	0.0171389	0.120982	0.0380501	0.0113284	0.0141777	0.00503864	0.0226445	0.00626422	0.0438827	0.0927977	0.00380369	0.00217879	0.0201321	0.00187511	0.0021623	0.000165598	0.0198415	0.00694002	0.0179202	0.00489317	0.0977371	0.0200692	0.02075686	0.0905826	0.00874945	0.0974163	0.0307366	0.0690942	0.0404587	0.0794836	0.0521403	0.0733254	0.126431	0.0292036	0.0785409	0.0452094	0.121535	0.0570933	0.5464992	13	66.4108	0.05731033	0.373065	0.719737	1.08132	1.82587	0.196666	0.202702	0.150966	0.126162	0.209735	0.113768	0.567256	0.9634083
600	-563.0586	-575.6836	12.62506	7.725962	1.84996	0.00601793	0.0251166	0.0207484	0.0124235	0.0182485	0.0149586	0.00282933	0.0175181	0.0220018	0.017179	0.016894	0.0587083	0.00219966	0.00136907	0.00436284	0.00585526	0.00629385	0.0305924	0.0288117	0.0119969	0.0383578	0.0186849	0.0444763	0.00147829	0.00160715	0.010042	0.00121716	0.0260922	0.000556463	0.0336921	0.0111024	0.000753743	0.0163123	0.0486948	0.0460546	0.0434471	0.0124052	0.00324807	0.020207	0.0115716	0.0201751	0.0688702	0.00916014	0.019806	0.0216098	0.00094481	0.0791756	0.0509167	0.0061184	0.00994342	0.0250711	0.0124864	0.00802612	0.000986611	0.00701921	0.168085	0.00078417	0.0536938	0.0150381	0.0176576	0.0201202	0.0173906	0.00978858	0.00386061	0.00137482	0.00126481	0.0372144	0.00293629	0.0184184	0.00620269	0.00683916	0.0100481	0.00123468	0.00874569	0.0341791	0.00289842	0.0270903	0.00502588	0.0249665	0.0359791	0.0223636	0.0327506	0.0277982	0.0127626	0.0835912	0.081148	0.058989	0.00649791	0.0420931	0.0159429	0.0552112	0.00960785	0.0149251	0.00971687	0.00206868	0.00988877	0.0048082	0.0263216	0.0981878	0.00816668	0.0228879	0.00988551	0.088563	0.000890997	0.237019	0.0898895	0.0144327	0.0416909	0.0681925	0.00765843	0.0145765	0.155458	0.0437632	0.0415704	0.0374544	0.144514	0.0143267	0.4616481	13	63.37162	0.06558882	0.274682	0.638047	1.06574	2.02153	0.152869	0.178588	0.224376	0.104919	0.177031	0.162217	0.4715336	0.9790354
700	-568.1065	-569.6288	1.522265	8.74909	3.187638	0.0677954	0.109555	0.00999224	0.0739005	0.00711367	0.0201243	0.0025458	0.040068	0.0134097	0.046891	0.0207565	0.0489451	0.0133906	0.0371178	0.00435614	0.0337258	0.0099847	0.0152801	0.0515457	0.0101613	0.0424866	0.0547631	0.0514349	0.057921	0.0779403	0.0134022	0.0127123	0.0255262	0.000610114	0.00986834	0.000700555	0.00943548	0.0111744	0.0211181	0.00246904	0.000330473	0.00847594	0.0991907	0.0266123	0.0196345	0.0131023	0.0402661	0.0197812	0.00164315	0.00806001	0.011282	0.0452076	0.0201085	0.0216131	0.0565332	0.00466089	0.105348	0.0191968	0.00148366	0.0291449	0.0671992	0.0427797	0.0117567	0.030462	0.0165017	0.0177374	0.00418765	0.00472646	0.00353925	0.0059563	0.0508706	0.0293627	0.00348983	0.0172407	0.00258867	0.111367	0.0107694	0.026549	0.0479823	0.0216428	0.0115388	0.0352854	0.00730728	0.0161903	0.0126693	0.156747	0.0276455	0.00880543	0.012604	0.000742929	0.00913648	0.0333095	0.00144533	0.0172376	0.0226673	0.00570155	0.0449395	0.008656	0.00151506	0.0125941	0.0117246	0.00626603	0.00635334	0.000354718	0.00420737	0.0255959	0.03170757	0.0472452	0.0179603	0.186386	0.0342788	0.0159828	0.0034597	0.0415825	0.0722786	0.0321415	0.0874315	0.0379978	0.0364576	0.186441	0.106063	0.0942931	0.5217142	20	59.05512	0.06922775	0.403276	0.741415	1.0833	1.77201	0.165327	0.260436	0.200755	0.115464	0.143098	0.11492	0.5534218	0.9427063
800	-550.9456	-560.1832	9.237581	7.796783	3.258638	0.0281797	0.08794	0.00441623	0.0405914	0.00325529	0.0239262	0.00970675	0.014392	0.0113236	0.00882608	0.00323663	0.0138645	0.0075402	0.0260141	0.0418521	0.038277	0.00951317	0.0037706	0.0154239	0.014797	0.00938222	0.00214486	0.0018721	0.060004	0.0821511	0.00610935	0.00915375	0.0186943	0.00469092	0.00906575	0.00363017	0.00234067	0.00247658	0.0183211	0.00872292	0.0115275	0.00291378	0.00432038	0.0191728	0.045164	0.0622809	0.0227225	0.0152415	0.0066658	0.0611313	0.0274194	0.0156824	0.0579911	0.0125024	0.00127161	0.0173347	0.00383174	0.0195605	0.00444118	0.0136205	0.0205426	0.00483125	0.00274643	0.0216021	0.0345908	0.00672664	0.00423936	0.0030826	0.0345905	0.00907039	0.0168173	0.0239835	0.00133582	0.0115927	0.0119831	0.00132927	0.0447057	0.00111838	0.0666872	0.042961	0.0291547	0.0722254	0.0463023	0.00926542	0.00136699	0.123122	0.0468894	0.036168	0.0378607	0.0183507	0.0225203	0.000479877	0.0242401	0.00825843	0.011258	0.0150373	0.00886444	0.0341456	0.079456	0.0305577	0.0832429	0.122742	0.00692997	0.0389614	0.00577112	0.02461171	0.00320896	0.0675667	0.0103623	0.151199	0.0385614	0.0509398	0.0176861	0.0354609	0.0241833	0.0486241	0.0901118	0.028947	0.124052	0.099491	0.0840869	0.128727	0.6103179	14	59.94346	0.04438127	0.408331	0.744912	1.08353	1.76323	0.167848	0.240929	0.177497	0.12942	0.202377	0.0819287	0.6135269	0.9947697
900	-570.5625	-578.4054	7.842827	2.987379	2.197283	0.0100149	0.00810468	0.00204512	0.0324344	0.0115109	0.00238157	0.0659641	0.00923598	0.0539319	0.130089	0.00838079	0.0208555	0.00536987	0.016288	0.0691884	0.0112344	0.0198902	0.00464067	0.0345332	0.0342652	0.00234596	0.0017905	0.00178477	0.0100871	0.015153	0.011798	0.0276226	0.0217134	0.000905557	0.0116559	0.0138519	0.0379816	0.00114649	0.0112184	0.00400239	0.0365232	0.0107067	0.0441234	0.0227581	0.0316997	0.0249322	0.0256751	0.0308194	0.003448	0.0345001	0.0107376	0.149934	0.101123	0.0204706	0.0691418	0.000599315	0.0224513	0.0025396	0.00695606	0.00435824	0.0300745	0.0477211	0.0309101	0.0334952	0.0182799	0.0798027	0.0029492	0.0209024	3.65836e-05	0.00692422	0.0729895	0.00733382	0.0172735	0.0536528	0.0161027	0.00320038	0.00804819	0.0375806	0.00273824	0.00954106	0.0142743	0.000797426	0.00442719	0.0251086	0.00883765	0.000790747	0.00335992	0.0675821	0.0131038	0.0893995	0.00240304	0.124662	0.00340368	0.0186824	0.0510167	0.0185162	0.0239924	0.035339	0.00576757	0.0255403	0.00903931	0.0666104	0.0695015	0.0026785	0.0152007	0.03187432	0.06211493	0.0795969	0.0303187	0.199318	0.0310802	0.0642593	0.0313314	0.0586223	0.0140053	0.0442795	0.0340934	0.00218513	0.136297	0.0854867	0.151156	0.0379707	0.4322967	19	55.57902	0.06269777	0.315739	0.674476	1.07422	1.93556	0.143684	0.245486	0.162647	0.0969373	0.279195	0.0720512	0.4944116	0.874366
