Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-612.3651	-533.1211	-79.24401	8.424736	3.25272	0.289033	0.0600622	0.0625373	0.0426103	0.0150404	0.308059	0.14267	0.235053	0.125572	0.0827258	0.0626569	0.0310506	0.0252077	0.0635746	0.585389	0.107313	0.220147	0.0820336	0.0452634	0.092054	0.132112	0.282795	0.323665	0.199315	0.00398162	0.024238	0.0591355	0.0905379	0.541285	0.0261548	0.0878229	0.176516	0.149505	0.0145415	0.299172	0.0137522	0.00408779	0.0863576	0.191065	0.00922779	0.429264	0.0941824	0.024681	0.0457599	0.0150796	0.267208	0.336613	0.26689	0.0317805	0.119627	0.474266	0.261557	0.109271	0.0538494	0.0962988	0.14684	0.0745933	0.0407416	0.0312155	0.123362	0.1198739	0.03787285	0.034832	0.392498	0.0365261	0.0340925	0.0515887	0.0353744	0.126095	0.0340877	0.00977679	0.0187393	0.0871126	0.0393076	0.0259555	0.0664769	0.00753684	0.4500013	10	27.62631	0.08022184	0.407915	0.744625	1.08351	1.76395	0.0897536	0.108729	0.0831695	0.41189	0.143874	0.162585	0.4878741	0.9223717
1	0	-604.4034	-520.0129	-84.39048	29.71424	4.924699	0.349132	0.0965319	0.100531	0.0687875	0.0996575	0.184838	0.0178865	0.166502	0.1987	0.092885	0.0444939	0.0344847	0.100851	0.0151535	0.0944816	0.22363	0.235691	0.0430979	0.0505995	0.035485	0.118755	0.0682459	0.0528701	0.0303644	0.309836	0.0467729	0.334752	0.113376	0.0377048	0.175327	0.0770053	0.0317973	0.314633	0.090252	0.0183161	0.169354	0.352579	0.0191192	0.0145856	0.0133881	0.0318798	0.0048687	0.102353	0.122619	0.0722517	0.13619	0.000325448	0.106118	0.0285461	0.0103259	0.0329514	0.178367	0.0343113	0.320265	0.202866	0.178714	0.161439	0.0992067	0.424639	0.200869	0.1070746	-0.0120034	0.00624583	0.184126	0.0564319	0.0728215	0.00905137	0.00593724	0.0128884	0.0248025	0.0242328	0.0153961	0.374009	0.0591339	0.0181434	0.129232	0.00754782	0.4393323	10	37.79609	0.07117962	0.49892	0.802133	1.08343	1.61552	0.121858	0.158578	0.0536275	0.399312	0.0840607	0.182564	0.4273289	1.028089
2	0	-580.1158	-522.2428	-57.87303	28.38419	3.266804	0.0510568	0.154041	0.0166031	0.146344	0.165866	0.0460323	0.0444501	0.021392	0.0162874	0.119222	0.0835513	0.0207581	0.0232024	0.0476557	0.041366	0.239993	0.100573	0.0226605	0.00686423	0.0320828	0.193136	0.0612886	0.0173063	0.00530614	0.124973	0.0100644	0.131111	0.0072601	0.00314567	0.018539	0.24295	0.0158727	0.119906	0.377405	0.0196097	0.317461	0.0951203	0.132887	0.00383499	0.00588183	0.110132	0.0509725	0.0348539	0.00554743	0.0246891	0.103116	0.0116547	0.108164	0.0322058	0.0249466	0.0149201	0.0327731	0.194254	0.00685774	0.20604	0.110508	0.110046	0.0270412	0.055279	0.0616103	0.08198243	-0.04350249	0.174197	0.161452	0.0639069	0.00555248	0.0609745	0.0245452	0.0217263	0.0168696	0.00578649	0.00697484	0.193605	0.0836545	0.043452	0.12585	0.0114527	0.3652403	8	30.96619	0.09720894	0.408904	0.745306	1.08355	1.76224	0.0857486	0.132278	0.07245	0.446294	0.106527	0.156703	0.3217378	1.135211
3	0	-637.8156	-531.3925	-106.4232	4.923753	3.646117	0.0869892	0.208149	0.0389541	0.10569	0.575989	0.119541	0.996232	0.0432727	0.0704295	0.185294	0.0945122	0.473179	0.0372508	0.00437268	0.0564442	0.291895	0.601406	0.0297777	0.0619703	0.0405314	0.0846429	0.0948157	0.00471649	0.305461	0.55135	0.00113215	0.610901	0.0179023	0.0756414	0.0605258	0.0722865	0.129837	0.0505314	0.310442	0.040057	0.913093	0.0792819	0.0165365	0.152827	0.196071	0.124597	0.00739881	0.164193	1.38411	0.881624	0.0989574	0.153151	0.0883818	1.34068	0.233796	0.481352	0.00592579	0.671024	0.0898654	0.708966	0.195285	0.605905	0.91393	0.50987	0.0792452	0.231788	0.005213903	0.00587814	0.207789	0.100235	0.129903	0.0162295	0.062366	0.135598	0.00308462	0.0295592	0.0180929	0.0721448	0.0599901	0.0561844	0.0909811	0.0119636	0.4717801	10	25.65631	0.1214906	0.433798	0.762008	1.08427	1.71993	0.0843308	0.143122	0.0821785	0.410796	0.0683857	0.211187	0.476994	0.9890692
4	0	-603.8588	-517.5043	-86.35447	25.47975	3.94237	0.117777	0.362201	0.297505	0.098206	0.0249095	0.148345	0.0405422	0.0534986	0.0949761	0.371702	0.0593157	0.0288914	0.00403067	0.00636264	0.00943969	0.0909474	0.125037	0.221422	0.0341031	0.0953505	0.149322	0.0475793	0.00370744	0.0873194	0.0163508	0.171815	0.140699	0.00759647	0.148923	0.105437	0.0393272	0.000526352	0.137197	0.10026	0.00540774	0.0956105	0.0344786	0.0191705	0.122767	0.138427	0.484448	0.0292317	0.0542608	0.0420143	0.256214	0.375735	0.467644	0.0378072	0.0617136	0.0948336	0.242245	0.541568	0.211028	0.18834	0.00701271	0.198102	0.13945	0.0142104	0.0802523	0.0571966	0.1219363	-0.01802674	0.0166583	0.309125	0.0422219	0.00288107	0.0700769	0.0160762	0.0319091	0.0148365	0.0433367	0.0303497	0.179055	0.0820342	0.0035884	0.146743	0.0111091	0.4017853	5	27.77943	0.1181856	0.451168	0.773192	1.08441	1.69123	0.0814264	0.131316	0.0453449	0.472161	0.132331	0.13742	0.3837585	1.046974
5	0	-592.1586	-503.764	-88.39457	26.58128	5.819067	0.457752	0.19963	0.132772	0.0891759	0.267261	0.102104	0.0493616	0.000295183	0.0468347	0.413799	0.0472248	0.081154	0.000246079	0.071183	0.000292845	0.0845282	0.199902	0.111449	0.00259899	0.136745	0.0422661	0.0702554	0.0029061	0.161393	0.0740343	0.231759	0.303347	0.030228	0.00292964	0.0206156	0.012389	0.0254026	0.66781	0.0138354	0.132891	0.0795477	0.35797	0.302174	0.0382742	0.00393475	0.129362	0.00628875	0.0346262	0.194905	0.177324	0.233819	0.0139575	0.268942	0.0335941	0.612308	0.117118	0.218031	0.0284833	0.0216205	0.0304826	0.101304	0.248477	0.214872	0.0997399	0.253252	0.1340151	-0.02529314	0.079116	0.36293	0.0364971	0.00258086	0.0146483	0.00803822	0.0406432	0.00826186	0.0565234	0.0544659	0.100259	0.116218	0.00395369	0.104831	0.0110337	0.4923205	9	29.03363	0.1384172	0.532908	0.82127	1.08166	1.56416	0.0568979	0.112792	0.0522981	0.444445	0.163567	0.17	0.4670274	1.054158
6	0	-604.996	-529.5459	-75.45005	11.84458	1.928043	0.00389331	0.0941244	0.0484945	0.148348	0.269236	0.330289	0.00545443	0.0578708	0.213934	0.174835	0.0732982	0.0209238	0.00453189	0.0278242	0.0200117	0.0835545	0.1749	0.0407172	0.492352	0.0478218	0.0254675	0.0917956	0.003564	0.344152	0.0797718	0.00553005	0.561424	0.0577042	0.00274819	0.00810741	0.00825901	0.0554636	0.0938077	0.132419	0.322628	0.0736453	0.330129	0.00380692	0.0630154	0.0232636	0.0689274	0.160376	0.103404	0.159855	0.0743426	0.224529	0.0236719	0.187386	0.0817196	0.219215	0.121755	0.00977156	0.00276022	0.0893344	0.033224	0.0191222	0.0801908	0.0952416	0.416482	0.300213	0.1240492	0.03571128	0.0218912	0.357772	0.0121175	0.00836735	0.0159184	0.144289	0.0858696	0.016019	0.069608	0.0717586	0.126524	0.0391494	0.000936817	0.0254667	0.0043132	0.39257	7	31.88121	0.1094188	0.284531	0.647137	1.06808	2.00025	0.0834961	0.0909613	0.0549935	0.478016	0.123721	0.168812	0.4282813	0.9166172
7	0	-596.2813	-521.2852	-74.99611	28.22148	2.90662	0.115918	0.306571	0.0739171	0.0632901	0.0315024	0.0617121	0.0787279	0.0729276	0.130917	0.0867501	0.0282795	0.104889	0.107437	0.00114214	0.124013	0.443552	0.116061	0.0346773	0.0156261	0.0412484	0.0498069	0.048229	0.0221697	0.45806	0.0135454	0.0232009	0.243705	0.0162384	0.154562	0.0751934	0.031414	0.0034967	0.054764	0.147621	0.0314857	0.262665	0.270115	0.0118228	0.12907	0.0118768	0.00059728	0.402907	0.0927688	0.00139877	0.0116169	0.336287	0.0155595	0.0198814	0.0399884	0.362907	0.0877539	0.318804	0.0014499	0.0798901	0.00996788	0.0560345	0.261418	0.0093887	0.340265	0.0715184	0.1103151	-0.004894547	0.0921703	0.273016	0.0244026	0.0124653	0.0203789	0.175759	0.0258786	0.0108537	0.0421557	0.018231	0.0889936	0.106966	0.0176363	0.0881059	0.00298664	0.5056392	10	29.84477	0.05452902	0.381906	0.726223	1.08201	1.80986	0.0868087	0.0750242	0.0417829	0.466966	0.17333	0.156088	0.5007446	1.009775
8	0	-600.9769	-529.2794	-71.69746	24.86667	2.940175	0.0563792	0.181288	0.0426293	0.0647069	0.0498815	0.0395154	0.0164427	0.0447	0.095025	0.606217	0.0157189	0.0363334	0.031955	0.0169161	0.037982	0.150991	0.157742	0.0170074	0.0537154	0.233142	0.0194789	0.198797	0.0415458	0.426847	0.266912	0.0681594	0.00760896	0.0259235	0.0289475	0.00389478	0.0428977	0.0522199	0.126779	0.309597	0.0857152	0.200886	0.0246424	0.140305	0.0781384	0.37749	0.00164191	0.0849934	0.0727427	0.0353526	0.236429	0.0769456	0.151688	0.040963	0.0129182	0.325986	0.000409633	0.478525	0.017753	0.177629	0.0396513	0.0616281	0.0446869	0.0328528	0.115745	0.300161	0.1104336	0.07330001	0.00513936	0.231987	0.0476042	0.0125085	0.000118244	0.00180795	0.190782	0.00104743	0.00259891	0.0920768	0.16339	0.0904514	0.0240108	0.0983177	0.0381595	0.5608418	8	29.21728	0.07277534	0.38458	0.728161	1.0822	1.80505	0.142872	0.12072	0.0805771	0.344732	0.132123	0.178976	0.6341418	0.8844107
9	0	-611.3575	-518.9314	-92.42609	7.95645	6.960151	0.103843	0.22926	0.00835554	0.0217024	0.153354	0.338733	0.00739547	0.0233735	0.466403	0.0631017	0.0247373	0.0396243	0.0573778	0.0366648	0.375973	0.0325234	0.166506	0.255758	0.0114841	0.120155	0.320076	0.236176	0.0169551	0.0160906	0.583062	0.260725	0.283039	0.424918	0.0514437	0.184942	0.283879	0.423459	0.22814	0.00238371	0.14504	0.00296756	0.01649	0.157714	0.111008	0.0170336	0.384013	0.0104344	0.0835682	0.00675201	0.135801	0.193419	0.0350191	0.5831	0.117754	0.154856	0.0143586	0.0492135	0.126965	0.0997435	0.0154654	0.278294	0.448675	0.0221456	0.00521024	0.220704	0.1190112	-0.03649529	0.0420907	0.273212	0.0439171	0.0801932	0.0229582	0.0178111	0.097011	0.00416366	0.0554453	0.00956051	0.146621	0.0316764	0.00398873	0.119969	0.0513825	0.5720544	10	34.06824	0.1291202	0.567514	0.839631	1.07905	1.51381	0.122826	0.123143	0.0603877	0.482987	0.101244	0.109413	0.5355592	1.068144
10	0	-585.4289	-514.8623	-70.56653	26.51944	4.702614	0.191016	0.0787747	0.0266122	0.364266	0.0737305	0.146081	0.134417	0.0162078	0.10729	0.00398187	0.21636	0.000221826	0.114868	0.100943	0.337121	0.0139555	0.0440485	0.0932446	0.112811	0.0413585	0.340843	0.0947131	0.10716	0.0215235	0.0231657	0.0972379	0.0141941	0.270851	0.0757434	0.0270791	0.0845313	0.0678154	0.0428464	0.0452815	0.00289029	0.00974876	0.14947	0.209241	0.0155412	0.000120445	0.0304376	0.0464486	0.0360129	0.0539057	0.0993657	0.0924018	0.00329766	0.5871	0.324351	0.165349	0.139637	0.168194	0.139188	0.00123455	0.0323801	0.129228	0.00557834	0.054707	0.00195088	0.110037	0.1077065	0.01416364	0.10959	0.352026	0.0440616	0.00387497	0.0169735	0.0419972	0.0599557	0.0223575	0.00962685	0.0317756	0.0865753	0.110791	0.0212418	0.0831489	0.00600414	0.5715879	9	32.05544	0.1018218	0.489237	0.796467	1.08378	1.63052	0.129145	0.0950091	0.0880466	0.433724	0.151786	0.10229	0.5857516	0.9758197
11	0	-606.1663	-534.6998	-71.46647	36.23242	2.214319	0.271688	0.0946918	0.0126075	0.0485967	0.0593343	0.0718847	0.162248	0.0372308	0.503	0.0242579	0.160242	0.0993922	0.0142023	0.191857	0.111278	0.0688899	0.0708021	0.0263654	0.0175139	0.0104014	0.228708	0.0627477	0.0050956	0.03185	0.0579062	0.0595586	0.0708152	0.31576	0.117818	0.0490364	0.0432558	0.103268	0.0302268	0.00845225	0.0768916	0.0592664	0.417564	0.0278425	0.0480525	0.0199864	0.0198961	0.0997393	0.0642417	0.0382473	0.0355826	0.0526148	0.125297	0.0462367	0.0951276	0.0554345	0.0188918	0.290686	0.0738094	0.194286	0.0151186	0.0385431	0.0141918	0.00782609	0.052007	0.023958	0.08783112	-0.06918956	0.0434774	0.305604	0.0408852	0.0387664	0.00638764	0.0763952	0.0414263	0.00852658	0.0249727	0.0256003	0.246775	0.0349606	0.0279974	0.0685678	0.0096572	0.490103	6	36.76625	0.04951487	0.317583	0.676026	1.07453	1.93186	0.13038	0.143404	0.0691326	0.406485	0.0969657	0.153633	0.4209135	1.16438
12	0	-631.3366	-524.5535	-106.7831	22.25282	1.471912	0.147781	0.0736741	0.0269971	0.00763074	0.197206	0.398332	0.118713	0.143431	0.537966	2.74594e-05	0.18108	0.0653857	0.00857195	0.180207	0.0151875	0.0914607	0.138677	0.0166392	0.146152	0.03583	0.474146	0.573999	0.0655831	0.0214005	0.0375069	0.385786	0.42532	0.315662	0.159156	0.124079	0.146614	0.0938969	0.203083	0.805317	0.246118	0.0696029	0.656814	0.254768	0.174451	0.589689	0.011367	0.0439981	0.0753999	0.116725	0.678153	0.197099	0.245624	0.114397	0.00509858	0.2343	0.187726	0.423404	0.00256682	0.0237095	0.0594397	0.132006	0.389038	0.0451302	0.0357178	0.000196325	0.1909386	0.06087211	0.0802068	0.274799	0.00990823	0.0775746	0.0270994	0.0215117	0.0812232	0.0215954	0.0135763	0.02905	0.168028	0.062823	0.0466792	0.0705235	0.015402	0.3424828	8	30.48233	0.1008452	0.220951	0.583813	1.04873	2.14651	0.100951	0.108655	0.0880271	0.449846	0.0797393	0.172783	0.4033549	0.8490855
13	0	-592.0107	-517.6818	-74.32884	27.89386	3.913305	0.116436	0.0623955	0.0599409	0.00505435	0.15554	0.0170245	0.0177561	0.0888788	0.165083	0.203228	0.00746086	0.0254954	0.00976283	0.0100649	0.064713	0.165502	0.112075	0.0486748	0.104534	0.146535	0.0627914	0.183336	0.033916	0.70111	0.120899	0.0214975	0.269887	0.0471045	0.0165143	0.047355	0.0365359	0.295349	0.0959098	0.15126	0.0073889	0.0973837	0.249823	0.0177783	0.00408455	0.493245	0.00488707	0.0102997	0.0616527	0.0550079	0.117494	0.190228	0.0874156	0.0216146	0.0191096	0.0417265	0.245609	0.108896	0.193358	0.0887889	0.0437297	0.0171688	0.244813	0.0217097	0.173065	0.0773185	0.09529888	0.001904864	0.0187504	0.208073	0.0488605	0.133613	0.0828089	0.00738265	0.0359081	0.0216308	0.0418524	0.0115876	0.0964183	0.106729	0.0075681	0.169003	0.00981469	0.3836418	11	29.46449	0.07598886	0.449535	0.772157	1.0844	1.6939	0.0831115	0.130837	0.0620809	0.494667	0.110511	0.118793	0.3855467	0.9950593
