Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-154.1244	-138.4937	-15.63063	13.04302	2.645295	0.227882	0.15285	0.0442783	0.0374198	0.0750754	0.0931803	0.0568048	0.0758424	0.0709267	0.1927	0.06874889	0.0709683	0.0116	0.0212924	0.138109	0.0173958	0.0219643	0.013993	0.0217559	0.00731849	0.267977	0.0669895	0.142374	0.0523128	0.0206365	0.0243959	0.171886	0.1529256	0	55.22401	0.04086981	0.359813	0.709783	1.0801	1.8503	0.0278489	0.296829	0.0774908	0.49613	0.0571121	0.044589	0.2238939	0.6830271
1	0	-157.4987	-135.4863	-22.01244	36.34752	2.153177	0.0379992	0.0633057	0.0567659	0.103413	0.124544	0.0931774	0.111722	0.0168535	0.061981	0.115115	0.08595215	0.04093392	0.139889	0.0108072	0.148842	0.000668401	0.0322943	0.00138796	0.00813864	0.075129	0.059942	0.135366	0.131966	0.0169956	0.0531397	0.011169	0.174265	0.04963475	0	66.44334	0.05522051	0.310899	0.670373	1.07339	1.94534	0.136352	0.118302	0.0420057	0.543757	0.0334543	0.126128	0.09056867	0.5480344
2	0	-171.9193	-136.6268	-35.29249	14.96341	1.337563	0.236214	0.25927	0.762198	0.173258	0.252039	0.00351536	0.264944	0.829446	0.64662	0.0245789	0.4473187	0.06310864	0.0130834	0.053684	0.0333615	0.192545	0.0567338	0.0265372	0.0541245	0.0645668	0.124901	0.0732725	0.0438057	0.0322495	0.0181978	0.0822005	0.130736	0.4225496	0	56.20313	0.04091782	0.199104	0.559079	1.03926	2.20255	0.134468	0.168272	0.0246373	0.561587	0.0630522	0.0479834	0.4856583	0.8700555
3	0	-149.4849	-131.8465	-17.63842	20.76486	3.204648	0.0238236	0.313491	0.0276036	0.0111259	0.139849	0.0439014	0.208105	0.0712448	0.103805	0.112162	0.1110376	-0.05892361	0.0222139	0.0995701	0.121976	0.0524686	0.0269858	0.102954	0.0279852	0.000847086	0.104634	0.0919915	0.0733337	0.0460235	0.0752515	0.00259691	0.151168	0.1189262	0	53.45096	0.04517545	0.404499	0.742264	1.08336	1.76988	0.0798856	0.187549	0.102195	0.522437	0.0416217	0.0663118	0.06000256	1.982018
4	0	-147.6818	-126.2833	-21.39844	25.37408	5.969267	0.00737201	0.290445	0.00864444	0.0111476	0.121757	0.279529	0.00961626	0.246947	0.0278438	0.00474629	0.142866	-0.01339128	0.00644049	0.0140806	0.104997	0.154275	0.0513007	0.00376966	0.0362816	0.0297254	0.0971738	0.313503	0.0508607	0.0177969	0.0237902	0.0736743	0.0223303	0.08180514	0	57.08095	0.04744031	0.537952	0.824015	1.08133	1.55671	0.112034	0.205339	0.0516067	0.529432	0.0298203	0.0717678	0.06841386	1.195739
5	0	-157.9152	-129.8542	-28.06102	8.681087	3.906693	0.1674	0.305363	0.248973	0.221367	0.00167287	0.01698	0.0479597	0.271548	0.293191	1.88794	0.2385896	0.0414513	0.0603361	0.00554556	0.155383	0.067069	0.207676	0.00981638	0.00873221	0.0139775	0.0276003	0.0881381	0.00551903	0.172336	0.00932042	0.00885758	0.159692	0.07917534	0	55.78358	0.1215187	0.449162	0.771919	1.0844	1.69451	0.0382387	0.164316	0.0707723	0.572976	0.0697568	0.0839395	0.1206266	0.6563669
6	0	-158.6481	-134.65	-23.99819	12.8225	3.113861	0.0514267	0.0542467	0.354057	0.0916469	0.00382879	0.761483	0.131472	0.197205	0.120121	0.0993717	0.1167562	0.01326698	0.146507	0.044103	0.278011	0.00896186	0.0104633	0.0963319	0.0264311	0.0423086	0.0079882	0.113665	0.0487916	0.113285	0.0290075	0.0316788	0.0024675	0.121619	0	59.35488	0.08493971	0.397883	0.737643	1.08302	1.78145	0.0749455	0.153408	0.0211422	0.536207	0.10066	0.113638	0.1348859	0.901643
7	0	-162.7888	-135.8784	-26.91037	25.33607	1.787349	0.243423	0.18561	0.061317	0.428803	0.456059	0.0199954	0.246203	0.00817289	0.221425	0.0772673	0.1394842	-0.005334077	0.0124423	0.00823993	0.188096	0.00996698	0.00924476	0.13933	0.0175241	0.107383	0.0903139	0.229397	0.0259809	0.0105	0.0353146	0.0478877	0.0683793	0.06501808	0	50.50137	0.01902945	0.266498	0.630312	1.06363	2.03956	0.0589072	0.11051	0.101121	0.588315	0.0398572	0.10129	0.05968401	1.089372
8	0	-168.2382	-137.7715	-30.46677	11.99751	0.5814532	0.0867439	0.62424	1.15467	0.74448	0.428585	1.01033	0.121802	0.236395	0.372598	0.973163	0.4302635	0.04933827	0.0320411	0.0334903	0.128738	0.039002	0.00575901	0.0584589	0.102681	0.0676889	0.106325	0.278881	0.00354713	0.00228566	0.0908654	0.0113513	0.0388844	0.1570367	0	55.09931	0.07561695	0.0493067	0.301804	0.871554	2.77734	0.118944	0.130997	0.0822509	0.577893	0.0178213	0.0720944	0.206375	0.760929
9	0	-150.4709	-128.9423	-21.52856	8.082967	3.975976	0.206887	0.433109	0.367982	0.119659	0.113985	0.531676	0.282943	0.0820961	0.0609074	0.330008	0.2250801	0.0186559	0.0216404	0.0181301	0.083333	0.0429892	0.0117852	0.160404	0.0263519	0.0265787	0.0388789	0.401457	0.00333499	0.0524926	0.0411749	0.0220968	0.0493519	0.1274524	0	52.1165	0.1024895	0.453038	0.774374	1.0844	1.68818	0.104438	0.1837	0.0319242	0.487276	0.0615769	0.131085	0.1461083	0.8723146
10	0	-152.7552	-127.6368	-25.11846	12.69521	3.645486	0.254076	0.796486	0.236302	0.258943	0.104711	0.14527	0.41707	0.0334308	0.376401	0.0952479	0.2138363	-0.009741389	0.187078	0.0346628	0.264787	0.0454224	0.031259	0.0161836	0.0448173	0.0235189	0.027033	0.264263	0.0315088	0.00793428	0.0104178	0.00301363	0.00810145	0.2187775	0	56.35184	0.07504096	0.433759	0.761983	1.08427	1.71999	0.0680202	0.205671	0.0532576	0.472526	0.0521778	0.148347	0.2090361	1.046601
11	0	-162.9567	-131.4267	-31.52999	7.218465	3.354768	0.44154	0.707092	0.440147	0.137763	0.0337769	1.63483	0.14548	0.138227	1.68224	0.0058448	0.312219	-0.07342027	0.146028	0.0790896	0.100089	0.0867897	0.0359905	0.0484963	0.0192467	0.00603181	0.0391536	0.0990424	0.0849301	0.0550983	0.0156515	0.0348657	0.149498	0.1726926	0	59.25368	0.06463749	0.414972	0.749454	1.08378	1.75179	0.0506055	0.0932485	0.0318783	0.704203	0.0451543	0.0749102	0.09927233	1.739584
12	0	-156.3457	-129.8807	-26.46508	24.95965	2.701	0.096931	0.265594	0.168459	0.173977	0.025442	0.0425704	0.300607	0.055517	0.354352	0.752061	0.2846256	0.01644425	0.016205	0.0129923	0.123617	0.0240434	0.0922989	0.0305412	0.041546	0.0150994	0.042689	0.111521	0.148888	0.160977	0.13032	0.0395724	0.00969074	0.1170158	0	60.66968	0.06847887	0.364721	0.713503	1.08058	1.8412	0.081638	0.157216	0.0554886	0.58757	0.0504237	0.0676639	0.13346	0.8767852
