Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-223.9939	-226.0111	2.017208	152.3162	3.936731	0.0123003	0.0358465	0.135734	0.205943	0.417817	0.0411902	0.0540996	0.000237418	0.241962	0.0254474	0.109758	0.00188473	0.0030974	0.0513348	0.126112	0.01408155	0.00350681	0.138096	0.083789	0.114778	0.0630611	0.00451428	0.0280416	0.00359124	0.238519	0.082026	0.0254127	0.000975555	0.167742	0.0242037	0.0217435	0.01561886	152.3162	0.450852	0.772992	1.08441	1.69175	0.173896	0.145728	0.223429	0.0349862	0.321251	0.10071	0.02970041	0.5258804
1100	-234.8788	-235.3331	0.4542484	99.65946	1.925061	0.163787	0.0371023	0.140832	0.176005	0.370321	0.103136	0.0116519	0.00476406	0.0175155	0.105656	0.108665	0.463787	0.854756	0.115235	0.1597392	0.01988086	0.036669	0.0182511	0.0450071	0.120336	0.0372577	0.0222945	0.132737	0.00356466	0.178052	0.0391169	0.0168551	0.0325809	0.182755	0.0545036	0.0800191	0.002645043	99.65946	0.284162	0.646801	1.068	2.00104	0.171808	0.106677	0.288335	0.043272	0.316706	0.0732021	0.0225259	0.1174223
1200	-238.9867	-229.8846	-9.102107	26.00834	5.048049	0.463526	0.25965	0.177395	0.262965	0.0985898	0.323296	0.0858476	0.42054	0.448801	0.090677	0.0214403	2.19789	0.0693988	0.565586	0.3178769	0.09333425	0.0150361	0.0207531	0.200804	0.15572	0.186272	0.00737774	0.00854802	0.0163073	0.159327	0.0064504	0.0184298	0.00244741	0.0205203	0.151841	0.0301658	0.03552278	26.00834	0.504061	0.805102	1.08322	1.60762	0.133984	0.162104	0.354839	0.0643855	0.213496	0.0711918	0.128857	0.2756759
1300	-229.3259	-234.1448	4.818922	171.9324	3.716531	0.0253948	0.0263442	0.00908685	0.00238338	0.0426291	0.132775	0.0615093	0.00830389	0.072404	0.0283	0.112059	0.0722676	0.263562	0.210445	0.1303414	0.01049996	0.0448536	0.0655703	0.00867286	0.236702	0.0310838	0.00374273	0.0357277	0.0245616	0.221398	0.0368285	0.0466732	0.0039169	0.0583806	0.065717	0.116171	0.001304405	171.9324	0.438078	0.764798	1.08433	1.7128	0.124645	0.120167	0.316003	0.0958179	0.247763	0.0956042	0.01180436	0.1105019
1400	-214.9241	-232.4083	17.48423	223.9048	1.935682	0.00903846	0.0195808	0.00347397	0.0237879	0.0161462	0.0122191	0.0217218	0.00042413	0.168343	0.00441652	0.0012647	0.0861601	0.0563276	0.0782779	0.04157691	0.006129155	0.0188199	0.108677	0.244322	0.203776	0.00761666	0.002431	0.0622532	0.000201305	0.099303	0.0828715	0.0112454	0.01133	0.110441	0.00107533	0.0356363	0.003454076	223.9048	0.285474	0.647995	1.06829	1.99824	0.173697	0.116455	0.22895	0.0638761	0.238451	0.17857	0.00958323	0.3604292
1500	-241.3198	-237.9489	-3.370874	33.34361	2.499129	0.910409	0.321824	0.071164	0.134491	0.181367	0.0673558	0.142234	0.193439	0.159364	0.261443	0.0149414	0.370559	0.0687548	0.642939	0.1400613	0.03652617	0.0297447	0.00136187	0.193937	0.0687116	0.00538631	0.0161927	0.014279	0.00347618	0.299773	0.0104366	0.0548108	0.0828244	0.153386	0.0474584	0.0182221	0.03236195	33.34361	0.346374	0.69939	1.07862	1.87562	0.184232	0.162673	0.225008	0.0646785	0.226989	0.13642	0.06888812	0.4697755
1600	-235.5516	-231.1517	-4.399897	139.6624	2.66468	0.177592	0.107479	0.219526	0.232627	0.202463	0.18656	0.154205	0.00432417	0.364946	0.460045	0.100581	0.205103	0.0467989	0.0467986	0.2352779	0.01116205	0.016026	0.0161672	0.0643196	0.208601	0.0417942	0.00963605	0.0167588	0.0210168	0.185486	0.000836013	0.0711537	0.00380614	0.297793	0.0277664	0.0188385	0.0355565	139.6624	0.361534	0.711092	1.08027	1.8471	0.197175	0.122376	0.242199	0.0367937	0.271439	0.130018	0.04671855	0.7610789
1700	-250.9456	-237.9357	-13.00991	39.63166	2.00563	0.33445	0.470384	0.288777	0.46345	0.0241631	0.228721	0.131238	0.848879	0.0917473	0.196404	0.503253	1.1941	0.94379	0.118699	0.346207	0.04036008	0.0156941	0.0705226	0.126291	0.101866	0.0164272	0.0140727	0.0288575	0.00889099	0.225412	0.0178192	0.0316433	0.0378184	0.0799843	0.173852	0.0508494	0.08590764	39.63166	0.293946	0.655611	1.07013	1.98031	0.117525	0.163155	0.245711	0.0731926	0.304813	0.0956047	0.1262677	0.6803611
1800	-241.7548	-232.107	-9.647818	41.73824	1.872137	0.0104616	0.6446	0.557734	0.370737	0.0303785	0.387966	0.022258	0.0204973	0.0747483	0.280913	1.71158	0.2695	0.990079	0.260083	0.3429431	0.02270007	0.0021026	0.0240893	0.127639	0.138069	0.0595803	0.00499957	0.0157107	0.0250892	0.237029	0.0296507	0.0307563	0.00162417	0.168175	0.0399307	0.095555	0.02441417	41.73824	0.277519	0.64069	1.06643	2.01536	0.117954	0.175015	0.259545	0.0840396	0.288183	0.0752636	0.04711424	0.5181908
1900	-219.3362	-227.5381	8.201848	99.56444	2.008323	0.110891	0.086766	0.0574473	0.17059	0.00434436	0.0170421	0.000283104	0.0540852	0.00559225	0.0407816	0.306046	0.0517035	0.153212	0.113576	0.09615393	0.007679837	0.0107919	0.0509282	0.253311	0.0824924	0.0781515	0.000993316	0.0281462	0.00479673	0.234259	0.0996045	0.0511141	0.00844664	0.0664853	0.000641608	0.0298376	0.02273244	99.56444	0.294266	0.655896	1.0702	1.97964	0.1514	0.129982	0.250573	0.0508852	0.30505	0.11211	0.03041228	0.7474758
2000	-247.8103	-233.2765	-14.53383	81.08077	1.538352	0.420766	0.541047	0.0331007	0.403261	0.0808241	0.252918	1.13968	0.438519	0.0813963	0.99875	0.283572	0.857704	0.0666387	0.498863	0.2130758	0.03005693	0.02365	0.124891	0.0243828	0.113529	0.0737498	0.00341926	0.0652186	0.00127834	0.149436	0.032095	0.00501275	0.0128603	0.277864	0.056535	0.0360778	0.01930051	81.08077	0.231187	0.594818	1.0526	2.1214	0.109665	0.113579	0.315233	0.0621759	0.283205	0.116142	0.04935744	0.3910355
2100	-232.8856	-236.7418	3.856213	46.22274	2.436136	0.419634	0.0461736	0.136897	0.0962058	0.0531397	0.0506135	0.0285013	0.103222	0.0454427	0.0937988	0.950648	0.2228	0.0118109	0.14735	0.1627453	0.04802737	0.0109911	0.0703455	0.0221186	0.324631	0.00199404	0.0343214	0.0237418	0.00241241	0.110033	0.03142	0.0125993	0.0231367	0.16082	0.0327141	0.13872	0.001505983	46.22274	0.340317	0.694602	1.07786	1.88722	0.128495	0.181881	0.229225	0.0691632	0.215058	0.176178	0.04953335	0.03040342
2200	-244.4153	-242.4105	-2.004719	126.937	1.308327	0.0186314	0.0878437	0.242024	0.213938	0.178731	0.134687	0.116683	0.238775	0.0250527	0.0560566	0.695696	0.0308666	0.225968	0.269746	0.1528244	-0.006732464	0.0537644	0.0502742	0.0851388	0.118263	0.0604632	0.0337246	0.00960795	0.00152968	0.0164079	0.085887	0.131306	0.00256622	0.207282	0.0968479	0.0469372	0.03480038	126.937	0.194138	0.553198	1.03686	2.21581	0.10726	0.214538	0.224501	0.0612625	0.271511	0.120927	0.02806792	1.239863
2300	-221.1039	-233.1294	12.02552	215.3087	1.179377	0.00812942	0.0406368	0.0641314	0.210463	0.0646864	0.0611072	0.00703344	0.0343438	0.0318669	0.046921	0.0480738	0.0130938	0.0774075	0.042694	0.06750335	0.003247731	0.0488531	0.0506024	0.0276995	0.142494	0.0252583	0.00601881	0.0269701	0.00379889	0.314688	0.0131369	0.0745361	0.00744386	0.152162	0.102302	0.00403573	0.01433543	215.3087	0.171296	0.524744	1.02436	2.2796	0.171854	0.106902	0.256846	0.0528565	0.27115	0.140391	0.01758316	0.8152931
2400	-238.888	-235.4321	-3.45593	54.03037	2.254128	0.189737	0.382936	0.264885	0.385159	0.185976	0.295375	0.0881303	0.113458	0.12836	0.959589	0.0152541	0.202721	0.00297448	0.821703	0.2401583	0.01703891	0.0443848	0.0197963	0.133637	0.268515	0.050598	0.00503748	0.0106351	0.00358335	0.14985	0.0847975	0.0266446	0.0231425	0.0899514	0.0167947	0.0726327	0.02649463	54.03037	0.321833	0.679575	1.07522	1.92337	0.146704	0.136583	0.296024	0.0912394	0.256742	0.072707	0.04353354	0.6086028
2500	-236.4833	-238.8645	2.381208	745.4724	0.8185095	0.0268227	0.0275599	0.164419	0.00792081	0.0155774	0.0687566	0.0173991	0.0820232	0.044095	0.0119049	0.0123468	0.027169	0.372292	0.0704932	0.05222339	0.004070548	0.013313	0.191199	0.0385876	0.138963	0.0831769	0.01849	0.0297411	0.0133334	0.0871195	0.184743	0.0406774	0.0446155	0.0733248	0.0305072	0.0122083	0.000165376	745.4724	0.0994909	0.414481	0.961955	2.52407	0.105478	0.173689	0.153596	0.0611359	0.397112	0.108991	0.004235924	0.0390413
2600	-231.5811	-241.734	10.15284	558.5187	1.689941	0.0489031	0.183809	0.0899611	0.0156742	0.00613753	0.00431855	0.00845431	0.0747453	0.000680709	0.0284087	0.0661523	0.0217535	0.048021	0.00164152	0.02973771	0.003769436	0.00890251	0.0392526	0.0016348	0.304274	0.0075852	0.0282282	0.0146546	0.0284216	0.027226	0.0978335	0.0622901	0.0237765	0.244834	0.0626039	0.0484819	0.004851077	558.5187	0.25323	0.617395	1.05987	2.0695	0.141496	0.211313	0.190593	0.0539312	0.315906	0.0867607	0.008620513	0.5627364
2700	-249.8321	-237.0055	-12.82652	96.90765	3.162178	0.219254	0.510708	0.178678	0.0295448	0.183827	0.328676	0.31748	0.285936	1.13844	0.670511	0.206332	0.0368409	0.399758	0.195816	0.3593766	0.01282401	0.0325015	0.134668	0.00518748	0.287633	0.0601509	0.0177767	0.0236834	0.012072	0.144437	0.0930128	0.0289164	0.0159793	0.0522642	0.0633911	0.0283253	0.0436743	96.90765	0.401432	0.74013	1.08321	1.77523	0.162508	0.177628	0.139025	0.0704814	0.344876	0.105483	0.05649831	0.7730195
2800	-232.65	-231.1426	-1.50748	241.8433	4.276281	0.272967	0.0154738	0.0271244	0.0193995	0.134346	0.141494	0.000865593	0.373858	0.166085	0.393154	0.0757535	0.0805287	0.0311296	0.00531631	0.09259833	-0.002310338	0.0321235	0.132183	0.0579233	0.15744	0.0775615	0.0236511	0.0232786	0.00958293	0.197974	0.0802227	0.00155763	0.00231792	0.181283	0.000733279	0.0221674	0.01444041	241.8433	0.468924	0.784252	1.08427	1.66256	0.171151	0.10997	0.288438	0.0628077	0.295189	0.0724454	0.01213007	1.190464
2900	-236.6443	-230.8135	-5.830813	109.3422	1.775749	0.0862587	0.205965	0.0396984	0.206303	0.401571	0.104786	0.286932	0.321292	0.287989	0.287471	0.968382	0.425264	0.0121072	0.118857	0.2832148	0.0005022731	0.0213718	0.0577196	0.0695889	0.233314	0.0291056	0.00349226	0.00629516	0.00945668	0.32507	0.0445412	0.0471087	0.0304258	0.0753974	0.0241601	0.0229532	0.04323157	109.3422	0.264953	0.628832	1.06321	2.043	0.102177	0.156794	0.237244	0.0766241	0.318233	0.108928	0.04373385	0.9885152
3000	-244.0859	-228.2282	-15.85769	83.31692	4.04867	0.218421	0.115801	0.089417	0.621421	0.109227	0.231456	0.401678	0.281782	0.398802	0.135967	1.85081	0.147263	0.0652345	0.687487	0.2416506	0.03944246	0.0519879	0.0224165	0.0106934	0.241974	0.164103	0.00586095	0.00972526	0.000923625	0.142485	0.0445364	0.0381801	0.00138722	0.206033	0.0531909	0.00650212	0.01724153	83.31692	0.457016	0.776875	1.08439	1.68172	0.12753	0.108726	0.300418	0.0688946	0.317025	0.0774062	0.05668399	0.3041693
3100	-226.0995	-238.5891	12.48957	187.0106	2.100952	0.0273431	0.0306433	0.0599786	0.16617	0.0771968	0.0452616	0.0155737	0.0115669	0.0815831	0.00656793	0.0642867	0.115048	0.119654	0.0168178	0.05526069	0.0123657	0.000209838	0.0741487	0.18132	0.0754919	0.0923411	0.0109028	0.0101123	0.00431092	0.129923	0.0639874	0.139967	0.0452252	0.107018	0.0250734	0.0399684	0.00592332	187.0106	0.305035	0.665337	1.07232	1.95731	0.191605	0.136545	0.230324	0.0781831	0.242344	0.120998	0.01828902	0.3238731
3200	-239.2827	-240.625	1.342245	36.94009	2.893477	0.112725	0.0224129	0.0110412	0.151162	0.0213282	0.0792798	0.227391	0.0145949	0.276518	0.643195	0.0503806	0.135865	0.512974	0.0827004	0.1130941	-0.002783054	0.101091	0.0210519	0.137695	0.099322	0.0355847	0.00626523	0.0484995	0.0147271	0.132393	0.110264	0.0492383	0.00724159	0.151436	0.0610731	0.0241179	0.03106302	36.94009	0.38085	0.725454	1.08194	1.81176	0.0943331	0.103743	0.238534	0.093825	0.386475	0.0830903	0.02827997	1.098411
3300	-228.3278	-236.2904	7.96261	94.19095	1.639695	0.149023	0.268354	0.0535131	0.0260076	0.0254186	0.0286851	0.0109863	0.106697	0.126749	0.164085	0.172348	0.0319281	0.221574	0.090662	0.1094429	0.01309948	0.0170936	0.0266261	0.000486144	0.211374	0.0385604	0.00200293	0.000368504	0.0367765	0.317928	0.108519	0.0194229	0.0387121	0.143063	0.0349497	0.0041171	0.01431131	94.19095	0.246118	0.61027	1.05767	2.08594	0.170645	0.110282	0.217036	0.104383	0.327916	0.0697391	0.02741079	0.5221049
3400	-214.8944	-228.9975	14.10309	488.9188	1.653903	0.0107876	0.016097	0.0430814	0.0283963	0.0300599	0.00718422	0.0195222	0.0406932	0.0219576	0.0349701	0.0793078	0.044979	0.0392294	0.10269	0.0415459	0.001503046	0.00114034	0.0522117	0.223596	0.128182	0.0475345	0.000476774	0.00513569	0.000472516	0.224185	0.044571	0.0553876	0.00443079	0.134054	0.0669417	0.0116807	0.001246753	488.9188	0.248148	0.612319	1.05831	2.08122	0.189194	0.129876	0.252815	0.0945687	0.270115	0.0634308	0.002749799	0.4533978
3500	-229.9568	-229.5253	-0.4314419	106.0845	6.15598	0.0211511	0.131154	0.256172	0.047546	0.0273027	0.179162	0.163836	0.137428	0.15584	0.225246	0.125634	0.101619	0.0991524	0.0267713	0.1392413	0.02615956	0.00483676	0.037044	0.169818	0.230226	0.0281106	0.00024662	0.0819516	9.99827e-05	0.0957048	0.201706	0.0629351	0.00226669	0.0152758	0.0302121	0.0395658	0.02085561	106.0845	0.543997	0.827272	1.08091	1.54782	0.139654	0.14072	0.268741	0.0635338	0.280564	0.106787	0.04701517	0.4435932
3600	-242.7668	-236.2068	-6.560016	93.64463	2.843969	0.037387	0.457049	0.40361	0.20783	0.155732	0.44395	0.083201	0.153844	0.0354426	0.0585692	0.494878	0.0500713	0.786296	0.177433	0.3191146	0.02138836	0.13014	0.0692585	0.0362624	0.195016	0.0854757	0.00315144	0.00149295	0.000629461	0.184798	0.0135919	0.0396229	0.00306346	0.152361	0.0618593	0.0232763	0.01859224	93.64463	0.376819	0.722506	1.08163	1.81905	0.191524	0.13532	0.308419	0.0512227	0.2251	0.0884145	0.0399806	0.4650316
3700	-257.4335	-244.1987	-13.23483	68.64775	6.830881	0.124555	0.255825	0.0866801	0.461509	0.130362	0.0759586	0.260879	1.19377	0.251688	0.0353902	0.157008	0.571661	0.497113	0.0904998	0.2038638	0.03788645	0.00583697	0.0124147	0.313807	0.118555	0.114549	0.0290683	0.0397399	0.0114272	0.0848847	0.0892699	0.035952	0.00514	0.0355041	0.0901706	0.0136813	0.02400807	68.64775	0.563983	0.837807	1.07935	1.51886	0.125697	0.144285	0.213097	0.0538339	0.389988	0.0730993	0.06189452	0.3878868
3800	-229.0077	-235.2119	6.204286	867.2498	1.69583	0.0390738	0.0392079	0.0483495	0.0212429	0.00724722	0.113351	0.0128925	0.0837455	0.0919151	0.0517274	0.0614806	0.145077	0.0479505	0.0228211	0.07317405	0.002347195	0.00757985	0.0425059	0.156299	0.166728	0.061257	0.00401704	0.0282713	0.00511452	0.079166	0.14273	0.0631398	0.027229	0.203121	0.0110362	0.00180572	0.0003179835	867.2498	0.254051	0.618209	1.06012	2.06762	0.191146	0.104644	0.194971	0.0569275	0.290183	0.16213	0.002665178	0.1193104
3900	-243.6877	-236.6558	-7.031911	74.66296	0.8231459	0.109827	0.345377	0.23279	0.257503	0.150113	0.469916	0.273596	0.0337682	0.366106	0.152846	0.399021	0.701119	0.060734	0.762014	0.2193003	0.007576313	0.00649487	0.0489022	0.00162834	0.154332	0.0364436	0.00183845	0.0364933	0.0230727	0.217407	0.00552574	0.0133805	0.0218003	0.257977	0.109354	0.0653507	0.01686052	74.66296	0.100474	0.416288	0.963168	2.52007	0.1456	0.085833	0.286243	0.0412556	0.362071	0.0789977	0.02443683	0.6899634
4000	-237.9076	-233.5537	-4.353888	80.05172	1.921305	0.254607	0.664729	0.694425	0.1192	0.0733128	0.0491413	0.154498	0.0293923	0.0222352	0.0748714	0.14924	0.0315361	0.182681	0.850427	0.1972279	0.01520601	0.0194763	0.101955	0.0680979	0.149202	0.0372603	0.00633395	0.00273552	2.76118e-05	0.102741	0.0735244	0.0677558	0.00616929	0.0384572	0.290986	0.0352784	0.02184441	80.05172	0.283696	0.646376	1.06789	2.00204	0.102181	0.241744	0.202164	0.03772	0.330412	0.0857787	0.03705042	0.589586
4100	-209.7197	-233.2287	23.50902	691.0048	1.277598	0.00601744	0.000960364	0.0295361	0.0148043	0.0108725	0.0374446	0.00563685	0.0216457	0.00708966	0.0523302	0.03889	0.00298253	0.00712082	0.00483307	0.01373508	0.003282632	0.0194893	0.0904672	0.0351469	0.242768	0.00624688	0.0177877	0.0244449	0.000368959	0.145669	0.0110628	0.0205934	0.060164	0.235729	0.0668879	0.0231749	0.0001846639	691.0048	0.188834	0.546802	1.03417	2.23019	0.17472	0.195367	0.250419	0.043678	0.260243	0.0755727	0.003467296	0.05325878
4200	-221.8707	-230.3706	8.499941	183.1889	3.775137	0.0125008	0.0275282	0.0530046	0.0505547	0.115772	0.0124115	0.0693218	0.0148633	0.0705011	0.0809799	0.0150148	0.0396165	0.118364	0.0720611	0.08457396	0.01805862	0.00602014	0.0933916	0.0208692	0.119692	0.060821	0.0103675	0.0330223	0.00386521	0.193729	0.101171	0.00418909	0.00137559	0.192823	0.11447	0.044194	0.01206876	183.1889	0.441566	0.767056	1.08436	1.70701	0.172899	0.194684	0.202824	0.0594933	0.300142	0.0699582	0.03012738	0.400591
4300	-240.4913	-233.3907	-7.100556	77.63358	1.92195	0.591118	0.118343	0.0239522	0.270478	0.186964	0.112207	0.443003	0.706077	0.28702	0.0991726	0.351405	0.295259	0.156001	0.796934	0.2263139	0.01421285	0.0420126	0.00327987	0.0723382	0.0351521	0.216849	0.00108301	0.0252816	0.000401954	0.191917	0.0988722	0.0197739	0.00283386	0.189591	0.0996588	0.000955757	0.02801602	77.63358	0.283776	0.646449	1.06791	2.00187	0.116249	0.161328	0.23591	0.0663825	0.33935	0.0807806	0.04222887	0.6634328
4400	-232.54	-235.2649	2.724984	20.91797	5.343397	0.168045	0.1222	0.0444336	0.0711081	0.103634	0.207296	0.064069	0.130007	0.0782271	0.642246	0.118817	0.505592	0.213481	0.0235392	0.1818295	0.07648075	0.0143421	0.0704478	0.108416	0.128365	0.0370956	0.0102446	0.00851281	0.000283742	0.0726529	0.0398529	0.042609	0.0369586	0.29658	0.029367	0.104271	0.02525624	20.91797	0.515744	0.811749	1.08266	1.58985	0.125224	0.177319	0.218382	0.0663783	0.304525	0.108172	0.101737	0.2482503
4500	-232.9046	-230.6581	-2.246556	32.71007	3.101773	0.394289	0.0537652	0.12088	0.712562	0.238205	0.021226	0.188467	0.23578	0.27919	0.014322	0.18353	0.0178991	0.536724	0.540463	0.2375439	0.005979646	0.0162319	0.0385148	0.127602	0.150502	0.041617	0.00567331	0.0326143	0.00728132	0.113244	0.081075	0.0843651	0.00365469	0.210406	0.0761733	0.0110443	0.0585481	32.71007	0.396985	0.737012	1.08297	1.78303	0.138404	0.174516	0.156791	0.0659655	0.352687	0.111637	0.06452775	0.9073322
4600	-230.6598	-235.1875	4.527739	35.27813	4.69672	0.0890527	0.0635302	0.0125657	0.000299644	0.106169	0.0299107	0.177062	0.05663	0.03969	0.00026728	0.23247	0.653801	0.0949044	0.253093	0.1240163	0.05597956	0.090414	0.0173476	0.0496524	0.142913	0.0744417	0.0492705	0.0326286	0.0136932	0.258906	0.0105975	0.0605735	0.00388726	0.154466	0.0251127	0.0160965	0.02317758	35.27813	0.488972	0.796311	1.08379	1.63093	0.124101	0.136691	0.217078	0.0839215	0.344655	0.0935538	0.07915714	0.2928047
