Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-591.1005	-511.244	-79.85651	23.49114	5.691862	0.0400996	0.0635173	0.131165	0.0676788	0.0529995	0.13648	0.162483	0.0686649	0.0178708	0.133151	0.0933681	0.0243051	0.336731	0.608607	0.0244839	0.000165906	0.0254677	0.0375354	0.101907	0.0938954	0.00911419	0.0556179	0.266187	0.0575459	0.093336	0.00698089	0.0742925	0.19634	0.00898514	0.061221	0.0805873	0.263886	0.0845139	0.191954	0.261445	0.0747346	0.182382	0.00658088	0.0151491	0.0495973	0.0190046	0.0138954	0.0260787	0.14611	0.0954242	0.166074	0.00683284	0.0249195	0.0172414	0.19556	0.028501	0.122175	0.0104784	0.472561	0.0488198	0.0393142	0.0998748	0.00925306	0.118268	0.0552146	0.1064436	0.07554613	0.00733231	0.357038	0.0356574	0.0138429	0.0154216	0.0237065	0.0581527	0.00613747	0.0336056	0.0935087	0.140004	0.0705925	0.0062375	0.121289	0.0174736	0.5376479	6	29.273	0.05027188	0.528501	0.818853	1.08194	1.57071	0.111524	0.133601	0.0595431	0.406841	0.16846	0.120031	0.613194	0.876799
100	-589.0158	-516.39	-72.62574	12.22067	4.052769	0.00869779	0.0663454	0.0405718	0.0961628	0.0800535	0.0881756	0.241266	0.0617731	0.0384391	0.00588926	0.0888108	0.0692518	0.242714	0.187745	0.26052	0.0836933	0.175362	0.0892244	0.109998	0.0905453	0.338288	0.164474	0.0874955	0.0601259	0.0651394	0.000812589	0.0448562	0.11029	0.0858124	0.00769655	0.105793	0.449765	0.0488453	0.388546	0.0275047	0.0737772	0.0847658	0.00761364	0.101102	0.281131	0.029598	0.0351113	0.0029401	0.0120901	0.037325	0.690814	0.0534197	0.148062	0.00394912	0.0128965	0.264819	0.128609	0.0729241	0.331086	0.186802	0.00553816	0.0198318	0.356438	0.132036	0.000481642	0.1233331	-0.02249893	0.0261154	0.291307	0.0493498	0.0129713	0.0309151	0.0854759	0.0452419	0.0238055	0.0452432	0.0198728	0.0830192	0.1303	0.00866122	0.139447	0.00827396	0.3830449	8	26.7575	0.1035346	0.457238	0.777014	1.08439	1.68136	0.105513	0.127055	0.069253	0.450793	0.125445	0.121942	0.3605459	1.062402
200	-596.7194	-523.4609	-73.25856	29.36136	2.201192	0.203135	0.162832	0.235171	0.00346672	0.102807	0.0275642	0.0797081	0.00208913	0.0974532	0.0137153	0.153303	0.0414128	0.156346	0.0589606	0.037767	0.0431804	0.0989529	0.0360954	0.439583	0.0242001	0.022518	0.106072	0.00119185	0.0208416	0.441557	0.14439	0.169876	0.0222938	0.000669281	0.167001	0.0350039	0.225558	0.0397189	0.145932	0.224376	0.00783123	0.0105204	0.0364622	0.0823245	0.0928322	0.028092	0.0688584	0.00168796	0.137493	0.0168607	0.163163	0.0556648	0.122971	0.227421	0.112486	0.0915378	0.14396	0.0104629	0.125015	0.0603988	0.051133	0.130358	0.234593	0.00584282	0.1236	0.1042857	0.02962779	0.0107367	0.260494	0.0505683	0.124897	0.0135271	0.0495826	0.022136	0.0402756	0.0386865	0.0251442	0.212484	0.0592235	0.0218522	0.0701536	0.000238634	0.4667102	9	30.61414	0.08586519	0.316164	0.674834	1.0743	1.93471	0.105157	0.163717	0.0587441	0.487371	0.0894005	0.0956101	0.496338	0.9403072
300	-582.8837	-516.4594	-66.42435	29.28403	5.670583	0.0570338	0.0694669	0.102956	0.0549117	0.0578796	0.100317	0.0369908	0.0951516	0.268566	0.0216031	0.210094	0.00578352	0.113167	0.0579899	0.0875804	0.0114751	0.144579	0.0109933	0.107728	0.075123	0.0257529	0.181586	0.000589944	0.0434092	0.0355154	0.0376624	0.0565679	0.0379596	0.125878	0.0754151	0.0312969	0.126751	0.10649	0.0626156	0.108076	0.0301873	0.00198826	0.0149956	0.117069	0.0101149	0.0127168	0.0367103	0.0552818	0.142348	0.0011309	0.0598875	0.0383767	0.00117846	0.267545	0.00592487	0.000545198	0.0813584	0.0211009	0.126309	0.00490268	0.00556834	0.184304	0.0496249	0.0358176	0.420132	0.07553095	0.09535007	0.0149002	0.427922	0.0265457	0.00421702	0.0283125	0.0184484	0.0423783	0.00822773	0.00769556	0.0322962	0.189265	0.0808866	0.0197112	0.0828331	0.0163603	0.3699341	7	30.47797	0.07207823	0.527751	0.818439	1.08198	1.57183	0.106916	0.153761	0.0444674	0.477085	0.0966504	0.121121	0.4652842	0.7950713
400	-614.5706	-532.5616	-82.00898	27.27268	2.548843	0.673514	0.0504248	0.580954	0.00375237	0.101808	0.0170845	0.022252	0.0746162	0.0841861	0.192221	0.0796036	0.167455	0.0974698	0.0424868	0.0107261	0.0514763	0.0684188	0.068668	0.222964	0.264522	0.024553	0.0773299	0.293017	0.00422244	0.163265	0.167125	0.301367	0.136106	0.00284707	0.0123877	0.186189	0.00489596	0.148892	0.120226	0.102509	0.197462	0.382532	0.0229922	0.00716662	0.0656291	0.134476	0.0470068	0.0152533	0.0918942	0.141497	0.131769	0.141777	0.0428795	0.0523089	0.2662	0.0901276	0.18798	0.0499173	0.367074	0.0953514	0.0500476	0.105479	0.0414	0.0225287	0.0515701	0.1565939	-0.06274956	0.0120715	0.195811	0.0706429	0.0269222	0.0195649	0.00473985	0.0966132	0.013828	0.0674515	0.00484103	0.155881	0.0747091	0.013537	0.160763	0.0826237	0.3406774	11	30.03735	0.08125737	0.351039	0.703033	1.07916	1.86677	0.110041	0.129649	0.0614862	0.432962	0.148422	0.117441	0.2779278	1.225776
500	-595.5493	-514.9898	-80.55945	24.50571	6.008963	0.238285	0.010459	0.448079	0.0165665	0.0599946	0.0218358	0.0194351	0.0442826	0.253745	0.10266	0.368972	0.0963999	0.221696	0.231592	0.142472	0.039484	0.0239116	0.0666895	0.16303	0.0089212	0.0237596	0.0861763	0.20053	0.00582401	0.270911	0.0487077	0.0322509	0.0775355	0.00251197	0.0902285	0.0548154	0.159238	0.225995	0.0406257	0.23482	0.180873	0.100679	0.0714157	0.0251383	0.0609843	0.0176715	0.0619796	0.0387514	0.00887632	0.115775	0.425309	0.19718	0.0110405	0.10022	0.0907087	0.13814	0.240318	0.0352435	0.104565	0.0986146	0.429527	0.0108109	0.00423044	0.00599395	0.266216	0.1204706	0.1019918	0.0385375	0.372669	0.0442961	0.0127785	0.0329354	0.0221258	0.0928065	0.000109268	0.0345052	0.013466	0.12463	0.0947332	0.0192484	0.0831626	0.0139971	0.4001037	8	28.03175	0.05092162	0.539258	0.824721	1.08124	1.55478	0.0903541	0.105904	0.0705675	0.417995	0.200804	0.114376	0.5020955	0.7968677
600	-629.788	-523.0186	-106.7694	25.20645	5.433483	0.0982862	0.0766248	0.182747	0.0613668	0.111766	0.00472602	0.382679	0.271073	0.352504	0.149891	0.335843	0.401321	0.405	0.15897	0.177109	0.191817	0.0198985	0.374641	0.606834	0.0875868	0.057751	0.0228358	0.00442586	0.011065	0.113112	0.159769	0.0405277	0.00703393	0.0106609	0.264602	0.0146417	0.155899	0.0192897	0.295194	0.459877	0.0334806	0.0188304	0.265742	0.0193674	0.243554	0.0517117	0.0964423	0.0460865	0.523938	0.57643	0.547444	0.576444	0.106163	0.00348362	0.20874	0.38124	0.103082	0.294527	0.690944	0.0801573	0.011425	0.570156	0.262849	0.00304838	0.0303174	0.1516698	-0.03851795	0.0285904	0.221794	0.0660842	0.075861	0.0477161	0.0207562	0.0978182	0.0413886	0.00321701	0.0195967	0.138139	0.0358352	0.020776	0.168005	0.0144224	0.6421407	8	26.95469	0.05268593	0.519143	0.813657	1.08248	1.58472	0.0849064	0.10143	0.107397	0.431679	0.135995	0.138592	0.6036228	1.063811
700	-620.0028	-533.2155	-86.78725	27.56003	1.596693	0.436211	0.0218341	0.286062	0.193903	0.0834607	0.0623229	0.0568118	0.12131	0.055116	0.213291	0.158212	0.120085	0.197826	0.0460632	0.114933	0.0486092	0.0610432	0.0351277	0.522353	0.217751	0.00564544	0.125257	0.571041	0.0100434	0.0783006	0.0530332	0.285247	0.0105156	0.0699771	0.021259	0.507098	0.213421	0.163799	0.0439031	0.165525	0.0489394	0.398784	0.0368539	0.00670276	0.435872	0.137813	0.155822	0.20842	0.0979732	0.0652982	0.307453	0.0177955	0.00206155	0.0227852	0.185792	0.37395	0.100328	0.172347	0.280151	0.00382818	0.160151	0.0182249	0.255063	0.00934314	0.17656	0.1437709	-0.0180703	0.00716187	0.260065	0.0761944	0.096279	0.00145742	0.15535	0.0413658	0.0214587	0.0144881	0.0303551	0.113022	0.116894	0.000780753	0.058921	0.00620707	0.6193333	7	28.1247	0.09283896	0.23988	0.603898	1.05563	2.10059	0.0942642	0.117212	0.0492405	0.478466	0.12711	0.133708	0.601263	1.030054
800	-581.2603	-518.1313	-63.12901	10.67741	3.623564	0.109213	0.00863498	0.262089	0.357711	0.0268885	0.0105133	0.0429082	0.118754	0.0851725	0.101216	0.0959406	0.0746344	0.137986	0.0351876	0.0888333	0.0676957	0.0527852	0.0143376	0.206612	0.0839394	0.00368381	0.0293834	0.278605	0.0330454	0.102102	0.0212771	0.225289	0.0264495	0.00387278	0.122022	0.0161966	0.0250945	0.257947	0.178672	0.117569	0.0083375	0.325329	0.0386584	0.0509968	0.325298	0.0227078	0.0364786	0.0884232	0.0645683	0.188806	0.274344	0.0990178	0.0866393	0.00668001	0.000549824	0.0168591	0.451427	0.0339835	0.0716174	0.0270402	0.104463	0.0388318	0.0416404	0.00760937	0.222248	0.1155736	-0.09509174	0.0315253	0.337163	0.0378279	0.0554543	0.0111968	0.0221396	0.0548743	0.0197706	0.0302911	0.0125996	0.180979	0.0539716	0.0136357	0.127331	0.0112395	0.6500913	8	27.76693	0.1032756	0.432406	0.761095	1.08424	1.72226	0.087601	0.13746	0.0396987	0.545707	0.0721142	0.11742	0.5549995	1.171337
900	-620.7549	-535.0246	-85.73028	9.123612	3.170469	0.131288	0.092371	0.281692	0.208015	0.251383	0.0240161	0.00545293	0.36288	0.18869	0.0404948	0.330756	0.0638934	0.140231	0.15919	0.166019	0.0186601	0.0200826	0.0440112	0.336155	0.0202493	0.0345985	0.050205	0.448812	0.0191389	0.243125	0.497232	0.162463	0.202341	0.0174578	0.0637832	0.00272763	0.026296	0.0922146	0.160306	0.0939782	0.101246	0.0138189	0.0322621	0.0803538	0.382267	0.0988271	0.374041	0.0499786	0.244878	0.16618	0.445922	0.176391	0.0455504	0.0570465	0.093117	0.108492	0.238552	0.0560545	0.0986223	0.468108	0.146699	0.0856195	0.380329	0.0294889	0.0778584	0.1580517	-0.1083208	0.0452777	0.256075	0.037424	0.0805725	0.0155725	0.0904143	0.0686271	0.0580515	0.00278306	0.0211632	0.158917	0.0489991	0.0200455	0.0947057	0.00137187	0.8467091	9	28.87736	0.07631751	0.402034	0.74055	1.08324	1.77418	0.117806	0.0954921	0.0972707	0.439733	0.144236	0.105462	0.7383883	1.146699
