Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-149.7702	-129.7224	-20.0478	6.561498	2.991942	0.311354	0.321215	0.284365	0.267635	0.530055	0.608527	0.236292	2.7288	0.0465252	1.43652	0.4053216	-0.06381182	0.0612214	0.0481437	0.197742	0.0149112	0.0988361	0.0151041	0.078102	0.00430831	0.0754371	0.207478	0.0087139	0.0231218	0.153204	0.00762355	0.006053	0.2095994	0	7.257855	0.1741658	0.388638	0.731081	1.08248	1.79781	0.0971332	0.203676	0.0449414	0.528435	0.0388982	0.0869154	0.1457876	1.437704
100	-140.8536	-129.6206	-11.23298	12.21057	2.787745	0.0928838	0.27923	0.00765459	0.205758	0.0903105	0.142218	0.385319	0.183485	0.0187127	0.00664604	0.1865225	0.06012555	0.0194734	0.0441204	0.0709696	0.101524	0.0953566	0.172256	0.0134881	0.0705239	0.0668002	0.181822	0.029939	0.00183549	0.0942336	0.0227822	0.0148754	0.3067481	0	12.30009	0.05263703	0.372144	0.719055	1.08125	1.82755	0.094804	0.17203	0.0398698	0.604899	0.0127804	0.0756164	0.3668737	0.8361138
200	-149.0281	-130.6486	-18.37949	10.81884	1.408094	0.262969	0.413813	0.330794	0.00811174	0.390058	0.281447	0.377071	0.301659	0.288693	0.758852	0.4923779	-0.1129369	0.0389699	0.0851548	0.0705814	0.147975	0.0133986	0.0309482	0.011017	0.00628898	0.0699668	0.284669	0.043897	0.0493418	0.0736644	0.0242499	0.0498768	0.3050893	0	11.92607	0.08855965	0.210769	0.572508	1.04454	2.17219	0.0858517	0.221124	0.0816442	0.545593	0.038554	0.0272329	0.1921524	1.587746
300	-152.7324	-135.0615	-17.67092	5.467479	3.560701	1.50043	0.367559	0.677774	0.0470093	0.245789	0.0796201	0.269477	0.219898	1.47699	0.0291656	0.329319	0.06877367	0.0123556	0.0177981	0.217703	0.0166495	0.150403	0.0358171	0.029406	0.0116642	0.112588	0.0429121	0.0794821	0.0284202	0.0116269	0.0608455	0.172329	0.291719	0	5.485881	0.23044	0.428471	0.758502	1.08417	1.72886	0.0820453	0.16557	0.0647736	0.531934	0.0997108	0.0559663	0.3604927	0.8092231
400	-156.0358	-137.3891	-18.64667	5.252089	1.395121	0.776526	0.727207	0.0455154	0.493892	0.242317	0.282051	1.15004	0.066424	0.625349	0.760903	0.5895381	-0.006163113	0.0350868	0.0410106	0.0855989	0.0516489	0.0163783	0.0305133	0.0252424	0.0960322	0.14165	0.214951	0.00552211	0.0735284	0.0949594	0.0342551	0.0536218	0.2029904	0	8.478221	0.09267801	0.208657	0.570114	1.04362	2.17761	0.0497161	0.204779	0.0725089	0.645996	0.0111617	0.0158382	0.1968273	1.031312
500	-155.1199	-133.3361	-21.78379	6.511843	1.329109	0.0334705	0.674251	0.720325	0.661524	0.367103	0.419725	0.726013	0.27237	0.393837	3.13684	0.4461795	-0.04547376	0.035799	0.10321	0.0980893	0.0996261	0.0139254	0.0819214	0.0247202	0.0611792	0.0290507	0.142512	0.0322301	0.084802	0.0194876	0.060092	0.113355	0.1668515	0	8.721524	0.1135941	0.197676	0.557398	1.03858	2.20634	0.0958402	0.15622	0.0237363	0.61108	0.0344462	0.0786776	0.1213778	1.374647
600	-148.9452	-132.1693	-16.77589	7.950016	3.713653	0.157721	1.19366	0.0159077	0.331689	0.188176	0.289873	0.101748	0.317709	0.632159	0.165538	0.3123624	-0.07815958	0.0117298	0.21184	0.0812911	0.0736265	0.0687103	0.0170311	0.0417901	0.000381751	0.0378238	0.104271	0.0778833	0.112626	0.0174928	0.0220363	0.121465	0.2319627	0	9.448082	0.2531332	0.437905	0.764686	1.08433	1.71308	0.074031	0.228903	0.0287175	0.558604	0.0571833	0.052561	0.1538031	1.508179
700	-156.8727	-131.7209	-25.15181	7.618652	2.004288	1.15889	0.273383	0.168316	1.07028	0.155235	0.23008	0.484196	2.83927	0.577035	0.0622791	0.674224	0.08571134	0.0639701	0.125208	0.103456	0.0422747	0.0272501	0.0235217	0.0133702	0.135708	0.0916319	0.0538742	0.0950105	0.00485955	0.170688	0.00966071	0.0395163	0.2133185	0	8.612314	0.1539408	0.293786	0.655469	1.0701	1.98065	0.0670546	0.18025	0.11393	0.569637	0.022162	0.046966	0.2990299	0.7133687
800	-144.8341	-125.389	-19.44512	9.166022	3.320232	0.357124	0.185119	0.133627	0.551875	0.561784	0.117212	0.421462	0.715011	0.368088	0.243271	0.3269301	0.005549446	0.018747	0.0945388	0.085043	0.201884	0.0342853	0.0163101	0.031966	0.0291951	0.1517	0.233222	0.0306856	0.0229421	0.0121377	0.0118596	0.0254834	0.4624329	0	10.15948	0.1236948	0.412613	0.747847	1.0837	1.75584	0.0768154	0.155677	0.0473911	0.644663	0.0285675	0.0468854	0.4679824	0.9881418
900	-151.3068	-132.4275	-18.8794	5.717671	3.376923	0.0609729	0.450457	0.348355	0.0108722	0.360488	0.368093	0.60861	0.00124782	2.29584	1.58489	0.4092808	-0.2254023	0.0590241	0.0506589	0.0880626	0.246621	0.104548	0.00478351	0.0222451	0.189515	0.0361619	0.0377035	0.0433055	0.0353558	0.0162745	0.0377601	0.0279806	0.4309334	0	6.29169	0.2496901	0.416471	0.75047	1.08384	1.74922	0.0643315	0.0926619	0.0514195	0.730908	0.0220608	0.0386178	0.2055311	2.096682
