Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-296.2186	-253.0382	-43.18041	3.863927	3.911163	0.1383685	0.05081966	0.0137203	0.0175976	0.175691	0.0870783	0.00329448	0.0136925	0.12288	0.159693	0.0627757	0.0793331	0.0539055	0.0976244	0.0353481	0.0155512	0.0618147	0.2266272	1	59.67882	0.02977992	0.449414	0.77208	1.0844	1.6941	0.264408	0.220538	0.154916	0.0753863	0.170897	0.113855	0.2774469	0.816831
1	0	-291.4195	-255.3223	-36.09714	2.088318	1.843483	0.2030969	-0.03449124	0.0146083	0.0114322	0.0314369	0.305345	0.0325968	0.0249753	0.0585004	0.0306758	0.0958852	0.0120567	0.0279422	0.0877223	0.0361502	0.209891	0.020781	0.1601371	1	53.67089	0.0219439	0.273847	0.637266	1.06553	2.02336	0.148931	0.25415	0.192498	0.133296	0.224111	0.047014	0.1256459	1.274512
2	0	-293.0533	-252.5406	-40.51265	3.623819	2.081442	0.07291731	-0.0366572	0.0164991	0.00557244	0.152935	0.0821715	0.0425822	0.00364148	0.0359146	0.0324755	0.107047	0.131819	0.0881898	0.210654	0.0349543	0.00622794	0.0493154	0.1569343	1	72.75612	0.03157591	0.302806	0.663404	1.0719	1.96189	0.17593	0.272343	0.130387	0.125171	0.247879	0.0482894	0.1202771	1.304773
3	0	-290.5245	-254.5116	-36.01288	1.198688	2.549635	0.07780914	-0.06006023	0.0269708	0.00998424	0.210223	0.212296	0.0334948	0.0258289	0.0292671	0.04507	0.0266925	0.111241	0.0611729	0.138406	0.0179676	0.0509002	0.000483223	0.2713895	1	50.69198	0.03658269	0.351112	0.70309	1.07917	1.86663	0.24052	0.328508	0.0838695	0.0868487	0.193118	0.0671358	0.2113292	1.284202
4	0	-293.193	-248.974	-44.219	1.710105	3.01992	0.1161005	0.0133354	0.0822926	0.0290249	0.236938	0.0658125	0.096582	0.0116489	0.0965584	0.062982	0.0458771	0.0748557	0.00470981	0.0960284	0.00687324	0.0814898	0.00832682	0.3892492	1	67.32792	0.01935533	0.390797	0.732625	1.08261	1.79397	0.227644	0.258617	0.183866	0.096398	0.17982	0.0536559	0.4025846	0.9668755
5	0	-293.1411	-249.015	-44.12615	1.794933	2.994539	0.1087332	-0.02123784	0.000404369	0.0755674	0.0438834	0.277984	0.0465549	0.0169469	0.0435847	0.0177585	0.048391	0.0406523	0.00461493	0.116846	0.0502339	0.180772	0.0358062	0.3113159	0	59.02779	0.03668698	0.388839	0.731225	1.08249	1.79745	0.211769	0.351765	0.113527	0.081189	0.196573	0.0451768	0.2900781	1.073214
6	0	-285.1269	-247.3477	-37.77926	3.96934	2.885538	0.08898522	0.05020478	0.0311344	0.0213319	0.0791827	0.196123	0.00868914	0.0225628	0.0779956	0.0613678	0.114711	0.041773	0.00245076	0.0879517	0.00494776	0.149828	0.0999497	0.1475623	1	51.23328	0.02579657	0.380208	0.724987	1.08189	1.81292	0.255073	0.220961	0.192294	0.135909	0.133375	0.0623878	0.197767	0.7461418
7	0	-285.9306	-248.5176	-37.41297	2.035791	3.717598	0.1096351	0.004806632	0.0407295	0.0269259	0.143494	0.119279	0.00610766	0.00236333	0.00759408	0.036498	0.215291	0.0731701	0.04085	0.0873591	0.0270543	0.156632	0.0166525	0.148561	3	55.17031	0.0226611	0.438142	0.76484	1.08433	1.71269	0.201141	0.293513	0.135315	0.114212	0.213524	0.0422938	0.1533676	0.9686594
8	0	-290.9634	-249.1413	-41.82215	1.33037	1.887288	0.1238981	-0.004568693	0.0549921	0.0708433	0.0475107	0.218311	0.00884006	0.0101823	0.0301372	0.0382731	0.0885791	0.0808498	0.00137281	0.158237	0.047555	0.140303	0.00401466	0.1669624	0	63.17518	0.03246886	0.279438	0.642467	1.0669	2.0112	0.168879	0.27703	0.194269	0.0986695	0.189436	0.0717169	0.1623937	1.028133
9	0	-304.7847	-264.1995	-40.58527	1.291313	0.8888874	0.1320877	0.008787455	0.0441431	0.124573	0.0621529	0.012455	0.0161999	0.0168779	0.0742306	0.0112129	0.187711	0.063776	0.11449	0.0943219	0.0444828	0.0708942	0.0624789	0.1594943	0	63.65534	0.03571694	0.114286	0.440604	0.978838	2.46627	0.163729	0.295181	0.149983	0.133275	0.171362	0.0864709	0.1682817	0.9477813
10	0	-290.7357	-251.2442	-39.49153	2.674626	1.487444	0.1027893	-0.03007136	0.0471188	0.0337265	0.132885	0.156522	0.0913042	0.0507557	0.0533722	0.0350985	0.0773117	0.00461559	0.00649991	0.161703	0.0254995	0.081132	0.0424553	0.1926338	1	55.48192	0.02272174	0.223376	0.586453	1.04968	2.14049	0.221398	0.218602	0.185068	0.0914907	0.222601	0.0608392	0.1625625	1.184983
11	0	-289.9311	-251.126	-38.80509	2.123807	4.600714	0.1099678	-0.01985714	0.020603	0.0107362	0.172818	0.159703	0.0410654	0.000693945	0.0674928	0.0679738	0.110464	0.0313359	0.0742174	0.0889447	0.0608609	0.067566	0.0255239	0.173406	1	62.10105	0.03852293	0.484598	0.793717	1.08392	1.63776	0.178394	0.281959	0.141304	0.156851	0.161827	0.0796648	0.1535489	1.129321
12	0	-292.978	-252.2541	-40.72391	1.884403	1.309476	0.1327578	0.03760337	0.00201649	0.0207287	0.164476	0.188791	0.0220279	0.0160756	0.0979207	0.0205959	0.0541584	0.0596073	0.0440119	0.14272	0.120786	0.008219	0.0378652	0.2466662	1	54.99291	0.01386387	0.194335	0.553432	1.03696	2.21528	0.213112	0.280801	0.201276	0.110769	0.125138	0.0689054	0.2842696	0.8677193
13	0	-294.0516	-253.1031	-40.9485	2.670629	2.628577	0.07574326	0.003979276	0.0930026	0.0640694	0.0623371	0.0957527	0.0135683	0.0804734	0.179611	0.0461503	0.114851	0.0385793	0.0363158	0.0519801	0.0819443	0.0291888	0.0121757	0.1335196	1	57.01901	0.02469674	0.358317	0.708642	1.07995	1.85309	0.252148	0.271373	0.174044	0.0964436	0.15333	0.0526614	0.1374988	0.9710596
14	0	-290.2552	-250.9738	-39.2814	2.179972	3.544239	0.1031717	-0.05417353	0.010909	0.0555831	0.124199	0.278288	0.166813	0.00836205	0.0139828	0.0580092	0.0926961	0.0173148	0.0453059	0.0821832	0.0182386	0.0241663	0.00394811	0.2855389	2	58.55217	0.01894371	0.427426	0.75781	1.08414	1.73062	0.135269	0.316383	0.234904	0.105273	0.162124	0.0460466	0.2313653	1.234147
15	0	-288.0385	-251.9937	-36.04483	2.331558	4.44863	0.1035055	0.04262602	0.024011	0.0480082	0.134288	0.133084	0.0735439	0.0555986	0.131676	0.106421	0.0569228	0.0672478	0.0629003	0.0597209	0.000678016	0.0272856	0.0186146	0.1058922	2	54.91436	0.04277839	0.477429	0.789422	1.0841	1.64905	0.174829	0.220684	0.165841	0.132968	0.191225	0.114452	0.1485182	0.7129913
16	0	-295.1453	-256.5589	-38.58639	4.913503	2.011664	0.08885902	-0.01285616	0.0113873	0.054143	0.118792	0.0727529	0.0455065	0.0403277	0.0324435	0.020363	0.193433	0.0789209	0.0150962	0.14726	0.105601	0.0452313	0.0187405	0.1687342	1	56.72295	0.03831698	0.294663	0.656248	1.07028	1.97881	0.201121	0.238577	0.136853	0.120442	0.242545	0.0604623	0.1558781	1.082476
17	0	-293.6907	-248.8337	-44.85704	3.361474	3.771126	0.07073488	-0.001611458	0.0160362	0.0846937	0.0999239	0.0868376	0.0717387	0.00261087	0.0705156	0.0278602	0.178115	0.0148904	0.00498678	0.223042	0.0123664	0.068978	0.0374041	0.05390293	1	102.5677	0.01985581	0.441329	0.766903	1.08436	1.70741	0.206366	0.222568	0.194174	0.144595	0.177213	0.0550828	0.05229147	1.030817
18	0	-290.4607	-254.392	-36.06868	2.644609	2.353283	0.144613	-0.01539434	0.0214567	0.0190643	0.0736936	0.164498	0.0599695	0.0100481	0.0149572	0.0424963	0.0697986	0.0761945	0.11662	0.144515	0.0278648	0.157551	0.001273	0.1336025	1	52.30862	0.01621918	0.33209	0.687993	1.07675	1.90316	0.122221	0.32334	0.19799	0.103192	0.186526	0.0667312	0.1182081	1.130231
19	0	-288.5514	-254.8905	-33.66088	5.8181	3.450394	0.1086394	-0.006463891	0.018533	0.0208885	0.00646414	0.238392	0.0327838	0.0123751	0.0841646	0.112874	0.104772	0.0317189	0.0389539	0.0666634	0.0515851	0.0162802	0.163552	0.133829	1	58.26792	0.02825591	0.42136	0.753765	1.08399	1.74089	0.249925	0.259437	0.166848	0.0944595	0.150647	0.0786831	0.1273651	1.050751
20	0	-291.8707	-252.1643	-39.70643	0.9610074	2.749325	0.1002071	-0.01393352	0.000759245	0.069619	0.0624786	0.177516	0.0149346	0.0167685	0.103428	0.040568	0.185703	0.0616801	0.0256535	0.0158398	0.0162448	0.192404	0.0164042	0.2239579	1	57.80288	0.01813596	0.368889	0.716631	1.08096	1.83352	0.184236	0.346859	0.114281	0.0929052	0.179294	0.0824237	0.2100243	1.066342
21	0	-298.9269	-258.0383	-40.88858	3.169481	1.623241	0.1498224	-0.05521907	0.0271438	0.0226858	0.0199504	0.204871	0.030637	0.0551165	0.0489363	0.00677572	0.22454	0.0335996	0.115749	0.0874968	0.059419	0.0560701	0.00700928	0.1285043	0	54.61444	0.07333516	0.243748	0.607862	1.05691	2.09148	0.249185	0.259961	0.159945	0.120119	0.164622	0.0461689	0.07328526	1.753481
22	0	-285.6488	-245.5013	-40.14745	2.209534	5.263856	0.1022379	0.003090639	0.0123824	0.10894	0.128373	0.134362	0.0116128	0.00717778	0.0835266	0.0838575	0.148548	0.045721	0.0177373	0.156643	0.00199623	0.0522675	0.00685543	0.1743886	2	55.70892	0.04252406	0.51268	0.810019	1.08281	1.59449	0.17397	0.366673	0.147749	0.105206	0.16522	0.0411816	0.1774793	0.9825859
23	0	-291.0943	-253.6952	-37.39914	0.9399879	1.732658	0.129004	-0.04341886	0.0107886	0.0179298	0.0276533	0.240642	0.0328464	0.0342832	0.0737763	0.0833076	0.135556	0.0212294	0.0449633	0.13436	0.0470977	0.0819267	0.0136386	0.1377599	2	51.84368	0.0370135	0.259131	0.623199	1.0616	2.05607	0.212866	0.251275	0.183598	0.099319	0.180033	0.0729099	0.09434109	1.460233
24	0	-287.3914	-248.9375	-38.45389	1.642909	2.854821	0.09911111	-0.05020839	0.0180239	0.104963	0.0862687	0.296007	0.0467419	0.00189421	0.0152118	0.0246021	0.0778942	0.0245434	0.00936263	0.14249	0.0455907	0.104857	0.00154943	0.2983103	2	51.75701	0.04747475	0.377709	0.723159	1.0817	1.81743	0.176255	0.278877	0.138715	0.157057	0.161403	0.0876927	0.2481019	1.20237
25	0	-290.2314	-251.8348	-38.39659	5.206025	1.825275	0.05671138	-0.01098702	0.0247381	0.101902	0.0936765	0.133553	0.0135367	0.0151602	0.0763581	0.0830321	0.0480011	0.0704853	0.0213387	0.199026	0.0306855	0.0575781	0.030929	0.1880553	1	56.99374	0.01865719	0.271486	0.635047	1.06493	2.02853	0.178968	0.225517	0.166537	0.156367	0.180439	0.0921722	0.1770683	1.06205
26	0	-285.2637	-249.4141	-35.84964	2.46332	2.805755	0.1031526	0.05918211	0.0137384	0.0427353	0.141498	0.272337	0.0260714	0.0180013	0.0488772	0.0369676	0.099481	0.0814592	0.00218606	0.0516438	0.0597393	0.0588101	0.0464535	0.16943	2	51.19169	0.03715772	0.373653	0.720173	1.08137	1.8248	0.259384	0.271933	0.17688	0.0719708	0.152681	0.0671505	0.2286121	0.7411243
27	0	-300.3573	-253.725	-46.63232	8.842151	2.491935	0.03907012	0.03861756	0.0496283	0.0545269	0.0428235	0.0618901	0.0491311	0.011643	0.0937924	0.0333706	0.0466041	0.0561581	0.0243493	0.155265	0.0238459	0.239929	0.0570426	0.09120896	0	61.73129	0.03854344	0.345691	0.698853	1.07854	1.87692	0.163509	0.240384	0.16564	0.12002	0.249301	0.061146	0.1298265	0.7025449
28	0	-291.3446	-255.7799	-35.56466	2.23966	2.362007	0.1997923	-0.01167856	0.0395211	0.00403522	0.0708353	0.265754	0.0365421	0.00359125	0.100275	0.0323717	0.0738254	0.0728068	0.0765168	0.0381059	0.0415852	0.0670388	0.0771952	0.1418245	1	51.93734	0.03151653	0.332971	0.688707	1.07688	1.90145	0.246272	0.214788	0.17129	0.122416	0.177975	0.0672593	0.1301459	1.089734
29	0	-293.5686	-249.2217	-44.34689	2.794401	3.235787	0.08554269	0.002686965	0.00443921	0.0715789	0.139257	0.0501238	0.014439	0.00511686	0.153421	0.104818	0.0872297	0.120957	0.033162	0.0976374	0.0177929	0.029059	0.0709679	0.07279462	1	76.60831	0.02311345	0.406718	0.7438	1.08346	1.76603	0.178746	0.28066	0.162324	0.101413	0.201817	0.0750393	0.07548159	0.9644024
30	0	-281.8238	-248.6759	-33.14796	2.239106	3.480831	0.1229689	-0.01486412	0.0100087	0.0184503	0.0980681	0.106069	0.00299137	0.0179339	0.0417856	0.0134101	0.206032	0.0644038	0.0314635	0.115741	0.00912323	0.191738	0.0727819	0.1424943	2	52.14027	0.04726994	0.423349	0.755097	1.08404	1.73751	0.197387	0.286999	0.111552	0.119774	0.191501	0.0927868	0.1276301	1.116462
31	0	-295.0356	-252.674	-42.36152	3.27563	2.895932	0.06809395	0.03404604	0.0449217	0.0158655	0.139922	0.039639	0.0368485	0.0113353	0.0903216	0.0784282	0.0886653	0.109407	0.0233488	0.161486	0.0877565	0.0166137	0.0554409	0.0926999	2	66.20154	0.01603517	0.381047	0.725598	1.08195	1.8114	0.281914	0.248549	0.177747	0.0941602	0.171933	0.0256964	0.1267459	0.7313836
32	0	-285.9512	-251.1559	-34.79524	1.73463	3.414504	0.141964	0.01062658	2.42999e-05	0.0195074	0.0346432	0.153092	0.0250117	0.0126806	0.0441628	0.103759	0.0564484	0.0318416	0.008282	0.100769	0.00352628	0.358677	0.0475742	0.07310094	2	50.34429	0.0676007	0.418987	0.75217	1.08392	1.74493	0.154718	0.269681	0.202826	0.0921869	0.222539	0.0580491	0.08372752	0.8730813
33	0	-287.8028	-248.0953	-39.70756	0.932865	3.682601	0.08094825	-0.03091172	0.0386092	0.0422818	0.093365	0.0832655	0.0176834	0.0123732	0.0433534	0.0221725	0.133844	0.0516512	0.00606008	0.269212	0.0629206	0.0644608	0.0587472	0.1326379	2	59.70853	0.04476148	0.436028	0.763465	1.0843	1.71621	0.241689	0.289204	0.161947	0.10333	0.152222	0.0516083	0.1017261	1.303872
34	0	-294.4471	-260.8945	-33.5526	1.474944	4.392956	0.1274193	0.01707167	0.0367383	0.0538283	0.0810115	0.0682842	0.0268929	0.0386476	0.0491903	0.0605429	0.129468	0.000117568	0.0060376	0.16606	0.0153173	0.249368	0.0184962	0.1847693	2	50.3008	0.06614131	0.474728	0.787788	1.08416	1.65332	0.192276	0.329897	0.090328	0.10518	0.248121	0.0341981	0.201841	0.9154202
35	0	-285.919	-248.5013	-37.41765	2.25765	3.019045	0.1425666	0.01131113	0.00498811	0.00657803	0.0342353	0.274417	0.0577108	0.0056358	0.045713	0.0285447	0.0846349	0.0587097	0.0138732	0.132724	0.0975118	0.0370471	0.117677	0.1296091	2	59.20055	0.0363665	0.39073	0.732577	1.08261	1.79408	0.205067	0.307398	0.143192	0.141991	0.158243	0.04411	0.1409202	0.9197339
36	0	-290.8021	-248.2624	-42.53972	4.117431	4.242491	0.05948703	0.0224263	0.0971844	0.00196986	0.0967932	0.113214	0.0977239	0.0528883	0.120749	0.0294936	0.0231939	0.1264	0.0543533	0.129296	0.0164403	0.026521	0.0137787	0.1121689	1	61.43807	0.0256811	0.467207	0.783198	1.08429	1.6653	0.180408	0.224249	0.156825	0.120299	0.232246	0.0859732	0.1345952	0.8333797
37	0	-295.7916	-257.7541	-38.03749	1.424554	2.327164	0.2269578	0.06998252	0.0132576	0.078959	0.0713934	0.141333	0.0378588	0.0169248	0.0892014	0.109595	0.0836284	0.0889951	0.00226298	0.0854758	0.0630564	0.0366551	0.0814034	0.2447695	2	76.08693	0.02398268	0.329433	0.685832	1.07637	1.90836	0.250411	0.241192	0.147313	0.0730738	0.222379	0.0656307	0.314752	0.7776582
38	0	-294.2273	-252.6554	-41.57183	2.078792	4.189141	0.09321653	-0.06331844	0.0211091	0.0324367	0.195814	0.0775671	0.0107512	0.0215537	0.0620907	0.010373	0.153718	0.00726075	0.0922572	0.191031	0.0511023	0.0483392	0.0245957	0.2998234	1	50.21799	0.06404785	0.46446	0.781506	1.08433	1.66971	0.234365	0.297421	0.134877	0.0794271	0.205043	0.0488673	0.236505	1.267726
39	0	-291.4679	-248.6813	-42.78654	3.417471	2.90229	0.04907187	0.02105931	0.0164975	0.0110462	0.0771504	0.0751317	0.0972477	0.00681417	0.0938796	0.0390999	0.0524659	0.0860384	0.0412634	0.26447	0.030075	0.0695395	0.0392807	0.1475934	2	67.64759	0.01130168	0.381559	0.72597	1.08199	1.81048	0.229004	0.308314	0.121636	0.0813015	0.220459	0.0392857	0.1686527	0.875132
40	0	-294.7423	-252.891	-41.85132	2.935934	2.797456	0.08191323	0.02380448	0.00621622	0.0281618	0.0880006	0.0419482	0.00957837	0.0164502	0.0170196	0.0744761	0.149108	0.0829911	0.00344479	0.0267734	0.06673	0.360121	0.0289803	0.1359801	1	61.68169	0.02177721	0.372959	0.719659	1.08131	1.82607	0.268997	0.210888	0.152905	0.0765666	0.210307	0.0803357	0.1597845	0.8510214
41	0	-283.8201	-246.1633	-37.65684	2.495699	3.356437	0.0804592	0.04207692	0.00936488	0.0620206	0.181692	0.0639009	0.00318647	0.0374566	0.0623288	0.0238819	0.10315	0.0200701	0.00442936	0.256569	0.0341033	0.132213	0.0056327	0.1511634	2	50.44331	0.0319212	0.415086	0.749531	1.08379	1.7516	0.197948	0.288591	0.119245	0.146055	0.213478	0.0346832	0.1932403	0.782256
42	0	-292.8451	-256.5974	-36.24771	2.362399	2.893838	0.1517497	-0.01607863	0.00269471	0.0661548	0.314272	0.101119	0.00605963	0.0523553	0.0471903	0.0264531	0.0982155	0.0418867	0.0209267	0.0603997	0.0972812	0.0443584	0.0206328	0.1173215	1	54.36024	0.04713361	0.380879	0.725475	1.08194	1.81171	0.148851	0.375048	0.171039	0.112825	0.15131	0.0409277	0.1012429	1.158812
43	0	-291.0305	-256.0639	-34.96665	2.69078	3.189448	0.2214824	-0.006353479	0.000437639	0.00111073	0.182127	0.316892	0.0996385	0.00353319	0.0181224	0.0794367	0.114141	0.0391417	0.0320044	0.0530463	0.0444891	0.00748825	0.00839031	0.1637491	1	57.45857	0.01648761	0.403407	0.741506	1.0833	1.77178	0.158872	0.269885	0.268647	0.106782	0.168923	0.0268913	0.1573956	1.040366
44	0	-294.0376	-252.4393	-41.59825	3.098515	2.383016	0.08063377	-0.06026687	0.0322659	0.0182468	0.0291904	0.178907	0.0158748	0.0192904	0.1439	0.0807104	0.156722	0.0514235	0.109815	0.129281	0.00737075	0.0106491	0.0163521	0.1685941	1	53.13577	0.02487612	0.335077	0.690408	1.07717	1.89735	0.239988	0.335061	0.138039	0.0514252	0.174176	0.0613106	0.1083272	1.556341
45	0	-287.7509	-251.744	-36.00683	4.376723	2.319721	0.07795648	-0.02858229	0.00563329	0.0435724	0.0252908	0.232405	0.0434031	0.00483245	0.045989	0.0048385	0.121222	0.0831782	0.0616739	0.160193	0.0832244	0.015589	0.0689539	0.2115567	1	50.63788	0.01738194	0.32867	0.685209	1.07626	1.90986	0.212266	0.291901	0.143853	0.115676	0.167372	0.0689316	0.1829744	1.156209
46	0	-287.4182	-249.835	-37.58328	1.298383	1.696829	0.09338449	0.06536955	0.0120552	0.0162637	0.16105	0.145584	0.0310185	0.000581193	0.0380904	0.066053	0.0631899	0.111866	0.0127263	0.115871	0.1387	0.0221567	0.0647931	0.1467721	2	51.88066	0.05470603	0.254191	0.618346	1.06016	2.06731	0.237762	0.269429	0.158881	0.0728893	0.190617	0.0704211	0.2121417	0.691859
