Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-344.7731	-300.8082	-43.96482	3.704606	2.44973	0.295753	0.0622867	0.0187454	0.319484	0.142713	0.249845	0.343634	0.122752	0.392545	1.84302	0.177591	0.446401	0.997697	1.02201	0.662625	0.999532	0.316877	0.157014	0.940909	1.86526	0.139116	0.362899	0.6387323	-0.05998137	0.120187	0.0842597	0.0228624	0.0183899	0.00048112	0.0138948	0.0535485	0.0273404	0.144514	0.137356	0.287302	0.0162177	0.00097231	0.0152153	0.0574592	0.4318718	3	7.7794	0.1186789	0.341638	0.695652	1.07803	1.88468	0.248928	0.271778	0.131929	0.0687244	0.159236	0.119406	0.3718904	1.161288
1	0	-350.9493	-299.9184	-51.03089	6.090178	5.972609	0.287931	0.00992824	0.0483974	0.410735	0.115396	0.0395261	0.119706	0.00649543	0.831156	1.10947	0.437106	1.78832	0.0259003	0.336416	0.719853	1.54165	0.00347032	0.0878631	0.791586	1.08456	0.338761	1.38409	0.5728343	0.1541987	0.0995691	0.0568444	0.0178699	0.000327737	0.118964	0.0205199	0.155957	0.00306898	0.00535171	0.153459	0.130821	0.0260701	0.0596183	0.0602982	0.091259	0.2829229	1	9.739889	0.1836468	0.538063	0.824075	1.08132	1.55654	0.195896	0.311418	0.106393	0.0504398	0.252185	0.0836673	0.4371217	0.6472407
2	0	-334.2159	-298.4595	-35.75637	6.733287	2.16716	0.266215	0.331554	0.0277862	0.155749	0.996651	0.0231798	0.0586754	0.0614298	0.0129718	1.1925	0.407353	0.765306	0.0066832	1.05389	0.30344	0.457272	0.0623652	0.0501966	0.109678	0.347327	0.1599	0.106421	0.2054151	-0.1353544	0.120106	0.0389178	0.0176319	0.0257941	0.0553504	0.0225483	0.0909966	0.00477577	0.0100442	0.0750146	0.244818	0.0810131	0.12171	0.0717261	0.0195521	0.514493	2	7.233331	0.1420892	0.312444	0.671688	1.07366	1.94221	0.227606	0.320419	0.0841816	0.098576	0.12013	0.149087	0.3791387	1.357005
3	0	-345.9869	-305.8176	-40.16926	6.502961	2.200062	0.534643	0.198188	0.00678787	0.129893	0.10873	0.0569022	0.0202874	0.565595	0.072796	0.189134	0.154948	0.556822	0.567208	0.221379	0.549196	0.450676	0.925596	0.564369	0.14272	0.763355	0.705247	0.201029	0.3619519	0.2280155	0.161539	0.0217496	0.0431594	0.0520321	0.0413776	0.00747824	0.125493	0.00118668	0.056275	0.156981	0.0994106	0.00898458	0.00507235	0.132387	0.0868747	0.3116222	2	8.295187	0.08536979	0.316041	0.674731	1.07427	1.93495	0.253348	0.176594	0.0823492	0.0749931	0.256401	0.156314	0.5396377	0.5774655
4	0	-324.8614	-292.6697	-32.19177	6.390875	2.764187	0.979396	0.451185	0.421973	0.15444	0.0126216	0.082435	0.0881444	0.0225757	0.0331504	0.235333	0.153856	0.169567	0.0412574	0.098336	0.706096	0.81544	0.357621	0.548109	0.0396588	0.309221	0.0167535	0.241319	0.222362	-0.01627266	0.144518	0.0163798	0.0179661	0.0351947	0.0258619	0.00189409	0.208333	0.00563908	0.0325511	0.20128	0.135251	0.00509961	0.108724	0.0602411	0.00106671	0.2838265	1	9.03353	0.1197766	0.370154	0.717575	1.08107	1.8312	0.22107	0.303469	0.110675	0.0568718	0.179915	0.127999	0.2675539	1.06082
5	0	-345.584	-297.7544	-47.82954	4.546585	4.778699	0.384684	0.55132	0.00856615	0.184452	0.0728497	0.388299	0.520135	1.2837	0.0669298	2.203	0.355639	0.472242	0.401415	1.21285	0.115673	0.799252	0.238182	1.63775	0.319621	0.279303	0.479542	0.347338	0.5449806	0.1946429	0.137171	0.0206565	0.0358143	0.091651	0.0276378	0.00743517	0.0662962	0.0124573	0.0561224	0.174142	0.309684	0.0153973	0.0169645	0.0268473	0.00172282	0.3147741	3	6.049512	0.249967	0.492618	0.798457	1.08367	1.62526	0.226616	0.252412	0.12007	0.0864237	0.193814	0.120665	0.5094169	0.6179105
6	0	-326.2324	-293.0964	-33.13596	7.203628	2.037334	0.707494	0.140075	0.0256643	0.12194	0.313757	0.0801294	0.12068	0.0818146	0.255542	0.671783	0.729052	0.164617	0.474662	0.0940791	0.434866	0.403377	0.0922434	0.322528	0.346795	0.21132	0.23197	0.451459	0.2616295	0.0931828	0.185532	0.0648677	0.0363999	0.0311848	0.00478831	0.00461697	0.240879	0.0127219	0.0381646	0.00255894	0.155789	0.00455068	0.210241	0.00546153	0.00224332	0.232082	4	8.465728	0.09847109	0.297691	0.658926	1.0709	1.97249	0.218773	0.251456	0.0902924	0.0511039	0.135832	0.252542	0.3252648	0.7135171
7	0	-336.7679	-290.0949	-46.67296	5.659208	2.443384	0.576175	1.25089	0.0101894	0.115714	0.227248	0.0343331	0.089453	2.35815	0.161293	0.968061	0.255401	1.12404	0.2849	0.51755	1.45484	0.232344	0.0709468	0.582574	0.291007	0.43363	0.333413	0.369276	0.4632946	0.1274265	0.138139	0.0468958	0.00979562	0.000553606	0.0776084	0.0065812	0.114622	0.000617963	0.01891	0.0140559	0.362784	0.00129784	0.138905	0.0563917	0.0128416	0.1718814	3	6.700139	0.1307805	0.341022	0.695163	1.07796	1.88586	0.175097	0.245917	0.12803	0.101266	0.172468	0.177223	0.2993078	0.5742629
8	0	-358.2536	-308.5586	-49.69501	5.446445	1.770342	1.08459	0.137058	0.0504733	0.391471	0.155721	0.112049	0.0841942	2.44345	0.75049	1.67517	0.531441	0.579138	1.17039	0.444706	0.168213	0.485622	0.14423	0.424494	0.839078	0.893605	0.219413	1.41559	0.5148744	-0.1574994	0.0843509	0.0490101	0.0171271	0.0216388	0.00923621	0.00762532	0.0464114	0.00364305	0.0515845	0.0948029	0.469426	0.100701	0.0203753	0.0213801	0.00268725	0.5126935	4	5.581162	0.2611904	0.264229	0.628136	1.06302	2.04462	0.25839	0.274103	0.0928758	0.0565554	0.123606	0.19447	0.355194	1.443418
9	0	-341.5408	-293.1172	-48.42366	6.223243	2.257194	0.942523	1.25606	0.00666367	0.0868931	0.28337	0.0487757	0.660106	0.303924	0.396196	1.77824	0.2746	0.890771	0.322276	0.685819	0.0920226	0.297034	0.0337196	0.0243671	0.434415	0.81449	0.0766765	2.12831	0.638224	-0.015096	0.116035	0.0180829	0.0675018	0.0417788	0.00434527	9.29578e-05	0.0974799	0.00196381	0.0190055	0.044407	0.351062	0.00411045	0.145327	0.0849971	0.00381133	0.2882845	3	7.817385	0.1182875	0.322157	0.679845	1.07527	1.92273	0.201198	0.400224	0.0679863	0.0846358	0.0944709	0.151486	0.2731885	1.055259
