Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-397.7422	-343.4532	-54.28894	13.101	4.88575	0.136383	0.356599	0.0345823	0.00431206	0.371897	1.18095	0.63436	0.774407	0.297624	0.397896	0.0375815	0.217801	0.158488	0.387797	1.09451	0.344651	0.140838	0.819679	0.638342	1.06189	0.547654	0.246251	0.4408337	-0.01890407	0.138479	0.170231	0.121292	0.0559995	0.0815525	0.0240244	0.0149974	0.0162688	0.199415	0.0382598	0.0646411	0.00442266	0.00820132	0.0197983	0.0424181	0.3632572	3	19.63806	0.1174953	0.497262	0.80117	1.0835	1.61807	0.0929232	0.117195	0.238873	0.0914433	0.360562	0.0990032	0.3443531	1.054897
1	0	-405.5604	-348.8749	-56.68551	6.728288	3.610629	0.0353752	1.00975	0.487394	1.52783	1.33177	0.228403	1.61647	1.34433	0.672731	0.258577	0.00403803	0.228814	0.697119	0.0745079	0.607715	0.6769	2.49219	0.832964	0.894464	0.11529	0.826371	0.0436793	0.6288331	-0.07377688	0.0171551	0.0942183	0.0600491	0.0185565	0.0665252	0.00317456	0.0323797	0.0186089	0.259516	0.0527513	0.152798	0.0107645	0.0132086	0.162834	0.037461	0.474278	3	10.76082	0.1736337	0.431603	0.760568	1.08423	1.7236	0.128714	0.180484	0.148282	0.113136	0.260697	0.168686	0.4005012	1.184211
2	0	-402.694	-347.4286	-55.26532	7.452097	2.614716	0.94993	0.150346	0.902046	0.130979	0.678189	0.627176	0.0277964	1.0018	0.419271	0.277168	0.812056	0.0959134	0.65388	1.99653	0.110685	0.833294	1.02471	0.0687481	0.106316	0.606781	0.45332	1.92165	0.4354193	-0.1074146	0.0120433	0.200082	0.0892203	0.00644962	0.086739	0.00276429	0.00796914	0.00379277	0.119882	0.163561	0.164212	0.068519	0.00649278	0.0607566	0.00751702	0.3325764	3	9.178593	0.1600187	0.35707	0.707687	1.07982	1.85542	0.133509	0.182949	0.159913	0.0647365	0.302859	0.156033	0.2251618	1.477055
3	0	-393.0437	-343.8526	-49.19107	11.0752	1.220287	0.226303	0.391441	0.549242	0.105174	0.576518	1.38744	1.50696	0.0300445	0.08676	0.493256	0.899418	0.260576	0.194133	0.293193	0.00892336	0.625687	0.0934675	0.0884052	0.295556	0.0510299	1.16593	1.26966	0.4012141	0.1214955	0.052249	0.096536	0.0680571	0.0143238	0.116716	0.0459734	0.0626593	0.00251885	0.194467	0.125784	0.150534	0.0103395	0.0109172	0.027301	0.021624	0.4182766	3	12.18329	0.1424641	0.17871	0.534246	1.02869	2.25835	0.152657	0.124847	0.157194	0.113402	0.303458	0.148442	0.539772	0.7749134
4	0	-401.3596	-340.2359	-61.12364	5.640429	5.396783	0.323936	0.137461	1.81146	0.115141	1.47753	1.94076	2.53142	0.774172	0.0804418	0.992615	1.28503	0.89381	4.80742	0.190587	0.87811	0.298302	0.400015	0.178649	0.846554	0.567356	0.277338	0.84238	0.6046601	-0.003743627	0.0594672	0.155437	0.0294493	0.117912	0.053386	0.0537002	0.136433	0.00315037	0.141013	0.0333579	0.0957514	0.00854613	0.0325329	0.0712919	0.00857201	0.3684988	5	6.42782	0.3009545	0.517767	0.812886	1.08255	1.5868	0.148873	0.147027	0.247717	0.0966669	0.266912	0.0928041	0.3647552	1.010263
5	0	-402.7364	-338.6929	-64.04351	5.924426	4.170387	1.1883	0.170801	0.213593	0.380928	0.980205	3.12855	0.981878	0.351466	0.684968	1.3475	0.463717	0.80438	1.10136	0.432348	1.81425	4.75174	0.058649	2.04732	0.462337	0.151203	0.343044	0.071374	0.679366	-0.2744712	0.179832	0.0576089	0.121284	0.137914	0.0701352	0.0125366	0.0016769	0.00877227	0.125082	0.00300799	0.0822959	0.026358	0.0271886	0.115571	0.030737	0.7703134	4	7.318083	0.1337722	0.463484	0.780903	1.08434	1.67128	0.10678	0.12001	0.253259	0.108295	0.260297	0.151359	0.4958423	1.553545
6	0	-402.9898	-345.3674	-57.62241	6.712341	3.385238	0.181895	0.962023	0.537587	0.0220059	0.986977	1.53486	0.768783	0.122822	0.551168	1.04619	0.121376	0.0757067	1.2875	0.307785	1.50319	1.43632	0.0602384	2.11427	1.19207	0.252648	0.107104	0.385988	0.502653	0.1354375	0.122833	0.0284093	0.134847	0.0421904	0.0907468	0.0561748	0.00335224	0.00980409	0.0856011	0.00371365	0.191073	0.0177612	0.0119427	0.161306	0.0402441	0.5447296	2	8.16536	0.1455068	0.417031	0.750849	1.08385	1.74827	0.1062	0.164931	0.237316	0.0977859	0.299003	0.0947629	0.6801671	0.8008761
7	0	-387.0456	-342.0791	-44.96649	9.083023	2.735926	0.428819	0.39439	0.324735	0.0418184	0.835402	1.10084	0.435125	0.58795	0.659896	0.425387	0.0500445	0.209438	0.177062	0.125957	1.78401	0.0844405	0.0750508	0.422278	0.143842	0.3897	0.230173	0.299447	0.4436526	-0.01684777	0.0170497	0.0613092	0.259326	0.0184721	0.0756025	0.105274	0.00733148	0.0195063	0.0775555	0.0469521	0.204464	0.030897	0.0433286	0.0182242	0.0147073	0.5068697	5	14.35608	0.2224511	0.367742	0.715773	1.08086	1.83563	0.166692	0.149224	0.199954	0.115547	0.25227	0.116312	0.4900219	1.034382
8	0	-402.9053	-342.7176	-60.18768	7.551404	1.462126	0.735106	0.209779	1.4305	1.38537	2.23797	3.24992	1.63872	0.435721	0.832106	0.00467127	0.597992	0.80844	0.385096	0.250574	1.34735	0.484352	0.559332	0.00199839	0.312051	2.30926	0.29396	1.62015	0.6344112	0.01173638	0.0432565	0.0702314	0.320802	0.06484	0.00177525	0.00294184	0.0604365	0.00371937	0.0899308	0.0108874	0.20386	0.026801	0.00690474	0.0717184	0.0218949	0.5858567	4	8.499783	0.2324846	0.219412	0.582128	1.04812	2.15034	0.183905	0.165705	0.155915	0.0996049	0.187121	0.207749	0.5975931	0.9803606
9	0	-400.9366	-344.0101	-56.92654	7.797637	2.792337	0.291311	0.0140864	0.319012	0.0604759	0.970959	1.58473	0.848594	0.451688	0.214881	0.0399474	0.911423	0.386618	1.43591	0.284593	2.5992	0.618818	0.170507	0.873038	1.44969	0.616459	0.222926	0.851552	0.5432824	-0.02469566	0.07956	0.100444	0.0465765	0.12103	0.0296092	0.0600083	0.00658572	0.0059467	0.0967306	0.0364239	0.239928	0.0416165	0.0414675	0.0589421	0.0351301	0.3810748	2	8.430866	0.2863122	0.37253	0.719341	1.08128	1.82685	0.132064	0.224795	0.188796	0.10641	0.263373	0.0845619	0.3563791	1.069296
10	0	-400.5236	-350.2217	-50.30189	6.507249	1.804905	0.565333	0.34011	0.0405265	0.131961	0.684994	1.35867	0.665495	0.0645848	0.0937396	1.61248	0.106387	0.17652	0.500248	1.17782	0.707931	0.149251	0.025612	0.31088	0.444059	0.0124694	0.274996	2.99813	0.6052904	0.07450182	0.0853501	0.0512002	0.104712	0.145136	0.0229154	0.028924	0.0110516	0.00245198	0.0454158	0.0544334	0.321566	0.0140483	0.082467	0.0253428	0.00498522	0.4446465	3	7.330071	0.2070031	0.268819	0.632523	1.06424	2.03442	0.104346	0.197314	0.228396	0.0825508	0.21047	0.176923	0.5191483	0.8564922
11	0	-394.1897	-343.3666	-50.8231	10.06161	3.794662	0.252452	0.0954969	0.0859535	0.0247236	1.6391	1.30777	0.713805	0.051028	0.143967	0.880293	0.330165	0.23072	0.00576942	0.263317	0.527854	0.207599	0.33727	0.267717	1.1007	0.244596	0.121355	0.187053	0.3312448	-0.04328267	0.0324843	0.12828	0.230433	0.137382	0.0224105	0.0625361	0.0195352	0.0227195	0.0837941	0.0347933	0.108782	0.0451808	0.0297382	0.0140393	0.0278917	0.5668574	3	11.0978	0.2567712	0.442714	0.767795	1.08437	1.70512	0.164933	0.166986	0.220728	0.095933	0.256377	0.0950428	0.5235747	1.082668
12	0	-392.7774	-343.359	-49.41837	8.547629	3.387105	0.66375	0.17813	0.16161	0.0196337	0.301149	1.55146	0.53438	0.66254	0.888994	0.630897	0.307004	0.284326	0.87785	0.535302	0.380908	0.881128	0.251795	1.15924	0.628403	0.0164658	0.16445	0.0432849	0.3666758	0.0002722838	0.116347	0.0326512	0.175469	0.0538044	0.0536015	0.00923213	0.052915	0.0192876	0.0987475	0.0217134	0.115594	0.0315793	0.0237048	0.0714947	0.123858	0.3758662	3	11.92507	0.1693895	0.417156	0.750934	1.08386	1.74805	0.174758	0.137659	0.25532	0.0804253	0.206815	0.145021	0.3761385	0.9992761
13	0	-386.6484	-340.261	-46.38744	9.812778	3.115703	0.514934	0.0753332	0.130544	0.0963537	0.671844	1.23742	0.818125	0.253412	0.478564	0.257656	0.0499746	0.162707	0.156131	0.11507	0.273011	0.931993	0.184481	0.687569	0.860436	0.915131	0.625147	0.0966439	0.3985139	0.09515488	0.0393851	0.125374	0.157814	0.0619694	0.106051	0.0595014	0.00930608	0.0115605	0.0767951	0.0424798	0.177202	0.0276423	0.00494398	0.0456406	0.0543357	0.3452831	3	11.85731	0.09472113	0.398019	0.737739	1.08303	1.78121	0.13636	0.136454	0.246133	0.113256	0.244556	0.123241	0.4404379	0.7839539
14	0	-393.876	-344.8363	-49.03975	10.18471	3.453004	0.0170758	0.11078	0.0129335	0.515945	0.944387	0.298583	0.801812	0.226766	0.412775	0.540379	0.144007	0.686923	1.36817	0.128242	0.665714	0.214158	0.177557	0.00142574	0.0436492	0.190532	0.334468	0.0499416	0.2895723	0.09553188	0.0352784	0.0344233	0.0517513	0.141481	0.097678	0.00607117	0.00740287	0.00762026	0.0836454	0.0175433	0.194993	0.0136199	0.145609	0.153868	0.00901435	0.4976198	2	10.20596	0.1502011	0.421531	0.75388	1.08399	1.7406	0.187571	0.158815	0.185494	0.110509	0.206369	0.151243	0.5931517	0.8389419
15	0	-395.8485	-340.9584	-54.89015	10.26302	2.009439	0.043945	0.279152	0.368844	0.0521183	0.775993	1.42906	0.83569	0.13873	0.511968	0.55988	1.09942	0.229508	1.7605	0.165078	0.00124655	0.00451633	0.994191	0.508388	1.53047	0.177757	0.270522	0.302471	0.4674473	-0.1435934	0.0328277	0.186496	0.0456853	0.127025	0.0213972	0.050563	0.00522371	0.0472011	0.182524	0.0458424	0.0683195	0.00326902	0.0103071	0.128964	0.0443555	0.3587106	2	16.98058	0.2155803	0.294399	0.656014	1.07022	1.97936	0.145839	0.127385	0.202797	0.105774	0.280999	0.137206	0.2151172	1.667512
16	0	-401.9712	-344.4106	-57.56066	7.834811	5.466902	1.18586	0.268505	0.355017	0.374763	1.7032	0.652804	0.158794	1.54345	0.845203	0.504869	0.250649	0.245321	0.195925	0.401691	1.28462	0.185749	1.65874	0.107338	0.256799	0.65931	0.61298	0.332501	0.6001032	0.1526184	0.0290494	0.0911758	0.10944	0.0892577	0.030212	0.00648887	0.0533356	0.0243189	0.0862608	0.100614	0.193171	0.0243847	0.0361256	0.104981	0.0211849	0.225952	4	9.498453	0.2755641	0.520385	0.814352	1.08241	1.58285	0.113969	0.143316	0.230847	0.0625889	0.260258	0.189021	0.3785704	0.5968559
17	0	-392.8563	-338.7596	-54.09672	11.07961	4.936833	0.143372	0.125717	0.867709	0.0283122	0.517316	1.60336	0.553135	0.0770001	0.32043	0.229838	0.171912	0.126755	1.3217	0.305927	0.58692	0.0768979	1.23518	0.012873	0.193727	0.618544	0.0861393	0.279543	0.5788934	-0.1470199	0.11866	0.0401145	0.032619	0.0638246	0.0266726	0.0461509	0.107249	0.00568109	0.103255	0.0684554	0.191568	0.000460455	0.0133359	0.144747	0.0372068	0.4512951	3	11.72831	0.2562748	0.499433	0.802431	1.08341	1.61473	0.13183	0.17403	0.223863	0.0737662	0.278964	0.117547	0.3042752	1.483181
18	0	-395.7491	-345.829	-49.92011	6.714025	1.696006	0.403442	0.37339	2.40614	0.103215	1.43358	1.2386	0.0866636	0.143162	2.12239	0.371655	0.0133095	0.0080317	0.173048	0.515034	0.0647362	0.481981	1.08798	0.501065	0.608148	0.866936	1.40514	0.0362412	0.7778834	0.05679242	0.276574	0.0655786	0.0566238	0.0548308	0.0644615	0.0562058	0.0157166	0.0173899	0.121924	0.0647102	0.0772418	0.035303	0.0265282	0.06683	8.18711e-05	0.3728747	5	8.504903	0.2039717	0.254076	0.618233	1.06012	2.06757	0.115161	0.102733	0.166884	0.105264	0.327441	0.182517	0.4296671	0.8678223
