Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-154.1244	-138.4937	-15.63063	13.04302	2.645295	0.227882	0.15285	0.0442783	0.0374198	0.0750754	0.0931803	0.0568048	0.0758424	0.0709267	0.1927	0.06874889	0.0709683	0.0116	0.0212924	0.138109	0.0173958	0.0219643	0.013993	0.0217559	0.00731849	0.267977	0.0669895	0.142374	0.0523128	0.0206365	0.0243959	0.171886	0.1529256	0	55.22401	0.04086981	0.359813	0.709783	1.0801	1.8503	0.0278489	0.296829	0.0774908	0.49613	0.0571121	0.044589	0.2238939	0.6830271
100	-157.4987	-135.4863	-22.01244	36.34752	2.153177	0.0379992	0.0633057	0.0567659	0.103413	0.124544	0.0931774	0.111722	0.0168535	0.061981	0.115115	0.08595215	0.04093392	0.139889	0.0108072	0.148842	0.000668401	0.0322943	0.00138796	0.00813864	0.075129	0.059942	0.135366	0.131966	0.0169956	0.0531397	0.011169	0.174265	0.04963475	0	66.44334	0.05522051	0.310899	0.670373	1.07339	1.94534	0.136352	0.118302	0.0420057	0.543757	0.0334543	0.126128	0.09056867	0.5480344
200	-171.9193	-136.6268	-35.29249	14.96341	1.337563	0.236214	0.25927	0.762198	0.173258	0.252039	0.00351536	0.264944	0.829446	0.64662	0.0245789	0.4473187	0.06310864	0.0130834	0.053684	0.0333615	0.192545	0.0567338	0.0265372	0.0541245	0.0645668	0.124901	0.0732725	0.0438057	0.0322495	0.0181978	0.0822005	0.130736	0.4225496	0	56.20313	0.04091782	0.199104	0.559079	1.03926	2.20255	0.134468	0.168272	0.0246373	0.561587	0.0630522	0.0479834	0.4856583	0.8700555
300	-149.4849	-131.8465	-17.63842	20.76486	3.204648	0.0238236	0.313491	0.0276036	0.0111259	0.139849	0.0439014	0.208105	0.0712448	0.103805	0.112162	0.1110376	-0.05892361	0.0222139	0.0995701	0.121976	0.0524686	0.0269858	0.102954	0.0279852	0.000847086	0.104634	0.0919915	0.0733337	0.0460235	0.0752515	0.00259691	0.151168	0.1189262	0	53.45096	0.04517545	0.404499	0.742264	1.08336	1.76988	0.0798856	0.187549	0.102195	0.522437	0.0416217	0.0663118	0.06000256	1.982018
400	-147.6818	-126.2833	-21.39844	25.37408	5.969267	0.00737201	0.290445	0.00864444	0.0111476	0.121757	0.279529	0.00961626	0.246947	0.0278438	0.00474629	0.142866	-0.01339128	0.00644049	0.0140806	0.104997	0.154275	0.0513007	0.00376966	0.0362816	0.0297254	0.0971738	0.313503	0.0508607	0.0177969	0.0237902	0.0736743	0.0223303	0.08180514	0	57.08095	0.04744031	0.537952	0.824015	1.08133	1.55671	0.112034	0.205339	0.0516067	0.529432	0.0298203	0.0717678	0.06841386	1.195739
500	-157.9152	-129.8542	-28.06102	8.681087	3.906693	0.1674	0.305363	0.248973	0.221367	0.00167287	0.01698	0.0479597	0.271548	0.293191	1.88794	0.2385896	0.0414513	0.0603361	0.00554556	0.155383	0.067069	0.207676	0.00981638	0.00873221	0.0139775	0.0276003	0.0881381	0.00551903	0.172336	0.00932042	0.00885758	0.159692	0.07917534	0	55.78358	0.1215187	0.449162	0.771919	1.0844	1.69451	0.0382387	0.164316	0.0707723	0.572976	0.0697568	0.0839395	0.1206266	0.6563669
600	-158.6481	-134.65	-23.99819	12.8225	3.113861	0.0514267	0.0542467	0.354057	0.0916469	0.00382879	0.761483	0.131472	0.197205	0.120121	0.0993717	0.1167562	0.01326698	0.146507	0.044103	0.278011	0.00896186	0.0104633	0.0963319	0.0264311	0.0423086	0.0079882	0.113665	0.0487916	0.113285	0.0290075	0.0316788	0.0024675	0.121619	0	59.35488	0.08493971	0.397883	0.737643	1.08302	1.78145	0.0749455	0.153408	0.0211422	0.536207	0.10066	0.113638	0.1348859	0.901643
700	-162.7888	-135.8784	-26.91037	25.33607	1.787349	0.243423	0.18561	0.061317	0.428803	0.456059	0.0199954	0.246203	0.00817289	0.221425	0.0772673	0.1394842	-0.005334077	0.0124423	0.00823993	0.188096	0.00996698	0.00924476	0.13933	0.0175241	0.107383	0.0903139	0.229397	0.0259809	0.0105	0.0353146	0.0478877	0.0683793	0.06501808	0	50.50137	0.01902945	0.266498	0.630312	1.06363	2.03956	0.0589072	0.11051	0.101121	0.588315	0.0398572	0.10129	0.05968401	1.089372
800	-168.2382	-137.7715	-30.46677	11.99751	0.5814532	0.0867439	0.62424	1.15467	0.74448	0.428585	1.01033	0.121802	0.236395	0.372598	0.973163	0.4302635	0.04933827	0.0320411	0.0334903	0.128738	0.039002	0.00575901	0.0584589	0.102681	0.0676889	0.106325	0.278881	0.00354713	0.00228566	0.0908654	0.0113513	0.0388844	0.1570367	0	55.09931	0.07561695	0.0493067	0.301804	0.871554	2.77734	0.118944	0.130997	0.0822509	0.577893	0.0178213	0.0720944	0.206375	0.760929
900	-150.4709	-128.9423	-21.52856	8.082967	3.975976	0.206887	0.433109	0.367982	0.119659	0.113985	0.531676	0.282943	0.0820961	0.0609074	0.330008	0.2250801	0.0186559	0.0216404	0.0181301	0.083333	0.0429892	0.0117852	0.160404	0.0263519	0.0265787	0.0388789	0.401457	0.00333499	0.0524926	0.0411749	0.0220968	0.0493519	0.1274524	0	52.1165	0.1024895	0.453038	0.774374	1.0844	1.68818	0.104438	0.1837	0.0319242	0.487276	0.0615769	0.131085	0.1461083	0.8723146
1000	-152.7552	-127.6368	-25.11846	12.69521	3.645486	0.254076	0.796486	0.236302	0.258943	0.104711	0.14527	0.41707	0.0334308	0.376401	0.0952479	0.2138363	-0.009741389	0.187078	0.0346628	0.264787	0.0454224	0.031259	0.0161836	0.0448173	0.0235189	0.027033	0.264263	0.0315088	0.00793428	0.0104178	0.00301363	0.00810145	0.2187775	0	56.35184	0.07504096	0.433759	0.761983	1.08427	1.71999	0.0680202	0.205671	0.0532576	0.472526	0.0521778	0.148347	0.2090361	1.046601
1100	-162.9567	-131.4267	-31.52999	7.218465	3.354768	0.44154	0.707092	0.440147	0.137763	0.0337769	1.63483	0.14548	0.138227	1.68224	0.0058448	0.312219	-0.07342027	0.146028	0.0790896	0.100089	0.0867897	0.0359905	0.0484963	0.0192467	0.00603181	0.0391536	0.0990424	0.0849301	0.0550983	0.0156515	0.0348657	0.149498	0.1726926	0	59.25368	0.06463749	0.414972	0.749454	1.08378	1.75179	0.0506055	0.0932485	0.0318783	0.704203	0.0451543	0.0749102	0.09927233	1.739584
1200	-156.3457	-129.8807	-26.46508	24.95965	2.701	0.096931	0.265594	0.168459	0.173977	0.025442	0.0425704	0.300607	0.055517	0.354352	0.752061	0.2846256	0.01644425	0.016205	0.0129923	0.123617	0.0240434	0.0922989	0.0305412	0.041546	0.0150994	0.042689	0.111521	0.148888	0.160977	0.13032	0.0395724	0.00969074	0.1170158	0	60.66968	0.06847887	0.364721	0.713503	1.08058	1.8412	0.081638	0.157216	0.0554886	0.58757	0.0504237	0.0676639	0.13346	0.8767852
1300	-155.9618	-133.2486	-22.71318	9.982294	5.93609	0.0455487	0.136738	0.162032	0.220757	0.134953	0.232089	0.0853595	6.3676e-05	0.463875	0.115476	0.1756497	0.004751031	0.0698612	0.0519954	0.212565	0.0269817	0.0570298	0.0430476	0.0417362	0.0545757	0.116215	0.0222862	0.069617	0.0194649	0.0636231	0.0013004	0.149701	0.1183318	0	56.64085	0.07833324	0.536852	0.823418	1.0814	1.55833	0.0622979	0.201594	0.0692845	0.53709	0.0278346	0.101899	0.1230828	0.9613997
1400	-146.5314	-127.3465	-19.18493	20.71596	4.024158	0.0936139	0.180606	0.0954629	0.0725602	4.49872e-05	0.0423315	0.122264	0.0462034	0.0970609	0.232547	0.0794545	-0.03399808	0.00395821	0.0203877	0.107149	0.0522429	0.0246704	0.025883	0.00604249	0.045782	0.117315	0.165784	0.173387	0.0370799	0.183175	0.0217483	0.0153952	0.09778405	0	53.55647	0.08128881	0.455684	0.77604	1.0844	1.68388	0.0458704	0.132656	0.0372538	0.672626	0.0357206	0.0758728	0.06378597	1.533002
1500	-174.5307	-143.3339	-31.19688	12.97506	4.360734	0.577027	0.722852	0.0456545	0.0909293	0.319354	0.521154	0.453956	0.0513446	0.20029	0.0711	0.2923394	-0.05134885	0.0965439	0.125843	0.0224506	0.123528	0.119079	0.000368293	0.0067486	0.0362234	0.0320279	0.116495	0.02366	0.0338706	0.159908	0.0941402	0.00911342	0.1698672	0	55.43961	0.06909587	0.473144	0.786827	1.08419	1.65584	0.0278224	0.175685	0.0441448	0.592921	0.0372986	0.122128	0.1185184	1.433256
1600	-156.9381	-132.3803	-24.55782	19.87754	2.092129	0.0280797	0.200305	0.266176	0.136672	0.160368	0.110714	0.35045	0.0997245	0.44723	0.00260365	0.1356988	-0.06422086	0.0160882	0.0276046	0.227036	0.0335418	0.0149807	0.0147933	0.0301813	0.131195	0.0501447	0.150658	0.162354	0.0478047	0.0485779	0.00555415	0.0394856	0.1280921	0	56.28027	0.08216945	0.30403	0.664466	1.07213	1.95937	0.0678096	0.240691	0.0767265	0.454904	0.0430885	0.11678	0.0638712	2.005474
1700	-152.9778	-132.0941	-20.88368	16.21158	2.672318	0.000920361	0.0751083	0.0784504	0.0375427	0.00108803	0.248405	0.0513728	0.299869	0.6461	0.0137878	0.1095229	0.01793061	0.0319182	0.225346	0.130904	0.0611798	0.16973	0.00854273	0.0224108	0.00424423	0.0158252	0.117181	0.0608633	0.0321395	0.0224565	0.00748679	0.0897726	0.08953431	0	50.00939	0.04937979	0.362208	0.711603	1.08034	1.84585	0.0698388	0.151518	0.123361	0.590193	0.0375087	0.0275807	0.1074649	0.8331492
1800	-153.7446	-128.7891	-24.95551	35.64635	3.068365	0.039415	0.0547197	0.171641	0.267303	0.00863479	0.430642	0.0408833	0.0389686	0.157831	0.0122349	0.1938984	-0.03766985	0.0528732	0.0289734	0.302513	0.0918155	0.0106443	0.0122775	0.0370713	0.0336326	0.0310182	0.114386	0.0902829	0.0332778	0.149874	0.00907855	0.00228119	0.1038317	0	59.50611	0.02789859	0.394483	0.735244	1.08283	1.78744	0.0560182	0.134852	0.0880758	0.631409	0.0351502	0.0544947	0.06616184	1.569359
1900	-164.4967	-137.2203	-27.27646	12.68716	1.425178	0.207588	0.260617	0.256093	0.266048	0.0382135	0.821511	0.0767972	0.49789	0.0285459	0.00699373	0.1606103	0.0228956	0.00785355	0.0751944	0.0506181	0.0582229	0.0478473	0.207716	0.090812	0.174227	0.0412492	0.0176005	0.0496811	0.0257273	0.0733621	0.0257743	0.054115	0.0532824	0	51.6843	0.03938363	0.213529	0.575609	1.04571	2.16515	0.102998	0.118577	0.066261	0.635663	0.0277122	0.0487893	0.07617799	0.6994461
2000	-155.5419	-132.9574	-22.58445	9.693107	4.464535	0.123873	0.297421	0.0803738	0.11402	0.212749	0.363055	0.0455951	0.0531789	0.431488	0.270612	0.2485441	-0.03104199	0.0272537	0.0856303	0.0685658	0.240015	0.131676	0.0446685	0.0134616	0.00159206	0.0537988	0.04206	0.00898183	0.249082	0.00636594	0.0175038	0.00934549	0.1667438	0	64.09644	0.04810856	0.478193	0.789882	1.08409	1.64784	0.046315	0.161879	0.0480289	0.670114	0.0429303	0.030733	0.1357018	1.228752
2100	-142.6375	-130.3481	-12.28936	19.79197	4.517179	0.0409359	0.0146197	0.0751532	0.0333148	0.0218544	0.0272055	0.163742	0.0355477	0.185957	0.0274425	0.07442869	0.02303754	0.115772	0.0319934	0.165984	0.00216985	0.115239	0.0399873	0.028754	0.00504077	0.0553812	0.170534	0.102812	0.00984802	0.141921	0.0127411	0.00182198	0.07885397	0	50.33831	0.03350693	0.480698	0.791387	1.08402	1.64389	0.0918519	0.152803	0.0667925	0.545752	0.0542366	0.0885639	0.1018915	0.7739013
2200	-156.0529	-135.8227	-20.23018	15.97159	3.374214	0.0763993	0.0190256	0.120065	0.0565708	0.284413	0.0664222	0.00788113	0.135441	0.316394	0.0986341	0.1566047	0.03194925	0.104018	0.0700371	0.117335	0.00753548	0.020045	0.103368	0.0462783	0.0642467	0.0431001	0.14373	0.061218	0.145264	0.0260472	0.0282201	0.0195566	0.07365084	0	53.98928	0.03518841	0.416289	0.750347	1.08383	1.74954	0.0641106	0.136726	0.0444447	0.648581	0.0692272	0.0369104	0.1056001	0.6974505
2300	-171.1466	-139.4335	-31.71316	11.63148	1.219567	0.122754	0.56835	0.0695485	0.276437	0.478584	0.14323	0.0592919	1.79405	0.0568254	0.293616	0.5650808	-0.008195077	0.103838	0.136248	0.0751938	0.0460738	0.0871206	0.11607	0.0282669	0.0363316	0.121473	0.0799789	0.00545877	0.071122	0.0643846	0.00221861	0.0262219	0.135831	0	68.55044	0.04167726	0.178581	0.534083	1.02862	2.25872	0.0680188	0.169536	0.0995463	0.587825	0.0555704	0.0195039	0.127636	1.064207
2400	-162.72	-132.8315	-29.88851	18.74867	0.8425034	0.447068	0.83732	0.0642944	0.310074	0.105318	0.470126	0.575605	0.459194	0.0423621	0.193118	0.3450647	-0.01905771	0.158312	0.162264	0.0958029	0.258307	0.0136537	0.00641268	0.0722463	0.00459888	0.12119	0.0530082	0.035611	0.00205765	0.00826011	0.0011134	0.0071625	0.1059772	0	51.27203	0.02563781	0.104566	0.423699	0.96807	2.50366	0.0779976	0.127554	0.0543547	0.643472	0.0482168	0.048405	0.08691947	1.219257
2500	-159.0185	-126.8666	-32.15186	5.660929	3.015511	0.439933	0.50196	0.0447788	0.351927	0.341622	0.18022	0.169655	2.5123	0.0134169	0.447004	0.4419214	-0.05929937	0.0737802	0.105219	0.0902756	0.0873498	0.0679209	3.87691e-05	0.0264327	0.0220054	0.156676	0.237778	0.0692129	0.00740905	0.0362498	0.00402062	0.0156306	0.2664437	0	51.79718	0.06382598	0.390458	0.732383	1.08259	1.79457	0.0422606	0.168608	0.0353894	0.679489	0.0296357	0.044617	0.2071444	1.286271
2600	-164.7415	-135.6553	-29.08622	16.90922	2.332329	0.0470035	0.0145064	0.516665	0.124458	0.151616	0.965105	0.745195	0.00569515	0.32123	0.155022	0.3034808	-0.1091788	0.000595508	0.0884216	0.143121	0.00513377	0.0267988	0.0229989	0.117525	0.0917206	0.131728	0.177419	0.00216897	0.0801631	0.0631943	0.022802	0.0262086	0.1844123	0	53.21316	0.04645065	0.329961	0.686262	1.07645	1.90733	0.0960965	0.158473	0.111612	0.573736	0.0211398	0.038943	0.07523355	2.451198
