Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-374.4522	-328.7388	-45.71333	6.127432	3.651262	0.0108858	0.0797282	0.290596	0.230356	0.0111007	0.0820371	0.0125136	0.142296	0.0625204	0.130756	0.196996	0.122328	0.157795	0.000640748	0.186317	0.0216185	0.111341	0.0529858	0.312749	0.02556	0.17531	0.09957	0.212117	0.0525748	0.0632404	0.332833	0.00683277	0.0241016	1.07809	0.502436	0.219993	6.64816e-05	0.259213	0.00064332	0.0200342	0.905421	0.202141	0.0427873	0.0380774	0.248954	0.00531952	0.0364276	0.240945	0.132904	0.1782966	0.1088647	0.0606636	0.0640441	0.0438563	0.0995419	0.00349263	0.102684	0.0777813	0.0431678	0.0208345	0.129077	0.104933	0.0478388	0.00256103	0.190044	0.00948093	0.6813032	7	6.859642	0.2329513	0.434114	0.762215	1.08427	1.7194	0.180299	0.212105	0.135093	0.0785664	0.153418	0.240519	0.7901679	0.8622259
1	0	-360.9063	-323.3425	-37.56377	5.748757	4.393061	0.000776405	0.00377839	0.123774	0.146794	0.699253	0.184168	0.0668993	0.00947917	0.0528312	0.108657	0.26502	0.0163753	0.2613	0.0137282	0.0751609	0.126725	0.0979419	0.238478	0.170338	0.119462	0.00151258	0.223501	0.0736641	0.189497	0.180124	0.0361197	0.0164525	0.00460665	0.0238732	0.0938991	0.0995579	0.433514	0.0158339	0.295915	0.243642	0.0199429	0.00133815	0.014449	0.00664759	0.0386051	0.293965	0.118798	0.140518	0.0228813	0.1357987	0.2790044	0.0416909	0.0360236	0.0661539	0.0368644	0.0326898	0.0307821	0.0235182	0.00963291	0.0281946	0.11004	0.0755315	0.406342	0.0559337	0.010628	0.0359743	0.3853894	10	9.071634	0.2118636	0.474733	0.787791	1.08416	1.65331	0.220887	0.332298	0.0930558	0.127646	0.116063	0.110051	0.6643938	0.5800617
2	0	-337.4133	-313.7664	-23.64691	6.330385	2.192418	0.0143636	0.103043	0.058946	0.223833	0.317864	0.0254763	0.00479024	0.000304314	0.037892	0.0968711	0.0609784	0.00814163	0.126725	0.0205623	0.00809007	0.0283336	0.03466	0.0876781	0.108996	0.0251294	0.0663019	0.0231084	0.0795603	0.240845	0.054314	0.198539	0.0847168	0.0096601	0.0668704	0.30494	0.0345016	0.292952	0.1011	0.347998	0.0310114	0.00112353	0.0207105	0.00281657	0.201011	0.0171912	0.0261961	0.0847526	0.0182541	0.0436023	0.09573718	0.01540197	0.196563	0.00881853	0.0858005	0.0228552	0.0109491	0.0538905	0.194803	0.0756455	0.0251024	0.00341346	0.091012	0.0338133	0.0420455	0.132852	0.0224362	0.5088847	7	12.01963	0.2467513	0.31521	0.67403	1.07413	1.93662	0.159782	0.237524	0.174923	0.0766616	0.129832	0.221277	0.5242867	0.970623
3	0	-380.3685	-324.4313	-55.93725	7.588692	1.032307	0.00280603	0.311439	0.157262	0.309978	0.233435	0.14742	0.0134325	0.0834606	0.114236	0.00355868	0.318336	0.211135	0.601519	0.0638896	0.0793976	0.300227	0.0097001	0.205137	0.45515	0.0130882	0.0606016	0.598348	0.153254	0.0738949	0.013503	0.229528	0.109455	0.039214	0.104147	0.129588	0.340477	0.157859	0.337656	0.188573	0.101246	0.0286962	0.0956489	0.309225	0.0434553	0.0776569	0.284069	0.0504247	0.191484	0.138298	0.1444906	0.133398	0.123852	0.00777431	0.0182229	0.0356932	0.0290974	0.0730261	0.0794221	0.0210935	0.0172552	0.29956	0.0805989	0.0171633	0.0180621	0.176775	0.00240413	0.4367302	10	9.954108	0.1336628	0.143355	0.486252	1.00515	2.36524	0.169077	0.183807	0.0981354	0.127547	0.24237	0.179064	0.5701282	0.7660211
4	0	-352.4538	-318.1073	-34.34645	14.66567	3.029844	0.0499385	0.0333386	0.0288556	0.0633008	0.016573	0.000338262	0.0457119	0.00939435	0.109763	0.000368186	0.14112	0.195457	0.179788	0.0236027	0.239184	0.00684045	0.0419336	0.00369687	0.0090854	0.00209885	0.0625097	0.199109	0.0181978	0.0116394	0.104989	0.0493102	0.00319114	0.0944342	0.109447	0.0351944	0.378392	0.0254008	0.235925	0.309482	0.0129888	0.0804934	0.0157028	0.115474	0.000956033	0.00318846	0.101792	0.0566893	0.137147	0.00226007	0.07873507	0.1033915	0.0916295	0.0650883	0.0246349	0.0182201	0.0248489	0.00462304	0.0807739	0.102915	0.0174273	0.235482	0.0193575	0.000575844	0.124787	0.0536523	0.135984	0.3777603	4	17.99518	0.09992941	0.391558	0.733167	1.08266	1.79262	0.118605	0.273128	0.19105	0.105377	0.181255	0.130584	0.4811518	0.7851166
5	0	-368.718	-328.2676	-40.45043	7.616241	2.482629	0.0346138	0.0751727	0.00825369	0.172791	0.327784	0.0297599	0.039983	0.0129239	0.00990179	0.081332	0.0901765	0.015258	0.288435	0.00870613	0.0592444	0.060024	0.143953	0.263284	0.554532	0.00726769	0.0112825	0.035217	0.237901	0.00364683	0.0718111	0.013178	0.288765	0.0293807	0.430567	0.0125029	0.151322	0.0659539	0.171906	0.125694	0.0743053	0.230257	0.240652	0.0405309	0.0187945	0.131957	0.419775	0.0267952	0.00670689	0.0297313	0.1205315	0.1750462	0.0577789	0.0130985	0.212058	0.0496333	0.059639	0.088732	0.0323104	0.0362807	0.049879	0.0765003	0.0858888	0.00275803	0.0134994	0.131051	0.0908931	0.3740635	5	10.25839	0.2094785	0.344804	0.698155	1.07843	1.87861	0.137573	0.346187	0.117927	0.0944689	0.227255	0.0765901	0.5491097	0.6812181
6	0	-391.4294	-328.6524	-62.77694	6.207701	1.63227	0.158428	0.174389	0.0181064	0.355991	0.00532311	0.0687573	0.00507677	0.0234404	0.0423261	0.387076	0.335838	0.210396	0.505464	0.152815	0.30422	0.627398	0.0130126	0.660016	0.148831	0.0884332	0.278732	0.275251	0.015442	0.169656	0.176899	0.0408359	0.000649873	0.0278926	0.0150023	0.165761	0.41893	0.012442	0.0207779	0.627317	0.0410399	0.458732	0.715528	0.221031	0.0116222	0.164641	0.628372	0.103389	0.147304	0.0388681	0.2169246	0.1075801	0.132253	0.0314884	0.0337034	0.0340231	0.0121045	0.00700996	0.0590563	0.0318763	0.0215747	0.0158277	0.117441	0.0707191	0.163873	0.226484	0.0425655	0.547541	8	9.260732	0.1544099	0.245051	0.609188	1.05733	2.08843	0.124464	0.285563	0.148833	0.122165	0.133599	0.185375	0.6551211	0.835786
7	0	-369.7791	-319.3492	-50.42991	5.72807	5.092544	0.0165801	0.606478	0.0405245	0.0873225	0.251043	0.00303343	0.0665089	0.00344881	0.194864	0.265393	0.297807	0.0418075	0.0546515	0.0574947	0.501102	0.281175	0.00244099	0.0275135	0.0731847	0.0254514	0.206226	0.074604	0.202257	0.176308	0.0414186	0.00933638	0.104807	0.0900123	0.0154691	0.106649	0.16051	0.431956	0.10604	0.424841	0.339359	0.158462	0.0137412	0.0164057	0.243355	0.351293	0.0165541	0.817171	0.0357718	0.0320058	0.153345	0.1546381	0.0783038	0.0279237	0.0675204	0.0182817	0.120569	0.0131348	0.0475674	0.0679778	0.00916317	0.0808435	0.11568	0.126763	0.128788	0.0690203	0.0284632	0.5388758	8	6.708673	0.2117166	0.505876	0.806144	1.08314	1.60484	0.163548	0.35088	0.116555	0.13026	0.107455	0.131303	0.6935139	0.7770223
8	0	-355.0406	-323.9189	-31.12172	7.455953	2.610425	0.0196214	0.0367289	0.0602279	0.246214	0.0218398	0.0380933	0.028105	0.0472428	0.0381918	0.0129627	0.179704	0.149968	0.239906	0.0401711	0.0498358	0.00502401	0.166691	0.0622364	0.510435	0.0511698	0.0257546	0.0171507	0.0620531	0.122317	0.232089	0.0286068	0.132782	0.106417	0.148569	0.000463534	0.154923	0.0394859	0.449754	0.117038	0.142029	0.00950616	0.0705524	0.00960099	0.0805275	0.238449	0.0221925	0.299711	0.00131841	0.0388251	0.09529164	0.09454723	0.0393256	0.0368218	0.0154634	0.00673102	0.0204629	0.0187762	0.0691828	0.0224455	0.150228	0.01128	0.175473	0.0105275	0.153568	0.201427	0.0682876	0.333648	7	9.524298	0.1346092	0.356682	0.707389	1.07978	1.85615	0.224004	0.281473	0.148473	0.10708	0.147071	0.0918988	0.4281952	0.7791959
9	0	-372.6392	-330.4605	-42.17874	7.309037	2.086093	0.0173063	0.146356	0.0692707	0.0196013	0.086594	0.144062	0.0114619	0.0129772	0.0929135	0.214963	0.0676984	0.107407	0.152618	0.0468872	0.0341297	0.0503476	0.0322994	0.138346	0.140501	0.0419423	0.176428	0.17569	0.158009	0.0182946	0.237344	0.152274	0.0803386	0.0443088	0.0165217	0.0845999	0.178492	0.031227	0.0830397	0.00374261	0.133624	0.0470523	0.222307	0.050525	0.61036	0.464117	0.0240938	0.937772	0.0415743	0.118576	0.1216103	-0.1870366	0.11853	0.0109443	0.0607382	0.0462491	0.081091	0.0662906	0.0560506	0.00687266	0.124824	0.0575806	0.131398	0.0139386	0.0510754	0.148436	0.0259797	0.8055283	7	8.461843	0.1381845	0.30334	0.663867	1.072	1.96079	0.140103	0.335704	0.141922	0.116485	0.139369	0.126417	0.6184917	1.302408
