Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-236.2831	-235.173	-1.110069	2.891395	1.478494	0.130991	0.0221049	0.0166137	0.0254289	0.0187391	0.0256145	0.0459224	0.0770732	0.00766572	0.0306053	0.00378307	0.143546	0.0354226	0.0365545	0.121041	0.0754666	0.04788672	0.05395465	0.0734382	0.0118268	0.240764	0.00797363	0.0548614	0.046866	0.055768	0.0443788	0.115127	0.148153	0.000275255	0.0703244	0.0336869	0.0902955	0.0062611	0.1037209	2	54.57524	0.04820982	0.221981	0.584937	1.04913	2.14395	0.181444	0.26307	0.117802	0.0756407	0.302526	0.0595185	0.1576755	0.6578122
100	-247.8173	-236.9106	-10.90674	1.272407	1.812912	0.0163846	0.0284599	0.0152649	0.00633028	0.0858124	0.0687692	0.275299	0.0483093	0.146555	0.0059697	0.36252	0.0281811	0.0391582	0.0416437	0.136071	0.193026	0.05194877	0.01887176	0.0411237	0.0443428	0.176421	0.0341492	0.124084	0.0812063	0.00862005	0.0733274	0.0949007	0.0478749	0.00215296	0.101402	0.0021656	0.126747	0.0414822	0.1448935	3	50.44376	0.03116427	0.269871	0.633521	1.06452	2.03209	0.196852	0.197436	0.219068	0.0790609	0.24511	0.0624728	0.1637652	0.8847633
200	-241.7906	-240.5267	-1.263908	4.255667	2.901391	0.0196136	0.0147687	0.00459082	0.0205301	0.0889898	0.0461534	0.0666667	0.0597317	0.0649074	0.0887321	0.0491428	0.10602	0.0885142	0.104279	0.00930084	0.0158513	0.06667696	0.04916708	0.0675982	0.0125738	0.233177	0.0017751	0.0430052	0.133327	0.0540269	0.0319498	0.0231186	0.0589101	0.0114298	0.267183	0.0293811	0.013689	0.018855	0.1412172	2	59.56438	0.01895947	0.381487	0.725918	1.08198	1.81061	0.106913	0.174361	0.156249	0.0405256	0.498065	0.0238856	0.1903843	0.7417482
300	-247.4623	-234.602	-12.86029	6.214263	1.622628	0.00687673	0.0182609	0.0114351	0.120162	0.266585	0.0358673	0.188432	0.0436597	0.158419	0.00157543	0.0276191	0.0812274	0.213453	0.0774407	0.149944	0.0228553	0.07188854	-0.05166423	0.12708	0.00523544	0.0853857	0.0107814	0.0399422	0.13627	0.187441	0.118996	0.121404	0.00276676	0.0315959	0.0761219	0.00173777	0.0469089	0.00833148	0.1824879	3	60.86163	0.0318132	0.243659	0.607772	1.05688	2.09169	0.203792	0.1864	0.159733	0.113219	0.256252	0.080603	0.1308237	1.394915
400	-246.7708	-236.5937	-10.17709	1.480468	3.15944	0.435126	0.0209504	0.106036	0.112318	0.0630299	0.0897129	0.116179	0.122921	0.0362093	0.0150903	0.20443	0.0269092	0.0110435	0.0660955	0.0664253	0.171631	0.09123829	-0.05332146	0.0523778	0.0235871	0.157474	7.50731e-06	0.221997	0.0742919	0.0514373	0.026447	0.09358	0.0416135	0.0117324	0.165473	0.0253377	0.0369323	0.0177106	0.1787737	2	59.04676	0.03412988	0.401232	0.73999	1.0832	1.77558	0.236401	0.210251	0.113158	0.124739	0.239968	0.0754831	0.1254522	1.425034
500	-262.6393	-242.8114	-19.82789	12.14401	6.813499	0.00888375	0.0440225	0.00259531	0.0437495	0.0556134	0.0582048	0.0865136	0.0404025	0.13773	0.110343	0.0298214	0.0863807	0.137994	0.0804046	0.371757	0.279888	0.08841504	0.01443988	0.15127	0.0273808	0.0159071	0.0358466	0.0973198	0.0149553	0.117914	0.106084	0.0653297	0.0478091	0.0864918	0.0771546	0.0971969	0.0474227	0.0119171	0.08206231	3	51.88962	0.07399503	0.563502	0.837557	1.07939	1.51955	0.23277	0.157594	0.273019	0.101981	0.152449	0.0821873	0.09650219	0.8503673
600	-240.8489	-235.5867	-5.262196	0.9023554	2.20297	0.0899121	0.0267	0.028772	0.0457384	0.00604289	0.0577982	0.183629	0.183664	0.0532752	0.0697638	0.110114	0.0697956	0.0198673	0.0853493	0.0238275	0.489234	0.1076856	-0.008281363	0.0189422	0.0763068	0.232936	0.00538868	0.0587596	0.045421	0.0655793	0.0605497	0.0557521	0.0783958	0.00191015	0.138689	0.0123938	0.143678	0.00529847	0.1742811	3	56.91679	0.04027757	0.316356	0.674996	1.07433	1.93432	0.204467	0.225359	0.144372	0.0953634	0.255796	0.0746423	0.1659997	1.049888
700	-240.0885	-236.8131	-3.275431	6.634122	1.946593	0.0408564	0.00847818	0.00752308	0.102951	0.0788847	0.0695169	0.0228565	0.109982	0.0397194	0.0291856	0.0180248	0.0794154	0.111966	0.0873659	0.10101	0.0821164	0.06478117	0.02933291	0.111443	0.0581756	0.171188	0.00259025	0.106931	0.0448247	0.079168	0.0487091	0.0572418	0.0634782	0.00325804	0.0833801	0.00748784	0.153388	0.00873631	0.17306	1	50.78486	0.0287266	0.286815	0.649212	1.06859	1.99538	0.160587	0.215746	0.161616	0.0411207	0.377489	0.0434411	0.2023929	0.8550695
800	-250.4693	-235.5137	-14.95563	4.809796	2.532288	0.0255117	0.0256126	0.00913345	0.0339451	0.0547576	0.0935622	0.0962305	0.0862549	0.12351	0.0464683	0.0291633	0.0446473	0.0566292	0.00391946	0.13072	0.105177	0.05812107	0.001326921	0.148922	0.00412453	0.228381	0.00952283	0.0429111	0.0171039	0.0486008	0.0897071	0.0332057	0.0574434	0.0140194	0.113733	0.00296682	0.0776556	0.111702	0.2242806	1	72.57652	0.02198661	0.349497	0.701832	1.07899	1.86969	0.202821	0.178398	0.157488	0.0957226	0.326241	0.03933	0.2256076	0.9941185
900	-253.4739	-236.8533	-16.62061	1.475796	4.72466	0.0419781	0.0199973	0.0686122	0.0747028	0.00608068	0.135343	0.0544599	0.334294	0.00441085	0.0477104	0.187092	0.0394009	0.00972143	0.0331113	0.0127313	0.219226	0.132475	0.03844117	0.149503	0.0166296	0.0320864	0.0193348	0.0391277	0.0277341	0.0896667	0.164897	0.0921243	0.0857898	0.0625882	0.089814	0.0283597	0.0689718	0.0333726	0.1796817	2	52.84416	0.04027233	0.490224	0.797049	1.08375	1.62898	0.205866	0.221111	0.209292	0.145771	0.175695	0.0422656	0.2181229	0.8237637
