Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-632.8733	-534.6363	-98.23693	10.28911	1.521904	0.0102215	0.215341	0.113353	0.280163	0.211488	0.222259	0.540375	0.0281577	0.134898	0.0296921	0.0682509	0.0817349	0.0555906	0.0554699	0.0346408	0.131758	0.000298556	0.404134	0.150622	0.13086	0.0433413	0.000764227	0.00995375	0.0602298	0.122945	0.0165458	0.327644	0.108189	0.316962	0.0103326	0.161544	0.291534	0.00702932	0.0653289	0.00911469	0.122868	0.0450662	0.195074	0.264481	0.018886	0.195912	0.375979	0.198354	0.00647997	0.40766	0.0664653	0.166997	0.00374108	0.0629612	0.664815	0.0807413	0.0290688	0.0837493	0.0109328	0.23896	0.591721	0.256952	0.00351943	0.0432278	0.0615873	0.1862814	0.05092508	0.132273	0.379683	0.00851272	0.00896019	0.0147971	0.040548	0.127111	0.00466696	0.0309102	0.0908704	0.0152163	0.077746	0.031572	0.0359934	0.00113973	0.3851665	7	45.33223	0.0645818	0.228686	0.592162	1.05168	2.12747	0.135929	0.0846423	0.112947	0.250471	0.181551	0.234459	0.4360916	0.8832239
100	-596.9525	-537.2294	-59.72314	10.42406	3.786294	0.0818452	0.220601	0.0281625	0.0859652	0.199905	0.00759781	0.0831664	0.210398	0.0922784	0.0112028	0.0109747	0.0909822	0.015425	0.0154902	0.0787979	0.0469187	0.0360567	0.226057	0.0127514	0.0220802	0.0312091	0.217568	0.0209677	0.101823	0.203723	0.0552285	3.22648e-05	0.0587499	0.0341662	0.205201	0.0179116	0.174942	0.0130716	0.0148331	0.381977	0.0808792	0.00166467	0.0819342	0.0442429	0.373707	0.199131	0.0904382	0.0169031	0.0447643	0.0346682	0.015974	0.0544563	0.0166796	0.0396059	0.0886053	0.0852853	0.025726	0.0640614	0.226001	0.0638082	0.0528689	0.0424415	0.0793009	0.059444	0.168429	0.08438385	-0.04107612	0.0412886	0.0569566	0.0505196	0.0130156	0.0605599	0.417439	0.0405306	0.0520827	0.00375067	0.10636	0.0694996	0.024549	0.0328996	0.0189155	0.0116327	0.5763949	4	30.47836	0.07083517	0.442223	0.767479	1.08437	1.70593	0.140038	0.0738856	0.061789	0.267645	0.142571	0.314071	0.5353188	1.076732
200	-611.6125	-551.5193	-60.09323	7.329671	1.729339	0.262407	0.0121517	0.0818194	0.320884	0.108021	0.0445204	0.0013628	0.0543807	0.326035	0.00525697	0.0545001	0.124052	0.135973	0.153861	0.00896342	0.0171599	0.008028	0.179815	0.00687899	0.019025	0.108338	0.010408	0.00553398	0.0923602	0.000397364	0.0335151	0.27895	0.00235061	0.071981	0.11203	0.0132374	0.0242867	0.0125661	0.0104258	0.0722342	0.154002	0.270948	0.0198992	0.117528	0.140892	0.0871065	0.0680546	0.0468617	0.320382	0.0243347	0.0214302	0.111656	0.037696	0.0734308	0.0812533	0.205972	0.265724	0.0219444	0.111211	0.0434691	0.186264	0.0377637	0.393792	0.0363936	0.00934395	0.1337635	-0.04682444	0.0968642	0.169541	0.131632	0.0993565	0.023815	0.0938872	0.0760378	0.00386708	0.000276903	0.0383312	0.107629	0.0710934	0.0421057	0.0302323	0.0153309	0.4819744	10	31.62553	0.1073267	0.258677	0.622756	1.06147	2.0571	0.0905241	0.151084	0.0630182	0.355947	0.116267	0.22316	0.43515	1.107605
300	-587.4023	-524.2939	-63.10833	6.238612	2.260327	0.0611942	0.0738483	0.0459678	0.21559	0.106284	0.14707	0.189621	0.0177353	0.260948	0.00687627	0.0204559	0.00823449	0.0442752	0.0108624	0.0603212	0.190793	0.00410892	0.168747	0.144766	0.0568541	0.0278012	0.0211032	0.000682208	0.36696	0.0143644	0.0791931	0.119404	0.169091	0.383823	0.0212388	0.00591757	0.107249	0.0714802	0.0393481	0.0579707	0.0184572	0.101646	0.0110933	0.0271003	0.122313	0.448782	0.21867	0.0350478	0.300831	0.0178279	0.0484146	0.164359	0.198251	0.076179	0.00642534	0.504074	0.0375758	0.182318	0.106069	0.256858	0.0157451	0.0946896	0.034778	0.11037	0.077939	0.1172893	0.03795895	0.0916335	0.188511	0.0586227	0.0449178	0.0219814	0.14383	0.104674	0.0155912	0.0197887	0.0790291	0.0419308	0.103375	0.0232037	0.046761	0.0161494	0.4554378	8	33.64069	0.1063317	0.322488	0.680119	1.07532	1.92207	0.118271	0.115268	0.0944833	0.284087	0.182462	0.20543	0.4933967	0.9230661
400	-616.6973	-557.6022	-59.09508	6.732546	0.8942675	0.00157087	0.163401	0.210543	0.495396	0.116695	0.130648	0.155886	0.0071	0.175845	0.0833188	0.435623	0.28288	0.0170658	0.32453	0.0767432	0.0312653	0.0206525	0.152755	0.17178	0.0479041	0.0253066	0.0276033	0.00692449	0.048748	0.0119267	0.124357	0.0939704	0.0180432	0.0624529	0.171498	0.147042	0.00691499	0.106231	0.045826	0.0582939	0.23409	0.122493	0.0827246	0.00892874	0.225702	0.283305	0.0720822	0.0651993	0.227593	0.00515635	0.0560125	0.215277	0.243185	0.0678449	0.021116	0.265199	0.0850195	0.231701	0.0237214	0.108678	0.0582221	0.00208196	0.0815353	0.114737	0.39688	0.1330681	0.05322605	0.0318332	0.172413	0.0341797	0.00596638	0.0132793	0.0106648	0.125392	0.0047129	5.39953e-05	0.0132105	0.0556866	0.39066	0.0456531	0.068621	0.0276724	0.6981688	7	28.58514	0.1154353	0.115405	0.44249	0.980005	2.4621	0.205058	0.107117	0.118525	0.215539	0.139711	0.214051	0.7513948	0.9291637
500	-601.8204	-532.9482	-68.87217	7.257667	1.651595	0.125985	0.560617	0.0242027	0.23543	0.282619	0.0773912	0.0160403	0.155259	0.0640249	0.0271322	0.0166773	0.0137607	0.00696521	0.0124088	0.107484	0.0215206	0.0110783	0.210768	0.0188979	0.0622221	0.176051	0.00485207	0.653029	0.302843	0.0585704	0.0668685	0.0472497	0.120924	0.0327453	0.130362	0.042839	0.0745534	0.261183	0.408082	0.410735	0.156901	0.252214	0.0120565	0.102039	0.208627	0.0113729	0.0699629	0.290412	0.398447	0.110028	0.0230042	0.00163281	0.332646	0.0194557	0.102555	0.585636	0.0622477	0.157599	0.130648	0.097025	0.0675935	0.216508	0.0174709	0.0420325	0.0150979	0.1355173	-0.09860004	0.231188	0.282955	0.0528904	0.0105264	0.0144237	0.0609415	0.0207726	0.0407957	0.0378868	0.0191435	0.0561975	0.0990392	0.0169334	0.045561	0.0107453	0.6260258	10	27.04045	0.1382993	0.24782	0.611988	1.05821	2.08198	0.151719	0.112699	0.0887198	0.312402	0.112042	0.222418	0.5274257	1.186946
600	-586.6822	-539.3354	-47.34679	9.143186	1.915989	0.00108895	0.0960095	0.168803	0.254188	0.138654	0.0172656	0.130328	0.0758048	0.0638653	0.108497	0.125412	0.158349	0.014923	0.156379	0.0343111	0.0238009	0.00176116	0.116362	0.0176728	0.167411	0.0781908	0.0582306	0.0514841	0.0439758	0.00656905	0.0114274	0.137426	0.0251163	0.0959404	0.243017	0.0311523	0.016282	0.0532935	0.211735	0.220386	0.0564292	0.0559471	1.93727e-05	0.0374872	0.176056	0.084663	0.0340079	0.154721	0.121593	0.0454579	0.127029	0.0484001	0.0298086	0.0390151	0.109359	0.0852618	0.00590888	0.0236835	0.0952997	0.127378	0.0268515	0.084491	0.010168	0.0594709	0.175702	0.08969948	-0.07313258	0.213317	0.0759587	0.0675988	0.0137348	0.0866189	0.0444784	0.132913	0.0817806	0.0245857	0.0302724	0.0714499	0.0106903	0.0949671	0.0418806	0.0097537	0.6690635	8	33.90682	0.1094898	0.283036	0.645772	1.06774	2.00345	0.159508	0.111876	0.141837	0.241536	0.0999695	0.245274	0.5959309	1.12272
700	-604.1718	-541.0698	-63.10199	23.63816	1.552397	0.00508081	0.00327261	0.106823	0.0223416	0.246316	0.105906	0.0742475	0.0396745	0.25521	0.00600149	0.012426	0.129716	0.0215671	0.00709897	0.00430299	0.0905177	0.0376904	0.0140128	0.32085	0.0265514	0.00117119	0.035451	0.0911941	0.0777596	0.0431178	0.0214578	0.116252	0.0369063	0.0075923	0.0537907	0.0836664	0.0301012	0.0757501	0.0940557	0.0444512	0.202527	0.00928337	0.153127	0.213172	0.0169527	0.16952	0.0380276	0.00811511	0.166148	0.0239454	0.0238033	0.00549543	0.0909156	0.0266943	0.0390279	0.23197	0.200346	0.140464	0.135935	0.15112	0.113986	0.238599	0.138575	0.24759	0.302409	0.08960043	-0.07772064	0.0735404	0.241492	0.0493399	0.00627573	0.0659383	0.219854	0.0038667	0.0534775	0.014582	0.107845	0.0191772	0.0948779	0.0203635	0.0233581	0.00601125	0.4834028	7	29.90929	0.08414886	0.233304	0.597052	1.05336	2.11629	0.0852047	0.161457	0.0722688	0.282507	0.210918	0.187644	0.4056821	1.19158
800	-597.464	-538.8357	-58.62835	6.965312	1.46076	0.0615595	0.0780514	0.0621445	0.0247327	0.120571	0.0481298	0.300126	0.061021	0.0871016	0.159634	0.0355257	0.0196398	0.0726781	0.032713	0.0442292	0.04221	0.028001	0.0169333	0.294427	0.0629571	0.0062284	0.0113167	0.00123032	0.0180116	0.316677	0.0255614	0.0129909	0.173837	0.0853957	0.0501079	0.0745705	0.00402015	0.0558871	0.205157	0.11496	0.0399096	0.000901024	0.109316	0.0523536	0.102479	0.0553118	0.0508027	0.0278797	0.153637	0.331242	0.00645347	0.234509	0.245761	0.0470024	0.0219843	0.155614	0.0753924	0.0533674	0.0519402	0.0952161	0.244007	0.0170946	0.105112	0.0502544	0.0850029	0.1016136	0.07493438	0.108833	0.0969672	0.0565963	0.00766714	0.0372918	0.0470597	0.236074	0.0274894	0.0212644	0.0162826	0.0450685	0.106199	0.0706165	0.0976891	0.0249011	0.3096604	12	29.41664	0.07919862	0.219197	0.581892	1.04803	2.15088	0.188997	0.116119	0.127639	0.244803	0.123038	0.199404	0.3845947	0.8051602
900	-614.1705	-529.657	-84.51341	8.005777	1.651488	0.0768514	0.042963	0.33615	0.24436	0.250413	0.189607	0.0309157	0.0542398	0.181425	0.0700876	0.0237348	0.160521	0.0214856	0.0702904	0.00181539	0.0194105	0.0755977	0.0366609	0.0513032	0.112217	0.0410946	0.283552	0.00682287	0.224424	0.0452672	0.182275	0.16314	0.284606	1.242	0.144882	0.0169317	0.00294237	0.0769246	0.605861	0.336515	0.14687	0.303113	0.0725393	0.0310917	0.00367146	0.00241065	0.0511188	0.431265	0.184557	0.909395	0.559824	0.0389031	0.00395968	0.0847152	0.062006	0.51531	0.0762313	0.0539678	0.0158656	0.112011	0.0116111	0.0215503	0.220381	0.00495552	0.169338	0.1662537	-0.04950273	0.0162355	0.213885	0.029662	0.0127899	0.0722406	0.365041	0.0504377	0.00699948	0.00886015	0.0810124	0.0283452	0.0423669	0.0139895	0.0168369	0.0412971	0.493547	12	26.70149	0.0886452	0.247804	0.611972	1.0582	2.08202	0.152339	0.118684	0.0836364	0.258589	0.124307	0.262444	0.4440442	1.111482
