Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-269.1892	-254.0735	-15.11563	64.60974	2.199943	0.02695412	0.04325383	0.0357111	0.0257322	0.11233	0.0710175	0.0599166	0.0628764	0.135473	0.116348	0.0805782	0.0183062	0.0476041	0.0287307	0.102769	0.0247877	0.0778182	0.02005544	64.60974	0.316028	0.67472	1.07427	1.93498	0.199426	0.247632	0.128614	0.109784	0.152672	0.161873	0.06330926	0.3167852
100	-255.3858	-245.9432	-9.442621	34.63138	1.380937	0.03943894	0.05820489	0.0155586	0.0502579	0.168278	0.0427941	0.0229115	0.0373814	0.0384362	0.110921	0.00571364	0.0408565	0.097519	0.1218	0.171805	0.0397124	0.0360547	0.01708833	34.63138	0.20633	0.567459	1.04259	2.18362	0.214249	0.215881	0.176248	0.0819315	0.128268	0.183422	0.07529322	0.2269571
200	-247.9565	-246.7136	-1.242968	6.869092	3.083279	0.1632702	0.115196	0.0727759	0.00560786	0.0849465	0.0358541	0.00385234	0.0277713	0.0492925	0.120012	0.0130144	0.0435758	0.038826	0.0109348	0.317694	0.118587	0.0572558	0.02505078	6.869092	0.395604	0.736037	1.0829	1.78546	0.178025	0.237306	0.171171	0.0547333	0.132866	0.225898	0.1402468	0.1786193
300	-267.954	-256.3184	-11.63561	54.20287	1.478473	0.02664061	0.01833515	0.0376689	0.0131009	0.0732925	0.053172	0.05064	0.0239777	0.145692	0.0583262	0.0988497	0.00339457	0.128198	0.0838776	0.144267	0.0559078	0.0296351	0.0007032666	54.20287	0.221978	0.584934	1.04913	2.14396	0.296449	0.320769	0.0594232	0.112082	0.084859	0.126418	0.01903841	0.03693935
400	-251.9771	-247.2343	-4.742724	8.598741	3.073206	0.1924714	0.2761088	0.0193445	0.0584205	0.0435797	0.0453588	0.004699	0.0455022	0.0318949	0.037108	0.00894169	0.0614241	0.0514092	0.069039	0.285409	0.157938	0.0799318	0.0068082	8.598741	0.394847	0.735502	1.08285	1.7868	0.173946	0.243786	0.118061	0.0912939	0.206277	0.166637	0.282917	0.0240643
500	-261.6069	-257.2359	-4.370974	14.26645	1.399131	0.08909587	0.189518	0.101461	0.092934	0.0665381	0.0793469	0.0193295	0.0395304	0.0975792	0.166579	0.0586712	0.0307162	0.0267091	0.0271503	0.0246696	0.0595187	0.109268	0.008600196	14.26645	0.209311	0.570858	1.0439	2.17593	0.231031	0.275626	0.0584132	0.13042	0.137553	0.166957	0.1981182	0.04340943
600	-257.9215	-253.7785	-4.143074	14.92163	1.73589	0.06165702	0.1129204	0.0240503	0.0856059	0.135282	0.0214078	0.000209766	0.00581029	0.0217691	0.109343	0.0258487	0.0749917	0.0148712	0.0276787	0.177997	0.182743	0.0923924	0.004173607	14.92163	0.259572	0.623629	1.06172	2.05508	0.193006	0.229541	0.099207	0.0927422	0.2917	0.0938033	0.117094	0.03564322
700	-259.9313	-254.8895	-5.041817	12.68513	2.518313	0.08191829	0.07743002	0.0837133	0.0838066	0.00405645	0.061857	0.011343	0.0122292	0.0872317	0.134616	0.0786758	0.0234584	0.0911092	0.0210298	0.19818	0.104489	0.00420388	0.03875034	12.68513	0.348186	0.700809	1.07883	1.87217	0.259278	0.283117	0.0518266	0.104699	0.193568	0.107511	0.1161804	0.3335361
800	-266.9519	-245.08	-21.87191	126.3525	3.47057	0.007978449	0.004283703	0.0126028	0.0529591	0.0735647	0.0180697	0.00755644	0.03683	0.155015	0.0293412	0.00326453	0.129605	0.0226138	0.170277	0.255493	0.0130704	0.0197371	0.001112158	126.3525	0.42268	0.75465	1.08402	1.73865	0.235912	0.242923	0.117806	0.0664549	0.110538	0.226365	0.005395861	0.2061132
900	-252.418	-251.3931	-1.024886	10.78267	1.160863	0.1596351	0.1054538	0.0160265	0.115455	0.236583	0.0461002	0.0481216	0.00430091	0.114007	0.0217445	0.00119127	0.0453849	0.0160336	0.0388532	0.211706	0.0375227	0.0469697	0.0004937136	10.78267	0.167889	0.520285	1.02227	2.28956	0.171321	0.276069	0.119727	0.100189	0.128066	0.204628	0.1059476	0.004659981
1000	-245.5425	-245.2562	-0.2862916	4.173402	2.208527	0.4081879	0.3176113	0.0156022	0.000326387	0.1362	0.0238793	0.0570702	0.00893923	0.0514665	0.112661	0.017842	0.111306	0.0258584	0.0416315	0.278693	0.0140894	0.104434	0.01648127	4.173402	0.316958	0.675502	1.07443	1.93311	0.273752	0.219153	0.133712	0.106669	0.113733	0.15298	0.3340925	0.04933145
