Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-557.8558	-431.2263	-126.6295	26.60463	4.345032	0.07005582	-0.03997047	0.142729	0.0413867	0.0279281	0.00692038	0.021544	0.00567136	0.111276	0.0232377	0.0826149	0.0106722	0.129592	0.00797061	0.0322076	0.35526	0.000989727	0.365186	7	54.45953	0.04322375	0.472367	0.786355	1.08421	1.65707	0.0359031	0.219451	0.155946	0.197496	0.297767	0.0934374	0.3252155	1.122905
100	-543.0716	-416.5177	-126.554	7	4.206646	0.06204274	0.04023959	0.174467	0.0187303	0.141925	0.0201308	0.0378213	0.00230458	0.089302	0.0177292	0.034839	0.012017	0.11094	0.000711774	0.00436794	0.327653	0.0070618	0.4235557	4	51.47445	0.05783055	0.465366	0.782065	1.08432	1.66825	0.0347612	0.246656	0.137347	0.181228	0.275347	0.124661	0.4637952	0.9132385
200	-545.9291	-427.1641	-118.765	8.208804	3.008326	0.06566718	-0.01262051	0.228383	0.00645433	0.0837866	0.0293644	0.00332958	0.0134387	0.125017	0.00994746	0.0316397	0.000171153	0.216361	0.00735466	0.0189548	0.225202	0.000596158	0.3743396	4	52.15508	0.06082175	0.389905	0.731988	1.08256	1.79555	0.0221225	0.291485	0.121256	0.212968	0.218856	0.133313	0.3617191	1.03489
300	-549.6441	-416.4618	-133.1823	9.89024	4.399022	0.04029468	0.01983786	0.159746	0.0174198	0.188234	0.0140157	0.046779	0.0142428	0.0553029	0.00560135	0.0266141	4.72484e-05	0.0872582	0.00932768	0.0145906	0.349806	0.0110147	0.2867887	4	51.61169	0.0701033	0.475024	0.787968	1.08416	1.65285	0.0310691	0.213766	0.169912	0.238574	0.278382	0.0682963	0.3066265	0.9353028
400	-541.268	-419.1999	-122.068	7	3.228791	0.06384553	-0.0479739	0.0928327	0.00586804	0.227705	0.00044543	0.102002	0.00946081	0.0511279	0.01614	0.0276022	0.00459634	0.0802648	0.0188559	0.0153777	0.345929	0.00179172	0.3297231	6	50.52746	0.03856421	0.406222	0.743457	1.08343	1.76689	0.046628	0.309696	0.10887	0.240531	0.167072	0.127202	0.2817492	1.170272
500	-556.518	-438.5845	-117.9335	13.1689	2.715455	0.0752816	-0.001442035	0.107535	0.068389	0.138818	0.00210452	0.0372728	0.00356721	0.0687267	0.0201295	0.143118	0.000507251	0.0724658	0.0371791	0.0157159	0.25573	0.0287406	0.340169	6	50.8097	0.04958816	0.365976	0.714448	1.0807	1.83888	0.0504385	0.157696	0.207689	0.248975	0.236793	0.0984086	0.338727	1.004257
600	-541.4397	-420.1049	-121.3348	7.65887	6.721972	0.06953312	0.07205379	0.166718	0.0112579	0.0633405	0.0731274	0.051463	0.00255168	0.084435	0.00723388	0.0666969	0.00414532	0.0874141	0.0197611	0.0272271	0.326741	0.0078865	0.3327007	4	52.53016	0.07024277	0.560939	0.836225	1.0796	1.52323	0.0347284	0.203907	0.201857	0.229579	0.245207	0.0847222	0.4047545	0.8219815
700	-548.8345	-424.2329	-124.6016	7.028355	3.822126	0.08758105	-0.07213921	0.11983	0.0465428	0.0257007	0.0374453	0.0736601	0.00717952	0.0569898	0.0120157	0.0322634	0.00442025	0.114058	0.0218236	0.0228968	0.421229	0.0039449	0.524448	5	61.47093	0.04409609	0.444316	0.768824	1.08438	1.70248	0.0307345	0.335225	0.139585	0.218252	0.191529	0.0846749	0.4523088	1.159491
800	-550.2312	-419.7696	-130.4616	7.314382	4.576863	0.0578955	-0.01339549	0.211843	0.00109388	0.232973	0.0808535	0.042387	0.00123656	0.0459535	0.015852	0.00917802	0.00182428	0.0840898	0.00213708	0.00504903	0.259249	0.0062807	0.3341423	4	60.96441	0.04811059	0.483494	0.793059	1.08395	1.6395	0.0153157	0.236789	0.244048	0.184459	0.219381	0.100007	0.3207468	1.041763
900	-552.7671	-432.8123	-119.9548	15.26989	4.725783	0.06395711	-0.05905441	0.115364	0.0310842	0.077082	0.00619266	0.037677	0.00433921	0.140725	0.00714016	0.0285309	0.0166178	0.180209	0.0224234	0.0253153	0.285143	0.0221562	0.3555777	7	51.15645	0.07226093	0.490274	0.797079	1.08375	1.6289	0.0622368	0.254803	0.173313	0.173627	0.281605	0.0544154	0.2965233	1.199156
