Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-574.449	-493.379	-81.07002	27.26243	6.343807	0.393691	0.0408363	0.0196413	0.00100558	0.0143583	0.273705	0.37305	0.196739	0.130589	0.314713	0.081342	0.107364	0.232668	0.23743	0.0341854	0.0795721	0.0269283	0.0921139	0.00269088	0.193193	0.0327101	0.104532	1.08411	0.0239786	0.309292	0.115761	0.498824	0.142731	0.133393	0.0366086	0.735085	0.210205	0.317003	0.751583	0.224317	0.466828	0.0795043	0.351122	0.2283411	-0.05363027	0.0839866	0.163334	0.106899	0.000342586	0.088757	0.017236	0.00200295	0.0398934	0.0644582	0.0605814	0.224692	0.0376637	0.0550574	0.0448983	0.0101981	0.3207403	5	30.14809	0.07904886	0.549839	0.830389	1.08048	1.53929	0.111915	0.106363	0.0920507	0.298455	0.176702	0.214515	0.26711	1.20078
11	0	-563.1608	-491.3689	-71.79193	27.18606	4.227975	0.15617	0.224007	0.0470648	0.170582	0.037331	0.0331254	0.209737	0.10743	0.106112	0.599269	0.108727	0.186746	0.148523	0.0422051	0.15675	0.146767	0.0377935	0.383584	0.00445764	0.0690361	0.0357643	0.15563	0.254548	0.0386148	0.509423	0.0570924	0.146926	0.249973	0.0416256	0.168041	0.00582479	0.053003	0.255192	0.424101	0.0300625	0.0293171	0.302843	0.0556395	0.1398675	0.005460136	0.0752679	0.142777	0.0546595	0.0341652	0.0817849	0.00689502	0.00574717	0.0564363	0.043456	0.00521943	0.284563	0.0860152	0.0658741	0.0421679	0.0149718	0.2925013	4	34.74128	0.06202179	0.466464	0.782741	1.0843	1.66649	0.103403	0.108703	0.102221	0.352496	0.121652	0.211525	0.2979614	0.981675
12	0	-584.7995	-503.7517	-81.0478	26.71872	6.095747	0.0871712	0.0979067	0.00842548	0.0474871	0.260444	0.0679957	0.119124	0.0117381	0.510667	0.551737	0.037768	0.154732	0.103757	0.0392535	0.130042	0.112687	0.0747733	0.249595	0.0157165	0.0169706	0.160621	0.241793	0.0190897	0.485845	0.72043	0.124927	0.0143397	0.678653	0.576215	0.00744658	0.119972	0.0530353	0.186404	0.0438587	0.0807456	0.0551073	0.291064	0.0249168	0.2026221	-0.03599297	0.0321435	0.139071	0.0505369	0.0124209	0.152512	0.0936102	0.00360064	0.0323759	0.00745875	0.0257233	0.320199	0.0132518	0.0681318	0.0442735	0.0046909	0.2334995	3	28.74153	0.05667847	0.542073	0.826239	1.08104	1.55064	0.10603	0.136576	0.0765162	0.379369	0.103537	0.197971	0.1975065	1.182237
13	0	-589.1724	-505.4117	-83.76069	34.25995	2.815811	0.0811729	0.216772	0.137881	0.166329	0.439	1.36132	0.263285	0.170424	0.107902	0.425088	0.0671772	0.303003	0.0369261	0.145103	0.256292	0.0159316	0.0132194	0.305769	0.0123231	1.33625	0.695825	0.113424	0.0217675	0.0699662	0.110716	0.354592	0.0917248	0.0238732	0.076617	0.454903	0.0188618	0.0123148	0.144642	0.0704715	0.253008	0.00644226	0.078427	0.107295	0.2131764	-0.01619514	0.0638134	0.022363	0.0424616	0.00342672	0.158878	0.00874882	0.0235247	0.0180683	0.0565659	0.0546815	0.296338	0.108903	0.093676	0.0406725	0.0078787	0.2936501	4	38.33122	0.06956553	0.374491	0.720792	1.08144	1.82328	0.131683	0.0932458	0.0879355	0.325365	0.121812	0.239958	0.2774549	1.05837
14	0	-574.2413	-510.109	-64.13229	29.29913	2.257295	0.0212562	0.164577	0.0412646	0.346839	0.01171	0.189689	0.638081	0.121224	0.1958	0.0190989	0.0684146	0.0958957	0.0836142	0.0440004	0.51504	0.124766	0.00189793	0.014613	0.00241172	0.244365	0.201178	0.0992777	0.0153756	0.0216371	0.00267548	0.179872	0.0645572	0.0384507	0.0407487	0.259163	0.018353	0.0490882	0.21294	0.0808547	0.03416	0.120483	0.376243	0.476908	0.132889	-0.0352311	0.0259742	0.132971	0.0595902	0.0628121	0.126999	0.00632877	0.0195089	0.0253039	0.0338199	0.0112036	0.288631	0.0815707	0.0987606	0.016605	0.0099209	0.3820437	5	38.82756	0.04966302	0.322168	0.679853	1.07527	1.92271	0.096656	0.131324	0.135473	0.284011	0.0991866	0.25335	0.3468126	1.101585
15	0	-600.2874	-509.4711	-90.8163	3.885765	2.183498	0.639195	0.713177	0.810541	0.338326	0.0906134	0.067993	0.134512	0.0359061	0.323589	0.497074	0.055137	1.36633	0.0503506	0.0145055	0.394203	0.868638	0.0427231	0.118768	0.000215526	0.173487	1.21009	0.0100782	0.140427	0.176787	0.151732	1.34766	0.204187	1.84677	0.0740528	0.579231	0.991053	1.01138	0.433969	0.890944	0.170229	0.624743	0.218714	0.0935902	0.459097	-0.01092209	0.0208334	0.101386	0.0353219	0.044632	0.142557	0.0470189	0.00847124	0.00629174	0.102244	0.111945	0.173785	0.060779	0.0231342	0.0687751	0.0528259	0.2839799	5	24.87439	0.1895011	0.314237	0.673208	1.07397	1.93859	0.125963	0.150373	0.0820368	0.328614	0.145279	0.167734	0.2730578	1.039999
16	0	-577.6667	-498.9279	-78.73882	27.93196	4.391609	0.0557553	0.393003	0.0824701	0.221465	0.00849523	0.272844	0.373241	0.0294723	0.48027	0.00475096	0.0906803	0.135331	0.276318	0.248057	0.227032	0.759939	0.00898145	0.00192038	0.00321532	0.104235	0.0152373	0.102223	0.0820839	0.123282	0.132464	0.311821	0.132927	0.00459157	0.611938	0.495301	0.107175	0.0911085	0.0926227	0.014092	0.00954912	0.0718792	0.540472	0.175564	0.1505093	-0.07304295	0.0899743	0.222914	0.0723667	0.0210223	0.0965655	0.0416508	0.00620738	0.0284138	0.010417	0.000231062	0.169786	0.136962	0.077335	0.0218184	0.00433516	0.4435158	4	28.20441	0.06595171	0.474662	0.787748	1.08416	1.65343	0.124726	0.0780609	0.0548111	0.411724	0.0952921	0.235385	0.3704728	1.197161
17	0	-564.052	-498.3084	-65.74356	26.25493	3.286112	0.0948513	0.28743	0.0137518	0.221333	0.345949	0.376376	0.114389	0.11036	0.41534	0.303228	0.0972675	0.226066	0.0722888	0.0680619	0.356351	0.0771327	0.0416917	0.219919	0.000803015	0.172696	0.198649	0.0943119	0.16558	0.0317241	0.0877688	0.0264636	0.564292	0.324641	0.0474173	0.0499114	0.0625389	0.382445	0.0358764	0.127457	0.472216	0.0302418	0.0623821	0.015604	0.1691036	-0.06067057	0.131077	0.0823496	0.0613037	0.00399061	0.0850298	0.0731959	0.0239298	0.0217669	0.0626482	0.000950278	0.142907	0.140515	0.0847472	0.0705463	0.0150428	0.4008043	5	28.19802	0.06273663	0.410252	0.746232	1.08361	1.75991	0.099832	0.122144	0.0967877	0.327909	0.192141	0.161186	0.3401337	1.178373
18	0	-592.1077	-504.7887	-87.31897	4.567057	5.0624	0.493944	0.241144	0.014675	0.278759	0.120125	0.186926	0.0410032	0.248052	0.402427	0.357228	0.0103047	0.101193	0.0606009	0.0228074	0.174824	0.316906	0.0536257	0.606876	0.00582671	0.113174	0.207327	1.34311	0.0305883	0.0229285	0.0402817	0.123035	0.645194	0.361404	0.422601	0.108093	0.265341	0.0738378	0.13272	0.0846754	0.487382	0.233816	0.185455	0.029416	0.2440824	0.01418744	0.131498	0.129344	0.0899965	0.0140612	0.09974	0.0324814	0.0983962	0.0237976	0.0532328	0.0012076	0.173542	0.107581	0.0327243	0.00578215	0.00661532	0.5544529	3	30.69207	0.04987597	0.504649	0.80544	1.08319	1.60672	0.12714	0.085708	0.102647	0.315467	0.193179	0.175858	0.5686403	0.9750502
19	0	-566.9671	-493.1655	-73.80156	29.16213	7.207695	0.0643997	0.00618432	0.0814109	0.112278	0.00369976	0.264621	0.0716426	0.317385	0.0966192	0.0403548	0.0645659	0.152049	0.0147095	0.264926	0.0636468	0.445823	0.00675477	0.0562766	0.00181683	0.0039017	0.00916829	0.102438	0.0428201	0.00743524	0.654044	0.748207	0.0228364	0.154324	0.0733543	0.0267423	0.311772	0.250111	0.306441	0.0184997	0.103646	0.0109699	0.270634	0.000395454	0.126875	0.02460682	0.154445	0.0942006	0.0768022	0.0223012	0.137187	0.0313164	0.00279405	0.00846554	0.104228	0.0331117	0.180967	0.0315402	0.0590211	0.0618787	0.0017406	0.4413311	4	35.44697	0.05192436	0.574038	0.842974	1.07847	1.50452	0.107343	0.126892	0.0810196	0.368348	0.200666	0.115731	0.4659379	0.9471886
20	0	-565.2415	-491.5276	-73.71396	26.86843	3.961277	0.119289	0.0671123	0.24602	0.412658	0.313197	0.622758	0.00143169	0.0832575	0.0143466	0.280731	0.0580168	0.371825	0.0809881	0.113144	0.542146	0.189078	0.0256805	0.156561	0.0200232	0.0787164	0.0169663	0.232408	0.00919998	0.0155488	0.0911781	0.0520539	0.377455	0.32894	0.254511	0.404286	0.400585	0.949942	0.0768762	0.0655523	0.0186535	0.251667	0.22119	0.019964	0.2056316	0.002991154	0.034032	0.0939639	0.0484996	0.00197965	0.136609	0.0178579	0.000848537	0.00205276	0.0156822	0.0098496	0.393327	0.0984703	0.0764286	0.0702276	0.000170993	0.2471263	5	27.65977	0.09938849	0.452222	0.773859	1.08441	1.68951	0.116493	0.210595	0.0540234	0.313549	0.148595	0.156744	0.2501175	0.988041
21	0	-578.9143	-505.1348	-73.77954	27.84331	4.094821	0.0077576	0.109544	0.118781	0.301168	0.00373569	0.0800011	0.513494	0.15191	0.136239	0.0137388	0.154604	0.405338	0.0342107	0.109788	0.252823	0.16182	0.0277697	0.0319934	0.00432472	0.00984064	0.0389753	0.0331935	0.304489	0.118703	0.18301	0.013553	0.154116	0.654931	0.252298	0.124847	0.0925229	0.176911	0.0390935	0.239641	0.123516	0.178366	0.138668	0.283072	0.1624738	0.06818523	0.0555317	0.0955175	0.058355	0.00862869	0.0309424	0.0784219	0.000227388	0.0127523	0.0159779	0.081124	0.22849	0.112857	0.117839	0.0839012	0.0194338	0.2489808	4	32.63908	0.05025731	0.459496	0.778426	1.08437	1.6777	0.133372	0.119514	0.0679361	0.342395	0.145291	0.191491	0.3171661	0.7850173
22	0	-572.1044	-495.869	-76.23538	25.24484	4.44529	0.0748912	0.0906419	0.0142208	0.357608	0.704858	0.525777	0.0847786	0.185338	0.24522	0.143346	0.0209805	0.205064	0.0681006	0.178399	0.295727	0.0799796	0.0384773	0.224552	0.000403996	0.141083	0.322326	0.00735279	0.422761	0.0076545	0.052454	0.196655	0.482552	0.0797692	0.0233339	0.0922474	0.659868	0.0407732	0.485873	0.0365872	0.572089	0.222757	0.0379192	0.038192	0.1969331	-0.1008161	0.0200457	0.0943574	0.0502735	0.0225468	0.254447	0.0447788	0.00537125	0.000581216	0.0647884	0.00888723	0.188403	0.10809	0.0855629	0.0270535	0.024814	0.3054216	5	29.06339	0.08721336	0.477268	0.789325	1.08411	1.6493	0.127113	0.0878473	0.0956148	0.385189	0.150655	0.153581	0.2046055	1.492734
23	0	-595.5164	-508.2115	-87.30488	24.24685	1.82224	0.0215699	0.144735	0.161928	0.0533285	0.093308	0.339004	0.027326	0.00420171	0.0317761	0.0857748	0.0258236	0.0948644	0.0701846	0.0591766	0.144029	0.266672	0.0217275	0.458445	0.0169386	0.135072	0.00921779	0.122774	0.332398	0.437863	0.0943379	0.0841091	0.0991194	0.225391	0.405262	0.31425	1.63283	0.125578	0.0369472	0.587527	0.857638	0.0402772	0.527313	0.232151	0.2357496	0.03205364	0.167653	0.0571711	0.0648229	0.000170135	0.122377	0.0506526	0.0123647	0.013904	0.037874	0.172183	0.0926497	0.0213512	0.0905665	0.0500179	0.0462422	0.2832364	4	33.07535	0.04591687	0.271091	0.634674	1.06483	2.0294	0.123593	0.0921174	0.11007	0.300477	0.159497	0.214246	0.3152901	0.898336
24	0	-563.4093	-508.884	-54.52537	26.06401	3.85774	0.0746442	0.0257355	0.0166319	0.193643	0.238364	0.378501	0.159894	0.117726	0.154807	0.0811951	0.0101796	0.0177891	0.0930348	0.0246742	0.11881	0.0388292	0.059618	0.180235	0.00419546	0.180769	0.371701	0.161167	0.10165	0.0172058	0.142473	0.144976	0.0638702	0.117699	0.0867143	0.102594	0.115558	0.0149858	0.15021	0.0530671	0.396176	0.0890772	0.184677	0.0545162	0.1336654	0.04105132	0.0591716	0.206917	0.0425073	0.0161525	0.0528784	0.00448882	0.0225504	0.0170211	0.0153891	0.0462469	0.181078	0.153907	0.0669338	0.0727664	0.041992	0.3074957	5	29.77982	0.08867824	0.446372	0.770141	1.0844	1.69909	0.124289	0.201875	0.0792148	0.310424	0.118308	0.16589	0.348547	0.8822216
25	0	-579.9821	-507.4971	-72.48503	27.75888	2.588686	0.134133	0.0987528	0.0298764	0.094026	0.182643	0.198126	0.00585563	0.0398254	0.223261	0.0155978	0.0570731	0.145699	0.0524979	0.477153	0.415188	0.104674	0.00118799	0.0304595	0.0020484	0.0943021	0.130967	0.0146589	0.0980047	0.0551171	0.0749412	0.0352832	0.511849	0.00815858	1.47917	0.022445	0.30732	0.0116822	0.574883	0.0717824	0.0216006	0.0485714	0.0228678	0.0829536	0.1937433	0.04778038	0.117228	0.1283	0.0743809	0.037044	0.0384412	0.00855385	0.0166098	0.0339004	0.0689408	0.158125	0.111335	0.0408879	0.0931629	0.0589856	0.0141049	0.3435097	2	28.55133	0.04717332	0.354707	0.705871	1.07957	1.85986	0.105012	0.0703323	0.0914996	0.358815	0.150209	0.224132	0.3912901	0.8778901
26	0	-561.3314	-492.8838	-68.44757	29.20107	5.043221	0.16018	0.0350752	0.0154877	0.0271276	0.134264	0.0100388	0.0751501	0.0646256	0.257527	0.224497	0.0514765	0.232138	0.232313	0.329467	0.000740322	0.0371623	0.02699	0.399178	0.0135882	0.136197	0.11504	0.363647	0.144358	0.0295409	0.0894333	0.0261685	0.0440675	0.0173177	0.324993	0.10568	0.313979	0.0100559	0.0882956	0.181469	0.284325	0.029028	0.0957545	0.23106	0.1116121	-0.009187948	0.0224916	0.070857	0.0341829	0.00301975	0.120906	0.0201071	0.00179251	0.0195068	0.009932	0.0232797	0.432399	0.105058	0.0595324	0.0625325	0.0144033	0.3474186	3	30.07836	0.03971755	0.503863	0.804988	1.08323	1.60792	0.147293	0.166926	0.0990096	0.308608	0.110317	0.167846	0.3382307	1.027165
27	0	-575.3269	-502.6475	-72.67937	20.6443	5.493543	0.093266	0.121968	0.0423115	0.147189	0.0875587	0.379454	0.161075	0.0448909	0.084219	0.189084	0.0403111	0.0607341	0.0960114	0.0975036	0.638686	0.0417429	0.0623455	0.408526	0.017479	0.0120867	0.00859008	0.261106	0.0390278	0.0209483	0.157863	0.00342986	0.0132278	0.0601578	0.362046	0.415209	0.0924316	0.320101	0.144748	0.0389037	0.275875	0.241421	0.347845	0.0748105	0.1596874	-0.0709458	0.0757173	0.00696999	0.0665937	0.0149297	0.0316269	0.0125353	0.0252865	0.0886432	0.0110899	0.00355419	0.463929	0.00563464	0.103957	0.0370523	0.0524809	0.3267111	4	38.93378	0.04314085	0.521369	0.814901	1.08235	1.58138	0.111148	0.0500382	0.130633	0.312304	0.116887	0.27899	0.2557653	1.277386
28	0	-571.0937	-500.0496	-71.04403	29.10574	6.635731	0.148872	0.101096	0.0338959	0.653418	0.140607	0.64165	0.0529371	0.22584	0.0411384	0.00579939	0.0501326	0.308194	0.062632	0.0917668	0.238071	0.0686388	0.0467227	0.191696	0.0028927	0.339126	0.00202151	0.232101	0.130805	0.360475	0.0902056	0.0778369	0.114861	0.00184472	0.165636	0.0397423	0.26261	0.2161	0.0227656	0.159945	0.0265756	0.052088	0.12147	0.315104	0.150936	0.009223896	0.0483595	0.139945	0.093127	0.0054069	0.0784532	0.0365086	0.00302655	0.0407987	0.0451818	0.107586	0.245736	0.0655034	0.0591483	0.0210014	0.0102178	0.2887107	4	32.26608	0.1248252	0.558482	0.834943	1.0798	1.52677	0.112137	0.118786	0.0764055	0.323825	0.112979	0.255868	0.2979346	0.9690405
29	0	-575.3154	-501.0725	-74.24297	25.74851	6.026843	0.0931902	0.180269	0.0343829	0.115706	0.0390283	0.295842	0.0307873	0.127322	0.0579204	0.159297	0.0537322	0.321228	0.106938	0.08991	0.301971	0.152379	0.0903205	0.35769	0.00305775	0.0486236	0.125445	0.421761	0.133855	0.00170206	0.0158601	0.12172	0.508426	0.278637	0.432334	0.0510695	0.274387	0.200873	0.23047	0.0880092	0.00159285	0.108974	0.00399847	0.0211518	0.1815347	0.06702264	0.0524433	0.156816	0.0701922	0.0039361	0.101996	0.120344	0.01367	0.0283301	0.0138401	0.0461473	0.168405	0.107479	0.0417128	0.0722402	0.00244676	0.5213786	2	31.56182	0.05616633	0.539842	0.825037	1.0812	1.55392	0.0849046	0.100414	0.079894	0.370975	0.180108	0.183704	0.5884012	0.8860936
