Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
1000	-250.575	-248.8236	-1.751426	279.9808	3.079634	0.0744105	0.259147	0.0534463	0.0239606	0.00931633	0.117676	0.0392152	0.125026	0.0357172	0.0275809	0.129596	0.348839	0.143371	0.125593	0.0421675	0.0209589	0.1006632	-0.006904316	0.0470716	0.0131403	0.0847755	0.0720602	0.0521221	0.0153722	0.0797849	0.0146019	0.138962	0.0233959	0.00530732	0.0196491	0.394468	0.000961573	0.0383272	0.0507411	279.9808	0.39533	0.735844	1.08288	1.78594	0.251465	0.149844	0.152017	0.0826073	0.166358	0.197709	0.04383679	1.157501
1100	-240.5538	-249.5239	8.970123	75.7409	2.801954	0.0194538	0.148599	0.0918126	0.0866095	0.0263992	0.0740169	0.0822857	0.0410601	0.0258981	0.0508542	0.14571	0.0361468	0.12603	0.0288427	0.0610022	0.126449	0.06318334	0.02635431	0.0647391	0.0258508	0.191911	0.00800575	0.0585733	0.0237119	0.0545977	0.000644148	0.0172627	0.00300728	0.0081601	0.0308712	0.41143	0.0625045	0.0387305	0.09134456	75.7409	0.373336	0.719938	1.08135	1.82538	0.315785	0.198073	0.069662	0.061485	0.186534	0.168461	0.1176989	0.776087
1200	-257.4931	-245.8826	-11.61047	8.217205	2.342697	0.43207	0.312713	0.465577	1.61414	0.512393	0.142178	0.494988	0.113061	0.930722	1.19535	1.68199	0.0906011	0.435655	0.0135289	0.398001	0.0946915	0.4793394	0.1594108	0.0814274	0.0230258	0.0722581	0.0619031	0.0820055	0.0423264	0.0127207	0.0293635	0.125666	0.0682487	0.182383	0.00235027	0.126053	0.0307987	0.0594692	0.006228368	8.217205	0.331017	0.687122	1.0766	1.90526	0.259811	0.2056	0.107018	0.100722	0.204711	0.122139	0.1656392	0.03760203
1300	-242.5959	-248.353	5.757057	31.03213	3.092264	0.0299108	0.0590793	0.0670657	0.163283	0.0659277	0.00917147	0.0502737	0.0524186	0.265639	0.186169	0.0490696	0.578404	0.0695035	0.00442307	0.104935	0.289183	0.1279159	0.09948729	0.0270673	0.0389771	0.381779	0.00572738	0.0645798	0.0328329	0.0621103	0.0560308	0.0543548	0.0691582	0.00814475	0.0176737	0.0920773	0.0316745	0.0578124	0.008062349	31.03213	0.396276	0.736512	1.08294	1.78428	0.253091	0.193486	0.112887	0.100399	0.169425	0.170711	0.1075496	0.07496398
1400	-235.7659	-242.691	6.925106	41.19734	2.5999	0.00447007	0.261473	0.0321252	0.460066	0.0512134	0.0903157	0.0602192	0.188233	0.148916	0.00679009	0.0393137	0.0958727	0.051224	0.0913341	0.0129326	0.27361	0.09053816	0.01850671	0.035294	0.0378417	0.181409	0.0375813	0.0625816	0.00998601	0.139432	0.00993329	0.0356422	0.0649079	0.00539038	0.0230998	0.174076	0.107659	0.0751668	0.05533403	41.19734	0.355728	0.706657	1.07968	1.85794	0.292614	0.153732	0.0952875	0.0955957	0.238985	0.123786	0.07384074	0.7493699
1500	-254.5699	-245.8473	-8.72267	80.39506	3.495724	0.0386041	0.170477	1.0119	0.188742	0.0793255	0.0312839	0.461443	0.0844315	0.344109	0.40741	0.0626433	0.0136392	0.00585492	0.0638773	0.0383987	0.0309033	0.2396476	0.006418627	0.0412093	0.0664598	0.155449	0.107781	0.0670679	0.00126618	0.159593	0.00634564	0.0271342	0.00436672	0.0144575	0.0290393	0.0965678	0.0758378	0.147425	0.03919234	80.39506	0.424314	0.755741	1.08407	1.73588	0.355511	0.164025	0.101163	0.0884552	0.157888	0.132958	0.04561096	0.8592745
1600	-250.5784	-246.5095	-4.068944	25.36164	3.369481	0.0231871	1.43379	0.006091	0.102855	0.00462092	0.0400374	0.137531	0.0880767	0.733589	0.280643	0.204189	0.314946	0.133097	0.120537	0.443852	0.0404036	0.1908575	0.02289643	0.14919	0.0585223	0.0509584	0.166858	0.0708697	0.0324934	0.179612	0.0138052	0.0132692	0.0935231	0.000514395	0.0108472	0.0686324	0.0547454	0.0361592	0.07996157	25.36164	0.415969	0.75013	1.08382	1.75008	0.265088	0.182801	0.106913	0.0569457	0.210877	0.177376	0.102858	0.7773977
1700	-234.0724	-244.6843	10.61188	52.83237	2.760548	0.0149873	0.131907	0.0762856	0.00502069	0.00788499	0.158285	0.042712	0.00747164	0.0412276	0.00324053	0.0697886	0.137504	0.0434633	0.200689	0.0976549	0.120591	0.05930432	0.04926	0.0233232	0.042004	0.0285112	0.0174321	0.159388	0.00333803	0.0643821	0.0131041	0.0190262	0.0464028	0.00307238	0.015742	0.37871	0.125583	0.0599808	0.02190338	52.83237	0.369845	0.717345	1.08105	1.83176	0.306068	0.142002	0.12105	0.101381	0.222349	0.10715	0.07116338	0.3077901
1800	-246.5405	-249.3491	2.808639	97.85322	0.7861568	0.068403	0.022841	0.0786922	0.0575938	0.00688378	0.00257913	0.124441	0.131632	0.437191	0.3249	0.0202108	0.0697014	0.112303	0.231319	0.156796	0.0434706	0.119118	0.01524779	0.0336173	0.00678134	0.257748	0.0140148	0.042022	0.0143072	0.0161467	0.0185835	0.0749569	0.049764	0.0662854	0.0549836	0.275723	0.0138694	0.0611969	0.02656375	97.85322	0.0926098	0.4015	0.953044	2.55285	0.292857	0.127798	0.125004	0.0709516	0.283809	0.0995817	0.04181154	0.635321
1900	-245.5345	-246.0542	0.5196833	20.81796	1.558493	0.0295355	0.178966	0.0532101	0.0908036	0.0194327	0.0615298	0.250704	0.227595	0.119034	0.315506	0.814207	0.383659	0.0548568	0.08893	0.26749	0.0276757	0.1301688	0.04017061	0.0474802	0.0154693	0.291635	0.0385437	0.0422613	0.0334817	0.0868335	0.0346962	0.0545867	0.0950456	0.0194163	0.0214106	0.085233	0.0211512	0.112756	0.09627687	20.81796	0.234219	0.598012	1.05368	2.11409	0.291104	0.172984	0.145618	0.0993461	0.13671	0.154238	0.1364475	0.7055965
2000	-249.0421	-251.4275	2.385412	85.42935	4.18975	0.0162362	0.327707	0.0430098	0.248675	0.039851	0.0754497	0.153829	0.0759049	0.0152351	0.143283	0.116295	0.116531	0.065718	0.0780871	0.23356	0.105849	0.1067041	0.03392241	0.0103611	0.0380322	0.306012	0.0510239	0.012757	0.0137944	0.102842	0.00196976	0.0222991	0.0378296	0.0358937	0.23819	0.0816742	0.0258799	0.0214413	0.01670349	85.42935	0.464492	0.781525	1.08433	1.66966	0.206544	0.261457	0.134115	0.0705106	0.192166	0.135208	0.0506259	0.3299397
2100	-245.1046	-248.6879	3.583305	20.96417	1.69945	0.0389519	0.0689506	0.0436761	0.120995	0.0443131	0.0523949	0.41364	0.586519	0.0501932	0.128111	0.140152	0.545531	0.466489	0.0261833	0.0651337	0.0938014	0.1958703	0.02561671	0.00870758	0.0295927	0.0955549	0.0988752	0.0165382	0.00812991	0.190226	0.103934	0.159413	0.00208099	0.142898	0.0317506	0.0618093	0.0292781	0.0212116	0.05225195	20.96417	0.254555	0.618706	1.06027	2.06647	0.303862	0.186901	0.125251	0.0869082	0.121023	0.176054	0.07786867	0.6710267
2200	-249.3889	-243.6482	-5.740638	44.74785	1.705546	0.138387	0.265427	0.142486	0.767135	0.0579492	0.113326	0.265461	0.0437176	0.0928728	0.71741	0.0664049	0.196073	0.0375064	0.117949	0.548397	0.246845	0.2061677	0.03212553	0.078623	0.0188701	0.416807	0.104615	0.0515668	0.01096	0.114567	0.015173	0.0177226	0.0140001	0.00362458	0.00754408	0.104631	0.036126	0.00516958	0.02591113	44.74785	0.255401	0.619541	1.06052	2.06454	0.207394	0.19224	0.155414	0.071426	0.221875	0.151651	0.05803665	0.4464614
2300	-235.2577	-246.6753	11.4176	34.98511	3.679833	0.0612014	0.155249	0.00200282	0.0511858	0.0369253	0.0362494	0.271899	0.0186337	0.0370475	0.008374	0.0491007	0.0469476	0.0761154	0.162353	0.00744676	0.175412	0.05021148	0.04891624	0.0294924	0.00145104	0.166409	0.0182514	0.104969	0.0762133	0.0145166	0.00869662	0.00650345	0.0111507	0.0322909	0.251874	0.207015	0.0380434	0.0331231	0.009040555	34.98511	0.43586	0.763355	1.0843	1.71649	0.2492	0.240658	0.116196	0.0709277	0.193733	0.129285	0.05795679	0.1559878
2400	-256.2677	-246.9415	-9.3262	25.73645	1.309377	0.179509	0.838949	0.735187	0.0550212	0.0161043	1.27533	0.141046	0.378118	0.361705	0.0203584	0.0565499	0.187309	0.337937	0.689383	0.0315686	0.00814638	0.3335018	0.03297152	0.0731659	0.0730268	0.235902	0.238172	0.0171952	0.0143117	0.0565744	0.0121736	0.0437124	0.0188305	0.0490048	0.036934	0.0313731	0.0528167	0.046807	0.06114125	25.73645	0.194318	0.553412	1.03695	2.21532	0.351566	0.198283	0.123594	0.0914346	0.115026	0.120096	0.09411277	0.6496595
2500	-244.3201	-247.2368	2.916737	73.54375	3.143417	0.136234	0.414557	0.00938392	0.0127145	0.168717	0.112519	0.0156099	0.00441488	0.100544	0.237626	0.094108	0.0456832	0.122902	0.0391222	0.125193	0.0893408	0.1615608	0.02908759	0.0625992	0.0525267	0.210889	0.0629844	0.237913	0.00244379	0.0811687	0.0067559	0.0354952	0.0375414	0.0352126	0.0578884	0.0355778	0.0428374	0.0381656	0.01544802	73.54375	0.400061	0.739172	1.08314	1.77763	0.21919	0.199102	0.137478	0.0906609	0.203719	0.14985	0.04453562	0.346869
2600	-240.4539	-252.9979	12.544	69.29548	0.9800717	0.0345733	0.0615136	0.227634	0.0482029	0.0567666	0.0333999	0.0910049	0.0218561	0.0791555	0.0891294	0.00382043	0.149435	0.12442	0.0665509	0.0825549	0.000301835	0.07522871	0.02632888	0.0831508	0.00995397	0.0806136	0.168899	0.0857708	0.0258452	0.224299	0.0176324	0.0324991	0.0620053	0.0044509	0.038392	0.132649	0.00736949	0.0264695	0.01441592	69.29548	0.132961	0.470679	0.996618	2.39974	0.192322	0.224815	0.180652	0.0877947	0.187722	0.126693	0.04074481	0.3538101
2700	-244.1669	-242.5215	-1.645384	58.31177	2.195608	0.0476138	0.0992583	0.0793247	0.0839587	0.0284227	0.141765	0.0667914	0.0655201	0.591762	0.240322	0.614678	0.151475	0.0386705	0.149691	0.00602989	0.112828	0.2405459	0.02129706	0.0409578	0.00872507	0.299249	0.00964592	0.131686	0.0317085	0.0271796	0.00520976	0.0440109	0.0571254	0.0350348	0.0129259	0.275503	0.00585595	0.0151829	0.01081524	58.31177	0.315557	0.674323	1.07419	1.93593	0.267479	0.165419	0.140127	0.0504491	0.242089	0.134436	0.0321123	0.3367943
2800	-245.4794	-256.7856	11.30625	50.98956	2.390552	0.117737	0.234485	0.0239137	0.0182089	0.236362	0.0802692	0.0225143	0.0277078	0.0129789	0.248517	0.064262	0.0243505	0.0579733	0.00345713	0.0443451	0.0150168	0.0956276	0.03047187	0.0966478	0.0696836	0.0633712	0.0714917	0.0621435	0.0696448	0.0482598	0.0218319	0.0536228	0.0061175	0.0638503	0.122223	0.151693	0.0130689	0.0863505	0.0006841222	50.98956	0.335828	0.691012	1.07727	1.89589	0.232391	0.20914	0.0993219	0.177689	0.187028	0.0944297	0.03115599	0.02195797
2900	-226.5026	-251.3675	24.8649	56.91174	2.695801	0.0148799	0.0145892	0.0689214	0.0169801	0.0153187	0.0166095	0.105408	0.00971477	0.0286501	0.00265057	0.0618003	0.00432784	0.040866	0.0704741	0.0168396	0.0314882	0.03535662	0.02708625	0.0572632	0.0517043	0.158619	0.0481998	0.00174709	0.0413744	0.0827734	0.0312746	0.142382	0.0900815	0.0567337	0.0230695	0.0322649	0.116434	0.0660779	0.01109976	56.91174	0.364268	0.713161	1.08054	1.84203	0.23539	0.133165	0.102527	0.126494	0.239145	0.163279	0.03818601	0.2906761
3000	-242.5644	-246.2085	3.644168	81.61308	2.725567	0.0152623	0.0711036	0.0196766	0.104921	0.033767	0.115938	0.157794	0.0183215	0.35902	0.146971	0.0746593	0.31491	0.107503	0.162293	0.0183354	0.0715943	0.08653704	0.0001472397	0.0288034	0.0666368	0.17314	0.114795	0.00945137	0.00625503	0.0868864	0.0370004	0.14395	0.0896613	0.111606	0.0195174	0.0587619	0.0126415	0.040894	0.0464755	81.61308	0.36685	0.715105	1.08078	1.83727	0.285881	0.308918	0.0901887	0.0893662	0.132019	0.0936275	0.04662274	0.9968419
3100	-222.0368	-255.1552	33.11843	92.61701	2.134697	0.00284287	0.0195497	0.00224797	0.00333825	0.0136489	0.0294034	0.0319074	0.00289837	0.0247589	0.0103267	0.00245632	0.0245941	0.0467681	0.0189844	0.00390357	0.00881386	0.01606747	0.007631086	0.0422605	0.00468914	0.0260445	0.0318753	0.206033	0.0355159	0.321261	0.0047999	0.0106787	0.0394383	0.00300852	0.00418265	0.144664	0.123815	0.00173407	0.005048701	92.61701	0.30884	0.668613	1.07302	1.94953	0.260206	0.250262	0.156874	0.056961	0.192207	0.0834902	0.01267979	0.3981692
3200	-239.833	-246.7505	6.91748	60.1971	1.378835	0.0829272	0.0482296	0.00957691	0.138775	0.0874067	0.188436	0.063368	0.0851911	0.277082	0.325405	0.0409863	0.0741691	0.00853796	0.121918	0.0546712	0.0860378	0.09858597	0.04017538	0.0904618	0.00243833	0.043644	0.0746605	0.038748	0.040982	0.0739958	0.00361429	0.0697514	0.0247569	0.140821	0.0468004	0.334252	0.00383618	0.0112373	0.007640655	60.1971	0.205984	0.567062	1.04244	2.18452	0.258835	0.128231	0.156343	0.0977469	0.20433	0.154514	0.04781604	0.1597927
3300	-242.2988	-247.133	4.834153	887.1741	1.994057	0.00237054	0.105744	0.0172857	0.0397513	0.00671085	0.0314455	0.168436	0.0166409	0.026152	0.0142652	0.00402464	0.0742005	0.0601681	0.00444566	0.0600681	0.0237912	0.06737553	0.002210934	0.0365343	0.234408	0.0914472	0.0425717	0.0138042	0.0853497	0.021025	5.89086e-05	0.00463105	0.0199076	0.107923	0.0152637	0.288397	0.0138915	0.0247874	0.006439392	887.1741	0.292564	0.65438	1.06984	1.98322	0.261018	0.146708	0.0991	0.117465	0.231497	0.144212	0.008650326	0.7444103
3400	-229.1843	-250.5138	21.32951	748.9046	1.362677	0.000252576	0.00779246	0.00315868	0.00354612	0.00166746	0.00171959	0.0133183	0.0030403	0.0205174	0.0016498	0.0341887	0.0964888	0.011665	0.0130889	0.000346486	0.0133082	0.01519654	0.0006772228	0.0327952	0.0270685	0.215809	0.0367629	0.0155448	0.0215156	0.022144	0.0689533	0.0417734	0.00349441	0.0808805	0.114151	0.0599546	0.183924	0.0752294	0.0009785413	748.9046	0.203308	0.56398	1.04122	2.19149	0.30526	0.167011	0.118638	0.0690881	0.219011	0.120992	0.001655764	0.5909908
3500	-232.3701	-254.0577	21.68766	121.505	1.600208	0.00422306	0.0294475	0.0119507	0.0392145	0.00672369	0.00231277	0.0713714	0.00654725	0.0861486	0.0123763	0.0141074	0.0110618	0.000197732	0.0210809	0.00670477	0.00529242	0.02984052	0.02068409	0.040105	0.0543477	0.0667149	0.0225557	0.0361458	0.00401645	0.0490838	0.084398	0.110813	0.190797	0.0754508	0.0501981	0.116271	0.0634671	0.0356356	0.0134109	121.505	0.240396	0.604429	1.0558	2.09937	0.314061	0.174543	0.0990758	0.0580994	0.199666	0.154555	0.03409499	0.3933393
3600	-248.8861	-242.3871	-6.498968	7.025232	5.48388	0.0101687	1.34773	0.382018	0.0483743	0.0246117	0.0441921	0.28122	0.371725	0.556449	0.165576	0.388543	0.201989	0.306546	0.081442	0.703346	0.793527	0.3499889	0.2191607	0.0322268	0.0724206	0.113592	0.11475	0.0904519	0.0216194	0.0838649	0.0373585	0.0630829	0.0193106	0.0532474	0.0188035	0.187103	0.00549548	0.0866725	0.005673304	7.025232	0.521013	0.814702	1.08237	1.58191	0.253756	0.225322	0.133816	0.0848348	0.172423	0.129848	0.224834	0.02523329
3700	-233.8315	-246.4953	12.66377	32.13602	4.74423	0.0351882	0.244988	0.090411	0.0472648	0.00337262	0.00605204	0.0636193	0.00558643	0.129956	0.0551669	0.0959712	0.033196	0.122713	0.0135395	0.0259452	0.276204	0.0892144	0.03401753	0.0452302	0.0476408	0.061238	0.0603126	0.121815	0.0193363	0.045587	0.00677026	0.0205111	0.00292941	0.0518468	0.0574584	0.293408	0.0869099	0.0790063	0.002857121	32.13602	0.491095	0.797562	1.08372	1.62763	0.324013	0.194266	0.106362	0.113655	0.175011	0.0866924	0.03687465	0.07748196
3800	-242.2612	-251.8035	9.542336	35.20698	3.373278	0.0296256	0.0934491	4.90848e-05	0.332896	0.192708	0.0216794	0.0319378	0.0328976	0.0760017	0.0695922	0.0727491	0.162568	0.206886	0.191518	0.0179076	0.0535416	0.08756251	0.02563421	0.15649	0.0273232	0.176798	0.100832	0.150176	0.0172929	0.0696794	0.0732573	0.0158608	0.047772	0.0107297	0.0470028	0.063299	0.015053	0.0284328	0.01073366	35.20698	0.416225	0.750304	1.08383	1.74964	0.286171	0.170039	0.17054	0.117779	0.165169	0.0903016	0.03636787	0.2951414
3900	-243.012	-248.2759	5.263861	29.24037	3.200399	0.0177804	0.402736	0.0780829	0.368357	0.0363976	0.0342737	0.0892221	0.128928	0.0498669	0.0770507	0.146605	0.253472	0.0235803	0.0614355	0.123588	0.153556	0.2124688	0.06566878	0.06939	0.14541	0.0873768	0.150632	0.218286	0.00360824	0.0565464	0.0111806	0.0108072	0.0421201	0.0399106	0.0281496	0.0339124	0.0742605	0.0284088	0.002408263	29.24037	0.404195	0.742053	1.08334	1.77041	0.263398	0.216907	0.0629904	0.100854	0.189228	0.166623	0.06807704	0.03537555
4000	-245.2438	-249.1256	3.881864	67.49054	0.6685823	0.00701074	0.191538	0.0174385	0.0564186	0.00336492	0.00969228	0.237199	0.0309414	0.407875	0.285175	0.131922	0.146619	0.174792	0.0427596	0.11603	0.13239	0.1205738	0.01627555	0.0481199	0.0982254	0.178938	0.153793	0.0486293	0.00948563	0.0142214	0.0326	0.0106311	0.0394874	0.043191	0.0397866	0.183424	0.0662652	0.0332017	0.005749227	67.49054	0.0674942	0.348321	0.912645	2.67154	0.334637	0.135474	0.119772	0.0852589	0.158616	0.166241	0.02202477	0.2610346
4100	-226.8133	-246.9736	20.16032	55.29961	2.559712	0.0245211	0.0145503	0.115287	0.020977	0.0242494	0.00395363	0.0373613	0.0303028	0.175879	0.015628	0.0629204	0.099816	0.0275614	0.0256453	0.0674882	0.0348273	0.05327892	0.02701583	0.0459002	0.05596	0.0678957	0.0521765	0.0462506	0.0579789	0.0340835	0.0082834	0.051121	0.000307084	0.248048	0.0628283	0.148236	0.074853	0.046078	0.01284858	55.29961	0.352046	0.703814	1.07927	1.86487	0.2582	0.234852	0.089523	0.0669255	0.17532	0.175179	0.03986441	0.3223071
4200	-235.673	-242.4085	6.735464	30.98212	4.356937	0.011748	0.0294161	0.0808953	0.251275	0.214482	0.000513353	0.283847	0.132521	0.0295152	0.370398	0.235942	0.0436181	0.0770151	0.0337294	0.0288909	0.110867	0.1301662	0.04413923	0.0347009	0.0265162	0.200604	0.0150317	0.0246102	0.00169713	0.119372	0.01416	0.0583445	0.0455554	0.00719479	0.0465859	0.28064	0.0995411	0.025446	0.002407968	30.98212	0.472957	0.786713	1.0842	1.65613	0.280297	0.210568	0.159792	0.0686241	0.132806	0.147913	0.0465472	0.05173174
4300	-252.8096	-251.3973	-1.412307	144.797	0.9313367	0.163882	0.349328	0.256796	0.066574	0.0602554	0.0752583	0.0974055	0.450008	0.275923	0.0430579	0.0705364	0.127771	0.0198864	0.1225	0.00160785	0.030247	0.1844771	0.002579484	0.077412	0.0110604	0.320111	0.0624519	0.207845	0.00117087	0.109158	0.00663812	0.0213251	0.0292154	0.078869	0.0323126	0.00528625	0.0256547	0.0114898	0.03086309	144.797	0.123058	0.455094	0.987621	2.43423	0.253485	0.264404	0.126894	0.0696953	0.182515	0.103006	0.03344257	0.9228683
4400	-230.9539	-248.5	17.54601	63.47368	0.754261	0.0222116	0.0165111	0.0505358	0.0634607	0.00662836	0.00884397	0.0237657	0.029885	0.0131378	0.000709066	0.0481044	0.106897	0.0665581	0.213937	0.0623244	0.0509754	0.06914628	0.0246621	0.0400299	0.204806	0.140945	0.00806498	0.0523642	0.00454194	0.216381	0.00607048	0.0169485	0.00677673	0.0511127	0.0292485	0.20632	0.0101939	0.00619697	0.01869213	63.47368	0.0857961	0.388046	0.943428	2.58273	0.242602	0.19553	0.118187	0.0924546	0.17824	0.172985	0.04335423	0.4311489
