Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-355.8365	-317.6093	-38.22725	6.880768	3.029028	0.1599843	0.1190682	0.117623	0.103219	0.0780071	0.0260312	0.00923592	0.0274791	0.0139088	0.0509481	0.0259001	0.261924	0.17674	0.0242287	0.0162681	0.0514489	0.0170376	0.2290965	2	8.041118	0.08453646	0.391495	0.733123	1.08266	1.79273	0.18878	0.289959	0.107335	0.10345	0.171152	0.139325	0.3481647	0.6580118
100	-368.5276	-329.4192	-39.10838	10.46061	1.71013	0.2097761	-0.05656936	0.0287454	0.0267332	0.0237509	0.00726848	0.119009	0.0876803	0.0914477	0.0664752	0.0347069	0.0648796	0.163856	0.0773857	0.0592696	0.0929414	0.0558502	0.3176111	4	12.05529	0.1283186	0.256035	0.620166	1.0607	2.0631	0.243472	0.327903	0.131615	0.0583525	0.143725	0.0949329	0.2610417	1.216706
200	-361.1097	-328.5008	-32.60888	4.533111	1.509873	0.2247021	0.3201958	0.0853704	0.0332677	0.0474914	0.0265078	0.0131989	0.125178	0.0788353	0.0260823	0.000321892	0.16084	0.204612	0.0724404	0.0160065	0.0991615	0.0106863	0.2277221	2	7.697525	0.2635279	0.226844	0.590191	1.051	2.13197	0.23726	0.288629	0.0861336	0.130534	0.165395	0.0920486	0.5479179	0.4156135
300	-362.59	-318.7348	-43.8552	11.23777	2.570662	0.08632061	-0.01615208	0.0801568	0.0130754	0.0191645	0.0582363	0.00403112	0.0195423	0.133868	0.114107	0.0355034	0.171376	0.204727	0.00167129	0.046482	0.0902256	0.00783338	0.409059	2	12.98437	0.09384507	0.353055	0.704596	1.07939	1.86296	0.253652	0.233948	0.0789189	0.166514	0.128885	0.138082	0.3929069	1.041109
400	-358.914	-314.2753	-44.63872	10.69757	1.371139	0.09601302	0.04999345	0.0708795	0.00709723	0.0569893	0.0598986	0.00442232	0.0357383	0.234853	0.0245134	0.0136548	0.0781589	0.199129	0.0213012	0.112219	0.0712376	0.00990725	0.2792754	1	20.38398	0.06887022	0.204712	0.565601	1.04186	2.18782	0.275477	0.213915	0.113993	0.0810135	0.173793	0.141807	0.3292688	0.8481683
500	-358.1538	-318.7432	-39.41052	9.249381	3.531724	0.2058783	0.08760435	0.0554205	0.0166927	0.0429832	0.0296833	0.016701	0.0527816	0.125237	0.0213126	0.0173825	0.0532632	0.124907	0.238762	0.0113182	0.175471	0.0180851	0.2427926	2	10.63377	0.118533	0.426628	0.757281	1.08412	1.73197	0.246807	0.19389	0.125989	0.0889059	0.22521	0.119198	0.330397	0.7348512
600	-367.0182	-320.2926	-46.72555	17.97748	1.890156	0.2712956	-0.05948716	0.0310472	0.0422811	0.00120939	0.0168592	0.102776	0.016672	0.0667206	0.0145757	0.0283444	0.0433442	0.483171	0.0880287	0.0200552	0.0107392	0.0341763	0.2063316	3	17.99058	0.06860723	0.2798	0.642801	1.06698	2.01042	0.288909	0.236715	0.110244	0.0980075	0.162984	0.103141	0.1468444	1.405103
700	-370.0679	-321.3629	-48.70502	12.42232	2.009501	0.06183935	0.0621449	0.0664301	0.00922916	0.0475109	0.0133717	0.057614	0.0856373	0.103705	0.0436265	0.0541324	0.0117397	0.0144441	0.0770203	0.288241	0.12571	0.00158779	0.3017981	1	13.38647	0.0668887	0.294406	0.65602	1.07023	1.97935	0.207267	0.29954	0.13492	0.0756337	0.158688	0.123952	0.363943	0.8292455
800	-359.7819	-316.2494	-43.53246	8.267577	2.872325	0.1988054	-0.01699698	0.0606729	0.0377758	0.0570267	0.0326478	0.0161591	0.0569817	0.0161214	0.0269232	0.0719022	0.178743	0.206895	0.0497613	0.0135065	0.148554	0.0263297	0.1731703	2	8.567626	0.1957491	0.379137	0.724205	1.08181	1.81485	0.257272	0.313245	0.0681543	0.0837715	0.136569	0.140988	0.1561733	1.108834
900	-371.1512	-323.444	-47.70713	7.95692	4.202992	0.1028845	0.1735886	0.128261	0.0255415	0.0108186	0.119763	0.0608988	0.117998	0.0279423	0.142762	0.00665645	0.0972213	0.0501386	0.00675178	0.107204	0.0730113	0.0250322	0.5316641	1	8.502769	0.07868669	0.465177	0.781949	1.08432	1.66856	0.192142	0.244279	0.169819	0.13304	0.0687447	0.191975	0.7052527	0.7538633
