Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-328.1077	-296.8107	-31.29696	14.07276	4.239609	0.0239295	0.00504249	0.00960491	0.0571744	0.00181033	0.136573	0.0626818	0.039757	0.0128861	0.0473077	0.00650972	0.0126394	0.000273024	0.0275322	0.156639	0.00745655	0.100675	0.027763	0.0226562	0.0704717	0.0021897	0.00302625	0.0546168	0.00985989	0.025743	0.0116702	0.0420837	0.0655331	0.0039823	0.0474804	0.0240049	0.015481	0.0109114	0.0599716	0.0834573	0.110188	0.0167566	0.0329333	0.0100411	0.046603	0.0891732	0.0197767	0.095253	0.0329292	0.04490963	0.1036382	0.046796	0.177128	0.0350958	0.0113796	0.0113735	0.0244438	0.111137	0.0027786	0.151441	0.157301	0.116866	0.0365875	0.0691063	0.00314121	0.0454256	0.3797751	6	50.44353	0.03025728	0.46706	0.783108	1.08429	1.66554	0.183936	0.401184	0.0775097	0.0888061	0.183715	0.0648494	0.4834133	0.7856115
1	0	-322.3501	-289.0735	-33.27663	13.66528	2.017104	0.00350203	0.0264511	0.0567967	0.0181641	0.0277563	0.0746954	0.123945	0.0297699	0.0703527	0.0551533	0.000506135	0.00764815	0.00419947	0.0313481	0.388829	0.00181359	0.0618777	0.0191934	0.0407977	0.0231669	0.0348527	0.0916252	0.0124697	0.0104771	0.00696436	0.00584892	0.00295241	0.0425956	0.137719	0.0339051	0.0105086	0.00581537	0.000681377	0.0360893	0.150812	0.0325174	0.00211481	0.0795751	0.0119689	0.0661275	0.127594	0.0406585	0.237393	0.0139619	0.06618923	0.03757586	0.0260574	0.115632	0.0339448	0.0205397	0.0560462	0.0500834	0.286373	0.000559769	0.0794857	0.0236165	0.146241	0.00448294	0.0958989	0.0608522	0.000186362	0.4850349	7	50.58633	0.03744763	0.295308	0.65682	1.07041	1.97746	0.256549	0.289449	0.094644	0.0641365	0.189875	0.105347	0.5226108	0.9280997
2	0	-323.3531	-296.6415	-26.71169	25.10762	0.9492682	0.0131999	0.0178075	0.018596	0.0142062	0.0247058	0.0130352	0.0832499	0.191848	0.0102538	0.0285845	0.0623696	0.0651523	0.0418248	0.0382306	0.169624	0.0165499	0.0205	0.0428435	0.0164555	0.011197	0.0618505	0.004502	0.000636985	0.0132442	0.0131886	0.0369031	0.00723661	0.0362194	0.0203081	0.022586	0.0646472	0.179079	0.0179559	0.0748914	0.0462588	0.0120703	0.00226073	0.000448572	0.0120722	0.0639037	0.0776472	0.0380862	0.000566654	0.00206951	0.04016862	0.0419724	0.00624942	0.099523	0.00794124	0.0851158	0.0970281	0.00197751	0.151556	0.0262189	0.105027	0.0247348	0.0699912	0.00807168	0.144659	0.0912806	0.0806256	0.4910258	6	64.56713	0.04257791	0.126724	0.460953	0.991058	2.42127	0.154102	0.427851	0.149162	0.0689377	0.109003	0.0909442	0.5329982	0.9212523
3	0	-366.7313	-299.7023	-67.02897	8.740286	1.354028	0.247224	0.146913	0.012575	0.00983948	0.000686525	0.0044627	0.157381	0.368621	0.463283	0.063135	0.295677	0.019977	0.0381825	0.0896758	0.374125	0.0295517	0.0500118	0.0201917	0.0410017	0.133995	0.0928251	0.0271878	0.0212607	0.0834255	0.0835493	0.0174596	0.19094	0.278585	0.365924	0.312361	0.0953717	0.0406953	0.0577394	0.171223	0.267487	0.267326	0.00351901	0.23789	0.0203261	0.234027	0.0812435	0.0461483	0.266904	0.129484	0.1548847	-0.01020143	0.0484791	0.167444	0.0322928	0.110145	0.00398326	0.0177608	0.0801612	0.00475625	0.0311152	0.0841201	0.164119	0.0718369	0.0733389	0.0868871	0.0235608	0.4052693	7	50.35311	0.08263151	0.201867	0.562307	1.04056	2.19527	0.17802	0.412318	0.102082	0.0850056	0.126344	0.0962304	0.3950679	1.025822
4	0	-299.7623	-280.7786	-18.98368	17.36548	1.998636	0.00128276	0.0199727	0.00109962	0.0240602	0.113009	0.0204802	0.12992	0.00525727	0.0222924	0.0188541	0.0617017	0.00665652	0.0424996	0.0251513	0.0270249	0.00886695	0.039398	0.0100214	0.00273295	0.0028934	0.00432306	0.000350406	0.00399397	0.0195584	0.0334154	0.00869715	0.0204597	0.048376	0.0310931	0.0260289	0.0429533	0.201983	0.114736	0.0114419	0.0120798	0.0206823	0.0295071	0.187268	0.0203711	0.00640189	0.137801	0.0103439	0.0817932	0.0184649	0.04475515	0.06743886	0.0315727	0.116586	0.00359238	0.00248668	0.0242102	0.0104754	0.0872797	0.00146389	0.175501	0.0188042	0.236538	0.00608046	0.136045	0.117478	0.0318859	0.4889838	7	50.93459	0.04452998	0.293112	0.654869	1.06996	1.98206	0.178689	0.294309	0.145732	0.11947	0.190802	0.0709975	0.5564227	0.8787992
5	0	-305.4257	-282.2755	-23.15016	16.76528	3.680925	0.0323995	0.0256737	0.0194026	0.0489471	0.00959898	0.0262689	0.0602053	0.186378	0.0355321	0.00767054	0.00644419	0.0222807	0.000108038	0.000850602	0.00804082	0.00814121	0.0396096	0.00437803	0.00621428	0.0839909	0.0725562	0.0295637	0.00177571	0.0802032	0.00737544	0.020464	0.0501245	0.034045	0.0134872	0.00840389	0.0672023	0.0219077	0.0040861	0.103194	0.0363511	0.0416271	0.0146795	0.0408532	0.0530825	0.150748	0.0818243	0.050614	0.00638481	0.0339252	0.04465889	0.1007501	0.0122875	0.0842414	0.00465804	0.0187079	0.0321778	0.00278165	0.16693	0.0209239	0.0663959	0.0541569	0.294593	0.00796992	0.0821006	0.12617	0.0259048	0.3405622	6	53.48199	0.04736659	0.435926	0.763398	1.0843	1.71638	0.233862	0.352946	0.0806494	0.0626391	0.148278	0.121625	0.4413122	0.7717034
6	0	-323.7786	-287.7596	-36.01897	19.41067	0.8927538	0.0713416	0.00184309	0.0252611	0.0129269	0.154454	0.0982248	0.0789446	0.0586979	0.0518792	0.0755788	0.0343362	0.00248061	0.0319282	0.0213932	0.0193754	0.00413331	0.00574417	0.0602206	0.0655452	0.0131979	0.0170141	0.0340621	0.109594	0.000453433	0.00727987	0.0186767	0.164737	0.048649	0.0226471	0.00790928	0.043517	0.133849	0.00387292	0.00971239	0.00945176	0.234662	0.0125399	0.0842526	0.106183	0.0124908	0.0866429	0.0105265	0.0656028	0.0582938	0.07754565	0.08192837	0.0170778	0.198399	0.00703071	0.042071	0.00754791	0.00839969	0.187811	0.0103316	0.13833	0.0528355	0.097633	0.00222873	0.065284	0.129118	0.0359027	0.3801484	5	52.84102	0.07046489	0.11509	0.441961	0.979678	2.46327	0.182016	0.325153	0.14857	0.0601333	0.191585	0.0925418	0.4620768	0.8226953
7	0	-355.7418	-305.8401	-49.90172	12.56474	4.390635	0.00763752	0.0186373	0.0345131	0.0277898	0.0578995	0.0264095	0.289713	0.0200331	0.000580926	0.252453	0.0382828	0.0103962	0.0302457	0.122693	0.0140956	0.0369991	0.0105186	0.0299722	0.0643148	0.00598357	0.068335	0.000191393	0.00174368	0.0646196	0.237976	0.00950383	0.196713	0.0535995	0.0307137	0.0669651	0.0138088	0.143132	0.127882	0.0651298	0.00747565	0.194374	0.067504	0.0192656	0.0272222	0.0150769	0.436026	0.0140618	0.106503	0.0394815	0.07550359	0.07820841	0.0171781	0.121948	0.0442871	0.0252277	0.0221915	0.02754	0.112053	0.00493648	0.112572	0.0555294	0.0955034	0.0332463	0.0577975	0.236937	0.0330529	0.2297479	6	51.98525	0.09346513	0.474614	0.78772	1.08416	1.6535	0.163129	0.324387	0.135332	0.0855309	0.196176	0.0954462	0.3079563	0.7460405
8	0	-306.878	-299.5109	-7.367131	20.26462	1.390261	0.0570909	0.0452044	0.00459792	0.0548828	0.158939	0.00814737	0.0549797	0.00895999	0.0251301	0.0445524	0.0226362	0.0363484	0.00511994	0.00509619	0.0211265	0.0018535	0.00528914	0.0338856	0.00402849	0.0398728	0.000963968	0.0364731	0.00908738	0.00910581	0.139424	0.0508874	0.0258752	0.0427451	0.0192385	0.0420746	0.0154634	0.00702622	0.0141744	0.0508331	3.93526e-05	0.0158659	0.0661893	0.0623983	0.0183595	0.0104772	0.03121	0.0899564	0.0357654	0.0525683	0.03658351	0.08481137	0.041642	0.1841	0.0145958	0.0264054	0.0322511	0.0461927	0.0662213	0.0170225	0.110397	0.0470759	0.161129	0.0183738	0.000193903	0.191273	0.0431263	0.3125138	6	50.64541	0.06106332	0.207862	0.569209	1.04327	2.17966	0.160266	0.302186	0.137516	0.139578	0.16377	0.0966845	0.3973252	0.7865442
9	0	-323.5586	-287.5998	-35.9588	14.61981	1.809782	0.0557986	0.0463517	0.025966	0.0406374	0.198311	0.212893	0.0126762	0.082825	0.00451055	0.0267842	0.0435506	0.00357039	0.0978297	0.027504	0.0340643	0.0440151	0.00197084	0.0660872	0.0197419	0.0325121	0.160407	0.0488379	0.00371689	0.0588513	0.0780808	0.016806	0.140527	0.0380179	0.061345	0.0829466	0.0691013	0.00855087	0.00291384	0.120695	0.00546616	0.0124596	0.178002	0.0801831	0.0623255	0.0673893	0.0378109	0.00853081	0.052983	0.0197949	0.0618142	0.1229299	0.029178	0.195562	0.000356529	0.0255643	0.0395785	0.00622638	0.101786	0.000550933	0.0605185	0.037356	0.262309	0.0282909	0.0279549	0.157872	0.0268972	0.1851151	10	50.01164	0.09885572	0.26946	0.633131	1.06441	2.033	0.20798	0.324802	0.0624181	0.15096	0.171263	0.0825771	0.308045	0.6009351
