Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-591.5087	-530.7895	-60.7192	5.624939	3.073242	0.0655474	0.0711981	0.073489	0.0320948	0.0945341	0.0721269	0.0671145	0.0359161	0.138486	0.212346	0.0566384	0.11755	0.108229	0.123868	0.0307565	0.0109995	0.0524847	0.0790689	0.000416742	0.0917095	0.0722068	0.0431175	0.10351	0.221331	0.146345	0.068395	0.0842962	0.0226387	0.00420382	0.0674491	0.115046	0.0529419	0.0159348	0.0530879	0.00614284	0.0110723	0.00438862	0.0259986	0.0087687	0.0146071	0.06198348	-0.03215981	0.00796385	0.184094	0.0348872	0.0268994	0.0690539	0.00175243	0.0587321	0.000507803	0.0391166	0.0658142	0.0428184	0.204982	0.0449811	0.215641	0.0027563	0.1561021	4	79.22798	0.03189355	0.39485	0.735504	1.08285	1.78679	0.169509	0.231331	0.111272	0.103119	0.309584	0.075185	0.1239423	1.259474
100	-596.613	-536.2842	-60.32875	9.586791	2.736952	0.0563818	0.0923461	0.0502895	0.137748	0.0395913	0.00708587	0.0286724	0.0493199	0.0474864	0.108569	0.0661235	0.044552	0.0800252	0.140558	0.0491277	0.0282084	0.0803773	0.0605742	0.0243816	0.0320567	0.00647452	0.0206866	0.143889	0.0702317	0.0277764	0.00238123	0.00641056	0.135733	0.0145695	0.0997892	0.175983	0.0115263	0.00511881	0.0082502	3.48986e-06	0.0665029	0.00686594	0.0196174	0.0444044	0.00315976	0.06072773	-0.01545315	0.0148829	0.0418311	0.086383	0.0284749	0.061376	0.00297113	0.137067	0.00156945	0.143994	0.0441512	0.0606624	0.141405	0.0245278	0.150403	0.0603002	0.2140998	3	88.38344	0.01075858	0.36783	0.715839	1.08087	1.83546	0.180253	0.247511	0.169721	0.119274	0.194405	0.0888371	0.1986466	1.077792
200	-580.7614	-523.2086	-57.55285	5.951759	2.291926	0.0212282	0.0887322	0.0285439	0.0294756	0.0205388	0.009675	0.0161335	0.0943484	0.213753	0.024712	0.169307	0.00142464	0.00233112	0.0148065	0.186772	0.0217514	0.0227129	0.0387722	0.00745709	0.111791	0.0565598	0.0515509	0.0802652	0.0567079	0.0330701	0.133195	0.0404401	0.027628	0.0385584	0.0418383	0.161197	0.0111179	0.060258	0.028331	0.00617021	0.0729948	0.150131	0.124833	0.0613294	0.0274991	0.05528638	0.01586354	0.0129842	0.0624493	0.137857	0.0306634	0.017801	0.000157947	0.0995152	0.000484112	0.0639065	0.106999	0.0598068	0.14976	0.00326711	0.239107	0.0152417	0.1715715	2	75.11454	0.02020062	0.325798	0.682853	1.07583	1.91552	0.13582	0.257693	0.143383	0.137707	0.271969	0.0534279	0.187435	0.9153651
300	-577.3362	-525.0503	-52.28591	1.853688	2.000282	0.0817389	0.0910173	0.0504171	0.0199894	0.0209397	0.00430845	0.0348203	0.149391	0.0388413	0.0358185	0.0479513	0.187346	0.0355402	0.0306688	0.128695	0.00994913	0.0384364	0.0319443	0.11797	0.0379832	0.0253226	0.0141311	0.0497335	0.142583	0.0550066	0.0813058	0.0359656	0.151487	0.0496809	0.0350999	0.0425782	0.00846122	0.0223419	0.0808565	0.00913729	0.00995695	0.112563	0.174344	0.00618426	0.0155108	0.04840537	-0.01626531	0.00594882	0.0540099	0.0624083	0.0250659	0.0352139	0.00285935	0.156631	0.00244144	0.0144406	0.183446	0.0649164	0.061514	0.016092	0.277052	0.0379599	0.1974339	4	67.55071	0.03571554	0.293308	0.655044	1.07	1.98165	0.16067	0.263777	0.143343	0.0803703	0.236632	0.115209	0.1811686	1.08978
400	-576.3722	-526.8369	-49.53535	16.7472	2.719045	0.0310738	0.0599883	0.0810922	0.0443226	0.023746	0.00217576	0.0431359	0.0181627	0.147206	0.0534157	0.033355	0.00729734	0.0364538	0.000376102	0.107365	0.000643973	0.0233778	0.163214	0.0058356	0.0739438	0.0534289	0.00286456	0.0797267	0.0448216	0.0139297	0.00636169	0.0559371	0.0331675	0.0282342	0.0222124	0.00587971	0.0239178	0.0855304	0.0204999	0.00823188	0.0851104	0.074771	0.0173471	0.00225379	0.0713416	0.04401923	-0.006065463	0.0213486	0.138807	0.0492471	0.0216417	0.0751245	0.0077897	0.111687	0.00292002	0.00717153	0.112181	0.060544	0.0738071	0.0392012	0.271759	0.00677021	0.1671664	3	74.1148	0.01641646	0.366287	0.714682	1.08073	1.8383	0.149816	0.232452	0.134629	0.0829386	0.306669	0.0934964	0.161101	1.03765
500	-581.2644	-533.31	-47.95434	1.333826	3.851285	0.0671886	0.0588212	0.0757118	0.0112393	0.0195305	0.00792668	0.0507377	0.164275	0.0378264	0.0417294	0.0664393	0.0131178	0.0703323	0.053244	0.120667	0.00764119	0.182298	0.0161501	0.00997449	0.0438941	0.0440434	0.0100032	0.0204956	0.0384888	0.00593324	0.0338587	0.0432776	0.0737735	0.00150337	0.124751	0.12694	0.000617928	0.00492695	0.030887	0.0289637	0.0138151	0.0230772	0.0454833	0.00814636	0.00483288	0.04785385	-0.006981826	0.0229423	0.100152	0.0826129	0.0325757	0.021253	0.00559927	0.217782	0.000617536	0.0499828	0.151097	0.0725037	0.0541946	0.0725702	0.0672012	0.0489162	0.1182451	4	75.16184	0.02230944	0.446001	0.769904	1.08439	1.6997	0.117843	0.328744	0.14127	0.110792	0.180693	0.120658	0.1112633	1.06275
600	-578.5329	-521.0667	-57.46617	4.620557	2.893522	0.0401171	0.0356579	0.133309	0.0573592	0.0177091	0.00860167	0.0701212	0.109408	0.0927365	0.013283	0.171872	0.0112422	0.00483808	0.00917251	0.224177	0.00941977	0.0679909	0.0408958	0.000581099	0.105248	0.0216589	0.012592	0.00651173	0.0934405	0.0242147	0.121531	0.0169051	0.0104938	0.0846185	0.0432896	0.0447332	0.00500953	0.0236204	0.0360308	0.0799346	0.0447471	0.130725	0.0266585	0.010317	0.0192956	0.05169865	0.002667617	0.0162546	0.0697983	0.162994	0.0190206	0.069971	0.00579681	0.0650178	0.00524874	0.0155443	0.0961095	0.0643911	0.167781	0.0304574	0.16278	0.0488343	0.2496751	4	95.42372	0.01141593	0.380853	0.725457	1.08194	1.81175	0.131986	0.248064	0.131371	0.137031	0.237834	0.113714	0.2523427	0.9894286
700	-610.1684	-530.3847	-79.7837	3.319719	2.92499	0.0384795	0.182211	0.363811	0.053025	0.0371066	0.0367262	0.147116	0.18403	0.0347877	0.285444	0.307007	0.0564477	0.146128	0.0965835	0.166774	0.0175933	0.0753032	0.0214075	0.000689075	0.102496	0.044063	0.139493	0.0491556	0.049215	0.217402	0.143746	0.259405	0.01481	0.0239842	0.186594	0.0460359	0.0320141	0.231506	0.0820513	0.038024	0.106776	0.028931	0.0261156	0.00335281	0.0788175	0.1195666	-0.01081808	0.00320366	0.17935	0.0446683	0.00543484	0.107998	0.00450309	0.0317734	0.00019649	0.0477366	0.0230008	0.0565072	0.061926	0.00315967	0.226877	0.203665	0.1808835	4	80.92492	0.03030242	0.383374	0.727288	1.08212	1.80722	0.155472	0.267323	0.153296	0.122406	0.205912	0.0955908	0.1700654	1.063611
800	-594.5323	-534.8344	-59.69788	32.48253	1.144671	0.0148468	0.0427699	0.0978712	0.0885127	0.030718	0.000360591	0.0311493	0.0400113	0.0217497	0.0482101	0.0232039	0.001129	0.0383424	0.0121049	0.147508	0.00884683	0.00510901	0.00172932	0.00929339	0.122062	0.066973	0.00418461	0.0819156	0.121056	0.0145638	0.0403739	0.107452	0.130857	0.00448025	0.0650158	0.039004	0.0136985	0.0821137	0.0805811	0.0147457	0.174198	0.0185282	0.0539922	0.00204488	0.0191686	0.04530897	-0.02635412	0.0103161	0.0739093	0.120575	0.0338256	0.127029	0.00404005	0.0677535	0.00924268	0.0437919	0.0816937	0.122362	0.117724	0.0189953	0.141184	0.0275573	0.1162189	3	77.6058	0.02376503	0.164883	0.5163	1.02037	2.29845	0.136919	0.277587	0.14104	0.116365	0.231723	0.096367	0.08986474	1.293264
900	-574.9323	-532.1852	-42.74705	4.781238	1.926595	0.0583755	0.0237847	0.00580178	0.0646161	0.0415301	0.0126678	0.0215995	0.0950813	0.0718601	0.00220961	0.0332998	0.0289564	0.0086064	0.0415648	0.0841273	0.00457942	0.0313618	0.00911326	0.0159182	0.210951	0.00538359	0.0107285	0.0106748	0.00571833	0.0264288	0.024706	0.119973	0.0930384	0.0305059	0.0503039	0.0678706	0.0306895	0.0523739	0.00469039	0.0697183	0.152607	0.0181683	0.043673	0.0114472	0.000920247	0.03799955	0.009834721	0.00237211	0.0773413	0.0881999	0.0168761	0.0113045	0.020575	0.153537	0.00295758	0.0280584	0.00191183	0.0343964	0.251506	0.0299671	0.180921	0.100075	0.09326311	4	68.59057	0.03431583	0.284352	0.646974	1.06804	2.00063	0.137967	0.26428	0.183501	0.10078	0.255362	0.0581091	0.1030978	0.9046079
