Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-409.2137	-342.2864	-66.92735	23.62947	1.672198	0.284975	0.122204	0.0181474	0.148366	1.00976	0.0947456	0.407431	0.115927	0.63225	0.134679	0.0203048	0.220147	0.273893	0.309768	0.549483	0.13588	0.00865797	1.11738	0.148522	0.106653	0.445494	1.15868	0.426065	0.004596286	0.101503	0.0474046	0.069805	0.0415189	0.0946522	0.0619225	0.052274	0.00995999	0.156487	0.000796308	0.098517	0.00338835	0.129652	0.104424	0.0276946	0.2648182	0	61.03376	0.06146434	0.25074	0.614917	1.05912	2.07523	0.096725	0.108319	0.327956	0.0868189	0.300799	0.0793829	0.2694145	0.9829397
100	-398.6167	-345.7961	-52.82057	14.88788	2.510485	0.582177	0.0855195	0.00746205	0.580057	1.03831	0.0538093	0.179767	0.904547	0.320951	0.353853	0.105482	0.107468	0.285058	0.124117	0.0652191	0.302688	0.26274	0.198476	0.0204832	0.054429	0.109542	0.103779	0.2658662	0.009518882	0.0945681	0.10045	0.0599938	0.0886784	0.0764543	0.084065	0.00486595	0.0287155	0.100621	0.115195	0.131092	0.0017979	0.0115033	0.0934467	0.00855363	0.2896487	1	53.52712	0.03402835	0.347448	0.700232	1.07875	1.87357	0.158055	0.148963	0.224484	0.0874253	0.204399	0.176673	0.2991676	0.9681821
200	-404.8145	-342.365	-62.44952	17.30367	3.573222	0.127554	0.034329	0.210423	0.765446	0.825476	0.0740714	0.0150454	0.369361	0.277962	0.262519	1.21501	0.405098	0.575941	0.578474	0.0117575	0.449715	0.207714	0.132222	0.224107	0.0424905	0.08408	0.0369153	0.3346991	-0.03853287	0.0174498	0.0514772	0.224013	0.0120733	0.0694386	0.00220645	0.0941992	0.00355448	0.1079	0.0640874	0.169083	0.00301822	0.0255561	0.151979	0.00396469	0.2022213	1	50.67674	0.08580697	0.429261	0.759025	1.08418	1.72753	0.233644	0.169092	0.157706	0.0680577	0.215023	0.156477	0.1636885	1.235404
300	-402.9987	-348.5065	-54.49228	17.13394	2.960058	0.0751434	0.0568325	0.243864	0.5662	0.735853	0.151619	0.0384957	0.0907551	0.136909	0.27735	0.394765	0.309412	0.0853997	0.058083	0.0638474	0.0797628	0.748124	0.136042	0.0211455	0.396702	0.0349143	0.0210181	0.1785307	-0.04962511	0.114429	0.0206686	0.201523	0.0848098	0.0222147	0.00533214	0.0187597	0.00764155	0.0955128	0.0101972	0.250051	0.0163093	0.0556014	0.0583038	0.0386465	0.1781621	1	54.20192	0.05239994	0.386148	0.729292	1.08231	1.80225	0.155563	0.161357	0.208853	0.0965938	0.215139	0.162495	0.128537	1.386076
400	-408.0886	-344.6226	-63.46606	14.64259	2.686904	0.145512	0.0435206	0.50923	0.480736	0.0843541	0.645366	0.365895	0.123961	0.257569	0.00809932	1.36235	0.231659	0.621952	0.306627	0.723708	0.0770909	0.563222	0.673495	0.00734413	0.429712	0.332781	0.46635	0.395816	0.005147602	0.0288704	0.135788	0.193789	0.0428052	0.0882294	0.117778	0.077626	0.0292778	0.0723222	0.0216701	0.0653739	0.00565672	0.0176384	0.0874075	0.015767	0.1984309	1	51.66087	0.0740353	0.36349	0.712574	1.08046	1.84347	0.0893662	0.145702	0.263762	0.0638286	0.325695	0.111646	0.2035785	0.9747144
500	-402.1177	-341.8547	-60.26297	20.57323	3.170801	0.0814997	0.0584788	0.388783	0.870387	0.273733	0.926955	0.0358768	0.176654	0.019604	0.0655997	0.174164	0.249141	0.0160886	0.0142361	0.149233	0.0833494	0.617944	0.104427	0.0951509	0.565968	0.0562856	0.595892	0.2350971	0.002050772	0.0658433	0.0461238	0.135065	0.0470831	0.126815	0.0342156	0.0220525	0.00932622	0.202362	0.0888223	0.0694301	0.0167511	0.0263459	0.108132	0.00163214	0.1693665	2	57.58771	0.06774016	0.402058	0.740567	1.08324	1.77414	0.143538	0.147354	0.256544	0.0778438	0.253745	0.120975	0.1714173	0.9880364
600	-400.3203	-343.0428	-57.27752	32.87179	1.641135	0.108195	0.0214633	0.285725	0.329204	0.065418	0.882653	0.156301	0.0761731	0.370042	0.0687481	0.293455	0.192726	0.157585	0.0985061	0.668252	0.0267049	0.631301	0.37052	0.0715123	0.361138	0.124032	0.0899528	0.1846945	0.04434665	0.12548	0.0396193	0.0943548	0.0985447	0.0746748	0.00770825	0.00165396	0.0265505	0.0534443	0.0583079	0.273411	0.00555172	0.0637369	0.0101381	0.066823	0.1699645	2	51.84333	0.07019471	0.246325	0.610479	1.05774	2.08546	0.123084	0.150404	0.229937	0.138793	0.238147	0.119636	0.2143111	0.7930735
700	-426.6493	-346.1534	-80.49583	11.38328	3.725362	0.925942	0.260063	0.29037	0.462934	1.51693	0.750526	2.57803	0.986772	0.313555	0.339221	0.206736	0.248923	0.518995	0.364288	0.21148	0.699444	3.27811	1.50021	0.513956	0.0823272	0.514682	0.644685	0.5831525	0.02915239	0.0903576	0.119136	0.159657	0.0633338	0.145908	0.0682124	0.000332722	0.00413288	0.104277	0.0700114	0.104034	0.0310519	0.00606115	0.013426	0.0200679	0.2340749	2	50.98952	0.06984033	0.438608	0.765142	1.08433	1.71192	0.132245	0.143967	0.283461	0.0602021	0.274024	0.106102	0.2632273	0.8892501
800	-411.3349	-344.5137	-66.82121	13.26031	3.160301	0.454789	0.118572	0.11745	1.05762	0.635421	0.551128	0.311325	0.593142	0.738309	0.0859835	0.61203	0.217168	0.507648	0.457066	0.307416	0.217879	0.658255	0.400502	0.789739	0.670783	0.24112	0.492434	0.5111904	0.01208071	0.0303334	0.162836	0.211904	0.00253765	0.0279614	0.0246022	0.0115883	0.0198652	0.0485145	0.161076	0.223319	0.00858177	0.0106304	0.0235686	0.0326824	0.1849556	3	54.51832	0.0798383	0.401295	0.740034	1.0832	1.77547	0.133965	0.205468	0.21312	0.0912521	0.26107	0.095124	0.1970363	0.9386879
900	-406.9422	-355.2181	-51.72406	25.57073	1.628373	0.0277733	0.00449245	0.203408	0.282172	1.14483	0.0109841	0.0167754	0.0980919	0.00716356	0.324169	0.0347715	0.088586	0.276709	0.098657	0.139473	0.149727	0.288685	0.0148791	0.0457655	0.0117639	0.109456	0.040328	0.138369	-0.01751194	0.113699	0.0712954	0.124552	0.0520046	0.0488279	0.000370024	0.0445552	0.0601296	0.0810933	0.072886	0.194587	0.00337277	0.0237434	0.0835853	0.025299	0.2098635	1	52.50883	0.08487414	0.24449	0.608617	1.05715	2.08974	0.158841	0.0923236	0.162787	0.111836	0.164038	0.310174	0.1923515	1.091041
