Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
10	0	-576.1552	-527.8544	-48.30075	3.143227	3.213703	0.0339286	0.0206571	0.041926	0.031148	0.00102611	0.114367	0.0805098	0.0680506	0.00165523	0.0725186	0.0775904	0.00128982	0.0262458	0.0844948	0.00725396	0.0780165	0.00626632	0.0392332	0.0520809	0.0816266	0.0310039	0.064838	0.142034	0.0452857	0.0186079	0.0082799	0.0449124	0.0178096	0.0328922	0.0470806	0.0117824	0.0206648	0.0921563	0.000484969	0.0449281	0.0142002	0.0991296	0.0447356	0.0258385	0.0255654	0.05062478	0.002902505	0.015871	0.101732	0.0922851	0.0103392	0.0145833	0.00348618	0.102538	0.000112732	0.0540241	0.0893575	0.0658769	0.115488	0.0859528	0.208436	0.0399168	0.1433442	3	74.18893	0.01821753	0.405147	0.742713	1.08339	1.76875	0.15468	0.30135	0.110738	0.146885	0.188256	0.0980902	0.1462467	0.9801534
11	0	-615.4297	-540.9394	-74.49027	4.286556	1.766394	0.0855467	0.00450552	0.0745779	0.165349	0.0495308	0.152192	0.00778964	0.157793	0.113739	0.0362314	0.0689096	0.0642092	0.0881373	0.316877	0.0910501	0.122425	0.0410787	0.0183767	0.077392	0.0260334	0.0213767	0.0576207	0.105596	0.0142549	0.153761	0.126296	0.109026	0.0510535	0.0172105	0.0830152	0.0759174	0.0683457	0.00544679	0.0114854	0.0023089	0.0411509	0.157029	0.0270293	0.00282258	0.135658	0.06201833	0.01920135	0.027306	0.114994	0.0787566	0.118582	0.0201243	0.00638389	0.199019	0.0012079	0.0699214	0.0405252	0.137788	0.0566439	0.000208694	0.0877327	0.0408058	0.1642743	4	85.72457	0.02217306	0.2637	0.627627	1.06287	2.0458	0.0930114	0.310022	0.149415	0.126024	0.189432	0.132095	0.1834756	0.8953466
12	0	-588.1354	-533.7183	-54.4171	6.316903	1.36367	0.0521447	0.0459585	0.0232224	0.020298	0.0366625	0.0723914	0.0699194	0.0357444	0.0364774	0.0317556	0.0262693	0.0839323	0.0739576	0.0524047	0.0536862	0.0532942	0.0326288	0.0597544	0.0331175	0.0147679	0.0308253	0.0258886	0.06147	0.159487	0.123646	1.04503e-05	0.102065	0.0438103	0.0593066	0.10452	0.0234426	0.017362	0.00238183	0.0201933	0.0190037	0.0459532	0.0329094	0.017563	0.01286	0.0154221	0.04086956	0.02715924	0.0233771	0.0566539	0.0785881	0.0457297	0.0196128	0.00124917	0.112645	0.00821549	0.0871544	0.0420568	0.0530076	0.157777	0.0628002	0.207548	0.0435846	0.1400956	3	78.71226	0.03855674	0.203473	0.564171	1.0413	2.19106	0.184915	0.233019	0.200493	0.106314	0.183649	0.0916099	0.1672548	0.8376176
13	0	-583.787	-522.4502	-61.33674	11.0614	2.502501	0.0455557	0.00540642	0.0290609	0.0106204	0.0546895	0.0428252	0.0122229	0.159985	0.0328734	0.0157018	0.0910823	0.0518586	0.0616598	0.0125032	0.045578	0.0872088	0.327493	0.00618533	0.236085	0.00750433	0.0139416	0.114219	0.06581	0.000703708	0.190699	0.000310296	0.0868503	0.051559	0.168674	0.0125282	0.0212446	0.0316215	0.0547712	0.0714969	0.0681532	0.107108	0.0683953	0.0411595	0.00332939	0.0077888	0.06351347	0.01139299	0.0166099	0.204586	0.0761961	0.0131888	0.0150201	0.00223275	0.0596971	0.00363162	0.0234214	0.0685222	0.0775264	0.190416	0.00865237	0.168052	0.0722464	0.1074422	3	74.12141	0.01984307	0.346694	0.699641	1.07866	1.87501	0.162955	0.262837	0.185365	0.10466	0.219029	0.0651542	0.1188352	0.9041278
14	0	-612.2256	-538.9382	-73.28742	8.675106	1.681567	0.0581349	0.11453	0.0713581	0.103896	0.0363214	0.39936	0.0939839	0.159541	0.116235	0.147988	0.11297	0.0557791	0.0216501	0.023217	0.320821	0.0889799	0.0422538	0.15062	0.0388475	0.185226	0.00740982	0.148583	0.0194839	0.0117562	0.2988	0.0100922	0.275851	0.0270157	0.296869	0.142389	0.102834	0.0374003	0.00573077	0.0498712	0.00587581	0.032301	0.0574529	0.0122436	0.365782	0.00763602	0.1391406	-0.01034216	0.0096022	0.0691421	0.297064	0.0471927	0.024614	0.00805807	0.0574166	0.00886174	0.0257035	0.107915	0.0228803	0.0252302	0.0234555	0.25364	0.0192235	0.1457094	5	98.66884	0.02946942	0.252058	0.61623	1.05952	2.07219	0.143645	0.314796	0.116545	0.115365	0.195844	0.113805	0.1353672	1.076401
15	0	-584.6138	-531.432	-53.1818	6.151398	2.752929	0.00101349	0.0292058	0.0571733	0.0328545	0.0381985	0.111202	0.0210211	0.0524227	0.00290633	0.0740729	0.207227	0.0485116	0.0351706	0.0466009	0.0032678	0.0536885	0.00486678	0.127327	0.00143149	0.063387	0.0172613	0.0265557	0.0321346	0.0582877	0.0165257	0.00847503	0.232859	0.00911744	0.0123054	0.0121363	0.0149383	0.039799	0.0180493	0.0539228	0.0318314	0.0382421	0.0520085	0.0728723	0.00328789	0.212191	0.05261159	-0.007631413	0.0130801	0.0385336	0.0553528	0.00525101	0.0816698	0.0189037	0.0736833	0.00247871	0.0356939	0.033256	0.0557564	0.0674522	0.00530435	0.484844	0.0287405	0.195528	2	72.80178	0.01425925	0.369196	0.716861	1.08099	1.83295	0.118619	0.301341	0.113391	0.1148	0.286759	0.0650903	0.1878966	1.040615
16	0	-580.5302	-534.295	-46.23518	15.31441	1.684033	0.000903986	0.0289125	0.0264774	0.0174818	0.131151	0.0651747	0.000337731	0.0285211	0.0345156	0.125633	0.0284276	0.0210574	0.00848433	0.0139335	0.00110757	0.0200598	0.0144654	0.0711332	0.0188323	0.00393161	0.149681	0.00367963	0.0479657	0.0595394	0.115606	0.00583414	0.0683487	0.0473641	0.0419925	0.00110125	0.0410494	0.0158027	0.0133385	0.244987	0.0239644	0.0229856	0.035954	0.0441196	0.0398292	0.0159705	0.0474976	0.01566565	0.0443311	0.0311888	0.170709	0.034724	0.045919	0.0136007	0.11957	0.014532	0.0209927	0.108293	0.0651269	0.145078	0.0183394	0.119259	0.048337	0.1661223	5	74.11201	0.02609002	0.252404	0.616574	1.05962	2.0714	0.152547	0.248286	0.115874	0.113459	0.243901	0.125933	0.181788	0.9138246
17	0	-595.252	-531.1458	-64.10613	4.574359	1.619979	0.0589642	0.122406	0.0231703	0.00750307	0.0551403	0.286693	0.0185262	0.129805	0.00113522	0.118773	0.182217	0.0735093	0.00272363	0.0720272	0.0474991	0.126611	0.00179003	0.0360241	0.0659839	0.0364179	0.0261412	0.0886344	0.0717809	0.0482314	0.148126	0.0206498	0.0112946	0.0368063	0.0300628	0.0540515	0.00626266	0.0175594	0.0263568	0.0185289	0.0366806	0.0172204	0.0931399	0.0799828	0.01949	0.000648149	0.07833382	-0.001725264	0.00189058	0.0955687	0.0187504	0.036729	0.0148686	0.0107735	0.073572	0.00035585	0.0593152	0.0701514	0.136658	0.240712	0.0393901	0.177431	0.0238335	0.1666528	2	75.05022	0.01831157	0.243276	0.607381	1.05675	2.09259	0.169441	0.288236	0.153063	0.121533	0.174863	0.092864	0.1649276	1.010461
18	0	-598.6447	-527.2341	-71.41058	7.166524	1.241585	0.0978405	0.0406266	0.0641445	0.0171997	0.00715392	0.100405	0.0307124	0.0538587	0.249447	0.156557	0.0569953	0.0528666	0.0294276	0.00173015	0.105966	0.0799751	0.00121627	0.325751	0.00608519	0.0295846	0.100306	0.0253028	0.189965	0.0188716	0.0419299	0.0387622	0.177885	0.0733819	0.046151	0.184026	0.0348709	0.120573	0.0165805	0.276231	0.0629125	0.114816	0.00903678	0.0407008	0.00640225	0.496131	0.09698679	0.04027243	0.00994743	0.0252418	0.0815351	0.0138472	0.106073	0.000616811	0.0334257	0.00131245	0.0636093	0.0201895	0.02147	0.142334	0.0213349	0.428008	0.0310541	0.2146926	3	61.80605	0.03231449	0.182508	0.539011	1.0308	2.24768	0.132276	0.297319	0.144997	0.0933535	0.259463	0.0725917	0.254965	0.8420472
19	0	-577.9719	-531.5964	-46.37553	8.122482	3.377303	0.0128223	0.0398501	0.0232321	0.00162364	0.0420182	0.0168477	0.00920961	0.164495	0.00127453	0.183106	0.0556095	0.0144365	0.0257386	0.0442456	0.00538691	0.0724743	0.0123352	0.0669862	0.0437458	0.058375	0.0267204	0.0368165	0.0467085	0.0519113	0.0117579	0.117186	0.00245606	0.00308911	0.0192301	0.0136627	0.0609555	0.00194668	0.0193583	0.0237945	0.0562301	0.043582	0.0255129	0.0780273	0.00800356	0.0393494	0.05130071	0.01315354	0.0448187	0.111992	0.111652	0.0532011	0.0504802	0.0362672	0.0663745	0.00424022	0.042639	0.144262	0.075222	0.0868706	0.0382161	0.0974194	0.0363448	0.1812149	4	73.11254	0.01517256	0.416497	0.750488	1.08384	1.74918	0.139875	0.20897	0.130812	0.149484	0.259076	0.111783	0.1943684	0.9323268
20	0	-590.5265	-532.644	-57.88245	8.733598	2.753486	0.0238898	0.0739904	0.103776	0.0243433	0.0362435	0.292768	0.131137	0.0378838	0.0273125	0.077146	0.0563159	0.0127508	0.000519936	0.0647922	0.0444926	0.107502	0.00385846	0.216351	0.0252565	0.0678643	0.0516792	0.00347888	0.15261	0.00204981	0.0414733	0.144157	0.00548686	0.0077616	0.00608821	0.130254	0.0456782	0.00831652	0.0475065	0.247399	0.121475	0.0111839	0.123848	0.0197121	0.00633781	0.0338446	0.06784964	-0.01371314	0.0162267	0.149238	0.0404004	0.180478	0.00496947	0.00196766	0.0376233	0.00278173	0.0291106	0.0431518	0.0476435	0.199078	0.0772077	0.164513	0.00561077	0.135835	5	76.48296	0.03436258	0.369244	0.716896	1.08099	1.83287	0.113636	0.32741	0.154132	0.147516	0.194943	0.0623633	0.1221219	1.112291
21	0	-603.1981	-533.7027	-69.49542	3.264325	2.491577	0.190027	0.147281	0.103534	0.0389467	0.0236736	0.297483	0.0477207	0.103509	0.0271466	0.06147	0.181889	0.0708065	0.0837837	0.109971	0.00587257	0.243775	0.066599	0.143132	0.0149937	0.0943706	0.179345	0.0995416	0.0370997	5.94997e-05	0.0191023	0.00743085	0.0678109	0.038231	0.0176963	0.10139	0.00870526	0.0090855	0.0926049	0.175302	0.105751	0.0185312	0.0299474	0.483158	0.0459748	0.0205893	0.1010259	0.01988785	0.020027	0.0791193	0.108833	0.0781274	0.0556081	0.000705157	0.152166	0.0129272	0.0070503	0.117019	0.0993266	0.0941319	0.0741182	0.0874481	0.013393	0.2446753	7	71.54369	0.02314609	0.345657	0.698826	1.07853	1.87699	0.139578	0.281093	0.157991	0.134339	0.181059	0.105941	0.2645631	0.9248276
22	0	-579.587	-529.2994	-50.28769	2.924562	2.280154	0.00909382	0.0243439	0.165811	0.0137905	0.0292157	0.103164	0.0309923	0.0412473	0.0959484	0.0628887	0.0666597	0.053272	0.0172476	0.0176135	0.0802959	0.140036	0.00104816	0.0577123	0.0220381	0.0579519	0.0708148	0.0849214	0.019943	0.00791187	0.110602	0.0449797	0.021053	0.0765328	0.0123361	0.0244197	0.00400691	0.01387	0.178541	0.0287739	0.0521741	0.0497914	0.0350017	0.028699	0.00209183	0.0334558	0.04741678	-0.002579722	0.019721	0.0306644	0.0830121	0.0359693	0.0685481	0.0060948	0.0727221	0.00187458	0.0867591	0.0376663	0.0654046	0.13322	0.160065	0.190675	0.00760375	0.2228232	3	73.57404	0.02213637	0.324571	0.681842	1.07564	1.91794	0.166516	0.271742	0.201633	0.116157	0.147997	0.0959541	0.2202435	1.011713
23	0	-599.3819	-543.7189	-55.66308	8.737125	2.461105	0.0239348	0.0014882	0.0503152	0.0223125	0.0712197	0.00313433	0.0406234	0.0790325	0.0364572	0.0109227	0.0233209	0.0759427	0.101667	0.0382636	0.0209186	0.0543149	0.0881065	0.0537921	0.0252974	0.0196567	0.0194589	0.0344421	0.0260715	0.000709834	0.0996024	0.0624794	6.44023e-06	0.0614766	0.056101	0.017259	0.0383414	0.0580541	0.0475769	0.0116147	0.109706	0.00786429	0.0134931	0.00644716	0.037435	0.0853288	0.03315763	-0.01885582	0.0308762	0.0257725	0.027353	0.0531827	0.0932275	0.00775751	0.11472	0.00128421	0.028594	0.0927127	0.124744	0.151694	0.04599	0.0714702	0.130622	0.1992084	1	97.1236	0.01345453	0.342738	0.696524	1.07817	1.88257	0.15147	0.320711	0.117709	0.162705	0.176581	0.0708233	0.1803526	1.10455
24	0	-579.591	-516.7856	-62.80545	1.496214	2.254968	0.151469	0.0193218	0.0288954	0.166591	0.0839001	0.0768224	0.00856408	0.0630364	0.0584961	0.056081	0.0337285	0.343681	0.0158658	0.0703393	0.0352736	0.0787645	0.188127	0.0914867	0.0826491	0.0205638	0.0204143	0.156357	0.0556542	0.00726881	0.0718775	0.0518392	0.0183973	0.0187965	0.0519202	0.212458	0.0147984	0.0473448	0.0275455	0.00495029	0.0811887	0.0034723	0.0449844	0.0247242	0.109707	0.0001712	0.08756522	0.005891244	0.000919361	0.0809784	0.160453	0.00761704	0.0064262	0.00763851	0.0799975	0.000880942	0.0405716	0.108733	0.0703057	0.0951478	0.0368539	0.273966	0.0295117	0.1276151	3	64.34323	0.04147617	0.321922	0.679649	1.07523	1.9232	0.165838	0.312956	0.148836	0.0809644	0.222741	0.068665	0.1335064	0.9558729
25	0	-603.7158	-534.5462	-69.16967	3.076531	1.427782	0.157422	0.0325962	0.0269138	0.0695106	0.0494507	0.0214006	0.0539361	0.0669377	0.0829761	0.0271822	0.00538284	0.15955	0.0686371	0.0985225	0.00453246	0.222407	0.360148	0.0234472	0.0700281	0.117074	0.116874	0.0771782	0.109124	0.00172751	0.1389	0.083836	0.0174568	0.0229652	0.0318917	0.0863784	0.0856011	0.199729	0.0429057	0.0641756	0.248666	0.0246466	0.0841904	0.127096	0.00244044	0.0223042	0.07389266	0.01163146	0.0100102	0.106949	0.0909345	0.015575	0.0800951	0.00558369	0.124749	0.00988904	0.0182085	0.17268	0.109055	0.0427556	0.000182242	0.208491	0.00484123	0.1403106	4	75.87449	0.02215958	0.213948	0.576077	1.04588	2.16409	0.182681	0.213751	0.14986	0.0978159	0.253752	0.102141	0.1519421	0.9234481
26	0	-582.143	-531.0353	-51.10777	1.469303	3.55117	0.126848	0.0711661	0.00567067	0.0251185	0.207296	0.0756932	0.0159501	0.235919	0.140993	0.0263268	0.0529905	0.16207	0.049192	0.0194566	0.167509	0.220896	0.0924309	0.00315715	0.0499728	0.0187906	0.00730488	0.0240302	0.0460095	0.00203716	0.111065	0.0715313	0.00956946	0.0525595	0.0707616	0.037585	0.00458407	0.00575447	0.0238794	0.00391337	0.127292	0.0769338	0.099718	0.0292519	0.0131678	0.0215873	0.06359491	0.01400305	0.0313892	0.0260281	0.0968703	0.0151402	0.0492695	0.0116516	0.0900463	0.0040601	0.00248681	0.0521275	0.0704752	0.15914	0.00574838	0.346062	0.0395044	0.1774276	4	61.9822	0.03209097	0.427867	0.758102	1.08415	1.72988	0.108407	0.306956	0.182946	0.11042	0.22822	0.0630505	0.1914307	0.9268505
27	0	-584.0945	-532.8252	-51.26929	3.731734	1.681531	0.131498	0.00219225	0.0329192	0.00776173	0.17322	0.159973	0.0296147	0.324761	0.0169441	0.00402609	0.0291761	0.0736984	0.0892665	0.0677588	0.0771622	0.0304184	0.120575	0.00650485	0.0364209	0.0240393	0.0234853	0.0609807	0.0271464	0.0270325	0.0291223	0.00764383	0.0115127	0.0131519	0.146417	0.0250758	0.161046	0.00155269	0.0313862	0.0154708	0.0367914	0.133419	0.0319539	0.0363941	0.0897038	0.0425266	0.07585051	-0.01262254	0.00423351	0.0617101	0.0721148	0.0260328	0.0608058	0.00278733	0.157617	0.00104608	0.075582	0.0348097	0.102031	0.113814	0.0016431	0.132034	0.153738	0.159851	6	66.29938	0.01910874	0.252053	0.616225	1.05952	2.07221	0.138865	0.346149	0.111027	0.111252	0.184472	0.108235	0.1472284	1.085734
28	0	-576.5134	-530.5746	-45.93877	1.659833	5.507864	0.116459	0.0391335	0.075338	0.0159129	0.072888	0.0905751	0.0138473	0.0441501	0.00340876	0.0415623	0.0319734	0.132795	0.05957	0.00656715	0.0443535	0.0552225	0.00263096	0.00501125	0.029684	0.0258223	0.0461323	0.0136266	0.0466608	0.00955051	0.103258	0.0779633	0.0503047	0.0278223	0.02044	0.0105449	0.00140519	0.0108534	0.0298069	0.00630743	0.0536666	0.0481076	0.015336	0.02757	0.0424709	0.0321305	0.03912672	-0.01152025	0.0215181	0.20172	0.215133	0.0440205	0.111236	0.0257712	0.0911978	0.00299886	0.0094244	0.00182065	0.0392118	0.0122857	0.0241433	0.198496	0.00102325	0.1224304	4	75.62218	0.01696613	0.521895	0.815194	1.08232	1.58059	0.111095	0.271488	0.126696	0.123261	0.245119	0.122342	0.1109101	1.10387
