Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-436.8799	-361.8069	-75.07298	19.86586	2.001945	0.00599688	0.0284557	0.271209	0.0104948	0.00310021	0.0197003	0.0821105	0.0812839	0.0121993	0.0145888	0.00861216	0.250504	0.288435	0.00482125	0.237003	0.0270782	0.0260105	0.0289241	0.00288812	0.0538723	0.00259335	0.000856367	0.00348422	0.0481897	0.00349222	0.0516271	0.0119677	0.156165	0.124044	0.0128235	0.0512914	0.0437895	0.00990576	0.00292511	0.0158573	0.168565	0.0511736	0.0209168	0.0401566	0.0264641	0.00185904	0.0960256	0.217494	0.0103047	0.158538	0.219853	0.249842	0.0197522	0.161504	0.0179289	0.156748	0.0482705	0.00438252	0.0730562	0.115373	0.00806609	0.443888	0.218305	0.0116747	0.194717	0.165138	0.0121084	0.09172158	0.0972655	0.140601	0.0152731	0.0662183	0.0885709	0.028091	0.0606502	0.0886006	0.0294765	0.266984	0.013219	0.0385583	0.000568326	0.118109	0.0301705	0.0149081	0.5253581	8	54.56377	0.0540995	0.293507	0.65522	1.07004	1.98123	0.12559	0.0866872	0.237234	0.0868439	0.332827	0.130818	0.6226236	0.8437812
100	-404.1922	-369.9706	-34.22163	20.41556	3.469039	0.00793867	0.0117296	0.170065	0.0261442	0.000893172	0.000835683	0.0278784	0.00145366	0.00103177	0.00149572	0.0884816	0.0277061	0.0158395	0.0704733	0.0652517	0.0608787	0.0278758	0.0060252	0.147383	0.0143467	0.125587	0.00250367	0.00229353	0.0655727	0.00293346	0.00592171	0.048998	0.00453409	0.00720009	0.00493926	0.000885282	0.0148532	0.0106313	0.00598019	0.0603392	0.0728346	0.0466211	0.0441577	0.0151984	0.0419568	0.00617235	0.00699313	0.00463792	0.000279886	0.0540395	0.0773199	0.10657	0.21424	0.0748659	0.00578265	0.00831245	0.0180116	0.00765513	0.0154471	0.0182317	0.00594754	0.0106917	0.119277	0.0145766	0.228856	0.00601099	0.0797681	0.04160298	0.003840809	0.0413373	0.0773968	0.0132705	0.0566971	0.119253	0.0504178	0.0745838	0.0111201	0.0058601	0.12822	0.192222	0.0290345	0.123355	0.00251887	0.0747129	0.4773788	8	50.31942	0.1037097	0.42258	0.754583	1.08402	1.73881	0.156766	0.202113	0.165917	0.0857398	0.248809	0.140656	0.4812196	0.9920186
200	-433.0936	-367.8631	-65.23054	20.17286	8.642619	0.019873	0.0142499	0.206368	0.134216	0.00170869	0.00318735	0.0494138	0.116569	0.0367382	0.000963619	0.0247248	0.0988425	0.0877165	0.274252	0.377028	0.0959313	0.0929541	0.0951754	0.0342105	0.0119261	0.0215453	0.0206292	0.00679932	0.0196421	0.0127004	0.0330127	0.0302489	0.0765203	0.0152846	0.0516137	0.0290084	0.110583	0.0299892	0.0185589	0.00201167	0.188245	0.0346323	0.0241251	0.0583021	0.0255143	0.00124752	0.240069	0.0260485	0.0301896	0.10684	0.163328	0.202142	0.0856821	0.114434	0.0713286	0.0899286	0.0520362	0.00389107	0.0201087	0.219139	0.165966	0.242194	0.128709	0.121668	0.0743031	0.0503306	0.0298634	0.07338269	-0.03740597	0.0631046	0.0275807	0.0571354	0.0783895	0.0517777	0.129863	0.00723856	0.00712415	0.164619	0.0544504	0.138916	0.0353601	0.0343019	0.0429605	0.107179	0.4055015	9	50.64661	0.07426096	0.606707	0.859175	1.0752	1.45891	0.175768	0.145324	0.158083	0.105994	0.318874	0.0959573	0.3680955	1.10162
300	-444.3642	-368.2401	-76.12409	16.85018	6.923572	0.0322582	0.0151006	0.00608871	0.104714	0.263422	0.0180321	0.0572902	0.000532547	0.122575	0.061567	0.130467	0.0093354	0.0216262	0.220141	0.027192	0.0981747	0.00101791	0.0135147	0.0117422	0.210178	0.00241786	0.00976201	0.000268075	0.0145488	0.00282664	0.0532976	0.0768767	0.0097858	0.0501129	0.00605834	0.0119049	0.113497	0.130315	0.0845371	0.0429955	0.0155796	0.00559154	0.0394966	0.176479	0.108651	0.21531	0.0679976	0.0110393	0.00998625	0.0112217	0.11514	0.147606	0.0553597	0.00742546	0.00674558	0.0878542	0.05741	0.0358528	0.028618	0.0355114	0.011867	6.79246e-05	0.121997	0.369096	0.268016	0.102298	0.0138434	0.06573107	0.02895976	0.0862555	0.00936815	0.0856721	0.150486	0.0248977	0.0618244	0.0242143	0.00468689	0.072863	0.0306664	0.260708	0.0283644	0.0232936	0.0560492	0.0806507	0.4310795	9	54.25871	0.07944066	0.566524	0.839121	1.07913	1.51522	0.129296	0.119935	0.189038	0.145025	0.275511	0.141196	0.4600393	0.9370494
400	-397.4294	-348.5504	-48.87892	32.01511	5.320779	0.0269631	0.0050891	0.00242838	0.178746	0.191937	0.0106881	0.0179202	0.00235816	0.000969527	0.00579066	0.00365757	0.00179556	0.0376482	0.0297392	0.0759558	0.00403811	0.00183307	0.00365812	0.0452391	0.000267545	0.0352971	0.0155043	0.000519849	0.0206093	0.00270621	0.113549	0.0105116	0.065046	0.0202245	0.00325734	0.0140583	0.0129227	0.00652917	0.113573	0.0167962	0.0282385	0.0582239	0.0598326	0.0855081	0.002342	0.144242	0.00275575	0.0034084	0.0286287	0.0199608	0.0670265	0.0120257	0.0233231	0.0317767	0.0239019	0.0615432	0.0732619	0.176119	0.0551909	0.00125118	0.212788	0.00539398	0.206663	0.0675996	0.0487599	0.0019994	0.0121165	0.04347164	-0.000542496	0.0351049	0.0501309	0.0828377	0.103104	0.216243	0.0328764	0.0429242	0.0105488	0.1096	0.0925637	0.103237	0.000545656	0.0329707	0.0819242	0.00538892	0.3501428	7	52.56948	0.09022748	0.514879	0.811261	1.0827	1.59116	0.14758	0.148114	0.195101	0.0876082	0.296343	0.125254	0.3496003	1.001552
500	-416.4539	-356.9228	-59.53106	19.37121	3.832652	0.0308429	0.0834472	0.0322377	0.257016	0.311447	0.0018878	0.119581	0.0223118	0.0217117	0.00650184	0.047401	0.00469347	0.00762304	0.165953	0.0134661	0.0125936	0.0418196	0.0113775	0.00539947	0.0728476	0.00529818	0.0202654	0.0206436	0.113098	0.00556098	0.0414866	0.0440175	0.0385464	0.00224194	0.0218395	0.0758853	0.00284867	0.0154728	0.143318	0.00453876	0.00195871	0.001146	0.350642	0.111421	0.0100097	0.013163	0.0057687	0.0230075	0.0589743	0.0151075	0.155615	0.00720624	0.0681425	0.0193128	0.0128973	0.063697	0.00325622	0.0234907	0.110466	0.238817	0.0146304	0.00270742	0.230594	0.46918	0.0329706	0.0189531	0.0420762	0.07746287	0.07982957	0.02792	0.0360505	0.110288	0.129435	0.0399212	0.0311474	0.0170192	0.0283136	0.0458118	0.0710914	0.283232	0.0357262	0.0729458	0.0186291	0.052469	0.4138	11	53.22892	0.09241665	0.444926	0.769216	1.08439	1.70147	0.179737	0.185756	0.169493	0.0927809	0.20745	0.164783	0.4936296	0.8382804
600	-440.3123	-363.1651	-77.14714	13.38976	2.315901	0.580194	0.0179953	0.00654315	0.00477919	0.0168732	0.0111288	0.0679762	0.173433	0.0421764	0.00716893	0.145537	0.0509487	0.0120094	0.0924836	0.0387948	0.00205935	0.0690543	0.098384	0.0414025	0.022325	0.00514272	0.0152576	0.0814529	0.0530804	0.295923	0.0269556	0.00748227	0.0960662	0.118552	0.0207288	0.0543487	0.0613617	0.108182	0.0223879	0.0746922	0.0357533	0.00232241	0.054342	0.111122	0.00836017	0.0483778	0.0195902	0.127499	0.192134	0.269903	0.560112	0.00611043	0.00505645	0.0323007	0.0291827	0.0623683	0.154896	0.040939	0.267049	0.0291586	0.0238757	0.1366	0.030115	0.0260781	0.177875	0.299617	0.199442	0.0802522	-0.04338511	0.0519219	0.0680135	0.0698	0.0693564	0.0377346	0.042031	0.074642	0.0116236	0.13639	0.0923416	0.2251	0.0145092	0.00142082	0.0835129	0.0216027	0.6849253	14	51.05594	0.07760327	0.328277	0.684888	1.0762	1.91063	0.161328	0.101089	0.245079	0.111125	0.239795	0.141584	0.6415402	1.067626
700	-449.529	-362.8831	-86.64587	26.23138	4.178953	0.000838432	0.478293	0.0476645	0.853891	0.153045	0.00110675	0.0733362	0.0803608	0.0101067	0.0156598	0.0215391	0.00578765	0.0194613	0.063848	0.0552372	0.0243434	0.00470766	0.00733616	0.022476	0.0964827	0.0143873	0.0166233	0.146889	0.201647	0.00608333	0.0507062	0.0963015	0.0117183	0.0310222	5.36121e-05	0.0218019	0.116056	0.00831454	0.472902	0.0311338	0.0796032	0.343031	0.237171	0.0629984	0.203459	0.0904842	0.0680363	0.0128519	0.0972361	0.00582658	0.105249	0.0078208	0.335043	0.0129947	0.00276696	0.0634404	0.127431	0.14104	0.170208	0.0807424	0.215691	0.0020561	0.244675	0.200059	0.00615058	0.0241361	0.055571	0.108167	-0.0473908	0.0550022	0.0426513	0.0908032	0.179189	0.0449893	0.0945751	0.0142873	0.0198379	0.0769769	0.0834833	0.102078	0.00448097	0.0096198	0.115847	0.0661787	0.5603156	10	54.67714	0.07504981	0.463931	0.781179	1.08433	1.67056	0.101197	0.185584	0.241769	0.0758844	0.286318	0.109248	0.5129248	1.092393
800	-450.6286	-358.4439	-92.18468	21.38409	3.456886	0.242518	0.0259325	0.097613	0.0377495	0.00205608	0.0727473	0.0733308	0.0970089	0.0150093	0.0318685	0.0811489	0.147195	0.274095	0.0462603	0.0383075	0.0174664	0.0183094	0.164956	0.0214822	0.0295002	0.140448	0.0654083	0.427725	0.405252	0.0734696	0.16952	0.0392081	0.0493172	0.00830973	0.148417	0.288247	0.0335339	0.565353	0.00142263	0.32828	0.260745	0.12991	0.459299	0.33798	0.00271321	0.226594	0.00231016	0.0580642	0.0656565	0.418745	0.0914192	0.157522	0.0776868	0.0750014	0.00612969	0.106554	0.0406862	0.00140796	0.00030533	0.00536609	0.0103147	0.0864888	0.00146317	0.0274119	0.0469811	0.260284	0.135636	0.1264273	0.02456947	0.026935	0.0853159	0.0554236	0.10457	0.0455542	0.0612607	0.0702748	0.0138248	0.0401862	0.039515	0.268436	0.0478595	0.0399246	0.0461572	0.0547625	0.3731412	15	50.22075	0.07066123	0.421786	0.754051	1.084	1.74016	0.195287	0.114771	0.184882	0.128423	0.250545	0.126091	0.3977107	0.9382228
900	-448.5375	-365.7841	-82.75342	27.03001	2.844392	0.104868	0.00523262	0.0164259	0.139251	0.382719	0.0112072	0.00640928	0.0939255	0.0199008	0.0492062	0.0827553	0.0045586	0.0456172	0.193694	0.00125839	0.0157547	0.00576277	0.296014	0.0440886	0.0431178	0.0331719	0.00335407	0.267414	0.183067	0.00182555	0.00219767	0.0420497	0.0134443	0.0756641	0.075146	0.123922	0.000445599	0.137211	0.127496	0.0893078	0.0348855	0.103665	0.0201896	0.00166436	0.108677	0.0141391	0.149167	0.0569528	0.243358	0.044441	0.00448313	0.424218	0.201063	0.0364303	0.141249	0.0326144	0.0068474	0.278798	0.03289	0.00619342	0.0697455	0.00426761	0.261634	0.0587619	0.000129591	0.169698	0.0647361	0.09553736	0.01635418	0.0137199	0.157881	0.034559	0.150083	0.139476	0.0530725	0.00202527	0.00295493	0.0874775	0.0325891	0.198284	0.0792725	0.0240889	0.0192225	0.00529394	0.5578801	8	59.07617	0.09235264	0.376854	0.722531	1.08163	1.81898	0.108916	0.236764	0.161646	0.176302	0.204857	0.111514	0.5742343	0.97152
