Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-562.2065	-521.2271	-40.97941	13.1037	2.308772	0.0740854	0.0453518	0.0178486	0.0291019	0.00855616	0.0262991	0.0228237	0.0553951	0.0160218	0.0242505	0.0187279	0.0515635	0.0891095	0.0669659	0.0128602	0.00675277	0.0287657	0.00445036	0.0811176	0.140756	0.0693688	0.00678708	0.0266238	0.20443	0.062051	0.0205152	0.0908026	0.0100658	0.0201834	0.101094	0.0732685	0.0151831	0.0374796	0.139967	0.0289318	0.0202979	0.0102213	0.0427281	0.011006	0.00636369	0.04995598	-0.005083933	0.0210832	0.00200978	0.323787	0.0531481	0.00801305	0.0021297	0.0431997	0.0100728	0.0245037	0.0148192	0.0154283	0.0803328	0.00548137	0.106046	0.289945	0.1871692	6	81.24767	0.02544006	0.327543	0.684286	1.07609	1.91208	0.151051	0.217824	0.243667	0.134977	0.181656	0.0708235	0.1820853	1.027921
100	-564.2972	-527.7973	-36.49993	5.421525	2.412259	0.0455418	0.00853877	0.0364584	0.00343765	0.0197815	0.0556861	0.00580129	0.0454997	0.0262337	0.0252575	0.101038	0.00321203	0.0195925	0.0232336	0.0048398	0.0186555	0.175122	0.0156634	0.00222879	0.0145125	0.0160857	0.0303899	0.0445313	0.0187433	0.126583	0.0240986	0.0186949	0.0465585	0.190145	0.0200912	0.00293441	0.00367613	0.0137376	0.00820908	0.0122632	0.0179786	0.00995115	0.0270465	0.0288444	0.0650753	0.03416242	0.009653958	0.0518778	0.0540653	0.210413	0.0353659	0.0721382	0.00556138	0.0656699	0.049655	0.00297629	0.13141	0.0199094	0.012006	0.00440218	0.219395	0.0651549	0.1683976	5	73.77594	0.02094245	0.337977	0.692735	1.07756	1.89173	0.165573	0.309569	0.156594	0.120235	0.134863	0.113166	0.1780515	0.94578
200	-550.971	-520.8216	-30.14936	4.723399	3.013504	0.0479177	0.0162726	0.010603	0.0390005	0.0239922	0.00451445	0.0392387	0.00682046	0.0442058	0.0167373	0.0801152	0.0129879	0.0937128	0.00950454	0.00429784	0.0134665	0.0567515	0.0182711	0.0114888	0.015633	0.0225704	0.0350313	0.0409465	0.0356127	0.0335727	0.0987576	0.0579564	0.00783269	0.107643	0.0962055	0.00220845	0.00412271	0.0242333	0.00131812	0.00474032	0.00283381	0.0681671	0.0106139	0.00255604	0.0219777	0.03791458	-0.007841789	0.0426133	0.0206397	0.154609	0.0386465	0.0194215	0.00984322	0.0851993	0.0599741	0.0688585	0.0255582	0.019224	0.154892	0.0515887	0.193106	0.0558268	0.2943964	6	69.32104	0.01520636	0.390304	0.732273	1.08258	1.79484	0.19039	0.251383	0.197398	0.141846	0.148491	0.0704921	0.2865546	1.027366
300	-551.5379	-531.7765	-19.76133	12.03464	1.45131	0.00523075	0.0516964	0.0542569	0.0434946	0.0119947	0.0370825	0.0181335	0.0548291	0.0364678	0.0557225	0.0162724	0.0242566	0.0466139	0.0256513	0.00182613	0.0339977	0.0154181	0.00295321	0.000298858	0.0153539	0.0463078	0.0167248	0.0511965	0.111028	0.0202507	0.0556575	0.0505805	0.0243807	0.0206196	0.000477087	0.0016265	0.0163139	0.0138155	0.0571075	0.0109392	0.00490949	0.00856658	0.0240358	0.00432852	0.0276819	0.02781142	0.04189162	0.0134668	0.0173014	0.193473	0.0136653	0.104026	0.00270766	0.0358229	0.0558899	0.0610851	0.019631	0.0257032	0.13848	0.0435408	0.0922767	0.182931	0.1250779	5	62.25238	0.02838376	0.217702	0.580246	1.04743	2.15462	0.160544	0.20731	0.188137	0.191955	0.169789	0.0822655	0.1669695	0.7491062
400	-561.3482	-519.6527	-41.69549	17.1712	4.491503	0.0733479	0.0872084	0.0852028	0.0145851	0.186023	0.0443635	0.0152793	0.0170144	0.0571684	0.0437163	0.0207582	0.00411912	0.00306226	0.0103846	0.00295998	0.0135226	0.0138492	0.0358488	0.0130025	0.0339095	0.0844996	0.00395462	0.00363026	0.0238308	0.015217	0.0717342	0.00176434	0.0506188	0.00526795	0.0929446	0.0841049	0.0052815	0.0316008	0.0428372	0.0230471	0.0286393	0.00913683	0.0577632	0.0703356	0.00689037	0.02908179	-0.00931592	0.0168093	0.0253233	0.170324	0.0112441	0.0250722	0.0115505	0.0268771	0.065389	0.0728828	0.0257149	0.0490079	0.11673	0.00813378	0.175424	0.199516	0.1248062	4	72.85808	0.03307906	0.479481	0.790657	1.08405	1.64581	0.220239	0.219991	0.142032	0.168011	0.147583	0.102145	0.1154903	1.080664
500	-584.8019	-514.0972	-70.70471	38.80814	3.275247	0.149359	0.211064	0.126823	0.0814264	0.157307	0.0744233	0.0929362	0.407853	0.0409278	0.0952054	0.00286056	0.0659451	0.0608322	0.237626	0.00668166	0.0424744	0.00695462	0.0244393	0.014488	0.021481	0.0318022	0.12475	0.117015	0.00301007	0.0282147	0.0188531	0.0138617	0.111141	0.240565	0.0874987	0.0896762	0.0153787	0.123023	0.000514634	0.0397125	0.105759	0.0365915	0.00309239	0.0672044	0.0344951	0.07888565	-0.002274798	0.0311234	0.00883611	0.329957	0.0390813	0.0223833	0.00106599	0.0229225	0.00916942	0.0939044	0.0590903	0.0139492	0.0639542	0.000408033	0.205293	0.0988611	0.1690328	7	72.78868	0.01485367	0.409495	0.745712	1.08357	1.76122	0.189585	0.183232	0.196549	0.129362	0.220515	0.0807563	0.166758	1.013641
600	-530.6375	-510.0271	-20.61048	24.04557	6.154491	0.00257801	0.00415153	0.00683861	0.00416665	0.0120718	0.001517	0.0193809	0.0144497	0.00522221	0.0134823	0.0164128	0.0194326	0.00018534	0.00234171	0.00068143	0.0337903	0.012707	0.00237786	0.00931927	0.0260011	0.00249856	0.0425061	0.0498303	0.00224378	0.120926	0.000878196	0.0160051	0.0247036	0.00247096	0.0244607	0.0145302	0.0300474	0.0303229	0.0229434	0.00979992	0.00453862	0.000409022	0.0121754	0.102617	0.0746813	0.02337933	0.01891805	0.0291143	0.0116237	0.174979	0.0158809	0.0149102	0.0028421	0.0868637	0.0470815	0.0784188	0.115822	0.0095577	0.0878687	0.00878035	0.212751	0.103506	0.1185914	3	71.83031	0.02076937	0.54395	0.827247	1.08091	1.54789	0.198065	0.182267	0.186461	0.13488	0.237072	0.0612558	0.1375094	0.8624236
700	-564.8479	-528.7558	-36.09204	14.14539	1.31464	0.00218525	0.0635823	0.055237	0.0511219	0.00633824	0.127098	0.0284388	0.0188784	0.0232042	0.0407376	0.0338107	0.00179985	0.00634705	0.047085	0.0164792	0.0419337	0.0429226	0.0121997	0.0251555	0.00779282	0.0804706	0.0502913	0.0448102	0.0277237	0.0197798	0.0111278	0.0028471	0.056567	0.0115007	0.025772	0.0849166	0.0264441	0.0371761	0.0119007	0.0132577	0.00749091	0.0127656	0.0889171	0.0376916	0.00826493	0.03612952	-0.01569613	0.00733152	0.00351744	0.261755	0.0276053	0.126336	0.00309922	0.0602102	0.0146935	0.00368018	0.0589551	0.00161522	0.0638952	0.0268957	0.244573	0.0958375	0.1923383	4	73.97232	0.01608213	0.195217	0.554484	1.03739	2.21291	0.125575	0.240901	0.202544	0.104153	0.230855	0.0959725	0.1766422	1.088858
800	-566.5262	-529.325	-37.20119	8.276285	1.722143	0.0548552	0.0180338	0.11969	0.0382774	0.024141	0.022877	0.00536942	0.0677541	0.102825	0.0153543	0.00371899	0.0377051	0.0133663	0.0548948	0.01189	0.00684645	0.0611474	0.00468302	0.00601993	0.0742162	0.0359785	0.00199606	0.00179126	0.00132129	0.0605158	0.000782177	0.00556267	0.030779	0.0245612	0.144387	0.00698151	0.0478255	0.143351	0.00186505	0.0262137	0.018389	0.00105568	0.0115508	0.0101402	0.101805	0.03991485	0.004205496	0.0473438	0.0119254	0.220091	0.108161	0.0281432	0.0115124	0.0639768	0.0243599	0.0302801	0.0166111	0.0160351	0.1232	0.0436304	0.22734	0.0273902	0.1491816	3	70.50942	0.02773885	0.257691	0.621791	1.06118	2.05934	0.156918	0.244661	0.17609	0.124098	0.213168	0.0850643	0.153387	0.9725825
900	-550.301	-510.8737	-39.42731	11.71338	6.628706	0.0323385	0.0766666	0.025853	0.025899	0.0960632	0.013836	0.039572	0.0169279	0.0295124	0.010794	0.00997691	0.0131742	0.0107856	0.04021	0.0340972	0.0890154	0.000414588	0.0281957	0.0120673	0.0114851	0.00760037	0.0741086	0.0215919	0.0272204	0.00517697	0.00241738	0.00296538	0.00891955	0.0215582	0.0278362	0.00343986	0.0355197	0.00273605	0.0737855	0.0299301	0.00373363	0.022157	0.103659	0.0403366	0.0560703	0.02744734	0.02523486	0.019195	0.0166265	0.0953443	0.0200119	0.0296081	0.0246878	0.0433168	0.0435721	0.0564466	0.0325965	0.042808	0.128911	0.0709775	0.158082	0.217816	0.09718584	4	74.20249	0.01381745	0.55828	0.834837	1.07982	1.52706	0.257973	0.191873	0.142605	0.145753	0.167621	0.0941749	0.1224207	0.7938677
