Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-130.2715	-118.1425	-12.12892	29.53886	2.467569	0.0693454	0.0327082	0.0236288	0.106796	0.00668018	0.0445058	0.070813	0.101457	0.0592652	0.02111	0.05756029	0.05315408	0.0408761	0.0395267	0.151347	0.112872	0.125187	0.0168178	0.0846142	0.0373105	0.0444017	0.171219	0.0997194	0.0096076	0.0101723	0.0298785	0.0264511	0.05982987	0	62.29286	0.04761601	0.34336	0.697016	1.07825	1.88137	0.0505428	0.199356	0.0504914	0.541355	0.0662319	0.0920228	0.1129839	0.5295431
100	-116.6834	-119.7843	3.100938	18.96135	0.3022442	0.00139113	0.0201549	0.0067103	0.0173017	0.0139776	0.0173686	0.0401107	0.016361	0.0440319	0.0383025	0.04074546	-0.05710473	0.161367	0.00165455	0.11818	0.011051	0.022385	0.150427	0.00335057	0.0100917	0.0115025	0.397128	0.0168086	0.00585987	0.00557573	0.00427086	0.0803478	0.2043903	0	51.26858	0.06330871	0.00547912	0.106242	0.599552	3.28873	0.103561	0.183738	0.0654398	0.504327	0.0613954	0.0815382	0.1472856	1.387714
200	-146.282	-119.2465	-27.03543	10.23163	0.4726766	1.29597	0.0224661	0.126546	0.0622139	0.315529	1.03433	0.0267449	0.221964	0.178412	0.214813	0.300796	-0.05374641	0.00649874	0.079159	0.204899	0.123746	0.0024859	0.136736	0.0451791	0.225858	0.00901489	0.0305554	0.0455243	0.0478541	0.00727121	0.000122091	0.0350963	0.2078562	0	64.63114	0.02682825	0.0284422	0.233704	0.799322	2.93853	0.102074	0.150526	0.0501886	0.515816	0.0540801	0.127315	0.1541098	1.348754
300	-135.7464	-122.3014	-13.44507	9.720006	1.28046	0.140452	0.0024907	0.00801289	0.169731	0.143506	0.205501	0.0728485	0.119557	0.128398	0.061095	0.1403654	0.0186608	0.0373079	0.00507489	0.105132	0.00685534	0.0431694	0.109894	0.0706669	0.0515898	0.0634261	0.0699297	0.298814	0.0489017	0.0504998	0.0270451	0.0116932	0.1559728	0	53.11913	0.06026381	0.189332	0.547407	1.03443	2.22883	0.0561785	0.138471	0.0477001	0.595574	0.0353083	0.126768	0.1746336	0.8931432
400	-151.1467	-125.9002	-25.24648	20.22042	0.545275	0.0583758	0.60851	0.262693	0.0581433	0.0937349	0.065087	0.243162	0.420558	0.129868	0.111642	0.1839867	0.01310676	0.00455325	0.079746	0.11703	0.00955229	0.110573	0.0292359	0.0588327	0.11928	0.0185732	0.015952	0.132255	0.0841109	0.0826276	0.0165526	0.121125	0.2620974	0	65.27659	0.01510072	0.0420557	0.280449	0.850608	2.82689	0.138962	0.15966	0.0433575	0.553147	0.0623455	0.042528	0.2752041	0.9523744
500	-128.7427	-118.9125	-9.830175	13.42613	0.8672197	0.0268727	0.0273106	0.0574702	0.0379167	0.145831	0.0120704	0.0367784	0.0584478	0.0210313	0.103215	0.06626488	-0.00917174	0.0552309	0.0242735	0.0973913	0.0522435	0.000370735	0.0477101	0.058666	0.0245157	0.0456231	0.308883	0.0174844	0.0142458	0.0915978	0.00973048	0.152034	0.3046169	0	53.55043	0.0131654	0.109761	0.432852	0.973972	2.48341	0.116444	0.195167	0.0587907	0.502546	0.039598	0.0874541	0.2954452	1.031044
600	-147.6975	-123.7111	-23.98642	11.67398	1.046309	0.0973939	0.0500081	0.439689	0.0381787	0.0440976	0.361382	0.044846	0.168425	0.0944552	0.334409	0.1868791	-0.08755693	0.0935412	0.0402919	0.0559961	0.0892892	0.0449386	0.130732	0.0421925	0.00623977	0.021893	0.0123577	0.131296	0.16825	0.0071768	0.0259937	0.129812	0.4423069	0	55.68713	0.05083779	0.1461	0.490242	1.00727	2.35639	0.0943318	0.166024	0.0597177	0.463638	0.0747132	0.141575	0.3547499	1.246813
700	-132.7786	-122.584	-10.19458	9.348957	2.247818	0.170441	0.030694	0.087942	0.164616	0.0569049	0.149352	0.0490918	0.0536091	0.0252088	0.174642	0.1086428	-0.06807017	0.0538454	0.154852	0.0289391	0.0163546	0.021744	0.00575133	0.230018	0.0149532	0.0264941	0.0523514	0.188359	0.0772583	0.0531082	0.0161871	0.0597838	0.1513758	0	53.996	0.04744961	0.321165	0.679019	1.07511	1.9247	0.0784002	0.157016	0.0859305	0.537187	0.0360117	0.105454	0.08330565	1.817113
800	-121.6413	-118.3374	-3.30391	22.53184	1.931299	0.0798948	0.00991765	0.0229935	0.000248299	0.0216038	0.00913121	0.0326245	0.00441338	0.030831	0.00675607	0.0291463	0.05173022	0.114505	0.00118658	0.116161	0.0500533	0.00323797	0.023393	0.131289	0.118681	0.0180206	0.201734	0.102763	0.00391656	0.001482	0.00610934	0.107466	0.1131611	0	64.75467	0.02119271	0.284933	0.647503	1.06817	1.99939	0.0832874	0.304177	0.0763097	0.398056	0.0519406	0.08623	0.1648914	0.6862769
900	-118.3148	-117.736	-0.5788251	16.63048	2.665273	0.0427082	0.0141728	0.0023073	0.0701056	0.0277271	0.0762968	0.0330456	0.0578907	0.00285314	0.00854504	0.03764008	-0.008106876	0.12906	0.0441179	0.144063	0.070132	0.0550416	0.0140205	0.0693278	0.0116411	0.0478761	0.222802	0.00146514	0.0220766	0.0879604	0.0301456	0.0502699	0.0911153	0	52.84112	0.04326046	0.361586	0.711132	1.08028	1.847	0.135669	0.229668	0.0240085	0.462801	0.0675915	0.0802622	0.08300843	1.097663
