Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-145.5424	-135.658	-9.884482	4.90485	1.579268	0.262288	0.241665	0.273556	0.00464066	0.700234	1.01929	0.0870478	0.681308	0.131692	0.0790957	0.2605706	-0.2191999	0.0699603	0.0352804	0.107332	0.0108912	0.152079	0.0423312	0.0235913	0.0177431	0.209927	0.0153445	0.0362291	0.0329934	0.0436382	0.0285882	0.174071	0.5325142	0	6.086156	0.1509465	0.237312	0.60124	1.05476	2.10669	0.0665972	0.136557	0.0752001	0.664845	0.0133472	0.0434532	0.3133144	1.699616
100	-168.4497	-132.2501	-36.19955	5.791911	1.542977	3.4129	0.49018	0.992176	0.948282	3.58379	3.10131	0.0593763	1.58712	0.836848	2.76496	1.115459	-0.03329936	0.00153191	0.0898039	0.254486	0.120756	0.0297197	0.0484697	0.0275042	0.00355956	0.190232	0.072231	0.113542	0.0319114	0.0127235	0.000467829	0.0030614	0.2943303	0	7.310744	0.09609452	0.231886	0.595557	1.05285	2.11971	0.0621785	0.178142	0.106786	0.532576	0.0568984	0.0634195	0.261031	1.127569
200	-156.0459	-141.2714	-14.77457	3.840013	2.243801	0.795425	0.443867	0.0414463	0.00921046	1.46689	0.260982	0.444431	0.50852	1.26592	0.170062	0.4107022	-0.3270263	0.0289309	0.0709617	0.224105	0.0344174	0.0995241	0.0237061	0.084592	0.00948359	0.0320776	0.106236	0.0803979	0.0290798	0.014124	0.134045	0.0283186	0.5275296	0	4.605953	0.3746326	0.320738	0.678664	1.07504	1.92555	0.100954	0.0959849	0.0506852	0.598035	0.049295	0.105045	0.2005034	2.631026
300	-143.3923	-131.9053	-11.48703	15.84901	2.989146	0.0694444	0.00689052	0.0585292	0.112513	0.2501	0.096321	0.348547	0.172556	0.0606802	0.0994471	0.1291911	-0.03697161	0.0552511	0.0267553	0.0927942	0.0464339	0.0327185	0.0419384	0.0562898	0.0268042	0.109204	0.202201	0.0480096	0.0654367	0.0287465	0.0327301	0.134687	0.1584897	0	24.96281	0.06458859	0.38842	0.730925	1.08246	1.79819	0.0866103	0.122522	0.058306	0.564676	0.0773401	0.0905456	0.121518	1.304248
400	-144.7106	-132.711	-11.99962	6.710883	2.156604	0.128953	1.00207	0.457688	0.00853161	0.190164	0.410479	0.27702	0.0602621	0.50137	0.0607646	0.3479545	-0.09269166	0.0425298	0.0728468	0.0803256	0.0152527	0.00665183	0.0244027	0.0112827	0.145609	0.0233305	0.0541516	0.00315297	0.316296	0.0432943	0.0519795	0.108894	0.4739014	0	7.031148	0.1665124	0.311278	0.670696	1.07346	1.94457	0.0569575	0.14031	0.0472587	0.689369	0.0271599	0.0389446	0.3812097	1.243151
500	-147.5386	-131.5734	-15.96515	6.56259	3.31222	1.10671	0.608364	0.307009	0.287533	0.0446954	0.13946	0.239933	0.308087	1.08065	0.498144	0.3446678	0.04843981	0.0530721	0.0243107	0.225766	0.0687807	0.012978	0.0279515	0.0620369	0.163159	0.0652054	0.0894828	0.0293276	0.0691466	0.0231579	0.00550525	0.0801199	0.1614785	0	6.693811	0.1429978	0.412061	0.74747	1.08368	1.75679	0.0420358	0.259194	0.0542279	0.538355	0.03559	0.0705978	0.2099183	0.7692445
600	-150.5526	-126.0553	-24.49727	12.20271	3.646797	0.188389	0.429467	0.70412	0.216373	0.224909	0.492464	0.461702	0.313559	0.952465	0.576207	0.276387	-0.1515776	0.083523	0.0584422	0.085866	0.0309959	0.0204925	0.0484626	0.00778627	0.00242268	0.0660043	0.258138	0.0101237	0.176164	0.0562786	0.000474203	0.0948268	0.2239267	0	16.93872	0.0699003	0.43384	0.762035	1.08427	1.71986	0.128813	0.141213	0.0431881	0.583238	0.039693	0.0638543	0.07234905	3.095088
700	-161.9725	-136.0789	-25.89353	7.88576	2.56117	0.241929	0.202203	0.400884	1.32255	0.0121495	0.71482	1.3218	1.06206	0.983667	0.998237	0.5584618	0.1460513	0.0429355	0.0263276	0.276534	0.0240975	0.132938	0.00918515	0.0147816	0.0147445	0.0622133	0.055383	0.0535637	0.174809	0.0708965	0.00265081	0.0389386	0.1738949	0	8.909987	0.1231696	0.35218	0.703918	1.07929	1.86461	0.0626508	0.24849	0.0851211	0.438443	0.037975	0.12732	0.3199462	0.5435129
800	-155.8771	-132.9855	-22.89153	8.775224	3.432146	0.390035	0.0137615	0.41333	0.396403	0.182623	0.184053	0.183041	0.245172	0.970553	0.651722	0.1444591	-0.03536642	0.0442608	0.20961	0.0667293	0.0254554	0.0181914	0.0231998	0.0167639	0.0288134	0.044496	0.167202	0.111386	0.0079871	0.0619687	0.153254	0.020682	0.2511141	0	12.37141	0.1548121	0.420157	0.752958	1.08395	1.74293	0.0565069	0.192089	0.0176723	0.617548	0.0544041	0.0617797	0.2157477	1.163925
900	-137.2891	-135.8555	-1.433621	5.262931	2.737057	0.235848	0.120896	0.0487634	0.176385	0.0529816	0.0746641	0.0357384	0.237735	0.0330444	0.346632	0.1057009	0.04693549	0.0342954	0.0119226	0.148632	0.0305325	0.00139981	0.111661	0.0876679	0.0517081	0.111213	0.172739	0.0294288	0.054414	0.0518444	0.0307102	0.0718319	0.3658675	0	5.332697	0.1348681	0.367839	0.715845	1.08087	1.83545	0.0773783	0.159729	0.0409002	0.547569	0.0685505	0.105873	0.412803	0.8863005
1000	-154.8366	-130.6644	-24.1722	7.359296	3.355867	1.46037	0.649826	1.36181	0.507647	0.0239443	0.00641884	0.404036	0.158659	0.589435	1.36393	0.4819712	-0.1786736	0.0161234	0.0397279	0.0662897	0.0202225	0.0704108	0.145369	0.00920092	0.116262	0.0230425	0.104537	0.0871364	0.183148	0.0288221	0.01121	0.0784984	0.2720174	0	8.669674	0.2242501	0.415047	0.749505	1.08379	1.75166	0.0670625	0.19607	0.0611153	0.604241	0.0274014	0.0441098	0.09334375	2.914147
1100	-150.2329	-133.2946	-16.93834	4.487335	3.47715	1.39509	0.0913514	0.11343	0.60946	0.122195	0.727627	0.790523	1.07233	0.953122	0.169087	0.4454205	-0.02221303	0.182282	0.00504043	0.0768351	0.0207727	0.114542	0.0186872	0.00379256	0.0205603	0.00435012	0.24808	0.196171	0.0191758	0.0130252	0.0279231	0.0487629	0.2397722	0	5.271799	0.2889707	0.423109	0.754937	1.08404	1.73792	0.0671878	0.18348	0.02504	0.571033	0.0749464	0.078313	0.2175592	1.102101
1200	-149.1565	-131.4742	-17.68228	5.430461	4.872328	0.631391	0.894331	0.265651	0.855564	0.606913	0.664528	0.000470141	0.00114664	0.0220843	0.887118	0.3702917	-0.02023224	0.0415709	0.106935	0.220151	0.154386	0.011285	0.00985091	0.0224807	0.0630588	0.0740347	0.0846482	0.0593239	0.00651814	0.11608	0.0283117	0.00136442	0.2326522	0	6.397421	0.09544623	0.496687	0.800836	1.08352	1.61896	0.0677664	0.226726	0.0542836	0.518447	0.062064	0.0707132	0.2124199	1.095246
1300	-154.1537	-132.7689	-21.38482	4.02734	3.45791	1.23586	0.736193	0.436824	0.161688	0.330406	0.46152	2.57845	0.00684226	0.105116	0.355151	0.5437139	0.2633977	0.0823575	0.0990711	0.064051	0.00430393	0.00835598	0.0424969	0.0161068	0.00986961	0.114107	0.107034	0.195688	0.121617	0.0777712	0.0286646	0.0285048	0.2706111	0	5.43272	0.1573595	0.421853	0.754096	1.084	1.74005	0.087745	0.185822	0.0299079	0.546915	0.0456783	0.103932	0.5340088	0.506754
1400	-154.955	-136.9242	-18.03076	7.747405	1.659578	0.0116293	1.76098	0.774556	0.148515	0.0942433	0.382106	0.236305	0.198113	0.410207	0.675897	0.4476048	0.03923514	0.107	0.0626309	0.140716	0.0721999	0.0521398	0.011245	0.0713207	0.113446	0.0254058	0.0791756	0.0173396	0.0458262	0.0138459	0.0511836	0.136526	0.3599696	0	8.768315	0.1965174	0.248955	0.613129	1.05856	2.07935	0.0625044	0.104314	0.01813	0.654689	0.040343	0.12002	0.3992047	0.9017167
1500	-140.6111	-128.252	-12.35912	5.58478	1.437004	1.17205	0.435998	0.369451	0.205471	0.206481	0.301009	0.00104521	0.0883422	0.506279	1.4395	0.3406032	0.09093634	0.0671087	0.00439759	0.168489	0.00308122	0.0461006	0.00505682	0.015833	0.0130565	0.0566231	0.195528	0.0100893	0.295685	0.0716455	0.0184029	0.0289036	0.271303	0	8.046374	0.2006243	0.215425	0.577723	1.0465	2.16035	0.0620767	0.176398	0.025361	0.611895	0.0581798	0.0660896	0.3622394	0.7489606
