Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-395.7046	-329.4075	-66.29716	15.49415	1.741945	0.0293029	0.216063	0.432528	1.45195	0.114427	0.860245	0.715587	0.16458	1.17861	0.208149	0.752767	1.27291	0.098666	0.251591	0.489107	0.664924	0.444281	0.0552623	0.115498	0.481957	0.18986	0.0484779	0.3608222	-0.03386027	0.0734728	0.0717435	0.0189956	0.132066	0.0570611	0.00705683	0.0427147	0.00677958	0.10949	0.0103745	0.162276	0.00515508	0.00627492	0.260409	0.0361304	0.3133916	3	50.19972	0.04427431	0.260397	0.624431	1.06195	2.05322	0.0979738	0.153922	0.236285	0.0587487	0.310492	0.142578	0.2795313	1.121132
100	-399.1589	-329.6667	-69.49217	15.79967	3.2321	0.190717	0.0624159	0.381341	0.775759	0.343046	2.15939	0.0253531	0.160084	0.181957	0.556504	0.751223	0.464387	1.0585	0.485116	1.56197	0.0387382	0.917393	0.379209	0.124556	0.18086	0.0779268	0.350821	0.6219442	-0.08654468	0.0755552	0.20944	0.199411	0.107664	0.000944262	0.0500684	0.00350279	0.00204871	0.0450798	0.0154169	0.0760418	0.000154222	0.0372515	0.153108	0.024313	0.2434288	1	52.29895	0.09278787	0.406457	0.74362	1.08344	1.76648	0.140766	0.116497	0.293383	0.0998066	0.219612	0.129934	0.1568841	1.551647
200	-397.7811	-325.6038	-72.17734	8.217022	2.46413	0.045297	0.545338	0.0750654	0.153533	0.104593	1.41761	0.236603	0.177126	0.618202	0.00485368	0.36037	0.211863	0.182999	1.2249	1.77944	0.739106	1.01891	0.417278	0.178036	0.280244	0.116003	1.31546	0.3835435	-0.0256621	0.0436316	0.0641478	0.132082	0.0526305	0.00479722	0.0187294	0.0407626	0.00477736	0.098315	0.0531374	0.225327	0.0066846	0.00265206	0.226588	0.0257376	0.3552685	1	53.91184	0.03414785	0.343029	0.696754	1.07821	1.88201	0.183509	0.155789	0.208717	0.0747736	0.237146	0.140066	0.3296064	1.077857
300	-395.8901	-335.9338	-59.95628	14.01826	2.912441	0.179091	0.0110151	0.114678	0.60394	0.388683	0.127214	0.019096	0.203427	0.117744	0.00993191	0.723791	0.892193	0.1157	0.254761	0.0290793	0.116556	0.123251	0.190676	0.0725112	0.726208	0.164559	0.0487334	0.227931	-0.009103241	0.00409189	0.00286283	0.0210351	0.235573	0.0260946	0.0557935	0.140705	0.0039159	0.0948672	0.00348902	0.259573	0.0075269	0.0849161	0.0453034	0.0142523	0.4657751	0	53.14188	0.01735023	0.382373	0.726562	1.08205	1.80902	0.142582	0.107377	0.18935	0.0557059	0.229479	0.275506	0.4566719	1.019934
400	-380.7602	-334.4256	-46.3346	20.49695	2.504612	0.0212361	0.122045	0.0227627	0.133452	0.150087	0.123365	0.176164	0.138723	0.216884	0.092445	0.0428582	0.0656929	0.638428	0.0823765	0.381395	0.0921005	0.0205	0.0848655	0.0729124	0.00881648	0.00769004	0.0184079	0.1155322	0.1008493	0.0791958	0.00507209	0.0423641	0.101599	0.014896	0.158755	0.0157601	0.00174309	0.0791587	0.042539	0.268838	0.00691405	0.00392692	0.120775	0.0584637	0.4042879	1	59.26929	0.04481848	0.346893	0.699797	1.07868	1.87463	0.144786	0.137249	0.217745	0.106588	0.251891	0.141742	0.5051372	0.8003526
500	-372.2792	-322.9567	-49.32252	17.34658	1.773717	0.00272093	0.0732801	0.0318943	0.180733	0.198078	0.205366	0.224216	0.000474332	0.378699	0.142664	0.00626044	0.216466	0.309743	0.514156	0.16682	0.202252	0.454815	0.041477	0.407001	0.0792017	0.630495	0.135559	0.1463108	0.07224835	0.0550439	0.0323159	0.0830839	0.158858	0.000919749	0.103844	0.0249131	0.00647098	0.1169	0.00431797	0.246882	0.00295147	0.00388514	0.152657	0.00695742	0.3244686	2	50.24091	0.04035222	0.264681	0.628571	1.06314	2.04361	0.157791	0.128309	0.23973	0.0951483	0.293216	0.0858056	0.396717	0.8178844
600	-378.3553	-325.0506	-53.30469	14.28471	3.870552	0.12237	0.185639	0.0451371	0.219944	0.0566234	0.418985	0.234277	0.0239066	0.584339	0.020688	0.187101	0.0490919	0.205047	0.0197508	0.125538	0.0809693	0.192916	0.323452	0.0821366	0.0839266	0.250336	0.334818	0.2219535	0.01312826	0.0065659	0.0416349	0.0339515	0.0716727	0.0131767	0.00440147	0.198234	0.0110206	0.0599624	0.0698949	0.348423	0.0206199	0.0335378	0.0759983	0.0109052	0.2389979	0	58.7787	0.0528896	0.447107	0.77061	1.0844	1.69788	0.200483	0.204598	0.15408	0.0883788	0.225403	0.127057	0.2521262	0.9479298
700	-397.176	-333.0287	-64.14733	7.453596	7.253193	0.196336	0.153343	0.0755981	0.194995	0.3438	0.95731	0.145756	1.1615	0.767525	0.0624699	0.235488	0.17375	0.147769	0.390869	0.153265	0.693568	0.283286	0.961326	0.270942	0.128601	0.121364	0.0741997	0.3107482	-0.04433058	0.0181312	0.228687	0.0804055	0.0372177	0.00376215	0.0216534	0.0728942	0.0111123	0.0936846	0.0525212	0.229233	0.0194255	0.0110794	0.115128	0.00506454	0.2666151	2	55.27569	0.07352732	0.575205	0.843567	1.07836	1.50286	0.188408	0.167865	0.16816	0.0523479	0.262574	0.160645	0.2222845	1.199432
800	-388.1948	-326.4397	-61.75504	11.1365	2.084324	0.154222	0.700206	0.112852	0.617203	0.248947	1.5467	0.915448	0.605315	0.407417	0.206276	0.0917742	0.119871	0.0479016	0.509221	0.455423	0.498068	0.12739	0.351108	0.417556	0.83319	0.189124	0.178189	0.4345041	-0.03709592	0.0322292	0.0265155	0.0365301	0.113761	0.00468722	0.0214349	0.116047	0.0511253	0.0216694	0.0714135	0.414342	0.00632384	0.0129534	0.0666638	0.00430412	0.2895114	2	51.80839	0.08649681	0.303137	0.663691	1.07196	1.96121	0.203705	0.207406	0.170407	0.0413714	0.193575	0.183535	0.2524155	1.146964
900	-376.8358	-325.6243	-51.21148	10.75531	1.706691	0.179072	0.479209	0.0105295	0.00292616	0.00605211	0.02055	0.364338	0.0312265	0.548607	0.110043	0.228836	0.253051	0.457958	0.469057	0.165507	0.211753	0.324898	0.51687	0.277368	0.310309	0.219539	0.194112	0.2091052	-0.03450123	0.0294619	0.0954137	0.0253542	0.0969573	0.0170722	0.0467076	0.174651	0.0169867	0.0117917	0.00122436	0.151232	0.00477265	0.00866137	0.315558	0.00415567	0.2879457	3	53.81095	0.07193286	0.25556	0.619698	1.06056	2.06418	0.134631	0.154384	0.174435	0.115437	0.224519	0.196595	0.2534445	1.136129
