Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-265.3307	-251.1041	-14.22665	5.191349	3.678321	0.25921	0.0395524	0.00426209	0.186271	0.0563417	0.139511	0.0699561	0.00967811	0.00424662	0.0935766	0.023875	0.0298223	0.15621	0.0554582	0.0892854	0.0104032	0.07848378	-0.009158912	0.0411595	0.04394	0.103079	0.127418	0.0132545	0.00234174	0.0251423	0.112273	0.0229313	0.11812	0.0123916	0.0560369	0.106378	0.0812608	0.134273	0.1131538	1	78.64909	0.01834045	0.435768	0.763295	1.0843	1.71664	0.26405	0.209941	0.11544	0.132218	0.199946	0.0784056	0.1039949	1.088071
100	-267.7286	-246.3095	-21.4191	1.501993	2.169608	0.0807232	0.0279117	0.172164	0.0393396	0.403357	0.0965385	0.388885	0.0620526	0.213301	0.183784	0.14033	0.202528	0.122613	0.416947	0.305644	0.553215	0.1891692	0.008073595	0.109073	0.0178675	0.00209027	0.16287	0.108555	0.0537341	0.0385993	0.0664106	0.100829	0.049274	0.00165612	0.0648102	0.132968	0.0495141	0.0417494	0.1530738	2	53.8719	0.04134197	0.312714	0.671917	1.07371	1.94166	0.192626	0.199763	0.154113	0.124314	0.237027	0.0921571	0.1611474	0.9498993
200	-272.9826	-243.3944	-29.58826	0.5119603	2.081571	0.274952	0.208704	0.107533	0.159023	0.497326	1.22777	0.0195858	0.596748	0.111653	0.168239	0.754441	0.264781	0.591594	0.317441	0.156845	0.0226583	0.2999279	0.02331321	0.0306569	0.0217573	0.0441521	0.0320824	0.0984273	1.40827e-05	0.012035	0.0917653	0.100936	0.0173317	0.000201153	0.214185	0.0174378	0.295515	0.0235032	0.1436397	2	52.03353	0.02759511	0.302821	0.663417	1.0719	1.96186	0.225498	0.213021	0.170915	0.121459	0.197199	0.0719072	0.1669529	0.8603606
300	-287.8385	-249.2549	-38.58351	0.6974128	4.422073	0.533358	0.395178	0.0994168	0.151783	0.408789	0.229255	0.00936289	0.0818773	0.0444319	0.136839	0.135045	0.00404221	0.488308	0.318859	0.100766	0.128721	0.1814469	0.02898894	0.019668	0.0155322	0.115002	0.0931246	0.0532349	0.0611415	0.0829976	0.0274447	0.0807191	0.00917901	0.0102634	0.406689	0.00398434	0.00858977	0.01243	0.1422814	0	97.96162	0.01319273	0.476146	0.788647	1.08413	1.65108	0.156865	0.212965	0.192906	0.0985944	0.266582	0.0720871	0.1712703	0.8307416
400	-267.305	-245.0469	-22.25807	2.579523	1.054252	0.039558	0.0275367	0.0404874	0.131384	0.54596	0.346379	0.16079	0.00068482	0.162183	0.43537	0.112311	0.143101	0.158371	0.115032	0.121041	0.0187387	0.1890656	0.0193374	0.0456856	0.11165	0.0889449	0.0882167	0.0393717	0.0130188	0.143336	0.00749294	0.0834894	0.0912435	0.0205547	0.0570847	0.140326	0.0555633	0.0140214	0.08097429	2	55.27551	0.03356471	0.14765	0.492472	1.00844	2.35144	0.23248	0.208689	0.11983	0.115194	0.241655	0.0821522	0.1003117	0.8072268
500	-280.2133	-252.4486	-27.76466	10.41956	2.50521	0.0627197	0.151644	0.0237645	0.13583	0.0743519	0.0388089	0.0141534	0.285837	0.161515	0.137152	0.300846	0.0414298	0.650535	0.0664316	0.0836013	0.150346	0.1942455	0.01113435	0.142107	0.0421898	0.0424474	0.187914	0.0267261	0.00033842	0.0840103	0.0555662	0.0731763	0.027504	0.00163411	0.156993	0.0071154	0.0357522	0.116526	0.05220059	1	60.16386	0.05202917	0.34695	0.699842	1.07869	1.87452	0.203554	0.235973	0.141905	0.135465	0.170104	0.113	0.06333495	0.8241989
600	-263.6918	-243.5263	-20.16542	4.02308	5.107659	0.262713	0.0453325	0.0290931	0.0131152	0.346447	0.101683	0.117099	0.0121337	0.0890628	0.0762325	0.10924	0.0527083	0.2632	0.150832	0.0943987	0.0517375	0.1374272	-0.05672327	0.00416742	0.030177	0.104416	0.117736	0.0864557	9.62226e-05	0.0501034	0.0851005	0.202366	0.0703631	0.0217212	0.136634	0.00401113	0.0753481	0.0113041	0.1946837	2	50.73145	0.02082295	0.506488	0.806495	1.08311	1.60391	0.162387	0.320652	0.253343	0.0714615	0.139811	0.0523461	0.1379604	1.411156
700	-274.1827	-252.4075	-21.77522	0.9367303	2.468413	0.18213	0.0128294	0.124907	0.0802478	0.0464833	0.162936	0.0730543	0.0236415	0.31309	0.1213	0.451007	0.335116	0.494984	0.243959	0.110876	0.333813	0.2120871	-0.01386848	0.00727331	0.0835969	0.166791	0.0423354	0.028106	0.0226038	0.0446089	0.0145009	0.225643	0.125402	0.0108467	0.0113595	0.038385	0.0264368	0.152111	0.1132061	2	51.85608	0.02600814	0.343441	0.69708	1.07826	1.88122	0.263224	0.235772	0.104982	0.0726514	0.278014	0.0453568	0.09933763	1.13961
800	-279.9508	-253.6471	-26.30373	0.5751019	0.9451056	0.125946	0.192152	0.402209	0.107092	0.293892	0.124346	0.0372182	0.0842145	0.208323	0.114235	0.109886	0.262657	0.725319	0.554506	0.0650355	0.0566273	0.1887255	-0.01596831	0.0252962	0.0134819	0.152653	0.164525	0.00342343	0.0252411	0.0786405	0.045095	0.118481	0.034633	0.0138954	0.116188	0.02266	0.0491074	0.136679	0.2191741	2	50.79772	0.05062669	0.125875	0.459606	0.990273	2.42425	0.126157	0.322854	0.194968	0.0934692	0.190187	0.0723652	0.2032058	1.078582
900	-276.6641	-247.9487	-28.71537	2.065367	3.494681	0.0214957	0.0131278	0.00652478	0.112101	0.592183	0.0888841	0.316389	0.172877	0.0462656	0.129733	1.20361	0.0621847	0.528622	0.313813	0.0237874	0.148785	0.2400199	0.03558566	0.0813749	0.0650795	0.0218453	0.332214	0.00521194	0.00548331	0.0273769	0.033631	0.171084	0.0674788	0.00574452	0.0764759	0.0165409	0.0192672	0.0711918	0.1286777	2	66.37995	0.06292476	0.424247	0.755696	1.08407	1.73599	0.29442	0.260536	0.146578	0.0790254	0.164122	0.0553196	0.1642633	0.7833621
