Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-339.8602	-305.0824	-34.77778	14.08896	1.918172	0.111037	0.187347	0.263715	0.0453713	0.0217322	0.0558058	0.000269488	0.176115	0.012045	0.125101	0.0254447	0.265004	0.0464331	0.0641517	0.315717	0.0135948	0.171107	0.191028	0.150713	0.0355054	0.0819224	0.273459	0.110517	-0.04569778	0.141705	0.010972	0.0378865	0.00256153	0.0359369	0.0991007	0.063801	0.0283625	0.00322405	0.19549	0.0445684	0.13923	0.116082	0.0386894	0.0423904	0.1451191	0	52.25108	0.05850814	0.283307	0.64602	1.0678	2.00287	0.214847	0.228932	0.125899	0.0934002	0.202127	0.134795	0.09942131	1.459638
100	-360.1471	-315.7112	-44.43581	10.40637	2.349114	0.601484	0.195532	0.0525119	0.021065	0.0908823	0.100852	0.222488	0.0857435	0.0120062	0.0378154	0.550639	0.502892	0.406476	0.0886642	0.503966	0.0563303	0.546848	0.0417245	0.0850505	0.183702	0.37877	0.358251	0.2498776	-0.009811694	0.0202764	0.315867	0.0232947	0.0266157	0.0234265	0.117701	0.00829745	0.00196457	0.00624519	0.212485	0.113553	0.0496096	0.0224246	0.0578024	0.000436525	0.1503284	2	57.70469	0.05152544	0.331668	0.687651	1.07669	1.90399	0.191619	0.244183	0.08746	0.179929	0.193447	0.103362	0.1405167	1.069826
200	-367.8311	-312.1619	-55.66917	13.09086	1.303209	0.0393272	0.483133	0.0884815	0.00988145	0.0692451	0.724964	0.366992	0.058724	0.0872576	0.119478	0.787681	0.133093	2.10449	0.0781659	0.0516903	0.49635	0.470353	0.311221	0.216135	0.100908	0.544603	0.304988	0.2827085	-0.005582999	0.0693618	0.078556	0.00979545	0.100924	0.0474619	0.0229449	0.0502655	0.00302886	0.0580212	0.0566482	0.180773	0.132371	0.0782052	0.0523258	0.0593171	0.2783953	1	57.7933	0.02041709	0.193261	0.552148	1.03642	2.21817	0.21303	0.312693	0.0974142	0.11424	0.177894	0.0847291	0.2728123	1.020465
300	-358.069	-310.066	-48.00295	19.56998	1.604761	0.10242	0.295157	0.349525	0.176008	0.057682	0.0509922	0.0599864	0.163575	0.00492291	0.344651	0.0890549	0.261653	0.0320987	0.00300932	0.954555	0.00697174	0.00632131	0.484683	0.394359	0.0959935	0.525915	0.290515	0.2607534	-0.0666889	0.0715471	0.0688254	0.0289443	0.0430901	0.0385884	0.0562327	0.0449319	0.0360211	0.0237355	0.21996	0.194056	0.00739438	0.0228155	0.108208	0.03565	0.2586253	0	55.76738	0.05247921	0.241062	0.605113	1.05602	2.0978	0.23383	0.2907	0.095077	0.0999067	0.159612	0.120873	0.1919364	1.347453
400	-341.4178	-313.3641	-28.05369	10.65108	1.626165	0.0167495	0.141046	0.239392	0.0458989	0.0282332	0.0104881	0.0152737	0.0371354	0.0225128	0.345686	0.145284	0.111512	0.141197	0.0527102	0.337511	0.133479	0.0211353	0.0188835	0.165727	0.0824764	0.0853449	0.100727	0.13971	0.01994689	0.0803257	0.0436213	0.00178868	0.0187228	0.0221021	0.0277758	0.00904939	0.138822	0.0348424	0.155566	0.0314311	0.000775068	0.227235	0.163171	0.0447709	0.1215291	1	54.26041	0.02948082	0.244171	0.608293	1.05705	2.09049	0.217752	0.230465	0.097394	0.15169	0.120751	0.181948	0.141476	0.8590086
500	-340.5994	-312.4099	-28.18948	19.52472	3.893017	0.257267	0.0938083	0.107302	0.150633	0.0622677	0.032496	0.0379178	0.0306523	0.0245706	0.022571	0.157207	0.367269	0.0569241	0.0320263	0.188277	0.0073603	0.0962471	0.14722	0.0763858	0.097568	0.0162904	0.0429421	0.1075331	-0.00722206	0.0283352	0.0672275	0.0200656	0.0994966	0.0113669	0.134702	0.0205575	0.0195569	0.00333313	0.0712511	0.212939	0.0413631	0.00292632	0.141463	0.125416	0.1872075	2	53.2245	0.04749883	0.448387	0.771426	1.0844	1.69578	0.155825	0.36525	0.0796103	0.148039	0.0918857	0.15939	0.1799855	1.040126
600	-359.4148	-323.54	-35.87477	12.37875	2.133705	0.0450118	0.169804	0.0565938	0.465662	0.0111735	0.123059	0.142463	0.0469365	0.0127317	0.00694762	0.216242	0.0095586	0.278025	0.392768	0.0392636	0.0645242	0.0251877	0.232155	0.114753	0.0200003	0.0525074	0.167854	0.07217015	-0.03885289	0.117594	0.082041	0.0362994	0.0408402	0.0189733	0.0569414	0.0422339	0.0301813	0.00472372	0.0288473	0.20342	0.079	0.127731	0.104124	0.0270487	0.229693	2	55.89827	0.0348814	0.308729	0.668518	1.073	1.94975	0.164782	0.227575	0.192179	0.115291	0.113956	0.186217	0.1908401	1.203589
700	-345.2471	-309.2839	-35.96323	12.11526	2.207754	0.0140567	0.0431692	0.589896	0.0188094	0.120301	0.0127304	0.240777	0.0616855	0.0522373	0.0753605	0.0973757	0.37332	0.116958	0.134454	0.0718154	0.159598	0.0582418	0.0519669	0.12423	0.23818	0.0205662	0.0762609	0.1177559	0.04065801	0.046797	0.0170931	0.0816116	0.0165034	0.0243415	0.0104714	0.0562438	0.0589246	0.0400194	0.12274	0.0658236	0.100153	0.120444	0.192302	0.0465319	0.1021056	1	54.1428	0.05913315	0.316874	0.675431	1.07441	1.93328	0.206084	0.274369	0.13197	0.134711	0.151145	0.101721	0.1427636	0.7152074
800	-352.7442	-314.525	-38.21915	6.749046	1.397305	0.0613685	0.0763828	0.513637	0.248862	0.214228	0.195121	0.0409366	0.0956652	0.0116249	0.457646	0.112032	0.453294	0.371164	0.00211287	0.23167	0.542713	0.190869	0.161959	0.0153772	0.198086	0.20778	0.153136	0.1726905	-0.02452998	0.164533	0.0114488	0.150577	0.0306832	0.0488105	0.0106013	0.0807154	0.196497	0.0212107	0.0710926	0.00899309	0.122249	0.0467321	0.0233578	0.0124983	0.256021	1	53.85042	0.08003897	0.209013	0.57052	1.04377	2.17669	0.203925	0.223615	0.165289	0.125047	0.125221	0.156903	0.231491	1.105965
900	-351.359	-305.9177	-45.4413	19.66945	2.557715	0.432802	0.608052	0.083545	0.110908	0.255227	0.771963	0.0179339	0.093475	0.029477	0.237692	0.0324675	0.0623008	0.122391	0.219992	0.554713	0.651163	0.0455258	0.125976	0.0542007	0.0751959	0.0825799	0.0207103	0.2332096	-0.03576075	0.085812	0.012029	0.0283598	0.00684642	0.0239536	0.0296382	0.0615094	0.0310648	0.00219821	0.193079	0.0850268	0.0917203	0.149663	0.0802825	0.118817	0.1933345	1	59.15101	0.07076999	0.351861	0.703671	1.07925	1.86521	0.223572	0.241873	0.147041	0.0830372	0.138727	0.16575	0.1575738	1.226946
