Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	0	-310.9194	-279.0587	-31.86069	5.899575	5.427096	0.847839	0.0790448	0.00137089	0.561292	0.226705	0.0459812	0.259388	0.0233865	0.0622297	0.936293	0.182285	0.108963	0.579762	0.302563	0.305212	0.223517	0.162293	0.0683854	0.0761907	0.358274	0.428944	0.203337	0.1992719	0.08601116	0.0204559	0.127004	0.013416	0.045978	0.0314288	0.025294	0.125348	0.00790349	0.19445	0.028196	0.212684	0.0437408	0.0302803	0.0759158	0.0179045	0.4261415	1	7.260953	0.1847855	0.518904	0.813524	1.08249	1.58508	0.25723	0.302069	0.0970977	0.0790216	0.159133	0.105449	0.5121526	0.8320595
1	0	-305.8592	-283.2241	-22.6351	6.357233	2.506577	0.449816	0.137193	0.0743187	0.253183	0.179889	0.157232	0.229286	0.00648714	0.164649	0.280817	0.511284	0.165696	0.113238	0.268296	0.222609	0.0604327	0.576062	0.0415997	0.0594581	0.0605051	0.000960204	0.3636	0.1856356	-0.05289566	0.0647377	0.158136	0.0201439	0.0459673	0.0783065	0.0185911	0.176048	0.00114801	0.106617	0.0524231	0.153002	0.00567728	0.00760218	0.108757	0.0028423	0.3290295	1	6.4545	0.08989275	0.347079	0.699943	1.0787	1.87428	0.200933	0.323296	0.109868	0.0869144	0.192998	0.0859906	0.2761338	1.191558
2	0	-305.2916	-284.2746	-21.01693	9.520206	1.837892	0.447983	0.265064	0.164315	0.231473	0.0271954	0.0843661	0.0403739	0.0219792	0.337418	0.0352519	0.0073962	0.0235982	0.660864	0.0845753	0.311868	0.173637	0.00521177	0.142279	0.337664	0.264579	0.32628	0.00581821	0.1929927	0.06519416	0.0142677	0.106251	0.0246476	0.0410448	0.0569987	0.0317979	0.164912	0.0139775	0.0850856	0.0133674	0.0742802	0.0575793	0.00272138	0.262033	0.0510349	0.2201161	1	10.03311	0.1162299	0.273125	0.636589	1.06535	2.02494	0.232345	0.31473	0.154685	0.0936792	0.120004	0.0845569	0.2853102	0.7714973
3	0	-323.2049	-288.9053	-34.29958	6.127886	1.102478	0.195234	1.4414	0.328738	0.433474	0.235695	0.229908	0.355299	0.0517581	0.00539644	0.305026	0.148014	0.495563	0.497217	0.467738	0.219516	0.0327174	0.142839	0.30184	1.15058	0.0385251	0.982191	0.140268	0.4462613	0.3194917	0.0334691	0.118269	0.00422204	0.0356472	0.0658544	0.00290114	0.18205	0.030487	0.187054	0.0261214	0.12203	0.102043	0.00810296	0.0407645	0.0409845	0.2642558	2	6.358625	0.1277535	0.156936	0.505526	1.0151	2.32244	0.193364	0.318834	0.120966	0.0751403	0.163804	0.127892	0.5837475	0.4526885
4	0	-314.397	-284.4052	-29.99187	9.657434	1.658492	0.355937	0.0907338	0.0707032	0.341757	0.151217	0.0821832	0.254812	0.0183891	0.0786149	0.472535	0.0645965	0.0656513	0.356136	0.0764789	0.0234229	0.248593	0.312887	0.138363	0.0397226	0.601537	0.197225	0.0529529	0.1965105	0.1418212	0.0113429	0.136527	0.00208153	0.00414275	0.00734851	0.0021654	0.0679294	0.00411233	0.0783496	0.000782581	0.126221	0.00551101	0.0343024	0.189935	0.329249	0.3022232	1	14.41677	0.0455985	0.248801	0.612974	1.05852	2.07971	0.199626	0.330884	0.093155	0.128093	0.164467	0.0837752	0.4440444	0.6806148
5	0	-306.8778	-295.744	-11.13384	6.855238	2.008072	0.195768	0.0150012	0.179576	0.108236	0.0891957	0.138786	0.129155	0.0134764	0.2681	0.000247764	0.212215	0.199231	0.15906	0.0248127	0.100613	0.0496815	0.095103	0.0863915	0.0733661	0.227227	0.00843321	0.0968026	0.1299205	0.09703697	0.0226362	0.0839835	0.0462279	0.04643	0.00237979	0.0487163	0.156381	0.0215986	0.250204	0.0064578	0.143321	0.00323726	0.010087	0.0718162	0.086524	0.3429447	1	7.252295	0.1338864	0.294236	0.655869	1.07019	1.9797	0.227232	0.207255	0.217132	0.0890405	0.184863	0.0744775	0.4399817	0.7794523
6	0	-316.0078	-290.5113	-25.49649	5.779018	1.214629	0.273099	0.234646	0.110563	0.329551	0.109493	0.0174545	0.0307918	0.0176946	0.388213	0.176299	0.256718	0.246923	0.487667	0.376577	0.128832	0.0529669	0.129294	0.217868	0.067934	0.697456	0.342612	0.367168	0.1857029	0.2117248	0.0459386	0.109608	0.0491744	0.032469	0.0147883	0.0188577	0.234103	0.00328723	0.188275	0.00558415	0.14681	0.0114226	0.00973694	0.124557	0.00538792	0.1958697	1	7.668909	0.1569596	0.177694	0.53296	1.02811	2.26123	0.202288	0.244337	0.147732	0.0481152	0.182254	0.175274	0.4075945	0.4805503
7	0	-313.2804	-283.6811	-29.59935	4.881233	1.706931	0.665889	0.999099	0.104961	0.65818	0.0437206	0.203996	0.0554229	0.00171104	0.184114	0.00724627	0.414044	0.329462	0.301874	0.0475883	0.358072	0.0246064	0.932884	0.152011	0.717126	0.0252374	0.14312	0.340276	0.3186578	-0.01445415	0.0377233	0.227854	0.0561368	0.0529371	0.007082	0.0204111	0.10998	0.00627245	0.0759037	0.0251952	0.239277	0.0538014	0.00945692	0.077741	0.000228186	0.4167253	0	6.558871	0.2399169	0.255593	0.61973	1.06057	2.06411	0.27413	0.318079	0.0708307	0.0750996	0.0915404	0.170321	0.4022711	1.035931
8	0	-312.9442	-293.9033	-19.04095	5.916229	1.256864	0.211109	0.196604	0.0405104	0.293531	0.205199	0.0436222	0.160038	0.00553077	0.424761	0.0427407	0.0600006	0.178972	0.197869	0.635433	0.155914	0.141698	0.102258	0.324403	0.0775203	0.196006	0.0132165	0.146983	0.149022	0.139188	0.0600495	0.141692	0.000656112	0.0297521	0.0280036	0.00602022	0.0918686	0.00805229	0.275914	0.0333449	0.0574926	0.0294112	0.0103562	0.220576	0.00681097	0.2286321	1	10.13086	0.1086658	0.185207	0.542357	1.03226	2.24017	0.226958	0.293837	0.138026	0.0923582	0.149181	0.0996399	0.3678201	0.6215868
9	0	-292.9018	-274.4893	-18.41252	7.553567	2.698483	0.259839	0.233776	0.179144	0.197601	0.0158493	0.0244688	0.195998	0.00385498	0.0985049	0.00939497	0.224861	0.256346	0.155971	0.0183923	0.163525	0.0152326	0.156961	0.162289	0.228898	0.0752605	0.0500172	0.134376	0.1290097	-0.08501707	0.0321159	0.124713	0.035782	0.0204526	0.00707318	0.00635467	0.200513	0.00413413	0.075737	0.116438	0.176719	0.00535085	0.0131169	0.178467	0.00303232	0.3472047	1	7.624037	0.05892697	0.364502	0.713338	1.08056	1.8416	0.235162	0.366551	0.114957	0.0481045	0.129902	0.105324	0.2621876	1.32426
