Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates[45]	branch_rates[46]	branch_rates[47]	branch_rates[48]	branch_rates[49]	branch_rates[50]	branch_rates[51]	branch_rates[52]	branch_rates[53]	branch_rates[54]	branch_rates[55]	branch_rates[56]	branch_rates[57]	branch_rates[58]	branch_rates[59]	branch_rates[60]	branch_rates[61]	branch_rates[62]	branch_rates[63]	branch_rates[64]	branch_rates[65]	branch_rates[66]	branch_rates[67]	branch_rates[68]	branch_rates[69]	branch_rates[70]	branch_rates[71]	branch_rates[72]	branch_rates[73]	branch_rates[74]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-842.2934	-687.5773	-154.716	56.33326	3.797179	0.0678588	0.227969	0.00183344	0.0133853	0.110211	0.0255951	0.102821	0.0843052	0.119922	0.331846	0.119988	0.131584	0.865127	0.0176799	0.143459	0.191842	0.00577255	0.0381425	0.159526	0.330047	0.0456485	0.0449196	0.0851476	0.304902	0.00718479	0.0379698	0.244903	0.107775	0.049273	0.00717579	0.0291934	0.0983323	0.406038	0.0155588	0.0543167	0.00260704	0.0924625	0.425553	0.0245713	0.332774	0.224752	0.0500534	0.255337	0.0458349	0.0859356	0.0224995	0.00416778	0.0341379	0.19921	0.0870202	0.0250725	0.0841032	0.000726989	0.0169194	0.0220826	0.405816	0.0283931	0.237328	0.0619278	0.0124004	0.00916053	0.0353936	0.022935	0.138292	0.607796	0.177066	0.728673	0.298787	0.0052665	0.0246507	0.070626	0.0671386	0.0100078	0.221377	0.1577679	0.006217982	0.14794	0.00760052	0.0748802	0.237191	0.0113568	0.00429614	0.0648009	0.0399703	0.031571	0.0137944	0.0330155	0.00154545	0.148109	0.178751	0.00517828	0.2519114	10	70.82999	0.03589909	0.442861	0.76789	1.08437	1.70487	0.0315662	0.186174	0.204921	0.278862	0.149241	0.149235	0.2581294	0.9759114
100	-808.1438	-684.6689	-123.4749	57.78167	2.594107	0.0193582	0.0680214	0.00927041	0.0206139	0.212378	0.154439	0.113971	0.137461	0.000701849	0.108566	0.0345505	0.191747	0.123346	0.00892931	0.0606964	0.00459456	0.0220544	0.148405	0.0447399	0.235832	0.00346236	0.131	0.237102	0.0224194	0.0333244	0.104677	0.0846392	0.0587663	0.088354	0.00542898	0.356663	0.44001	0.0551038	0.0242555	0.156817	0.189762	0.0695187	0.0952211	0.00505037	0.0106214	0.273978	0.0455554	0.0437717	0.0293388	0.101939	0.0780831	0.0380071	0.0219833	0.0671376	0.00873835	0.0477002	0.024418	0.00323082	0.129072	0.0186979	0.00629278	0.00514937	0.13529	0.114548	0.121993	0.00830371	0.192004	0.0225352	0.00881237	0.590772	0.116301	0.0361053	0.0150344	0.0135957	0.0437738	0.0384342	0.0838916	0.152285	0.493185	0.09634905	-0.02094569	0.101348	0.0380275	0.148582	0.0596677	0.0306257	0.00268815	0.0933498	0.0362617	0.0664767	0.0105804	0.0307514	0.00659784	0.121844	0.251934	0.00126533	0.386878	5	59.75012	0.03474462	0.355201	0.706251	1.07962	1.85893	0.0522297	0.193711	0.194168	0.253125	0.155662	0.151104	0.3659323	1.057239
200	-794.8613	-674.6525	-120.2088	56.59065	3.357299	0.0178526	0.185865	0.0137458	0.0211489	0.391493	0.0428752	0.221676	0.0217712	0.0302207	0.391854	0.0875389	0.0808717	0.0407868	0.00755663	0.00993163	0.0637632	0.110134	0.0165373	0.120668	0.171523	0.00447967	0.0256538	0.0491589	0.065214	0.0301626	0.3824	0.191426	0.0301877	0.177048	0.00486473	0.125802	0.401809	0.0285218	0.0384172	0.343277	0.0157577	0.0843354	0.0434918	9.89342e-05	0.0755142	0.179618	0.0259654	0.105405	0.00811792	0.194494	0.00182775	0.000929106	0.0292109	0.0583814	0.0422282	0.0700745	0.00962104	0.00335712	0.032946	0.0398963	0.139629	0.0592094	0.00370358	0.0459056	0.138142	0.0300333	0.0670124	0.0272484	0.0569252	0.637658	0.203616	0.189685	0.156874	0.00463686	0.00976601	0.0196232	0.354445	0.108387	0.692226	0.1018922	-0.02790734	0.254938	0.0140168	0.0550583	0.0407304	0.0193508	0.000114041	0.0517333	0.0116106	0.0795188	0.00829272	0.0192492	0.0195062	0.0768959	0.347511	0.00147409	0.3901982	10	57.53941	0.03768019	0.415144	0.749571	1.08379	1.7515	0.0404742	0.254925	0.142462	0.202952	0.280683	0.0785047	0.3622909	1.07703
300	-795.0212	-680.3437	-114.6775	68.35378	5.794646	0.0758908	0.128078	0.0106473	0.145069	0.179038	0.151558	0.0604248	0.0129559	0.00113727	0.104645	0.0423211	0.211502	0.13194	0.000311444	0.00453818	0.0205654	0.0149363	0.0414193	0.102791	0.0640471	0.0127262	0.0205209	0.0344241	0.0278951	0.117092	0.0266066	0.0901757	0.1266	0.159436	0.0103337	0.0336033	0.222969	0.0751082	0.169843	0.162654	0.0185377	0.261627	0.00404354	0.00180855	0.0941182	0.0576725	0.037455	0.170243	0.10243	0.0353657	0.12254	0.0035659	0.0944489	0.0348824	0.0754951	0.042381	0.0428043	0.00660614	0.0195457	0.053293	0.279844	0.00657709	0.0225217	0.0340376	0.101604	0.0261862	0.00842395	0.00465265	0.0554022	0.196422	0.0716659	0.141392	0.0178416	0.160043	0.0259311	0.0341286	0.00861635	0.0101832	0.0344933	0.06563497	-0.01678685	0.171581	0.000247014	0.186114	0.0087337	0.0780675	0.00200381	0.0611982	0.0165427	0.0836307	0.00193455	0.0270929	0.000276518	0.0737043	0.268631	0.0202429	0.4180581	6	77.08443	0.0243865	0.532071	0.820813	1.08171	1.5654	0.0414743	0.186016	0.249722	0.224055	0.182745	0.115987	0.4012713	1.041834
400	-799.8921	-668.2313	-131.6608	63.73491	4.940624	0.0211021	0.17388	0.00356178	0.154183	0.0358975	0.02023	0.243805	0.0268405	0.0397257	0.134919	0.0269603	0.0404974	0.0378025	0.0095348	0.219413	0.0364966	0.0312108	0.100086	0.159602	0.187015	0.000236056	0.0450155	0.0670568	0.0208709	0.0568602	0.0594238	0.151148	0.0012677	0.0807926	0.000795136	0.151531	0.392227	0.307481	0.0652173	0.0880164	0.0346816	0.0253912	0.0377583	0.00204407	0.00431337	0.136692	0.0712284	0.0147386	0.0167815	0.0598257	0.082078	0.0708833	0.191157	0.0216941	0.00507158	0.121815	0.00135794	0.00232366	0.00103957	0.0365302	0.150776	0.0900122	0.045066	0.228553	0.11666	0.186851	0.00501822	0.0204377	0.354548	0.3369	0.115764	0.224669	0.00463717	0.0690132	0.0149055	0.0703348	0.0990309	0.223502	0.117779	0.08805129	-0.00754965	0.131077	0.0398864	0.151654	3.601e-05	0.0665689	0.022382	0.118903	0.0238344	0.0707195	0.0109725	0.0413429	0.0264226	0.124845	0.170732	0.000624423	0.4143299	6	68.40727	0.02504782	0.499593	0.802524	1.0834	1.61448	0.0498715	0.227836	0.185616	0.241167	0.174036	0.121473	0.4067803	1.01856
500	-811.1118	-678.6837	-132.428	58.75679	5.164628	0.00498482	0.0540545	0.318866	0.0256294	0.0311057	0.237097	0.00678762	0.0293256	2.91033e-05	0.053618	0.0199036	0.263846	0.0622008	0.310176	0.0365196	0.190972	0.303999	0.167347	0.034699	0.437575	0.0664563	0.0647048	0.0688024	0.439182	0.0831672	0.0284657	0.0167345	0.024037	0.0286331	0.0497491	0.0926989	0.126945	0.0933841	0.0799664	0.0558788	0.0414332	0.173936	0.0634529	0.0766583	0.00208483	0.0872393	0.0891053	0.0429894	0.114347	0.09171	0.0517035	0.305787	0.0214057	0.0782648	0.0477233	0.358927	0.0510191	0.0235533	0.0216818	0.0938665	0.00405581	0.220426	0.0438622	0.0174554	0.0449115	0.0222129	0.000958877	0.047305	0.000241668	0.124635	0.22698	0.0260581	0.000405297	0.0492866	0.0396548	0.037233	0.0677569	0.150519	0.420322	0.09220488	-0.01244152	0.110211	0.0236537	0.207061	0.00487898	0.0475366	0.00842537	0.034564	0.0206861	0.0672263	0.00571137	0.0512242	0.00621607	0.0476719	0.361241	0.0036931	0.3040445	6	59.72393	0.04496608	0.508775	0.807801	1.083	1.60042	0.0654711	0.20386	0.121623	0.244655	0.195339	0.169052	0.291603	1.042666
600	-792.4762	-675.5728	-116.9034	65.49567	6.036228	0.00663078	0.118333	0.00826274	0.157052	0.0595037	0.0453583	0.144811	0.15981	0.0802563	0.0992904	0.00588403	0.220766	0.0429401	0.106862	0.0602946	0.0657253	0.0539541	0.0200725	0.141131	0.135691	0.00841323	0.0155892	0.00781264	0.002714	0.0579055	0.01736	0.0023638	0.020092	0.228272	2.60315e-05	0.0470879	0.146842	0.103655	0.0341017	0.0975775	0.151287	0.0952511	0.0507761	0.0633905	0.0540557	0.0231083	0.0348392	0.087705	0.0184838	0.0089651	0.0641144	0.0821384	0.0255661	0.0698698	0.00145105	0.259948	0.106884	0.00112845	0.333611	0.0217312	0.000680907	0.000908611	0.0606551	0.0558876	0.0426975	0.0766756	0.0166077	0.0115126	0.0406429	0.439643	0.0198972	0.0219569	0.141904	0.261622	0.0324456	0.100585	0.00906921	0.0185057	0.0153341	0.09740229	0.05673213	0.112529	0.0337294	0.121964	0.014247	0.00655097	0.000216021	0.0623076	0.0463826	0.0368725	0.00581079	0.0449046	0.00431052	0.22711	0.246212	0.0368534	0.3259025	8	66.84033	0.02906493	0.540148	0.825202	1.08118	1.55347	0.049852	0.259003	0.232148	0.205741	0.148755	0.104501	0.3826347	0.8517329
700	-825.4173	-666.4135	-159.0038	66.75311	4.241142	0.098513	0.0165016	0.325696	0.0317472	0.0561661	0.127688	0.401582	0.167254	0.167532	0.0821027	0.0551126	0.222803	0.0394372	0.00435228	0.082815	0.145972	0.00454169	0.128113	0.00465125	0.00569066	0.0154334	0.0468851	0.0264949	0.0423836	0.118662	0.0478657	0.250414	0.0456339	0.0511416	0.0448595	0.0696089	0.246776	0.179059	0.156517	0.106323	0.01422	0.0129193	0.0939923	0.221294	0.0472843	0.0914913	0.287816	0.0749926	0.163898	0.0162934	0.00469118	0.0206237	0.0629047	0.0278225	0.0264286	0.170904	0.00992649	0.0619059	0.433584	0.143939	0.391549	0.0152287	0.107412	0.096148	0.00452966	0.233174	0.0208285	0.0783821	0.14309	0.15262	0.105553	0.116282	0.0321497	0.00744075	0.266744	0.0105648	0.189733	0.0077389	0.11806	0.1025529	0.007627093	0.0804555	0.00841197	0.280806	0.003306	0.0115528	0.00232792	0.041353	0.0282141	0.0429038	0.016819	0.060671	0.000973446	0.0749129	0.331848	0.0154441	0.2441899	7	69.81412	0.02538279	0.467138	0.783156	1.08429	1.66541	0.0612926	0.190021	0.116532	0.296339	0.188516	0.147299	0.251817	0.9697118
800	-835.2033	-681.9429	-153.2604	63.09731	4.608992	0.0522271	0.0123111	0.0171249	0.201503	0.0216715	0.0411807	0.247434	0.200995	0.0628005	0.233038	0.0986403	0.178379	0.138314	0.0181915	0.0292282	0.482213	0.00361684	0.237758	0.155344	0.000581543	0.0684218	0.0733044	0.193277	0.0414658	0.00722934	0.136285	0.0910035	0.0226774	0.0129863	0.0129669	0.0163845	0.0483234	0.140029	0.0742609	0.284125	0.0103728	0.035584	0.014652	0.280564	0.146299	0.188681	0.131172	0.0115467	0.139812	0.00257594	0.0554301	0.335974	0.00335403	0.00773921	0.081963	0.0631759	0.10325	0.0452209	0.0823116	0.0126617	0.0858874	0.0225093	0.0673536	0.010001	0.0753184	0.36264	0.150869	0.0571991	0.432575	0.44245	0.0708802	0.183893	0.0555726	0.00658373	0.131529	0.078769	0.0680218	0.148347	0.00730326	0.09801946	0.01514949	0.145997	0.00254945	0.187469	0.00116328	0.117582	0.00518104	0.0296665	0.0124097	0.0639161	0.014544	0.0193652	0.0162944	0.109108	0.274116	0.000637938	0.2745929	9	85.7959	0.02132995	0.48498	0.793945	1.08391	1.63717	0.0283435	0.298035	0.150401	0.235732	0.169186	0.118303	0.2897424	0.9477139
900	-804.9896	-672.9814	-132.0082	68.63114	4.293308	0.0424814	0.00120166	0.0258953	0.0658404	0.0495771	0.117396	0.238042	0.0228921	0.0249521	0.149317	0.112099	0.136455	0.194583	0.000946732	0.0570088	0.138891	0.0432656	0.11179	0.129822	0.0116451	0.00524611	0.0629681	0.00659685	0.218379	0.111116	0.306784	0.0312513	0.0694589	0.00126199	0.191199	0.187691	0.012077	0.0906068	0.00807494	0.156844	0.0931946	0.105608	0.0691583	0.102359	0.0639115	0.0743875	0.2191	0.1675	0.0895643	0.046344	0.0491509	0.0390332	0.000735421	0.0161836	0.0389172	0.123081	0.0599145	0.0126384	0.173494	0.0541629	0.0392089	0.0860909	0.0986054	0.0219365	0.0659437	0.00160749	0.027476	0.100494	0.105443	0.214202	0.0019832	0.0719443	0.00172734	0.170471	0.0887897	0.0125625	0.164719	0.095164	0.0555273	0.1061414	0.001139821	0.0587077	0.0547706	0.250516	0.0101255	0.0550287	0.00850918	0.0509563	0.023398	0.0371307	0.0285658	0.00659226	0.00596235	0.122399	0.276023	0.0113157	0.2615203	9	78.06245	0.02396972	0.469783	0.784778	1.08425	1.66119	0.0365771	0.275839	0.204901	0.212871	0.135076	0.134736	0.2626601	0.9956605
