Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	origin_time	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
339	0	-206.2108	-217.1465	10.93577	20.46185	6.759123	0.00912424	0.146665	0.0211402	0.194603	0.126195	0.101019	0.237301	0.00226518	0.0481383	0.0283986	0.0030799	0.0195194	0.0697872	0.252159	0.07190021	0.01902013	0.00014527	0.0632983	0.0917705	0.294	0.00252475	0.00268271	0.00133714	0.00834943	0.223211	0.00829015	0.0883858	0.0141509	0.14259	0.0461573	0.0131071	0.006318959	20.46185	0.561985	0.83677	1.07952	1.52173	0.095593	0.204371	0.23065	0.0924699	0.224952	0.151964	0.02533909	0.2493759
340	0	-189.5762	-217.3852	27.80905	75.02992	2.291588	0.00851978	0.020891	0.000661986	0.00882162	0.00402227	0.0260106	0.0583559	0.0157603	0.0456884	0.0179059	0.0129173	0.00823362	0.0742398	0.0281901	0.0287312	0.03850427	0.00892272	0.0793447	0.0730129	0.35142	0.0345513	0.00208783	0.0164285	0.00193029	0.123042	0.0571339	0.204347	0.000612708	0.0113287	0.017142	0.018695	0.0006818485	75.02992	0.325763	0.682824	1.07583	1.91559	0.118373	0.194314	0.239509	0.0422421	0.277035	0.128527	0.03918612	0.01740026
341	0	-199.9284	-218.9713	19.04291	21.20019	7.441369	0.0908414	0.0136235	0.0135795	0.00421446	0.0115451	0.0902899	0.132799	0.0308052	0.0854017	0.0743252	0.0288195	0.0892644	0.0388375	0.014187	0.05028219	0.03157606	0.00821325	0.16795	0.0239394	0.111634	0.00480781	0.00298804	0.0779542	0.00917059	0.134202	0.00305433	0.316331	0.00307203	0.104302	0.0118728	0.0205084	0.03147503	21.20019	0.579928	0.84596	1.07793	1.49619	0.172764	0.11808	0.211236	0.0681471	0.313994	0.115779	0.0630511	0.4991988
342	0	-197.7986	-221.5505	23.75194	29.77487	2.719649	0.00781685	0.0607171	0.0320578	0.00787391	0.101993	0.0409405	0.132936	0.026479	0.0414653	0.0606758	0.00684839	0.0681482	0.0034256	0.023116	0.06070801	0.03661941	0.0085078	0.0455877	0.146159	0.126919	0.0104253	0.00433365	0.00750272	0.00439699	0.178831	0.166407	0.0559338	0.00574568	0.110438	0.126792	0.00202056	0.03862319	29.77487	0.366339	0.714721	1.08073	1.83821	0.143818	0.228589	0.14091	0.0629807	0.349766	0.0739368	0.0752426	0.5133155
343	0	-202.5482	-222.3731	19.82497	23.19957	1.279658	0.0334517	0.113068	0.00100614	0.0205664	0.177292	0.0414225	0.0982086	0.0578458	0.00228356	0.0247146	0.0573369	0.073594	0.309991	0.012975	0.05272282	0.03673344	0.00651726	0.00843198	0.207022	0.17978	0.0118425	0.00490203	0.0262734	0.0135802	0.129626	0.0663375	0.135273	0.0223406	0.147446	0.0393776	0.00125046	0.003363875	23.19957	0.189193	0.547238	1.03436	2.22921	0.136014	0.224597	0.197991	0.0432218	0.313768	0.0844085	0.04009731	0.08389279
344	0	-199.1948	-218.8423	19.6475	26.9644	3.391291	0.0201293	0.129007	0.0315058	0.0100531	0.0453567	0.0105858	0.0989736	0.140475	0.0238726	0.0446813	0.01525	0.216725	0.028355	0.0119067	0.07729423	0.05960414	0.00386854	0.0721836	0.106905	0.0756519	0.0199559	0.000302414	0.0684674	0.00126912	0.342132	0.0314008	0.16389	0.023673	0.0564112	0.0224885	0.0114008	0.02792759	26.9644	0.417437	0.751124	1.08387	1.74757	0.183453	0.144438	0.220363	0.0250929	0.352535	0.0741176	0.08753173	0.3190567
345	0	-204.949	-223.3781	18.42916	20.01639	2.58881	0.0616116	0.246768	0.0168154	0.0813047	0.177742	0.00192836	0.0464064	0.0685237	0.0318206	0.0790112	0.0831039	0.0180137	0.0343319	0.0766925	0.08701709	0.08153022	0.00248964	0.0690286	0.154661	0.152122	0.03336	0.00327006	0.0672074	0.0180782	0.131105	0.0389027	0.259101	0.0141967	0.0500909	0.00276744	0.00361845	0.01307195	20.01639	0.354718	0.705879	1.07957	1.85983	0.130582	0.0936069	0.300574	0.0413363	0.304068	0.129832	0.09460217	0.1381781
346	0	-202.7572	-223.2475	20.49024	30.33948	5.29965	0.0137703	0.0448371	0.0259243	0.00817491	0.021065	0.0516094	0.00915045	0.158886	0.0432708	0.0491643	0.0449513	0.118122	0.0130085	0.0242702	0.03973279	0.02331853	0.0284606	0.16836	0.0899278	0.140814	0.00715792	0.0274286	0.0437318	9.01398e-05	0.192014	0.000854925	0.14048	0.00412598	0.0385788	0.095051	0.0229248	0.03942318	30.33948	0.514066	0.810803	1.08274	1.59239	0.213526	0.197414	0.188939	0.0721476	0.228504	0.0994686	0.06274171	0.6283409
347	0	-204.6703	-219.95	15.27969	21.7583	4.350787	0.059048	0.2616	0.0278318	0.027447	0.0117287	0.0195408	0.0585164	0.212856	0.0461883	0.0122145	0.00286169	0.167752	0.0230688	0.121685	0.08317251	0.01088452	0.0327633	0.0618238	0.0376779	0.293674	0.0219808	0.00410001	0.063781	0.00864028	0.138816	0.100392	0.12754	0.00818392	0.0778576	0.00485216	0.0179178	0.02880777	21.7583	0.472653	0.786528	1.0842	1.65662	0.120954	0.149695	0.298033	0.0489235	0.280553	0.101842	0.03969228	0.7257775
348	0	-203.9739	-225.2931	21.31919	127.0922	4.374213	0.0546045	0.0437205	0.0131837	0.00341772	0.00832251	0.101069	0.0041814	0.0388139	0.0470668	0.0119248	0.012733	0.0148571	0.0415683	0.0167817	0.0313794	0.01508786	0.00936789	0.0754749	0.0512244	0.0262985	0.00365435	0.00479916	0.0363088	0.00885549	0.123906	0.0313096	0.395401	0.00370301	0.0585903	0.151407	0.0197004	0.002135012	127.0922	0.473808	0.787231	1.08418	1.65478	0.158206	0.182417	0.229195	0.0657731	0.231785	0.132624	0.01722287	0.1239638
349	0	-209.4768	-215.7672	6.29034	24.88671	3.524034	0.137348	0.296625	0.0155469	0.149592	0.034469	0.322933	0.214843	0.133106	0.01051	0.0766305	0.265543	0.0307893	0.332446	0.2467	0.1241377	0.0664416	0.00161552	0.0470118	0.185087	0.268532	0.000777294	0.00777068	0.0046004	0.000955553	0.176752	0.109952	0.0935512	0.00310075	0.0291007	0.0697838	0.00140952	0.01372505	24.88671	0.426136	0.756954	1.08411	1.7328	0.107637	0.238168	0.198183	0.0553953	0.26627	0.134347	0.08016665	0.1712065
350	0	-202.0477	-214.5171	12.46931	11.26171	4.16584	0.0667843	0.301939	0.0113072	0.0464497	0.0447588	0.146986	0.0409557	0.134588	0.0388228	0.0235901	0.129545	0.0943501	0.0924774	0.577468	0.1130173	0.04538579	0.00688919	0.00224103	0.0567978	0.139497	0.00206223	0.00609033	0.0424703	0.00573771	0.328043	0.0025893	0.236004	0.00839104	0.140397	0.00139455	0.0213953	0.05948336	11.26171	0.463247	0.780756	1.08434	1.67166	0.218599	0.145358	0.212196	0.0754935	0.275435	0.0729189	0.1048691	0.5672151
351	0	-205.511	-224.6075	19.0965	65.2979	4.389631	0.0528511	0.0738645	0.0159732	0.0287782	0.00752648	0.0143647	0.0260676	0.00770175	0.00696188	0.0424023	0.0654837	0.0585538	0.0718888	0.0124451	0.05296794	0.0124205	0.00414188	0.0794074	0.00169504	0.141909	0.000218412	0.00890011	0.00923907	0.00449022	0.135149	0.10589	0.193634	0.0209023	0.150147	0.13585	0.0084283	0.05573982	65.2979	0.474565	0.78769	1.08416	1.65358	0.255282	0.135371	0.191965	0.106404	0.230253	0.0807261	0.06816031	0.8177752
352	0	-205.8811	-223.542	17.66085	20.46045	1.899348	0.0625817	0.00300255	0.30297	0.109733	0.10855	0.120084	0.208339	0.0503115	0.0275927	0.0636391	0.0122645	0.0325474	0.0901694	0.0954257	0.1061154	0.03301018	0.000292116	0.0156186	0.0380812	0.127808	0.00539617	0.00206985	0.0205023	0.00434721	0.214232	0.0315579	0.199553	0.0260937	0.121637	0.180497	0.0123145	0.03180263	20.46045	0.280956	0.643865	1.06725	2.00792	0.143873	0.159877	0.224926	0.0456535	0.236295	0.189375	0.06481281	0.4906844
353	0	-216.5315	-226.8103	10.27884	9.848578	3.324093	0.113028	0.101247	0.196597	0.0632382	0.0918155	0.00178065	0.82	0.191777	0.00240402	0.0941721	0.191645	0.0794291	0.0174444	0.124691	0.1127413	0.23415	0.00115893	0.0539649	0.23227	0.134656	0.00353271	0.00977935	0.0599099	0.00122216	0.0715084	0.000472115	0.0696784	0.00520844	0.337099	0.00158141	0.0179581	0.007413566	9.848578	0.412878	0.748028	1.08371	1.75539	0.10221	0.113278	0.23025	0.0806153	0.337853	0.135793	0.2415635	0.03068992
354	0	-207.2646	-219.8166	12.55207	50.74742	2.451088	0.0297556	0.099114	0.16541	0.00944164	0.0276022	0.0343915	0.0530464	0.0927378	0.159762	0.0573425	0.0229898	0.0115089	0.0177498	0.17444	0.0401033	0.05908401	0.00398314	0.113993	0.0650348	0.183374	0.012731	0.00284608	0.0572822	0.00672214	0.292791	0.0832311	0.0751446	0.00904779	0.0619393	0.0269185	0.00496185	0.009815918	50.74742	0.34177	0.695757	1.07805	1.88442	0.122463	0.212221	0.247993	0.057266	0.2835	0.0765565	0.06889993	0.1424663
355	0	-227.3114	-223.0767	-4.234712	31.21234	1.39792	0.676556	0.0113472	0.345502	0.0339971	0.00578371	0.398385	0.853742	0.42789	0.167416	0.136315	0.223286	0.0338771	0.0785883	0.526057	0.1317292	0.04785085	0.00716509	0.129138	0.0319422	0.308596	0.003039	0.00364991	0.0354107	0.00147394	0.0880344	0.148068	0.219262	0.00479322	0.00396462	0.0108161	0.00464662	0.00562968	31.21234	0.209114	0.570634	1.04382	2.17643	0.142565	0.186653	0.220396	0.0578193	0.281081	0.111485	0.05348053	0.105266
356	0	-221.3879	-219.5853	-1.802641	4.324915	5.390244	0.254737	0.0686626	0.52459	0.317338	0.745997	0.801387	0.940738	0.112289	0.0047613	0.0260639	0.120122	0.481608	0.246023	0.192789	0.3393156	0.4025766	0.0110476	0.0372782	0.290343	0.206327	0.0214526	0.00471602	0.00646953	0.000372407	0.187494	0.0495485	0.10344	0.0125783	0.0138817	0.0330301	0.0220207	0.03493602	4.324915	0.51752	0.812748	1.08256	1.58717	0.111584	0.161089	0.263534	0.117454	0.295688	0.0506508	0.4375126	0.07985146
357	0	-196.3162	-220.7988	24.48265	30.30743	3.061221	0.0842028	0.0588369	0.00798913	0.0365266	0.0913313	0.012339	0.0030855	0.00456652	0.0623909	0.00765008	0.108101	0.0298921	0.00431652	0.0684726	0.0336748	0.02233369	0.00358804	0.0266411	0.0197758	0.382665	0.00135909	0.0130053	0.0455433	0.000642196	0.158304	0.025	0.184304	0.00669514	0.0779748	0.0300822	0.0244197	0.008715685	30.30743	0.393943	0.734862	1.0828	1.78839	0.115955	0.163342	0.305374	0.0661578	0.23962	0.109551	0.03104937	0.2807041
358	0	-209.384	-217.063	7.679047	7.29459	4.136778	0.008944	0.216499	0.112243	0.200071	0.0063398	0.0248278	0.0133299	0.409328	0.385049	0.391837	0.437614	0.655423	0.0630979	0.0777455	0.1829657	0.2158769	0.0151653	0.248244	0.120622	0.167487	0.0481118	0.00059773	0.0215549	0.00120273	0.131106	0.0346242	0.128224	0.00517259	0.0128431	0.0403371	0.0247075	0.03549365	7.29459	0.461722	0.77981	1.08436	1.67411	0.108958	0.250692	0.196123	0.103108	0.286298	0.0548215	0.2513706	0.1412005
359	0	-203.382	-216.2998	12.91786	26.82273	3.860977	0.0950765	0.102544	0.0261899	0.153881	0.0974982	0.141999	0.0478607	0.0572543	0.0158565	0.369215	0.069403	0.0666818	0.0551157	0.0354753	0.1067122	0.02105929	0.006941	0.0287862	0.0680628	0.323035	0.0215009	0.000437095	0.0194923	5.48981e-05	0.180432	0.203613	0.10242	0.000615742	0.0213538	0.00431154	0.0189434	0.004281966	26.82273	0.446558	0.77026	1.0844	1.69879	0.187685	0.196062	0.225789	0.0363097	0.259077	0.0950782	0.02534125	0.1689722
360	0	-226.4555	-223.1044	-3.351052	11.34367	2.068717	0.0529557	0.351236	0.447761	0.989887	0.0477219	0.122847	0.492879	0.541067	0.244308	0.0193165	0.203292	0.114333	0.937048	0.0268972	0.3635302	-0.03289888	0.0142391	0.105746	0.105884	0.130157	0.0284177	0.000674929	0.0276348	0.000706157	0.168899	0.0269479	0.221987	0.000938198	0.0756357	0.0903032	0.00182897	0.2491279	11.34367	0.301342	0.662127	1.07162	1.96491	0.130824	0.219351	0.174399	0.0220976	0.297226	0.156103	0.216229	1.152148
361	0	-199.3069	-222.8618	23.55488	26.58345	1.712648	0.0840337	0.0233689	0.0631562	0.0227955	0.0551678	0.0494946	0.0146701	0.0435212	0.085666	0.129651	0.0214926	0.0296296	0.132556	0.0875454	0.05030472	0.08959739	0.00775143	0.0177107	0.0428412	0.125776	0.0020592	7.01415e-05	0.0777687	0.0150788	0.17219	0.00996419	0.109831	0.0308201	0.320036	0.032477	0.0356249	0.005052341	26.58345	0.256383	0.620508	1.0608	2.06231	0.152276	0.167868	0.216958	0.0428055	0.319693	0.100399	0.09464973	0.05337935
362	0	-203.2731	-216.7541	13.481	48.87395	1.260619	0.0747146	0.398029	0.00121146	0.000364987	0.107898	0.0357091	0.145915	0.0974881	0.00298559	0.00868074	0.00375583	0.0436078	0.0302434	0.00166902	0.08686102	-0.007922288	0.00363394	0.0650907	0.0618344	0.182508	0.00692582	6.73273e-05	0.0944523	0.00345763	0.150008	0.0237622	0.17178	0.0102568	0.114322	0.101104	0.0107963	0.09317674	48.87395	0.185867	0.54317	1.03261	2.23835	0.119528	0.196329	0.173963	0.0529806	0.31133	0.14587	0.08525445	1.092925
363	0	-199.9921	-216.3495	16.35741	22.74858	1.994219	0.0236736	0.0342063	0.0808863	0.0567626	0.0179019	0.110662	0.0479342	0.0507152	0.0285334	0.0232814	0.0348305	0.490427	0.0576956	0.0336071	0.07883138	0.003276108	0.00179055	0.108085	0.0487124	0.236285	0.00681961	0.00727997	0.151665	0.00651388	0.178908	0.0849593	0.0736552	0.00777891	0.0163838	0.0446463	0.0265178	0.04740708	22.74858	0.292584	0.654398	1.06984	1.98317	0.139921	0.136247	0.301133	0.0621306	0.268019	0.0925503	0.05068319	0.9353611
364	0	-201.81	-219.5063	17.69629	37.91269	5.867857	0.0700458	0.0300563	0.00533664	0.0817331	0.0171876	0.091427	0.087974	0.0110819	0.11774	0.0486171	0.0398331	0.0488547	0.0842401	0.00656789	0.04836673	0.02881705	0.000993866	0.196475	0.0112127	0.0704509	0.0193168	0.00376823	0.0486266	0.000699056	0.195939	0.01443	0.187143	0.00188866	0.199729	0.0447136	0.00461359	0.02742912	37.91269	0.534565	0.822174	1.08155	1.56171	0.104857	0.258745	0.160557	0.0646116	0.269971	0.141258	0.05624617	0.487662
365	0	-201.6745	-219.7387	18.06421	33.46904	3.504061	0.0115897	0.244526	0.0722491	0.00781942	0.00402649	0.0024931	0.157674	0.0394439	0.059654	0.011326	0.181976	0.0917116	0.0475722	0.0042119	0.07896537	0.02292055	0.00417266	0.22502	0.0584825	0.111493	0.0376559	0.000960226	0.038989	0.00143329	0.175465	0.00597437	0.165529	0.0433727	0.118645	0.0039459	0.00886137	0.009576458	33.46904	0.424853	0.7561	1.08408	1.73497	0.178921	0.141275	0.244564	0.032127	0.306612	0.0965014	0.03249701	0.2946873
366	0	-203.7487	-222.3567	18.60805	55.99285	2.353148	0.0518654	0.0771573	0.00332195	0.106334	0.0819357	0.024872	0.0495693	0.118388	0.0647666	0.00105816	0.0232612	0.00955128	0.0970111	0.020975	0.03961867	0.02769152	0.0023778	0.0238852	0.00147957	0.235131	0.0416387	0.00145619	0.0177	0.00158307	0.143407	0.0429795	0.250299	0.0308913	0.1126	0.00648695	0.0880847	0.03452012	55.99285	0.332077	0.687982	1.07675	1.90319	0.118465	0.157903	0.261498	0.110329	0.299301	0.0525038	0.06221164	0.554882
367	0	-199.9945	-219.7158	19.72134	21.64916	3.769242	0.0388136	0.130244	0.0672948	0.0276591	0.0293215	0.0715552	0.230325	0.0604819	0.0596758	0.0224951	0.103413	0.0481618	0.0683645	0.0388505	0.08172817	0.05464801	0.0124017	0.146656	0.17312	0.0656123	0.0650724	4.27626e-05	0.0700345	0.00697169	0.227354	0.0460811	0.134882	0.0118112	0.0375798	0.00180542	0.000574234	0.005840328	21.64916	0.441218	0.766831	1.08436	1.70759	0.161154	0.178981	0.248549	0.0508173	0.302797	0.0577026	0.06048834	0.09655295
368	0	-215.693	-225.3329	9.639868	13.45141	1.78927	0.0538743	0.382862	0.0196996	0.134955	0.00301874	0.284691	0.123551	0.00870109	0.447157	0.207328	0.0503286	0.0785956	0.0718287	0.252279	0.1909682	0.07257602	0.00570398	0.00762233	0.0440598	0.215474	0.00660494	0.00739701	0.0440358	0.00649731	0.104494	0.169991	0.208887	0.0336243	0.0446336	0.0470323	0.053943	0.0037064	13.45141	0.266753	0.630555	1.0637	2.039	0.114643	0.199693	0.254166	0.0669853	0.278299	0.0862139	0.07628242	0.04858787
369	0	-220.0763	-222.5321	2.455774	17.56517	1.194495	0.0387729	0.0835468	0.352059	0.486401	0.10779	0.614259	0.119264	0.00730012	0.157348	0.165717	0.0744762	0.417061	0.209156	0.0431225	0.2077462	0.06538915	4.18975e-05	0.0088923	0.0199696	0.343663	0.00538722	0.00197477	0.00318514	0.000526721	0.0577643	0.127111	0.0909496	0.0177749	0.231185	0.0857796	0.00579489	0.08656073	17.56517	0.174054	0.52831	1.026	2.27163	0.154734	0.229702	0.23049	0.0256365	0.274202	0.0852363	0.1519499	0.5696663
370	0	-190.0222	-215.4751	25.4529	87.50279	5.751185	0.0233947	0.0107592	0.0064266	0.0323752	0.00789284	0.0369668	0.0150717	0.00164511	0.0386645	0.0221633	0.00668827	0.0201719	0.0584903	0.0128964	0.02065686	0.01551994	0.0145744	0.0557013	0.000952958	0.323555	0.00338472	0.00468264	0.024351	0.00448997	0.317659	0.00576997	0.104633	0.0114653	0.110609	0.0107295	0.00744208	0.01365384	87.50279	0.530572	0.819991	1.08181	1.56763	0.148802	0.209447	0.205175	0.0877617	0.26893	0.0798841	0.02917379	0.4680175
371	0	-206.1433	-226.5423	20.39901	26.31968	3.196931	0.0183815	0.00131857	0.0259325	0.0871423	0.0164386	0.111339	0.088413	0.191237	0.0070578	0.0910028	0.0983633	0.0433826	0.0102219	0.0208997	0.06769254	0.02387919	0.0184277	0.140343	0.143693	0.0786237	0.0250168	0.0243263	0.0600675	0.00328852	0.114828	0.00458507	0.19392	0.003308	0.112507	0.0547792	0.0222862	0.01344468	26.31968	0.403945	0.74188	1.08333	1.77085	0.0761851	0.220386	0.189262	0.114525	0.321844	0.0777972	0.03732387	0.3602166
372	0	-211.2853	-217.5378	6.252532	10.89042	7.259473	0.315484	0.192123	0.0210261	0.021013	0.00303469	0.00569847	0.171706	0.219536	0.64825	0.0966743	0.0215733	0.140062	0.0703522	0.124835	0.09862516	0.1002048	0.012387	0.0385854	0.083781	0.171124	0.00407518	0.000730227	0.0336029	0.0124749	0.195133	0.0357123	0.268414	0.0217339	0.0976549	0.0244648	0.000126886	0.07032174	10.89042	0.575365	0.843649	1.07835	1.50264	0.156914	0.206495	0.245113	0.0734331	0.206581	0.111464	0.1705266	0.4123799
373	0	-207.495	-231.7016	24.20667	53.65863	2.867141	0.0469222	0.0128859	0.0101299	0.0593099	0.049194	0.0385931	0.00500737	0.0091682	0.0195984	0.130487	0.037757	0.0532363	0.0222589	0.0184155	0.05056888	0.02451199	0.031142	0.00762452	0.0643763	0.1161	0.000915734	0.0174124	0.0832183	0.00869432	0.215217	0.143543	0.155611	0.00949623	0.125311	0.0149433	0.00639525	0.008130323	53.65863	0.378715	0.723896	1.08178	1.81561	0.0836361	0.206996	0.232173	0.0210132	0.230208	0.225973	0.03264231	0.2490732
374	0	-201.1214	-219.571	18.44962	42.5106	6.550592	0.0252113	0.0131562	0.0618767	0.0343267	0.0337834	0.066653	0.0309802	0.0353169	0.0705125	0.00129115	0.0270854	0.00892213	0.113565	0.0270385	0.05847883	0.02849291	0.00647301	0.243422	0.0392473	0.239265	0.00922933	0.0019903	0.0270392	0.00829476	0.160094	0.00406127	0.107862	0.00137451	0.107394	0.0269119	0.0173414	0.007724438	42.5106	0.556014	0.833649	1.08	1.53034	0.11258	0.18467	0.220723	0.113736	0.311202	0.0570899	0.03621735	0.21328
375	0	-195.0102	-214.7738	19.76361	17.02468	1.221688	0.0560046	0.116225	0.00757754	0.0225503	0.00448186	0.120011	0.11641	0.00438334	0.0224144	0.0205123	0.157714	0.237274	0.274473	0.0820936	0.07711907	0.05404462	0.00106472	0.0432316	0.098637	0.22096	0.0123001	0.00168798	0.0286945	0.00313548	0.25037	0.0162307	0.116911	0.00142365	0.135634	0.0640542	0.00566478	0.0169613	17.02468	0.178961	0.534563	1.02883	2.25764	0.124386	0.247024	0.180569	0.0511717	0.243605	0.153245	0.07100591	0.2388716
376	0	-192.6425	-218.0196	25.37711	40.69847	6.119877	0.00272251	0.0563261	0.0540237	0.000580562	0.0228413	0.000416486	0.0142362	0.0523987	0.0193417	0.00672675	0.0919942	0.0313907	0.0236861	0.0644175	0.04262117	0.02160622	0.00110954	0.132149	0.148083	0.272556	0.0198589	0.0151943	0.0161964	0.00982893	0.160302	0.0386279	0.121521	0.00321421	0.00773497	0.0365012	0.0171235	0.01068228	40.69847	0.542847	0.826655	1.08099	1.54951	0.192021	0.1664	0.160543	0.0796535	0.286431	0.114951	0.0322885	0.3308386
377	0	-211.3566	-221.6903	10.33377	6.660837	2.872573	0.000436613	0.109785	0.256752	0.0410063	0.0842466	0.334812	0.227866	0.0864003	0.163518	0.368855	0.13819	0.239619	0.0339746	0.234689	0.2352989	0.05225391	0.00615245	0.0387922	0.0125236	0.383247	0.0126936	0.00154367	0.0013694	0.00190007	0.15363	0.00498792	0.101636	0.0616774	0.035073	0.152251	0.0325228	0.0590475	6.660837	0.379157	0.724219	1.08181	1.81481	0.124509	0.220991	0.237341	0.0933117	0.232172	0.0916745	0.1113014	0.5305189
378	0	-200.5082	-223.8576	23.34944	16.73651	2.37552	0.0265497	0.0476908	0.0122395	0.0866767	0.109534	0.0581171	0.0508685	0.0827913	0.148757	0.0252341	0.0176172	0.203214	0.0138733	0.0550179	0.08171418	0.08342415	0.0329919	0.250664	0.017288	0.127691	0.00109756	0.0142235	0.0358422	0.00292262	0.231057	0.0578678	0.147485	0.0138649	0.0166269	0.0418168	0.0085597	0.005996053	16.73651	0.334328	0.689804	1.07707	1.8988	0.109776	0.152904	0.205385	0.0822233	0.281056	0.168656	0.0894202	0.06705479
379	0	-215.7606	-223.7731	8.012559	12.02066	1.539313	0.197298	0.549989	0.136672	0.0501342	0.0109447	0.160671	0.0917494	0.239607	0.290386	0.369845	0.132169	0.444134	0.0813882	0.186992	0.1399836	0.1511473	0.0169917	0.151451	0.0237552	0.10047	0.00907421	0.0167949	0.0376388	0.000279105	0.253237	0.138122	0.0519389	0.0102511	0.0797698	0.108243	0.00198214	0.01717421	12.02066	0.231332	0.594972	1.05265	2.12105	0.10174	0.167039	0.21839	0.0549545	0.35184	0.106036	0.1683215	0.1020322
380	0	-204.1078	-220.9231	16.81534	14.18474	4.390748	0.175136	0.0721219	0.07803	0.0522607	0.0532519	0.0229447	0.198454	0.0445402	0.0906404	0.138549	0.226589	0.0376571	0.0103468	0.0337056	0.07123962	0.05607086	0.00343311	0.167718	0.0685638	0.135448	0.0142235	0.00825256	0.0863535	0.0189953	0.201542	0.0597588	0.101201	0.0284894	0.0602371	0.0436097	0.00217328	0.002783454	14.18474	0.47462	0.787723	1.08416	1.65349	0.156657	0.169977	0.17669	0.0674803	0.301265	0.127931	0.05885431	0.04729396
381	0	-218.6994	-222.4237	3.724247	64.69241	2.68491	0.0374791	0.373306	0.0714689	0.106665	0.0568328	0.0157202	0.440222	0.0904703	0.0881432	0.0909313	0.0883377	0.154541	0.312159	0.0475057	0.1208326	0.02744029	0.00808664	0.0977342	0.00188915	0.457852	0.013626	0.00265647	0.00558668	0.0128918	0.189495	0.0910891	0.053742	0.000507651	0.0180187	0.046701	0.000123206	0.00378307	64.69241	0.363315	0.712441	1.08045	1.8438	0.183337	0.151155	0.172843	0.0618092	0.342726	0.0881287	0.03122336	0.1211615
382	0	-202.2305	-223.2725	21.04207	58.48292	3.277679	0.00675037	0.0268256	0.0496435	0.0543922	0.0147075	0.0524743	0.124514	0.0497998	0.0043572	0.0398174	0.0953003	0.0831388	0.0572267	0.0423884	0.04216549	0.02895939	0.00501826	0.0880219	0.112271	0.0939834	0.00426992	0.00292477	0.00274985	0.0215756	0.174326	0.01542	0.140094	0.00745834	0.309378	0.00869596	0.0138129	0.00110037	58.48292	0.409665	0.745829	1.08358	1.76092	0.165314	0.161435	0.211029	0.053582	0.341114	0.067526	0.03005976	0.03660608
383	0	-203.0279	-215.4621	12.43421	13.15558	1.685849	0.211971	0.136076	0.022529	0.029612	0.343403	0.200928	0.226386	0.0164084	0.280845	0.284574	0.00719677	0.114194	0.122254	0.00350996	0.1647013	0.07297796	0.00522921	0.0475235	0.0827998	0.262524	0.010592	0.000871969	0.0748462	0.00724034	0.147955	0.0192645	0.262362	0.00827531	0.0318055	0.0307875	0.00792348	0.01368737	13.15558	0.252658	0.616827	1.0597	2.07082	0.130121	0.212097	0.182532	0.0835742	0.234974	0.156702	0.08666534	0.1579336
384	0	-220.8763	-225.6978	4.821495	11.3405	2.226296	0.499337	0.159585	0.035207	0.758888	0.451415	0.0599729	0.499397	0.0263917	0.176864	0.178437	0.01361	0.230396	0.0050502	0.189646	0.1792366	0.105801	0.00149548	0.0197136	0.190524	0.128757	0.0160844	0.00216635	0.0401616	0.00854169	0.204583	0.0999755	0.222355	0.00880277	0.00780016	0.0315606	0.0174788	0.04927565	11.3405	0.31887	0.677105	1.07474	1.92928	0.212153	0.0765714	0.273974	0.0707687	0.308414	0.058119	0.1550767	0.3177503
385	0	-211.3587	-214.891	3.532282	10.75619	5.708485	0.319309	0.273382	0.033963	0.0319036	0.450893	0.228582	0.0952198	0.0182834	0.842461	0.0325872	0.0494335	0.326079	0.127281	0.02828	0.1810487	0.02242381	0.00448798	0.344109	0.107187	0.16005	0.00639337	0.000660735	0.00737892	0.00133718	0.0563187	0.049788	0.200895	0.00448709	0.0496027	0.00269783	0.00460672	0.09643324	10.75619	0.529084	0.819173	1.0819	1.56984	0.153057	0.199076	0.186982	0.0287745	0.252199	0.179911	0.118857	0.811338
386	0	-193.2022	-219.9266	26.72442	206.8445	4.883099	0.00710429	0.0131895	0.000313059	0.0198131	0.00858538	0.00466247	0.000235521	0.00174989	0.0487014	0.0263511	0.00215712	0.0112079	0.021057	0.00623691	0.01487209	0.01020252	0.00698281	0.200458	0.0417013	0.214143	0.020994	0.00587085	0.0124059	0.00139993	0.0711221	0.143589	0.21529	0.00446722	0.0478247	0.00549485	0.00825639	0.008348675	206.8445	0.497149	0.801104	1.0835	1.61825	0.208833	0.182094	0.18586	0.0999924	0.214906	0.108314	0.0185512	0.4500343
