Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,5,0,3,16,40,44,26,0,0,0,3,44,0.2107974,-1.794157,0.09652535
0,11,0,4,14,40,44,8,0,0,0,7,44,0.2107974,-1.868784,0.09177229
2,12,1,3,11,34,20,10,0,0,2,7,42,0.2012157,-2.032923,0.07721809
0,10,0,3,15,40,44,14,0,0,0,8,44,0.2107974,-1.509204,0.1146744
0,9,0,3,15,40,44,21,0,0,0,6,44,0.2107974,-1.629636,0.1070039
0,9,0,3,13,40,44,13,0,0,0,6,44,0.2107974,-1.912874,0.08896416
1,8,1,4,15,40,26,24,0,0,1,5,43,0.2060066,-1.423981,0.1172312
0,16,0,4,12,40,44,6,0,0,0,8,44,0.2107974,-2.055608,0.07987325
0,12,0,4,11,39,44,10,0,0,0,6,44,0.2107974,-2.063156,0.07939248
0,17,0,7,14,40,44,13,0,0,0,7,44,0.2107974,-2.027301,0.08167614
0,9,0,5,16,40,44,21,0,0,0,4,44,0.2107974,-1.397178,0.1218094
0,5,0,3,18,40,44,26,0,0,0,3,44,0.2107974,-1.539741,0.1127295
2,9,1,3,15,39,20,10,0,0,2,6,42,0.2012157,-1.706889,0.09710446
0,13,0,4,12,40,44,13,0,0,0,7,44,0.2107974,-2.200743,0.07062937
1,7,1,4,13,40,27,16,0,0,1,4,43,0.2060066,-1.883702,0.0885708
1,9,1,4,12,39,33,22,0,0,1,5,43,0.2060066,-2.295049,0.06292614
0,9,0,5,16,40,44,22,0,0,0,5,44,0.2107974,-1.81543,0.09517045
0,16,0,6,14,40,44,12,0,0,0,8,44,0.2107974,-2.203831,0.07043269
0,12,0,6,14,40,44,15,0,0,0,6,44,0.2107974,-2.237456,0.06829108
0,12,0,4,12,40,44,10,0,0,0,9,44,0.2107974,-1.934661,0.08757649
0,9,0,3,14,40,44,21,0,0,0,5,44,0.2107974,-1.783864,0.09718094
2,8,1,3,15,39,27,24,0,0,2,6,42,0.2012157,-1.521121,0.1084353
0,11,0,4,15,39,44,17,0,0,0,7,44,0.2107974,-1.821091,0.09480988
0,15,0,5,12,40,44,10,0,0,0,6,44,0.2107974,-1.970859,0.08527098
0,9,0,5,16,40,44,20,0,0,0,4,44,0.2107974,-1.669951,0.1044362
1,11,1,3,15,39,25,17,0,0,1,7,43,0.2060066,-1.834452,0.09164117
0,16,0,4,13,40,44,8,0,0,0,11,44,0.2107974,-2.3548,0.06081731
2,13,2,4,15,38,37,16,0,0,1,7,42,0.2012157,-2.051016,0.07611451
0,6,0,3,16,40,44,12,0,0,0,4,44,0.2107974,-1.362524,0.1240166
1,10,1,5,15,40,42,24,0,0,1,4,43,0.2060066,-2.149053,0.07202797
1,7,1,3,15,40,27,22,0,0,1,5,43,0.2060066,-1.696343,0.1002513
0,8,0,3,14,39,44,14,0,0,0,5,44,0.2107974,-1.563758,0.1111997
1,13,1,5,12,40,28,8,0,0,1,7,43,0.2060066,-2.083855,0.07609266
0,6,0,3,16,39,44,26,0,0,0,4,44,0.2107974,-1.146536,0.1377732
1,18,1,7,12,40,28,9,0,0,1,9,43,0.2060066,-2.193571,0.06925262
0,11,0,3,13,40,44,15,0,0,0,7,44,0.2107974,-2.231109,0.06869537
1,10,1,4,15,40,26,17,0,0,1,6,43,0.2060066,-1.972561,0.08303103
0,11,0,3,13,40,44,15,0,0,0,6,44,0.2107974,-1.937749,0.08737981
0,15,0,5,13,40,44,11,0,0,0,9,44,0.2107974,-2.106731,0.07661713
0,18,0,4,13,40,44,7,0,0,0,10,44,0.2107974,-2.120627,0.07573208
1,10,1,4,14,40,26,14,0,0,1,5,43,0.2060066,-1.55876,0.1088287
