Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,13,0,2,17,40,58,12,0,0,0,11,58,0.2380054,-2.450293,0.07671555
0,17,0,3,14,40,58,7,0,0,0,12,58,0.2380054,-2.652981,0.06337372
0,11,0,1,15,40,58,10,0,0,0,11,58,0.2380054,-2.578091,0.06830333
0,14,0,5,20,40,58,24,0,0,0,7,58,0.2380054,-2.081432,0.1009957
0,14,0,3,16,40,58,21,0,0,0,8,58,0.2380054,-2.519222,0.07217835
0,15,0,9,17,40,58,19,0,0,0,7,58,0.2380054,-2.562814,0.06930887
0,12,0,2,17,40,58,12,0,0,0,9,58,0.2380054,-2.547166,0.07033894
0,12,0,2,16,40,58,16,0,1,0,10,58,0.2380054,-2.561697,0.06938245
0,11,0,2,19,40,58,26,0,1,0,10,58,0.2380054,-2.283374,0.08770295
0,13,0,2,15,40,58,22,0,0,0,12,58,0.2380054,-2.698064,0.06040614
1,12,1,2,16,40,57,20,0,0,1,9,57,0.2339018,-2.424107,0.07696081
1,11,1,3,16,40,55,16,0,0,1,7,57,0.2339018,-2.444942,0.07561191
0,14,0,3,15,40,58,18,0,0,0,10,58,0.2380054,-2.657824,0.06305489
0,20,0,3,13,40,58,8,0,0,0,16,58,0.2380054,-2.718556,0.05905724
0,11,0,3,18,40,58,16,0,1,0,8,58,0.2380054,-2.312063,0.08581449
1,6,1,1,16,39,42,34,0,1,1,6,57,0.2339018,-2.411606,0.07777015
0,16,0,2,13,40,58,10,0,0,0,12,58,0.2380054,-2.697691,0.06043067
0,9,0,3,15,40,58,15,0,0,0,7,58,0.2380054,-2.664158,0.06263796
0,14,0,2,13,40,58,16,0,0,0,10,58,0.2380054,-2.65149,0.06347182
0,14,0,2,14,40,58,12,0,0,0,11,58,0.2380054,-2.626154,0.06513955
0,14,0,3,15,40,58,7,0,0,0,12,58,0.2380054,-2.497612,0.07360082
0,9,0,1,17,40,58,15,0,0,0,9,58,0.2380054,-2.32883,0.08471085
0,13,0,5,16,40,58,24,0,1,0,9,58,0.2380054,-2.408936,0.07943788
0,11,0,3,19,40,58,23,0,1,0,9,58,0.2380054,-2.227113,0.09140629
0,10,0,4,19,40,58,25,0,0,0,5,58,0.2380054,-2.244252,0.09027812
0,18,0,3,14,40,58,9,0,0,0,12,58,0.2380054,-2.595975,0.06712611
0,9,0,2,15,40,58,30,0,0,0,6,58,0.2380054,-2.437998,0.07752489
1,13,1,4,19,40,44,22,0,1,1,8,57,0.2339018,-2.076729,0.09945063
0,14,0,3,18,40,58,18,0,1,0,9,58,0.2380054,-2.34038,0.08395056
0,11,0,4,18,40,58,32,0,0,0,6,58,0.2380054,-2.379502,0.08137539
0,15,0,3,15,40,58,9,0,0,0,10,58,0.2380054,-2.440978,0.07732869
0,11,0,2,17,40,58,14,0,0,0,9,58,0.2380054,-2.544185,0.07053514
0,10,0,2,15,40,58,11,0,1,0,9,58,0.2380054,-2.457745,0.07622505
0,14,0,2,16,40,58,18,0,0,0,13,58,0.2380054,-2.402602,0.07985481
0,22,0,12,15,40,58,11,0,0,0,9,58,0.2380054,-2.571384,0.06874479
0,12,0,2,19,40,58,22,0,0,0,11,58,0.2380054,-2.325104,0.0849561
0,12,0,2,13,40,58,12,0,0,0,11,58,0.2380054,-2.712222,0.05947417
0,9,0,3,19,40,58,21,0,0,0,6,58,0.2380054,-2.38211,0.08120371
0,16,0,4,14,39,58,9,0,0,0,11,58,0.2380054,-2.604172,0.06658655
0,17,0,4,15,40,58,10,0,0,0,10,58,0.2380054,-2.705143,0.05994016
0,12,0,3,16,40,58,14,0,0,0,9,58,0.2380054,-2.467432,0.07558738
1,18,1,8,14,40,53,25,0,0,1,8,57,0.2339018,-2.679431,0.06043067
0,14,0,3,14,40,58,14,0,0,0,9,58,0.2380054,-2.690239,0.06092118
0,7,0,2,17,40,58,31,0,0,0,5,58,0.2380054,-2.252077,0.08976308
0,15,0,4,16,40,58,18,0,0,0,9,58,0.2380054,-2.422722,0.07853044
1,17,1,3,14,39,48,10,0,0,1,12,57,0.2339018,-2.659732,0.06170599
0,11,0,2,17,40,58,20,0,0,0,8,58,0.2380054,-2.338144,0.08409771
0,13,0,2,15,40,58,11,0,0,0,12,58,0.2380054,-2.641803,0.06410948
0,12,0,2,15,40,58,18,0,1,0,9,58,0.2380054,-2.59523,0.06717516
0,6,0,2,17,40,58,40,0,0,0,4,58,0.2380054,-2.281884,0.08780105
0,10,0,3,17,40,58,15,0,0,0,8,58,0.2380054,-2.46855,0.07551381
0,14,0,3,17,40,58,18,0,0,0,8,58,0.2380054,-2.437253,0.07757394
0,20,0,2,13,40,58,10,0,0,0,16,58,0.2380054,-2.97266,0.0423309
0,17,0,3,13,40,58,16,0,1,0,11,58,0.2380054,-2.601191,0.06678275
0,16,0,4,16,40,58,23,0,0,0,8,58,0.2380054,-2.489042,0.07416491
0,13,0,3,15,40,58,24,0,0,0,10,58,0.2380054,-2.524811,0.07181047
0,8,0,1,18,40,58,18,0,0,0,8,58,0.2380054,-2.227486,0.09138176
0,16,0,4,16,40,58,12,0,0,0,10,58,0.2380054,-2.598583,0.06695443
0,16,0,3,15,40,58,6,0,0,0,13,58,0.2380054,-2.560206,0.06948055
0,14,0,2,15,40,58,8,0,0,0,12,58,0.2380054,-2.577345,0.06835238
0,15,0,4,15,40,58,17,0,0,0,10,58,0.2380054,-2.52332,0.07190857
0,20,0,4,14,40,58,9,0,0,0,11,58,0.2380054,-2.653353,0.06334919
0,9,0,2,17,40,58,20,0,0,0,8,58,0.2380054,-2.334046,0.08436749
0,17,0,3,13,40,58,11,0,1,0,12,58,0.2380054,-2.73495,0.05797812
0,14,0,4,17,40,58,11,0,1,0,9,58,0.2380054,-2.333673,0.08439201
0,12,0,2,15,40,58,18,0,0,0,10,58,0.2380054,-2.549774,0.07016726
0,10,0,2,18,40,58,29,0,0,0,9,58,0.2380054,-2.36199,0.08252808
0,14,0,3,16,40,58,21,0,0,0,9,58,0.2380054,-2.548656,0.07024084
1,14,1,4,15,39,53,16,0,0,1,10,57,0.2339018,-2.383194,0.07960956
0,14,0,3,17,40,58,22,0,1,0,8,58,0.2380054,-2.366461,0.08223378
0,17,0,3,14,40,58,10,0,0,0,12,58,0.2380054,-2.800898,0.05363712
0,15,0,3,16,40,58,21,0,0,0,10,58,0.2380054,-2.48867,0.07418943
0,15,0,3,13,40,58,9,0,1,0,11,58,0.2380054,-2.587033,0.06771472
0,11,0,3,18,40,58,28,0,0,0,6,58,0.2380054,-2.220034,0.09187227
0,16,0,2,14,40,58,10,0,0,0,11,58,0.2380054,-2.802761,0.05351449
0,10,0,2,16,40,58,28,0,0,0,7,58,0.2380054,-2.437998,0.07752489
0,13,0,3,16,40,58,14,0,0,0,10,58,0.2380054,-2.50022,0.07342915
0,10,0,4,16,40,58,33,0,0,0,6,58,0.2380054,-2.409309,0.07941335
0,10,0,3,15,40,58,29,0,0,0,7,58,0.2380054,-2.42533,0.07835876
0,12,0,3,16,40,58,11,0,0,0,8,58,0.2380054,-2.455509,0.0763722
0,13,0,3,18,40,58,26,0,1,0,9,58,0.2380054,-2.333301,0.08441654
0,11,0,2,17,40,58,24,0,0,0,9,58,0.2380054,-2.341498,0.08387698
0,9,0,2,18,40,58,22,0,0,0,7,58,0.2380054,-2.333673,0.08439201
0,13,0,3,19,40,58,20,0,0,0,8,58,0.2380054,-2.313926,0.08569186
0,10,0,2,18,40,58,22,0,0,0,8,58,0.2380054,-2.355283,0.08296954
