Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
2,10,1,3,15,38,34,28,0,0,2,5,56,0.2145973,-2.101217,0.08442191
1,12,1,3,15,38,32,23,0,0,1,6,57,0.2184294,-2.224081,0.07830967
6,18,2,8,14,35,22,11,0,0,5,7,52,0.1992689,-2.225169,0.07075051
4,13,2,6,15,40,23,16,0,0,3,7,54,0.2069331,-2.010211,0.08661258
3,16,1,5,16,37,50,12,0,0,3,8,55,0.2107652,-2.142202,0.0802975
1,13,1,4,18,39,29,19,0,0,1,7,57,0.2184294,-1.814975,0.1040838
2,12,1,4,15,39,27,17,0,0,2,7,56,0.2145973,-2.127628,0.08278567
2,19,1,3,14,36,29,6,0,0,2,12,56,0.2145973,-2.204679,0.07801217
0,8,0,3,17,36,58,27,0,0,0,4,58,0.2222615,-1.938194,0.09812035
3,17,1,6,15,38,31,22,0,0,3,9,55,0.2107652,-2.212586,0.07601082
3,9,2,4,18,38,29,26,0,0,2,5,55,0.2107652,-2.117334,0.08181204
0,12,0,4,14,38,58,17,0,0,0,6,58,0.2222615,-2.153121,0.08435429
4,12,1,2,15,39,25,18,0,0,4,11,54,0.2069331,-1.956441,0.08983097
2,15,1,5,17,38,29,19,0,0,2,8,56,0.2145973,-2.042282,0.08807302
3,11,1,4,15,35,47,19,0,0,3,7,55,0.2107652,-2.079366,0.08412441
1,11,1,5,15,39,30,14,0,0,1,5,57,0.2184294,-2.061169,0.08857336
4,15,3,8,17,37,28,17,0,0,2,6,54,0.2069331,-1.916453,0.09222448
4,23,1,3,12,36,26,6,0,0,4,14,54,0.2069331,-2.384795,0.06419202
2,12,1,3,15,39,53,17,0,0,2,8,56,0.2145973,-1.978546,0.09202164
2,12,1,2,15,33,27,21,0,0,2,8,56,0.2145973,-2.420335,0.06465179
2,11,1,3,15,36,33,15,0,0,2,8,56,0.2145973,-2.104272,0.08423259
5,13,2,3,13,37,23,15,0,0,4,8,53,0.203101,-2.125315,0.07812035
4,21,1,7,13,36,29,8,0,0,4,11,54,0.2069331,-2.269573,0.07108857
3,16,2,3,16,38,38,16,0,0,2,10,55,0.2107652,-2.00987,0.088357
0,16,0,7,13,40,58,17,0,0,0,7,58,0.2222615,-2.367837,0.07060176
0,12,0,5,14,39,58,16,0,0,0,7,58,0.2222615,-2.149954,0.08455713
2,15,1,4,16,37,28,16,0,0,2,9,56,0.2145973,-2.130029,0.08263692
2,12,1,4,14,39,36,20,0,0,2,6,56,0.2145973,-2.168227,0.08027045
3,12,1,4,15,36,28,14,0,0,3,6,55,0.2107652,-2.0787,0.08416498
1,12,1,6,16,40,57,25,0,0,1,5,57,0.2184294,-1.891173,0.0992833
5,14,1,4,14,33,25,12,0,0,5,10,53,0.203101,-2.15199,0.07655172
3,13,2,4,15,36,27,18,0,0,2,6,55,0.2107652,-1.971014,0.09072346
3,15,1,6,14,36,26,11,0,0,3,7,55,0.2107652,-2.345141,0.0679378
0,16,0,6,15,38,58,21,0,0,0,7,58,0.2222615,-2.236516,0.07901285
0,17,0,3,15,40,58,13,0,0,0,10,58,0.2222615,-2.152488,0.08439486
2,12,1,3,16,37,44,27,0,0,2,7,56,0.2145973,-1.923977,0.0954023
2,14,1,2,15,37,30,17,0,0,2,10,56,0.2145973,-2.163425,0.08056795
1,12,1,4,15,37,55,11,0,0,1,6,57,0.2184294,-2.030475,0.0905071
1,15,1,5,15,40,57,16,0,0,1,6,57,0.2184294,-2.233311,0.07772819
2,14,1,7,15,35,26,19,0,0,2,6,56,0.2145973,-2.145526,0.08167681
2,10,1,4,16,39,28,18,0,0,2,6,56,0.2145973,-2.012379,0.08992563
1,13,1,3,18,38,38,19,0,0,1,9,57,0.2184294,-1.701644,0.1112238
2,14,1,4,17,38,27,18,0,0,2,8,56,0.2145973,-1.841688,0.1005003
1,10,1,3,16,38,55,29,0,0,1,6,57,0.2184294,-2.168704,0.08179851
3,13,1,3,15,38,26,17,0,0,3,10,55,0.2107652,-1.979229,0.09022312
0,11,0,3,14,38,58,16,0,0,0,7,58,0.2222615,-2.209281,0.08075727
3,16,1,4,15,39,28,14,0,0,3,9,55,0.2107652,-2.162185,0.07908046
7,20,2,3,13,37,16,7,0,0,6,14,51,0.1954368,-2.083818,0.07726842
1,15,1,4,16,39,30,16,0,0,1,9,57,0.2184294,-2.072115,0.08788371
3,17,2,6,17,39,28,18,0,0,2,8,55,0.2107652,-2.0001,0.08895199
2,12,1,3,14,36,27,11,0,0,2,7,56,0.2145973,-2.165171,0.08045977
2,8,1,3,18,38,28,20,0,0,2,5,56,0.2145973,-1.748048,0.1063016
3,11,1,3,16,38,23,19,0,0,3,7,55,0.2107652,-2.121997,0.08152806
3,15,1,4,14,36,49,14,0,0,3,8,55,0.2107652,-2.31561,0.06973631
1,18,1,6,17,39,57,18,0,0,1,7,57,0.2184294,-1.981537,0.09359026
