taxon	min	max
SJA-C1-2010	8	8
SJA-D1-2012	6	6
SJA-D2-2013	5	5
SJA-D3-2013	5	5
SJA-D4-2014	4	4
SJA-E1-2012	6	6
SJA-F1-2012	6	6
SJA-F2-2013	5	5
SJA-F3-2012	6	6
SJA-F4-2018	0	0
SJA-F5-2018	0	0
