taxon	min	max
SAT-A1-1972	45	45
SAT-C1-1989	28	28
SAT-C2-1989	28	28
SAT-D1-1989	28	28
SAT-D2-1989	28	28
SAT-D3-1989	28	28
SAT-E1-1989	28	28
SAT-F1-1989	28	28
SAT-F2-2013	4	4
SAT-G1-2013	4	4
SAT-G1-2014	3	3
SAT-G1-2015	2	2
SAT-G1-2016	1	1
SAT-G1-2017	0	0
SAT-G2-2013	4	4
SAT-G2-2014	3	3
SAT-G3-2014	3	3
SAT-G3-2015	2	2
SAT-G3-2016	1	1
SAT-G3-2017	0	0
SAT-G4-2017	0	0
SAT-H1-2017	0	0
