taxon	min	max
HC2-E1-2011	2	2
HC2-E1-2012	1	1
HC2-E1-2013	0	0
HC2-E2-2011	2	2
HC2-F1-2011	2	2
HC2-F1-2012	1	1
HC2-F1-2013	0	0
HC2-F2-2011	2	2
HC2-F2-2012	1	1
HC2-F2-2013	0	0
HC2-G1-2011	2	2
HC2-H1-2013	0	0
