taxon	min	max
TR2-A1-2013	1	1
TR2-A2-2014	0	0
TR2-A3-2014	0	0
TR2-C1-2013	1	1
TR2-C2-2013	1	1
TR2-C3-2013	1	1
TR2-C4-2014	0	0
TR2-D1-2014	0	0
