taxon	min	max
LOC-A1-2010	9	9
LOC-A2-2012	7	7
LOC-C1-2017	2	2
LOC-D1-2017	2	2
LOC-E1-2017	2	2
LOC-F1-2017	2	2
LOC-F2-2019	0	0
LOC-G1-2017	2	2
LOC-G2-2019	0	0
