Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
0,10,0,4,16,40,49,16,0,0,0,5,49,0.2380054,-2.125354,0.09693152
0,11,0,5,16,40,49,25,0,1,0,5,49,0.2380054,-1.779407,0.1198943
0,6,0,3,16,40,49,25,0,0,0,4,49,0.2380054,-1.923296,0.1103434
0,11,0,5,18,40,49,25,0,0,0,4,49,0.2380054,-1.918048,0.1106918
2,8,1,3,17,39,26,22,0,1,2,6,47,0.2282908,-1.745094,0.1169333
0,9,0,4,15,40,49,17,0,0,0,5,49,0.2380054,-2.155531,0.09492844
0,7,0,3,17,40,49,25,0,0,0,3,49,0.2380054,-1.892681,0.1123755
1,6,1,3,18,40,32,19,0,0,1,4,48,0.2331481,-1.961936,0.1054373
1,7,1,3,17,40,46,23,0,1,1,5,48,0.2331481,-1.793359,0.1164107
1,8,1,3,17,40,46,15,0,0,1,6,48,0.2331481,-1.9383,0.1069759
0,7,0,3,18,40,49,25,0,1,0,4,49,0.2380054,-1.571226,0.1337127
0,11,0,5,17,40,49,25,0,0,0,4,49,0.2380054,-1.871688,0.113769
0,12,0,4,15,40,49,12,0,0,0,7,49,0.2380054,-2.034384,0.1029698
0,9,0,4,14,40,49,24,0,1,0,4,49,0.2380054,-2.204952,0.09164804
0,5,0,3,18,40,49,25,0,0,0,3,49,0.2380054,-1.962221,0.1077597
1,11,1,4,18,40,30,25,0,0,1,4,48,0.2331481,-1.705503,0.1221296
0,8,0,4,16,39,49,23,0,0,0,5,49,0.2380054,-1.932918,0.1097048
0,8,0,3,15,39,49,25,0,0,0,4,49,0.2380054,-2.108297,0.09806369
0,9,0,4,17,40,49,25,0,0,0,4,49,0.2380054,-1.914549,0.110924
0,9,0,3,15,40,49,17,0,0,0,7,49,0.2380054,-1.968781,0.1073243
