Number Invariant Sites,Number Invariant Sites Excluding Ambiguous,Max Invariant Block Length,Max Invariant Block Length Excluding Ambiguous,Max Pairwise Difference,Max Pairwise Difference Excluding Ambiguous,Max Variable Block Length,Max Variable Block Length Excluding Ambiguous,Min Pairwise Difference,Min Pairwise Difference Excluding Ambiguous,Number Invariable Block,Number Invariable Block Excluding Ambiguous,Segregating-Sites,Theta,Tajima-D,Tajima-Pi
1,7,1,3,17,21,16,9,3,3,1,4,24,0.3178937,1.275081,0.4090909
0,5,0,3,18,22,25,20,1,3,0,2,25,0.3311393,1.880532,0.4709091
1,4,1,2,18,21,22,20,5,6,1,3,24,0.3178937,3.046081,0.5357576
3,7,1,2,15,20,12,12,4,4,3,6,22,0.2914026,1.601508,0.3969697
1,4,1,2,16,17,23,21,4,4,1,2,24,0.3178937,1.164923,0.4012121
2,6,2,4,15,17,21,19,2,2,1,2,23,0.3046481,0.9201167,0.3678788
0,4,0,2,20,20,25,21,3,3,0,2,25,0.3311393,2.467637,0.5145455
1,5,1,2,16,20,13,11,1,2,1,3,24,0.3178937,0.7158179,0.3690909
1,5,1,3,17,21,18,15,2,2,1,3,24,0.3178937,2.088555,0.4672727
1,6,1,3,16,22,22,19,3,3,1,2,24,0.3178937,1.808923,0.4472727
1,4,1,3,17,20,24,21,2,5,1,2,24,0.3178937,2.478345,0.4951515
1,3,1,1,18,20,24,21,5,5,1,3,24,0.3178937,3.003713,0.5327273
2,4,1,2,19,20,20,20,0,4,2,3,23,0.3046481,2.719242,0.4915152
1,6,1,3,18,20,18,15,2,4,1,3,24,0.3178937,1.758081,0.4436364
1,5,1,2,15,19,15,13,2,6,1,3,24,0.3178937,1.131028,0.3987879
3,6,1,2,17,19,11,10,1,1,3,4,22,0.2914026,1.215349,0.3715152
4,7,1,3,16,17,9,9,2,4,4,4,21,0.278157,2.295427,0.4230303
3,8,1,3,14,18,13,5,3,4,3,5,22,0.2914026,1.307292,0.3775758
3,5,1,3,17,19,21,20,3,3,3,2,22,0.2914026,2.456573,0.4533333
1,6,1,3,17,22,13,10,4,4,1,3,24,0.3178937,2.190239,0.4745455
3,7,1,3,16,19,12,12,2,2,3,4,22,0.2914026,1.858947,0.4139394
2,4,1,3,19,20,22,21,2,2,2,2,23,0.3046481,2.851531,0.5006061
1,5,1,2,16,20,19,17,2,2,1,4,24,0.3178937,1.563186,0.429697
2,5,1,3,19,23,21,20,5,5,2,2,23,0.3046481,3.001458,0.5109091
0,5,0,3,19,23,25,20,3,3,0,2,25,0.3311393,1.929457,0.4745455
2,5,1,3,18,21,22,20,2,2,2,2,23,0.3046481,2.498761,0.4763636
0,4,0,2,19,22,25,20,2,2,0,3,25,0.3311393,1.750064,0.4612121
0,3,0,2,17,19,25,22,1,3,0,2,25,0.3311393,1.236347,0.4230303
0,4,0,3,18,22,25,21,4,4,0,2,25,0.3311393,2.092542,0.4866667
1,5,1,2,15,20,19,16,0,0,1,4,24,0.3178937,0.8683442,0.38
0,3,0,2,18,21,25,22,1,1,0,2,25,0.3311393,1.823452,0.4666667
0,4,0,2,18,22,25,20,3,4,0,3,25,0.3311393,2.329015,0.5042424
2,5,1,2,16,20,19,17,2,3,2,3,23,0.3046481,1.546283,0.4109091
2,5,1,2,19,21,13,12,2,2,2,3,23,0.3046481,3.019096,0.5121212
2,5,1,3,16,19,23,14,3,3,2,3,23,0.3046481,2.269461,0.4606061
3,6,1,2,17,19,12,11,1,4,3,4,22,0.2914026,1.279709,0.3757576
0,4,0,2,18,21,25,20,1,2,0,3,25,0.3311393,1.47282,0.4406061
0,5,0,3,17,20,25,20,4,4,0,2,25,0.3311393,1.432049,0.4375758
0,3,0,2,18,22,25,22,5,8,0,2,25,0.3311393,2.842731,0.5424242
0,5,0,3,19,20,25,20,2,2,0,2,25,0.3311393,1.823452,0.4666667
2,7,1,4,14,18,21,15,0,3,2,3,23,0.3046481,0.8672012,0.3642424
0,4,0,2,18,21,25,21,3,4,0,2,25,0.3311393,1.562516,0.4472727
2,6,1,3,15,19,18,16,1,1,2,3,23,0.3046481,1.008309,0.3739394
1,6,1,2,17,21,19,12,3,4,1,5,24,0.3178937,0.631081,0.3630303
2,6,1,3,17,23,13,12,2,2,2,3,23,0.3046481,2.498761,0.4763636
0,3,0,2,15,20,25,22,5,5,0,2,25,0.3311393,1.350506,0.4315152
1,6,1,3,17,20,12,10,3,4,1,3,24,0.3178937,1.207292,0.4042424
1,5,1,3,15,17,14,11,2,4,1,3,24,0.3178937,0.495502,0.3533333
1,4,1,3,18,18,24,21,2,3,1,2,24,0.3178937,1.308976,0.4115152
1,4,1,3,19,23,24,21,4,4,1,2,24,0.3178937,2.893555,0.5248485
0,5,0,3,19,24,25,20,1,2,0,2,25,0.3311393,2.394248,0.5090909
1,5,1,2,16,20,14,11,1,3,1,4,24,0.3178937,1.461502,0.4224242
0,4,0,2,17,22,25,21,2,2,0,2,25,0.3311393,1.709293,0.4581818
2,5,1,3,18,19,22,20,3,4,2,2,23,0.3046481,2.701604,0.490303
0,4,0,3,16,21,25,21,4,6,0,2,25,0.3311393,1.644059,0.4533333
3,5,3,3,16,19,22,20,1,1,1,2,22,0.2914026,2.006055,0.4236364
2,5,1,1,15,18,18,10,1,4,2,5,23,0.3046481,1.334621,0.3963636
1,4,1,2,17,21,13,12,7,7,1,3,24,0.3178937,2.478345,0.4951515
0,5,0,3,18,21,25,20,2,4,0,2,25,0.3311393,2.05177,0.4836364
0,4,0,2,19,22,25,21,3,3,0,2,25,0.3311393,2.704109,0.5321212
0,4,0,2,18,23,25,21,4,6,0,2,25,0.3311393,2.43502,0.5121212
6,12,2,3,12,17,6,6,2,2,4,5,19,0.2516659,0.7667474,0.2957576
1,7,1,3,15,22,22,14,0,3,1,3,24,0.3178937,1.122555,0.3981818
0,4,0,3,18,22,25,21,1,4,0,2,25,0.3311393,1.978382,0.4781818
0,4,0,2,17,23,25,21,3,5,0,2,25,0.3311393,1.464665,0.44
0,6,0,3,16,18,25,13,1,2,0,3,25,0.3311393,0.2904555,0.3527273
2,6,1,3,17,20,19,17,0,4,2,3,23,0.3046481,2.260642,0.46
0,2,0,1,17,18,25,23,3,4,0,2,25,0.3311393,0.7552469,0.3872727
0,4,0,2,18,22,25,21,2,4,0,2,25,0.3311393,1.692984,0.4569697
1,4,1,3,20,20,22,21,3,3,1,2,24,0.3178937,2.69866,0.5109091
1,5,1,2,17,19,13,11,2,2,1,3,24,0.3178937,1.995344,0.4606061
3,7,1,3,17,20,11,11,3,4,3,4,22,0.2914026,2.383019,0.4484848
1,5,1,3,20,20,22,20,5,5,1,2,24,0.3178937,2.834239,0.5206061
1,7,1,4,16,20,21,14,1,1,1,3,24,0.3178937,1.147976,0.4
1,6,1,2,15,19,19,10,1,2,1,5,24,0.3178937,0.902239,0.3824242
1,4,1,3,20,22,24,21,3,6,1,2,24,0.3178937,2.571555,0.5018182
0,6,0,3,14,20,25,15,1,2,0,3,25,0.3311393,-0.1335648,0.3212121
2,5,1,3,16,21,23,14,4,5,2,3,23,0.3046481,1.749125,0.4248485
0,4,0,3,18,22,25,21,2,5,0,2,25,0.3311393,2.247472,0.4981818
2,6,1,2,16,18,12,12,2,2,2,4,23,0.3046481,1.211152,0.3878788
1,4,1,1,18,18,13,12,0,0,1,4,24,0.3178937,1.554713,0.4290909
1,7,1,2,14,21,20,10,0,2,1,6,24,0.3178937,0.9446074,0.3854545
3,5,2,2,18,21,13,11,0,1,2,3,22,0.2914026,2.548515,0.4593939
0,5,0,3,18,20,25,20,0,2,0,2,25,0.3311393,2.002845,0.48
0,3,0,2,14,20,25,22,2,2,0,2,25,0.3311393,1.252655,0.4242424
2,5,1,3,17,20,13,13,0,0,2,3,23,0.3046481,1.563921,0.4121212
2,7,1,3,16,19,12,9,1,3,2,4,23,0.3046481,2.057799,0.4460606
1,6,1,3,16,21,17,14,3,5,1,3,24,0.3178937,1.978397,0.4593939
2,5,2,3,19,19,22,20,0,3,1,2,23,0.3046481,2.207726,0.4563636
3,7,1,3,14,20,17,15,2,2,3,3,22,0.2914026,1.353263,0.3806061
2,7,1,3,14,19,13,10,1,1,2,4,23,0.3046481,0.2322157,0.3206061
1,5,1,3,16,20,24,15,3,5,1,3,24,0.3178937,1.622502,0.4339394
1,5,1,2,19,23,24,15,4,5,1,4,24,0.3178937,2.029239,0.4630303
0,5,0,3,17,19,25,20,3,3,0,2,25,0.3311393,0.7715554,0.3884848
2,7,1,3,15,19,13,10,2,2,2,4,23,0.3046481,1.061225,0.3775758
1,5,1,2,15,18,20,17,2,2,1,4,24,0.3178937,0.8937653,0.3818182
0,4,0,2,17,21,25,20,3,3,0,3,25,0.3311393,1.032491,0.4078788
0,5,0,3,15,20,25,20,3,5,0,2,25,0.3311393,1.187421,0.4193939
0,4,0,2,19,21,25,21,2,3,0,2,25,0.3311393,2.64703,0.5278788
1,3,1,1,15,21,24,16,1,1,1,3,24,0.3178937,1.31745,0.4121212
2,3,1,1,18,18,23,21,2,2,2,3,23,0.3046481,1.881414,0.4339394
