Iteration	Posterior	Likelihood	Prior	age_extant	alpha_song	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	branch_rates[41]	branch_rates[42]	branch_rates[43]	branch_rates[44]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	er[7]	er[8]	er[9]	er[10]	er[11]	er[12]	er[13]	er[14]	er[15]	extinction_rate	num_samp_anc	origin_time	psi	rates_song[1]	rates_song[2]	rates_song[3]	rates_song[4]	sf[1]	sf[2]	sf[3]	sf[4]	sf[5]	sf[6]	speciation_rate	turnover
0	-413.2266	-304.8804	-108.3461	13.37717	5.289975	0.907364	0.0489311	0.0215397	0.0306512	0.266533	0.160875	0.211348	0.0429362	0.136377	0.00319394	0.0369729	0.0188056	0.333742	0.272534	0.244693	0.0183251	0.0106106	0.011738	0.158616	0.0499751	0.17231	0.072394	0.212014	0.00656363	0.019545	0.0141784	0.0155566	0.232517	0.10897	0.27089	0.0177311	0.0112753	0.100129	0.0117895	0.179366	0.179261	0.00333181	0.0304914	0.012947	0.0707791	0.0615036	0.286245	0.167028	0.00744222	0.1421586	0.008602678	0.109897	0.122035	0.00619234	0.00314498	0.018689	0.03748	0.0834072	0.00289411	0.025174	0.326776	0.162021	0.00530552	0.0220505	0.0514218	0.0235112	0.2720528	11	51.00702	0.1604638	0.513693	0.810592	1.08276	1.59295	0.244125	0.21694	0.115404	0.0873619	0.17845	0.157721	0.2806555	0.9693479
100	-446.6175	-323.3271	-123.2905	12.63897	1.7003	0.0175218	0.0493214	0.103272	0.225379	0.0411991	0.51932	0.092239	0.122523	0.310516	0.00218932	0.0118874	0.0122293	0.260044	0.055578	0.674864	0.124727	0.00264191	0.0999208	0.206064	0.0305835	0.00532965	0.104471	1.02906	0.155757	0.181208	0.00491043	0.449247	0.010699	0.00311912	0.0157264	0.0131604	0.199598	0.294637	0.209484	0.0406335	0.137028	0.00157572	0.274274	0.203292	0.0111174	0.219016	0.592685	0.11323	0.0601784	0.2067151	-0.02976898	0.17629	0.00697506	0.0151106	0.0227302	0.0998646	0.0758325	0.0561117	0.0162078	0.0283803	0.00177156	0.295937	0.0622653	0.094984	0.040397	0.00714245	0.3921968	7	51.59765	0.1088268	0.254673	0.618823	1.0603	2.0662	0.193444	0.320889	0.1142	0.129874	0.138852	0.102743	0.3624279	1.082138
200	-418.5427	-316.7801	-101.7626	13.04929	1.702357	0.00335694	0.0798682	0.149539	0.212331	0.0521247	0.0551723	0.076235	0.0120307	0.131848	0.0184539	0.0132371	0.0474554	0.575	0.145764	0.589478	0.00771107	0.133891	0.160032	0.0484616	0.0258621	0.0230474	0.00960661	0.340611	0.0107413	0.0334129	0.0438162	0.213944	0.0197264	0.018167	0.0764496	0.0122707	0.0856304	0.270452	0.103879	0.051655	0.43211	0.0338397	0.0400264	0.0780459	0.00627658	0.142726	0.190613	0.00729974	0.147824	0.1149777	-0.09314091	0.0979397	0.0205905	1.086e-05	0.0204172	0.0408679	0.0103219	0.143028	0.00708326	0.0724072	0.0644319	0.108571	0.0918709	0.275674	0.0270891	0.0196959	0.3532853	10	61.31568	0.1851262	0.254959	0.619105	1.06038	2.06555	0.214955	0.246004	0.148651	0.0437076	0.203188	0.143494	0.2601444	1.358035
300	-422.1253	-302.6407	-119.4846	7.962197	4.215903	0.226012	0.194019	0.00764828	0.0639732	0.906369	0.171716	0.732455	0.67158	0.0458579	0.0264785	0.00234415	0.0453648	0.140947	0.07996	0.00719874	0.15215	0.150182	0.0667904	0.133879	0.0783508	0.617464	0.00424823	0.145048	0.187573	0.680617	0.103405	0.0464945	0.0774837	0.158053	0.0183102	0.501462	0.0798244	0.153251	0.0224274	0.329901	0.127805	0.0713074	0.458763	0.404759	0.460297	0.0201559	0.00984072	0.011309	0.0556315	0.1868609	-0.1590552	0.0994648	0.0942963	0.00907998	0.00369189	0.0368568	0.00744739	0.107217	0.000811855	0.0203433	0.195992	0.238239	0.0128438	0.0314112	0.125431	0.0168743	0.3572171	8	50.23679	0.2541351	0.465843	0.782359	1.08431	1.66749	0.203534	0.250446	0.1568	0.0601696	0.21527	0.113781	0.1981619	1.802653
400	-444.6998	-322.9783	-121.7215	5.003992	2.587483	0.133461	0.018377	0.101196	0.00674871	1.01748	0.239112	0.00536248	0.912316	0.0618725	0.00276222	0.0404528	0.0570685	0.618824	0.136214	0.302065	0.0663493	0.822249	0.151177	0.280346	0.584859	0.914984	0.00620673	0.278041	0.0780517	0.507439	0.191437	0.00347954	0.0697613	0.631334	0.185592	0.086412	0.743776	0.204774	0.211177	0.650509	0.0473866	0.227578	0.719906	0.178484	0.113979	0.0071749	0.0612859	0.151151	0.0183536	0.2410096	-0.03645849	0.14356	0.0370578	0.0417121	0.0939709	0.0719832	0.00942173	0.0435307	0.0108951	0.0419817	0.112461	0.211162	0.0188045	0.052429	0.068557	0.042473	0.3480768	11	51.00997	0.2424414	0.354597	0.705786	1.07956	1.86006	0.244715	0.264175	0.0920719	0.0810468	0.153316	0.164675	0.3116183	1.116997
500	-400.1761	-302.6369	-97.5392	8.707323	5.124769	0.52806	0.12113	0.0278798	0.043612	0.500848	0.0650834	0.012896	0.464746	0.17051	0.0339538	0.0132064	0.0251383	0.274465	0.0389596	0.330227	0.00215614	0.0366238	0.138346	0.017131	0.26166	0.37698	0.044501	0.166566	0.0265315	0.251732	0.036974	0.0289987	0.0231544	0.0759563	0.0108605	0.0626213	0.0317903	0.0906991	0.00811007	0.166506	0.00781674	0.227858	0.0517813	0.00396282	0.141586	0.0112335	0.0256692	0.0872778	0.0248338	0.1352748	-0.1524638	0.166354	0.0500432	0.028795	0.010401	0.0268997	0.0047832	0.126063	0.00101418	0.0728535	0.0636335	0.245332	0.0014822	0.168218	0.0315433	0.00258369	0.3338763	10	50.91927	0.178122	0.507178	0.806889	1.08308	1.60285	0.206306	0.257381	0.130306	0.0660568	0.176715	0.163235	0.1814125	1.840426
600	-422.8861	-320.8132	-102.0729	7.340139	2.909005	0.221856	0.0216232	0.0502811	0.0637767	0.44876	0.259334	0.132248	0.584968	0.158953	0.0111422	0.0384959	0.0420814	0.233426	0.0342119	0.186062	0.0725514	0.0169515	0.0253419	0.37824	0.0827772	0.443902	0.00151264	0.278014	0.0886381	0.372154	0.100243	0.119681	0.00237502	0.187037	0.0704177	0.0606963	0.341918	0.34195	0.132974	0.236139	0.0353348	0.00511013	0.168918	0.0455771	0.125639	0.106333	0.039366	0.0628218	0.010214	0.1473313	-0.05767153	0.0591516	0.0803927	0.0867592	0.0320362	0.101484	0.0480762	0.149862	0.0033866	0.0727423	0.072831	0.12582	0.00487676	0.0820152	0.0579258	0.0226408	0.2449214	11	51.79431	0.2183033	0.382098	0.726362	1.08203	1.80951	0.217881	0.286472	0.129844	0.0565178	0.168508	0.140778	0.1872499	1.307992
700	-403.2902	-304.2569	-99.03328	14.17137	4.962909	0.174387	0.0202564	0.197408	0.00612515	0.0541527	0.124619	0.0090846	0.00152614	0.239188	0.0100164	0.0117813	0.00244369	0.139024	0.0713141	0.441479	0.335337	0.30673	0.00452094	0.186385	0.0454759	0.277953	0.0251228	0.321602	0.122519	0.287604	0.0268888	0.012768	0.0372766	0.14693	0.0135873	0.039037	0.177963	0.03218	0.0397913	0.0708997	0.10572	0.000270736	0.327348	0.64732	0.0113116	0.0362377	0.197555	0.0128531	0.0279883	0.1039127	-0.1938325	0.134886	0.0628524	0.0608801	0.00962677	0.0139822	0.0145676	0.0938988	0.0201787	0.0448494	0.0382144	0.22784	0.00450705	0.227327	0.0349179	0.0114723	0.4681838	11	50.51207	0.2085816	0.50053	0.803066	1.08337	1.61304	0.207965	0.249977	0.0753151	0.0744042	0.192693	0.199645	0.2743512	1.706512
800	-426.762	-317.7008	-109.0613	8.662022	2.969274	0.515142	0.044604	0.0530785	0.10789	0.262306	0.109874	0.0508961	0.000237423	0.711126	0.152467	0.121418	0.0062332	0.151194	0.00101635	0.170733	0.119502	0.0541015	0.00658341	0.284	0.126741	0.42731	0.219935	0.179181	0.286124	0.203326	0.061016	0.328627	0.197945	0.0606752	0.00431767	0.00630089	0.634982	0.00475755	0.0322352	0.0653514	0.309991	0.113967	0.00171737	0.286764	0.00292741	0.347335	0.165885	0.0135805	0.0683343	0.1364236	-0.05049012	0.0417104	0.0841299	0.0141744	0.0468738	0.0328262	0.000296827	0.0805787	0.00116695	0.077802	0.136251	0.331348	0.0243632	0.000950555	0.107027	0.0205004	0.3447919	10	52.73227	0.2224465	0.386871	0.729812	1.08236	1.80096	0.162271	0.458377	0.0926116	0.102335	0.109048	0.0753569	0.2943018	1.171559
900	-437.9179	-321.2639	-116.654	5.621398	4.67447	0.0959099	0.242956	0.166716	0.253064	0.689811	0.818995	0.0714042	0.648835	0.104623	0.0123796	0.0519222	0.0316287	0.0954699	0.073035	0.117123	0.238003	0.453264	0.0759851	0.124089	0.11979	0.24338	0.0440141	0.117766	0.465905	0.561988	0.302094	0.0720111	0.0302977	0.247084	0.489696	0.081614	0.0259924	0.166226	0.295471	0.0793446	0.026403	0.204671	0.325014	0.0429129	0.274607	0.0226018	0.717062	0.545525	0.279553	0.2070992	-0.04306091	0.0599085	0.0669493	0.00220805	0.0829624	0.0240422	0.0499411	0.104465	0.00594118	0.150542	0.165516	0.145843	0.0218024	0.0516281	0.013993	0.0542586	0.360895	11	50.26656	0.2030503	0.487969	0.795718	1.08382	1.63249	0.266478	0.292991	0.116576	0.0902148	0.129894	0.103846	0.3178341	1.135482
